Year,Entidad federativa,Municipio,GeoCode,Value
2020,Estados Unidos Mexicanos,,0,10.99972191
2018,Estados Unidos Mexicanos,,0,13.14016954
2016,Estados Unidos Mexicanos,,0,13.22881894
2014,Estados Unidos Mexicanos,,0,13.0458
2012,Estados Unidos Mexicanos,,0,17.0635
2010,Estados Unidos Mexicanos,,0,15.2967
2008,Estados Unidos Mexicanos,,0,16.8289
2006,Estados Unidos Mexicanos,,0,14.5601
2004,Estados Unidos Mexicanos,,0,17.2567
2002,Estados Unidos Mexicanos,,0,20.2916
2000,Estados Unidos Mexicanos,,0,23.5667
1998,Estados Unidos Mexicanos,,0,28.1296
1996,Estados Unidos Mexicanos,,0,31.0206
1994,Estados Unidos Mexicanos,,0,31.0505
1992,Estados Unidos Mexicanos,,0,35.6778
2020,Aguascalientes,,1,5.1407564
2018,Aguascalientes,,1,5.393244876
2016,Aguascalientes,,1,4.195598878
2014,Aguascalientes,,1,5.76052
2012,Aguascalientes,,1,4.8938
2010,Aguascalientes,,1,8.14741
2008,Aguascalientes,,1,6.29591
2006,Aguascalientes,,1,
2004,Aguascalientes,,1,
2002,Aguascalientes,,1,
2000,Aguascalientes,,1,
1998,Aguascalientes,,1,
1996,Aguascalientes,,1,
1994,Aguascalientes,,1,
1992,Aguascalientes,,1,
2020,Aguascalientes,Aguascalientes,1001,4.008026492
2018,Aguascalientes,Aguascalientes,1001,
2016,Aguascalientes,Aguascalientes,1001,
2014,Aguascalientes,Aguascalientes,1001,
2012,Aguascalientes,Aguascalientes,1001,
2010,Aguascalientes,Aguascalientes,1001,8.47882
2008,Aguascalientes,Aguascalientes,1001,
2006,Aguascalientes,Aguascalientes,1001,
2004,Aguascalientes,Aguascalientes,1001,
2002,Aguascalientes,Aguascalientes,1001,
2000,Aguascalientes,Aguascalientes,1001,9.26806
1998,Aguascalientes,Aguascalientes,1001,
1996,Aguascalientes,Aguascalientes,1001,
1994,Aguascalientes,Aguascalientes,1001,
1992,Aguascalientes,Aguascalientes,1001,
2020,Aguascalientes,Asientos,1002,
2018,Aguascalientes,Asientos,1002,
2016,Aguascalientes,Asientos,1002,
2014,Aguascalientes,Asientos,1002,
2012,Aguascalientes,Asientos,1002,
2010,Aguascalientes,Asientos,1002,
2008,Aguascalientes,Asientos,1002,
2006,Aguascalientes,Asientos,1002,
2004,Aguascalientes,Asientos,1002,
2002,Aguascalientes,Asientos,1002,
2000,Aguascalientes,Asientos,1002,
1998,Aguascalientes,Asientos,1002,
1996,Aguascalientes,Asientos,1002,
1994,Aguascalientes,Asientos,1002,
1992,Aguascalientes,Asientos,1002,
2020,Aguascalientes,Calvillo,1003,4.514851485
2018,Aguascalientes,Calvillo,1003,
2016,Aguascalientes,Calvillo,1003,
