Year,Entidad federativa,Ocupación carcelaria estatal,GeoCode,Value
2017,Chihuahua,Centros de internamiento para adolescentes estatales,8,18.16770186
2016,Chihuahua,Centros de internamiento para adolescentes estatales,8,18.49427169
2015,Chihuahua,Centros de internamiento para adolescentes estatales,8,94.36325678
2021,Ciudad de México,Total Estatal,9,92.36602991
2020,Ciudad de México,Total Estatal,9,93.93646705
2019,Ciudad de México,Total Estatal,9,88.69981767999998
2018,Ciudad de México,Total Estatal,9,93.28950189
2017,Ciudad de México,Total Estatal,9,97.85807086
2016,Ciudad de México,Total Estatal,9,125.0884102
2015,Ciudad de México,Total Estatal,9,146.236516
2021,Ciudad de México,Centros penitenciarios estatales,9,93.40447929
2020,Ciudad de México,Centros penitenciarios estatales,9,94.91451595
2019,Ciudad de México,Centros penitenciarios estatales,9,89.66568659
2018,Ciudad de México,Centros penitenciarios estatales,9,93.80739773
2017,Ciudad de México,Centros penitenciarios estatales,9,100.6061926
2016,Ciudad de México,Centros penitenciarios estatales,9,129.3648474
2015,Ciudad de México,Centros penitenciarios estatales,9,150.787155
2021,Ciudad de México,Centros de internamiento para adolescentes estatales,9,21.72839506
2020,Ciudad de México,Centros de internamiento para adolescentes estatales,9,27.40740741
2019,Ciudad de México,Centros de internamiento para adolescentes estatales,9,25.94339623
2018,Ciudad de México,Centros de internamiento para adolescentes estatales,9,60.64073227
2017,Ciudad de México,Centros de internamiento para adolescentes estatales,9,16.4516129
2016,Ciudad de México,Centros de internamiento para adolescentes estatales,9,15.79509072
2015,Ciudad de México,Centros de internamiento para adolescentes estatales,9,36.16161616
2021,Durango,Total Estatal,10,155.3809898
2020,Durango,Total Estatal,10,155.8388158
2019,Durango,Total Estatal,10,143.5663225
2018,Durango,Total Estatal,10,173.9726027
2017,Durango,Total Estatal,10,151.5045792
2016,Durango,Total Estatal,10,128.8067676
2015,Durango,Total Estatal,10,169.1038787
2021,Durango,Centros penitenciarios estatales,10,173.9744155
2020,Durango,Centros penitenciarios estatales,10,166.7401853
2019,Durango,Centros penitenciarios estatales,10,152.8261793
2018,Durango,Centros penitenciarios estatales,10,178.8235294
2017,Durango,Centros penitenciarios estatales,10,164.8661568
2016,Durango,Centros penitenciarios estatales,10,134.4101124
2015,Durango,Centros penitenciarios estatales,10,174.0917782
2021,Durango,Centros de internamiento para adolescentes estatales,10,4.301075269
2020,Durango,Centros de internamiento para adolescentes estatales,10,6.060606060999999
2019,Durango,Centros de internamiento para adolescentes estatales,10,11.515151519999998
2018,Durango,Centros de internamiento para adolescentes estatales,10,15.38461538
2017,Durango,Centros de internamiento para adolescentes estatales,10,12.43781095
2016,Durango,Centros de internamiento para adolescentes estatales,10,20.0
2015,Durango,Centros de internamiento para adolescentes estatales,10,100.0
2021,Guanajuato,Total Estatal,11,114.5941686
2020,Guanajuato,Total Estatal,11,105.7210402
2019,Guanajuato,Total Estatal,11,96.86850935
2018,Guanajuato,Total Estatal,11,87.01468189
2017,Guanajuato,Total Estatal,11,80.54641211
2016,Guanajuato,Total Estatal,11,77.74268617
2015,Guanajuato,Total Estatal,11,77.06117021
2021,Guanajuato,Centros penitenciarios estatales,11,119.4545455
2020,Guanajuato,Centros penitenciarios estatales,11,110.5289256
2019,Guanajuato,Centros penitenciarios estatales,11,101.2240107
2018,Guanajuato,Centros penitenciarios estatales,11,90.55669399
2017,Guanajuato,Centros penitenciarios estatales,11,83.71251293
2016,Guanajuato,Centros penitenciarios estatales,11,78.80041365
2015,Guanajuato,Centros penitenciarios estatales,11,77.54222682
2021,Guanajuato,Centros de internamiento para adolescentes estatales,11,14.91525424
2020,Guanajuato,Centros de internamiento para adolescentes estatales,11,7.118644067999999
2019,Guanajuato,Centros de internamiento para adolescentes estatales,11,8.813559322
2018,Guanajuato,Centros de internamiento para adolescentes estatales,11,11.31386861
2017,Guanajuato,Centros de internamiento para adolescentes estatales,11,13.50364964
2016,Guanajuato,Centros de internamiento para adolescentes estatales,11,49.06542056
2015,Guanajuato,Centros de internamiento para adolescentes estatales,11,64.01869159
2021,Guerrero,Total Estatal,12,113.1411951
2020,Guerrero,Total Estatal,12,108.3312102
2019,Guerrero,Total Estatal,12,112.4207188
2018,Guerrero,Total Estatal,12,110.7858243
2017,Guerrero,Total Estatal,12,117.4397512
2016,Guerrero,Total Estatal,12,132.12186
2015,Guerrero,Total Estatal,12,134.5401174
2021,Guerrero,Centros penitenciarios estatales,12,115.9103335
2020,Guerrero,Centros penitenciarios estatales,12,110.6813996
2019,Guerrero,Centros penitenciarios estatales,12,119.8571429
2018,Guerrero,Centros penitenciarios estatales,12,117.6731302
2017,Guerrero,Centros penitenciarios estatales,12,125.3146853
2016,Guerrero,Centros penitenciarios estatales,12,141.7582418
2015,Guerrero,Centros penitenciarios estatales,12,143.29653
2021,Guerrero,Centros de internamiento para adolescentes estatales,12,31.4516129
2020,Guerrero,Centros de internamiento para adolescentes estatales,12,36.29032258
2019,Guerrero,Centros de internamiento para adolescentes estatales,12,20.77464789
2018,Guerrero,Centros de internamiento para adolescentes estatales,12,23.239436620000003
2017,Guerrero,Centros de internamiento para adolescentes estatales,12,18.30985915
2016,Guerrero,Centros de internamiento para adolescentes estatales,12,14.78873239
2015,Guerrero,Centros de internamiento para adolescentes estatales,12,17.25352113
2021,Hidalgo,Total Estatal,13,115.7894737
2020,Hidalgo,Total Estatal,13,124.4270542
2019,Hidalgo,Total Estatal,13,120.68194520000002
2018,Hidalgo,Total Estatal,13,107.5740637
2017,Hidalgo,Total Estatal,13,130.4363249
2016,Hidalgo,Total Estatal,13,128.8045406
2015,Hidalgo,Total Estatal,13,178.6046512
2021,Hidalgo,Centros penitenciarios estatales,13,117.5280899
2020,Hidalgo,Centros penitenciarios estatales,13,127.1132835
2019,Hidalgo,Centros penitenciarios estatales,13,123.4905118
2018,Hidalgo,Centros penitenciarios estatales,13,109.919494
2017,Hidalgo,Centros penitenciarios estatales,13,134.3876425
2016,Hidalgo,Centros penitenciarios estatales,13,132.6958441
2015,Hidalgo,Centros penitenciarios estatales,13,184.6829268
2021,Hidalgo,Centros de internamiento para adolescentes estatales,13,28.75
2020,Hidalgo,Centros de internamiento para adolescentes estatales,13,31.0
2019,Hidalgo,Centros de internamiento para adolescentes estatales,13,23.0
2018,Hidalgo,Centros de internamiento para adolescentes estatales,13,26.0
2017,Hidalgo,Centros de internamiento para adolescentes estatales,13,23.0
2016,Hidalgo,Centros de internamiento para adolescentes estatales,13,23.0
2015,Hidalgo,Centros de internamiento para adolescentes estatales,13,54.0
2021,Jalisco,Total Estatal,14,96.43194535000002
2020,Jalisco,Total Estatal,14,97.06416685
2019,Jalisco,Total Estatal,14,84.66517142
2018,Jalisco,Total Estatal,14,100.81306820000002
2017,Jalisco,Total Estatal,14,138.6398467
2016,Jalisco,Total Estatal,14,149.8517456
2015,Jalisco,Total Estatal,14,168.9512962
2021,Jalisco,Centros penitenciarios estatales,14,99.63888053
2020,Jalisco,Centros penitenciarios estatales,14,100.1730364
2019,Jalisco,Centros penitenciarios estatales,14,86.97806554
2018,Jalisco,Centros penitenciarios estatales,14,103.820827
2017,Jalisco,Centros penitenciarios estatales,14,143.6766623
2016,Jalisco,Centros penitenciarios estatales,14,154.9237866
2015,Jalisco,Centros penitenciarios estatales,14,174.4107051
2021,Jalisco,Centros de internamiento para adolescentes estatales,14,5.543710021
2020,Jalisco,Centros de internamiento para adolescentes estatales,14,8.955223881
2019,Jalisco,Centros de internamiento para adolescentes estatales,14,10.02132196
2018,Jalisco,Centros de internamiento para adolescentes estatales,14,17.0575693
2017,Jalisco,Centros de internamiento para adolescentes estatales,14,31.5565032
2016,Jalisco,Centros de internamiento para adolescentes estatales,14,45.13457557
2015,Jalisco,Centros de internamiento para adolescentes estatales,14,55.86353945
2021,México,Total Estatal,15,237.1710984
2020,México,Total Estatal,15,225.8151237
2019,México,Total Estatal,15,206.9690494
2018,México,Total Estatal,15,206.7911715
2017,México,Total Estatal,15,199.4758987
2016,México,Total Estatal,15,189.7761468
2015,México,Total Estatal,15,236.2027074
2021,México,Centros penitenciarios estatales,15,244.3530939
2020,México,Centros penitenciarios estatales,15,232.5622903
2019,México,Centros penitenciarios estatales,15,213.0149211
2018,México,Centros penitenciarios estatales,15,213.35939300000004
2017,México,Centros penitenciarios estatales,15,205.9783858
2016,México,Centros penitenciarios estatales,15,195.9847619
2015,México,Centros penitenciarios estatales,15,243.6139332
2021,México,Centros de internamiento para adolescentes estatales,15,38.0
2020,México,Centros de internamiento para adolescentes estatales,15,36.8
2019,México,Centros de internamiento para adolescentes estatales,15,37.6
2018,México,Centros de internamiento para adolescentes estatales,15,35.4
2017,México,Centros de internamiento para adolescentes estatales,15,29.8
2016,México,Centros de internamiento para adolescentes estatales,15,26.8
2015,México,Centros de internamiento para adolescentes estatales,15,72.8
2021,Michoacán de Ocampo,Total Estatal,16,105.9112436
2020,Michoacán de Ocampo,Total Estatal,16,103.0467519
2019,Michoacán de Ocampo,Total Estatal,16,62.6064333
2018,Michoacán de Ocampo,Total Estatal,16,87.85446763
2017,Michoacán de Ocampo,Total Estatal,16,85.50026752000001
2016,Michoacán de Ocampo,Total Estatal,16,80.21133525
2015,Michoacán de Ocampo,Total Estatal,16,93.98014729
2021,Michoacán de Ocampo,Centros penitenciarios estatales,16,111.2278761
2020,Michoacán de Ocampo,Centros penitenciarios estatales,16,108.4623894
2019,Michoacán de Ocampo,Centros penitenciarios estatales,16,64.7692496
2018,Michoacán de Ocampo,Centros penitenciarios estatales,16,90.78171091
2017,Michoacán de Ocampo,Centros penitenciarios estatales,16,88.3480826
2016,Michoacán de Ocampo,Centros penitenciarios estatales,16,83.90669575
2015,Michoacán de Ocampo,Centros penitenciarios estatales,16,98.00302064
2021,Michoacán de Ocampo,Centros de internamiento para adolescentes estatales,16,1.805054152
2020,Michoacán de Ocampo,Centros de internamiento para adolescentes estatales,16,0.696864111
2019,Michoacán de Ocampo,Centros de internamiento para adolescentes estatales,16,1.045296167
2018,Michoacán de Ocampo,Centros de internamiento para adolescentes estatales,16,1.092896175
2017,Michoacán de Ocampo,Centros de internamiento para adolescentes estatales,16,1.092896175
2016,Michoacán de Ocampo,Centros de internamiento para adolescentes estatales,16,3.484320557
2015,Michoacán de Ocampo,Centros de internamiento para adolescentes estatales,16,10.45296167
2021,Morelos,Total Estatal,17,141.6941694
2020,Morelos,Total Estatal,17,119.85151709999998
2019,Morelos,Total Estatal,17,114.9584488
2018,Morelos,Total Estatal,17,113.1578947
2017,Morelos,Total Estatal,17,120.3601108
2016,Morelos,Total Estatal,17,129.3180133
2015,Morelos,Total Estatal,17,144.4025631
2021,Morelos,Centros penitenciarios estatales,17,146.2640341
2020,Morelos,Centros penitenciarios estatales,17,122.4441435
2019,Morelos,Centros penitenciarios estatales,17,118.9002185
2018,Morelos,Centros penitenciarios estatales,17,117.77130370000002
2017,Morelos,Centros penitenciarios estatales,17,124.94537510000002
2016,Morelos,Centros penitenciarios estatales,17,134.7107438
2015,Morelos,Centros penitenciarios estatales,17,147.4481659
2021,Morelos,Centros de internamiento para adolescentes estatales,17,59.72222222
2020,Morelos,Centros de internamiento para adolescentes estatales,17,66.66666667
2019,Morelos,Centros de internamiento para adolescentes estatales,17,38.73239437
2018,Morelos,Centros de internamiento para adolescentes estatales,17,23.943661970000004
2017,Morelos,Centros de internamiento para adolescentes estatales,17,31.690140849999995
2016,Morelos,Centros de internamiento para adolescentes estatales,17,42.03821656
2015,Morelos,Centros de internamiento para adolescentes estatales,17,91.72413793
2021,Nayarit,Total Estatal,18,171.6465863
2020,Nayarit,Total Estatal,18,168.1415929
2019,Nayarit,Total Estatal,18,168.3482506
2018,Nayarit,Total Estatal,18,175.7819482
2017,Nayarit,Total Estatal,18,188.547486
2016,Nayarit,Total Estatal,18,214.0595903
2015,Nayarit,Total Estatal,18,260.6003752
2021,Nayarit,Centros penitenciarios estatales,18,179.6280642
2020,Nayarit,Centros penitenciarios estatales,18,175.57058330000004
2019,Nayarit,Centros penitenciarios estatales,18,176.0068552
2018,Nayarit,Centros penitenciarios estatales,18,184.7682119
2017,Nayarit,Centros penitenciarios estatales,18,208.7318087
2016,Nayarit,Centros penitenciarios estatales,18,233.2640333
2015,Nayarit,Centros penitenciarios estatales,18,278.4823285
2021,Nayarit,Centros de internamiento para adolescentes estatales,18,19.35483871
2020,Nayarit,Centros de internamiento para adolescentes estatales,18,21.66666667
2019,Nayarit,Centros de internamiento para adolescentes estatales,18,24.19354839
2018,Nayarit,Centros de internamiento para adolescentes estatales,18,22.58064516
2017,Nayarit,Centros de internamiento para adolescentes estatales,18,15.17857143
2016,Nayarit,Centros de internamiento para adolescentes estatales,18,49.10714286
2015,Nayarit,Centros de internamiento para adolescentes estatales,18,95.19230769
2021,Nuevo León,Total Estatal,19,103.1398238
2020,Nuevo León,Total Estatal,19,91.35983736
2019,Nuevo León,Total Estatal,19,81.08679433
2018,Nuevo León,Total Estatal,19,83.54819633
2017,Nuevo León,Total Estatal,19,98.55092276
2016,Nuevo León,Total Estatal,19,99.80622837
2015,Nuevo León,Total Estatal,19,110.7681661
2021,Nuevo León,Centros penitenciarios estatales,19,104.2706664
2020,Nuevo León,Centros penitenciarios estatales,19,92.21433478
2019,Nuevo León,Centros penitenciarios estatales,19,81.84801818
2018,Nuevo León,Centros penitenciarios estatales,19,84.43911218
2017,Nuevo León,Centros penitenciarios estatales,19,101.8389166
2016,Nuevo León,Centros penitenciarios estatales,19,103.7199125
2015,Nuevo León,Centros penitenciarios estatales,19,114.3836616
2021,Nuevo León,Centros de internamiento para adolescentes estatales,19,20.83333333
2020,Nuevo León,Centros de internamiento para adolescentes estatales,19,29.16666667
2019,Nuevo León,Centros de internamiento para adolescentes estatales,19,30.83333333
2018,Nuevo León,Centros de internamiento para adolescentes estatales,19,21.66666667
2017,Nuevo León,Centros de internamiento para adolescentes estatales,19,21.66666667
2016,Nuevo León,Centros de internamiento para adolescentes estatales,19,27.2972973
2015,Nuevo León,Centros de internamiento para adolescentes estatales,19,43.78378378
2021,Oaxaca,Total Estatal,20,104.0533736
2020,Oaxaca,Total Estatal,20,91.45601618
2019,Oaxaca,Total Estatal,20,67.42351357
2018,Oaxaca,Total Estatal,20,87.51696065
2017,Oaxaca,Total Estatal,20,86.05757792000001
2016,Oaxaca,Total Estatal,20,72.99864315
2015,Oaxaca,Total Estatal,20,99.82754373
2021,Oaxaca,Centros penitenciarios estatales,20,105.5526992
2020,Oaxaca,Centros penitenciarios estatales,20,93.84133612
2019,Oaxaca,Centros penitenciarios estatales,20,68.01564027
2018,Oaxaca,Centros penitenciarios estatales,20,90.46267386
2017,Oaxaca,Centros penitenciarios estatales,20,88.39396189
2016,Oaxaca,Centros penitenciarios estatales,20,73.82612738
2015,Oaxaca,Centros penitenciarios estatales,20,102.532617
2021,Oaxaca,Centros de internamiento para adolescentes estatales,20,32.92682927
2020,Oaxaca,Centros de internamiento para adolescentes estatales,20,17.74193548
2019,Oaxaca,Centros de internamiento para adolescentes estatales,20,30.48780488
2018,Oaxaca,Centros de internamiento para adolescentes estatales,20,23.456790120000004
2017,Oaxaca,Centros de internamiento para adolescentes estatales,20,27.77777778
2016,Oaxaca,Centros de internamiento para adolescentes estatales,20,43.33333333
2015,Oaxaca,Centros de internamiento para adolescentes estatales,20,29.33333333
2021,Puebla,Total Estatal,21,143.3406917
2020,Puebla,Total Estatal,21,139.7105715
2019,Puebla,Total Estatal,21,124.0618102
2018,Puebla,Total Estatal,21,127.9170035
2017,Puebla,Total Estatal,21,111.7086979
2016,Puebla,Total Estatal,21,113.4585692
2015,Puebla,Total Estatal,21,134.5033801
2021,Puebla,Centros penitenciarios estatales,21,147.869102
2020,Puebla,Centros penitenciarios estatales,21,144.0639269
2019,Puebla,Centros penitenciarios estatales,21,127.8031456
2018,Puebla,Centros penitenciarios estatales,21,131.935123
2017,Puebla,Centros penitenciarios estatales,21,114.7160757
2016,Puebla,Centros penitenciarios estatales,21,115.99573449999998
