Year,Entidad federativa,Sexo (t-h-m-na),Intoxicaciones_grupo de edad,GeoCode,Value
2019,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2018,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2017,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2016,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2015,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2014,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2013,San Luis Potosí,Mujeres,De 60 a 64 años,24,2.37846066026068
2012,San Luis Potosí,Mujeres,De 60 a 64 años,24,2.46694296427867
2011,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2010,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2009,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2008,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2007,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2006,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2005,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2004,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2003,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2002,San Luis Potosí,Mujeres,De 60 a 64 años,24,3.3148804985580305
2001,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2000,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
1999,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
1998,San Luis Potosí,Mujeres,De 60 a 64 años,24,0.0
2021,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2020,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2019,San Luis Potosí,Mujeres,De 65 a 69 años,24,2.47690288063805
2018,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2017,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2016,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2015,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2014,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2013,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2012,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2011,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2010,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2009,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2008,San Luis Potosí,Mujeres,De 65 a 69 años,24,3.44044588178628
2007,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2006,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2005,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2004,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2003,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2002,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2001,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2000,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
1999,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
1998,San Luis Potosí,Mujeres,De 65 a 69 años,24,0.0
2021,San Luis Potosí,Mujeres,De 70 a 74 años,24,3.08851689418741
2020,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2019,San Luis Potosí,Mujeres,De 70 a 74 años,24,3.26338804947296
2018,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2017,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2016,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2015,San Luis Potosí,Mujeres,De 70 a 74 años,24,3.59169599885066
2014,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2013,San Luis Potosí,Mujeres,De 70 a 74 años,24,3.78673129354741
2012,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2011,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2010,San Luis Potosí,Mujeres,De 70 a 74 años,24,4.10812587297675
2009,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2008,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2007,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2006,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2005,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2004,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2003,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2002,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2001,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2000,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
1999,San Luis Potosí,Mujeres,De 70 a 74 años,24,11.5273775216138
1998,San Luis Potosí,Mujeres,De 70 a 74 años,24,0.0
2021,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2020,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2019,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2018,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2017,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2016,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2015,San Luis Potosí,Mujeres,De 75 a 79 años,24,4.78262948969343
2014,San Luis Potosí,Mujeres,De 75 a 79 años,24,4.91014435824413
2013,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2012,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2011,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2010,San Luis Potosí,Mujeres,De 75 a 79 años,24,5.44780998038788
2009,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2008,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2007,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2006,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2005,San Luis Potosí,Mujeres,De 75 a 79 años,24,6.44828475625484
2004,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2003,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2002,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2001,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2000,San Luis Potosí,Mujeres,De 75 a 79 años,24,7.99168864381044
1999,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
1998,San Luis Potosí,Mujeres,De 75 a 79 años,24,0.0
2021,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2020,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2019,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2018,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2017,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2016,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2015,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2014,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2013,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2012,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2011,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2010,San Luis Potosí,Mujeres,De 80 a 84 años,24,8.1732733959951
2009,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2008,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2007,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2006,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2005,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2004,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2003,San Luis Potosí,Mujeres,De 80 a 84 años,24,11.1433028749721
2002,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2001,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2000,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
1999,San Luis Potosí,Mujeres,De 80 a 84 años,24,13.5482996883891
1998,San Luis Potosí,Mujeres,De 80 a 84 años,24,0.0
2021,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2020,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2019,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2018,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2017,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2016,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2015,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2014,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2013,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2012,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2011,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2010,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2009,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2008,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2007,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2006,San Luis Potosí,Mujeres,De 85 años y más,24,11.1706881143878
2005,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2004,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2003,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2002,San Luis Potosí,Mujeres,De 85 años y más,24,13.1302521008403
2001,San Luis Potosí,Mujeres,De 85 años y más,24,13.6612021857923
2000,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
1999,San Luis Potosí,Mujeres,De 85 años y más,24,29.312619082515
1998,San Luis Potosí,Mujeres,De 85 años y más,24,0.0
2021,San Luis Potosí,Mujeres,Edad no especificada,24,
2020,San Luis Potosí,Mujeres,Edad no especificada,24,
2019,San Luis Potosí,Mujeres,Edad no especificada,24,
2018,San Luis Potosí,Mujeres,Edad no especificada,24,
2017,San Luis Potosí,Mujeres,Edad no especificada,24,
2016,San Luis Potosí,Mujeres,Edad no especificada,24,
2015,San Luis Potosí,Mujeres,Edad no especificada,24,
2014,San Luis Potosí,Mujeres,Edad no especificada,24,
2013,San Luis Potosí,Mujeres,Edad no especificada,24,
2012,San Luis Potosí,Mujeres,Edad no especificada,24,
2011,San Luis Potosí,Mujeres,Edad no especificada,24,
2010,San Luis Potosí,Mujeres,Edad no especificada,24,
2009,San Luis Potosí,Mujeres,Edad no especificada,24,
2008,San Luis Potosí,Mujeres,Edad no especificada,24,
2007,San Luis Potosí,Mujeres,Edad no especificada,24,
2006,San Luis Potosí,Mujeres,Edad no especificada,24,
2005,San Luis Potosí,Mujeres,Edad no especificada,24,
2004,San Luis Potosí,Mujeres,Edad no especificada,24,
2003,San Luis Potosí,Mujeres,Edad no especificada,24,
2002,San Luis Potosí,Mujeres,Edad no especificada,24,
2001,San Luis Potosí,Mujeres,Edad no especificada,24,
2000,San Luis Potosí,Mujeres,Edad no especificada,24,
1999,San Luis Potosí,Mujeres,Edad no especificada,24,
1998,San Luis Potosí,Mujeres,Edad no especificada,24,
2021,San Luis Potosí,No especificado,Total,24,
2020,San Luis Potosí,No especificado,Total,24,
2019,San Luis Potosí,No especificado,Total,24,
2018,San Luis Potosí,No especificado,Total,24,
2017,San Luis Potosí,No especificado,Total,24,
2016,San Luis Potosí,No especificado,Total,24,
2015,San Luis Potosí,No especificado,Total,24,
2014,San Luis Potosí,No especificado,Total,24,
2013,San Luis Potosí,No especificado,Total,24,
2012,San Luis Potosí,No especificado,Total,24,
2011,San Luis Potosí,No especificado,Total,24,
2010,San Luis Potosí,No especificado,Total,24,
2009,San Luis Potosí,No especificado,Total,24,
2008,San Luis Potosí,No especificado,Total,24,
2007,San Luis Potosí,No especificado,Total,24,
2006,San Luis Potosí,No especificado,Total,24,
2005,San Luis Potosí,No especificado,Total,24,
2004,San Luis Potosí,No especificado,Total,24,
2003,San Luis Potosí,No especificado,Total,24,
2002,San Luis Potosí,No especificado,Total,24,
2001,San Luis Potosí,No especificado,Total,24,
2000,San Luis Potosí,No especificado,Total,24,
1999,San Luis Potosí,No especificado,Total,24,
1998,San Luis Potosí,No especificado,Total,24,
2021,San Luis Potosí,No especificado,De 0 a 4 años,24,
2020,San Luis Potosí,No especificado,De 0 a 4 años,24,
2019,San Luis Potosí,No especificado,De 0 a 4 años,24,
2018,San Luis Potosí,No especificado,De 0 a 4 años,24,
2017,San Luis Potosí,No especificado,De 0 a 4 años,24,
2016,San Luis Potosí,No especificado,De 0 a 4 años,24,
2015,San Luis Potosí,No especificado,De 0 a 4 años,24,
2014,San Luis Potosí,No especificado,De 0 a 4 años,24,
2013,San Luis Potosí,No especificado,De 0 a 4 años,24,
2012,San Luis Potosí,No especificado,De 0 a 4 años,24,
2011,San Luis Potosí,No especificado,De 0 a 4 años,24,
2010,San Luis Potosí,No especificado,De 0 a 4 años,24,
2009,San Luis Potosí,No especificado,De 0 a 4 años,24,
2008,San Luis Potosí,No especificado,De 0 a 4 años,24,
2007,San Luis Potosí,No especificado,De 0 a 4 años,24,
2006,San Luis Potosí,No especificado,De 0 a 4 años,24,
2005,San Luis Potosí,No especificado,De 0 a 4 años,24,
2004,San Luis Potosí,No especificado,De 0 a 4 años,24,
2003,San Luis Potosí,No especificado,De 0 a 4 años,24,
2002,San Luis Potosí,No especificado,De 0 a 4 años,24,
2001,San Luis Potosí,No especificado,De 0 a 4 años,24,
2000,San Luis Potosí,No especificado,De 0 a 4 años,24,
1999,San Luis Potosí,No especificado,De 0 a 4 años,24,
1998,San Luis Potosí,No especificado,De 0 a 4 años,24,
2021,San Luis Potosí,No especificado,De 5 a 9 años,24,
2020,San Luis Potosí,No especificado,De 5 a 9 años,24,
2019,San Luis Potosí,No especificado,De 5 a 9 años,24,
2018,San Luis Potosí,No especificado,De 5 a 9 años,24,
2017,San Luis Potosí,No especificado,De 5 a 9 años,24,
2016,San Luis Potosí,No especificado,De 5 a 9 años,24,
2015,San Luis Potosí,No especificado,De 5 a 9 años,24,
2014,San Luis Potosí,No especificado,De 5 a 9 años,24,
2013,San Luis Potosí,No especificado,De 5 a 9 años,24,
2012,San Luis Potosí,No especificado,De 5 a 9 años,24,
2011,San Luis Potosí,No especificado,De 5 a 9 años,24,
2010,San Luis Potosí,No especificado,De 5 a 9 años,24,
2009,San Luis Potosí,No especificado,De 5 a 9 años,24,
2008,San Luis Potosí,No especificado,De 5 a 9 años,24,
2007,San Luis Potosí,No especificado,De 5 a 9 años,24,
2006,San Luis Potosí,No especificado,De 5 a 9 años,24,
2005,San Luis Potosí,No especificado,De 5 a 9 años,24,
2004,San Luis Potosí,No especificado,De 5 a 9 años,24,
2003,San Luis Potosí,No especificado,De 5 a 9 años,24,
2002,San Luis Potosí,No especificado,De 5 a 9 años,24,
2001,San Luis Potosí,No especificado,De 5 a 9 años,24,
2000,San Luis Potosí,No especificado,De 5 a 9 años,24,
1999,San Luis Potosí,No especificado,De 5 a 9 años,24,
1998,San Luis Potosí,No especificado,De 5 a 9 años,24,
2021,San Luis Potosí,No especificado,De 10 a 14 años,24,
2020,San Luis Potosí,No especificado,De 10 a 14 años,24,
2019,San Luis Potosí,No especificado,De 10 a 14 años,24,
2018,San Luis Potosí,No especificado,De 10 a 14 años,24,
2017,San Luis Potosí,No especificado,De 10 a 14 años,24,
2016,San Luis Potosí,No especificado,De 10 a 14 años,24,
2015,San Luis Potosí,No especificado,De 10 a 14 años,24,
2014,San Luis Potosí,No especificado,De 10 a 14 años,24,
2013,San Luis Potosí,No especificado,De 10 a 14 años,24,
2012,San Luis Potosí,No especificado,De 10 a 14 años,24,
2011,San Luis Potosí,No especificado,De 10 a 14 años,24,
2010,San Luis Potosí,No especificado,De 10 a 14 años,24,
2009,San Luis Potosí,No especificado,De 10 a 14 años,24,
2008,San Luis Potosí,No especificado,De 10 a 14 años,24,
2007,San Luis Potosí,No especificado,De 10 a 14 años,24,
2006,San Luis Potosí,No especificado,De 10 a 14 años,24,
2005,San Luis Potosí,No especificado,De 10 a 14 años,24,
2004,San Luis Potosí,No especificado,De 10 a 14 años,24,
2003,San Luis Potosí,No especificado,De 10 a 14 años,24,
2002,San Luis Potosí,No especificado,De 10 a 14 años,24,
2001,San Luis Potosí,No especificado,De 10 a 14 años,24,
2000,San Luis Potosí,No especificado,De 10 a 14 años,24,
1999,San Luis Potosí,No especificado,De 10 a 14 años,24,
1998,San Luis Potosí,No especificado,De 10 a 14 años,24,
2021,San Luis Potosí,No especificado,De 15 a 19 años,24,
2020,San Luis Potosí,No especificado,De 15 a 19 años,24,
2019,San Luis Potosí,No especificado,De 15 a 19 años,24,
2018,San Luis Potosí,No especificado,De 15 a 19 años,24,
2017,San Luis Potosí,No especificado,De 15 a 19 años,24,
2016,San Luis Potosí,No especificado,De 15 a 19 años,24,
2015,San Luis Potosí,No especificado,De 15 a 19 años,24,
2014,San Luis Potosí,No especificado,De 15 a 19 años,24,
2013,San Luis Potosí,No especificado,De 15 a 19 años,24,
2012,San Luis Potosí,No especificado,De 15 a 19 años,24,
2011,San Luis Potosí,No especificado,De 15 a 19 años,24,
2010,San Luis Potosí,No especificado,De 15 a 19 años,24,
2009,San Luis Potosí,No especificado,De 15 a 19 años,24,
2008,San Luis Potosí,No especificado,De 15 a 19 años,24,
2007,San Luis Potosí,No especificado,De 15 a 19 años,24,
2006,San Luis Potosí,No especificado,De 15 a 19 años,24,
2005,San Luis Potosí,No especificado,De 15 a 19 años,24,
2004,San Luis Potosí,No especificado,De 15 a 19 años,24,
2003,San Luis Potosí,No especificado,De 15 a 19 años,24,
2002,San Luis Potosí,No especificado,De 15 a 19 años,24,
2001,San Luis Potosí,No especificado,De 15 a 19 años,24,
2000,San Luis Potosí,No especificado,De 15 a 19 años,24,
1999,San Luis Potosí,No especificado,De 15 a 19 años,24,
1998,San Luis Potosí,No especificado,De 15 a 19 años,24,
2021,San Luis Potosí,No especificado,De 20 a 24 años,24,
2020,San Luis Potosí,No especificado,De 20 a 24 años,24,
2019,San Luis Potosí,No especificado,De 20 a 24 años,24,
2018,San Luis Potosí,No especificado,De 20 a 24 años,24,
2017,San Luis Potosí,No especificado,De 20 a 24 años,24,
2016,San Luis Potosí,No especificado,De 20 a 24 años,24,
2015,San Luis Potosí,No especificado,De 20 a 24 años,24,
2014,San Luis Potosí,No especificado,De 20 a 24 años,24,
2013,San Luis Potosí,No especificado,De 20 a 24 años,24,
2012,San Luis Potosí,No especificado,De 20 a 24 años,24,
2011,San Luis Potosí,No especificado,De 20 a 24 años,24,
2010,San Luis Potosí,No especificado,De 20 a 24 años,24,
2009,San Luis Potosí,No especificado,De 20 a 24 años,24,
2008,San Luis Potosí,No especificado,De 20 a 24 años,24,
2007,San Luis Potosí,No especificado,De 20 a 24 años,24,
2006,San Luis Potosí,No especificado,De 20 a 24 años,24,
2005,San Luis Potosí,No especificado,De 20 a 24 años,24,
2004,San Luis Potosí,No especificado,De 20 a 24 años,24,
2003,San Luis Potosí,No especificado,De 20 a 24 años,24,
2002,San Luis Potosí,No especificado,De 20 a 24 años,24,
2001,San Luis Potosí,No especificado,De 20 a 24 años,24,
2000,San Luis Potosí,No especificado,De 20 a 24 años,24,
1999,San Luis Potosí,No especificado,De 20 a 24 años,24,
1998,San Luis Potosí,No especificado,De 20 a 24 años,24,
2021,San Luis Potosí,No especificado,De 25 a 29 años,24,
2020,San Luis Potosí,No especificado,De 25 a 29 años,24,
2019,San Luis Potosí,No especificado,De 25 a 29 años,24,
2018,San Luis Potosí,No especificado,De 25 a 29 años,24,
2017,San Luis Potosí,No especificado,De 25 a 29 años,24,
2016,San Luis Potosí,No especificado,De 25 a 29 años,24,
2015,San Luis Potosí,No especificado,De 25 a 29 años,24,
2014,San Luis Potosí,No especificado,De 25 a 29 años,24,
2013,San Luis Potosí,No especificado,De 25 a 29 años,24,
2012,San Luis Potosí,No especificado,De 25 a 29 años,24,
2011,San Luis Potosí,No especificado,De 25 a 29 años,24,
2010,San Luis Potosí,No especificado,De 25 a 29 años,24,
2009,San Luis Potosí,No especificado,De 25 a 29 años,24,
2008,San Luis Potosí,No especificado,De 25 a 29 años,24,
2007,San Luis Potosí,No especificado,De 25 a 29 años,24,
2006,San Luis Potosí,No especificado,De 25 a 29 años,24,
2005,San Luis Potosí,No especificado,De 25 a 29 años,24,
2004,San Luis Potosí,No especificado,De 25 a 29 años,24,
2003,San Luis Potosí,No especificado,De 25 a 29 años,24,
2002,San Luis Potosí,No especificado,De 25 a 29 años,24,
2001,San Luis Potosí,No especificado,De 25 a 29 años,24,
2000,San Luis Potosí,No especificado,De 25 a 29 años,24,
1999,San Luis Potosí,No especificado,De 25 a 29 años,24,
1998,San Luis Potosí,No especificado,De 25 a 29 años,24,
2021,San Luis Potosí,No especificado,De 30 a 34 años,24,
2020,San Luis Potosí,No especificado,De 30 a 34 años,24,
2019,San Luis Potosí,No especificado,De 30 a 34 años,24,
2018,San Luis Potosí,No especificado,De 30 a 34 años,24,
2017,San Luis Potosí,No especificado,De 30 a 34 años,24,
2016,San Luis Potosí,No especificado,De 30 a 34 años,24,
2015,San Luis Potosí,No especificado,De 30 a 34 años,24,
2014,San Luis Potosí,No especificado,De 30 a 34 años,24,
2013,San Luis Potosí,No especificado,De 30 a 34 años,24,
2012,San Luis Potosí,No especificado,De 30 a 34 años,24,
2011,San Luis Potosí,No especificado,De 30 a 34 años,24,
2010,San Luis Potosí,No especificado,De 30 a 34 años,24,
2009,San Luis Potosí,No especificado,De 30 a 34 años,24,
2008,San Luis Potosí,No especificado,De 30 a 34 años,24,
2007,San Luis Potosí,No especificado,De 30 a 34 años,24,
2006,San Luis Potosí,No especificado,De 30 a 34 años,24,
2005,San Luis Potosí,No especificado,De 30 a 34 años,24,
2004,San Luis Potosí,No especificado,De 30 a 34 años,24,
2003,San Luis Potosí,No especificado,De 30 a 34 años,24,
2002,San Luis Potosí,No especificado,De 30 a 34 años,24,
2001,San Luis Potosí,No especificado,De 30 a 34 años,24,
2000,San Luis Potosí,No especificado,De 30 a 34 años,24,
1999,San Luis Potosí,No especificado,De 30 a 34 años,24,
1998,San Luis Potosí,No especificado,De 30 a 34 años,24,
2021,San Luis Potosí,No especificado,De 35 a 39 años,24,
2020,San Luis Potosí,No especificado,De 35 a 39 años,24,
2019,San Luis Potosí,No especificado,De 35 a 39 años,24,
2018,San Luis Potosí,No especificado,De 35 a 39 años,24,
2017,San Luis Potosí,No especificado,De 35 a 39 años,24,
2016,San Luis Potosí,No especificado,De 35 a 39 años,24,
2015,San Luis Potosí,No especificado,De 35 a 39 años,24,
2014,San Luis Potosí,No especificado,De 35 a 39 años,24,
2013,San Luis Potosí,No especificado,De 35 a 39 años,24,
2012,San Luis Potosí,No especificado,De 35 a 39 años,24,
2011,San Luis Potosí,No especificado,De 35 a 39 años,24,
2010,San Luis Potosí,No especificado,De 35 a 39 años,24,
2009,San Luis Potosí,No especificado,De 35 a 39 años,24,
2008,San Luis Potosí,No especificado,De 35 a 39 años,24,
2007,San Luis Potosí,No especificado,De 35 a 39 años,24,
2006,San Luis Potosí,No especificado,De 35 a 39 años,24,
2005,San Luis Potosí,No especificado,De 35 a 39 años,24,
2004,San Luis Potosí,No especificado,De 35 a 39 años,24,
2003,San Luis Potosí,No especificado,De 35 a 39 años,24,
2002,San Luis Potosí,No especificado,De 35 a 39 años,24,
2001,San Luis Potosí,No especificado,De 35 a 39 años,24,
2000,San Luis Potosí,No especificado,De 35 a 39 años,24,
1999,San Luis Potosí,No especificado,De 35 a 39 años,24,
1998,San Luis Potosí,No especificado,De 35 a 39 años,24,
2021,San Luis Potosí,No especificado,De 40 a 44 años,24,
2020,San Luis Potosí,No especificado,De 40 a 44 años,24,
2019,San Luis Potosí,No especificado,De 40 a 44 años,24,
2018,San Luis Potosí,No especificado,De 40 a 44 años,24,
2017,San Luis Potosí,No especificado,De 40 a 44 años,24,
2016,San Luis Potosí,No especificado,De 40 a 44 años,24,
2015,San Luis Potosí,No especificado,De 40 a 44 años,24,
2014,San Luis Potosí,No especificado,De 40 a 44 años,24,
2013,San Luis Potosí,No especificado,De 40 a 44 años,24,
2012,San Luis Potosí,No especificado,De 40 a 44 años,24,
2011,San Luis Potosí,No especificado,De 40 a 44 años,24,
2010,San Luis Potosí,No especificado,De 40 a 44 años,24,
2009,San Luis Potosí,No especificado,De 40 a 44 años,24,
2008,San Luis Potosí,No especificado,De 40 a 44 años,24,
2007,San Luis Potosí,No especificado,De 40 a 44 años,24,
2006,San Luis Potosí,No especificado,De 40 a 44 años,24,
2005,San Luis Potosí,No especificado,De 40 a 44 años,24,
2004,San Luis Potosí,No especificado,De 40 a 44 años,24,
2003,San Luis Potosí,No especificado,De 40 a 44 años,24,
2002,San Luis Potosí,No especificado,De 40 a 44 años,24,
2001,San Luis Potosí,No especificado,De 40 a 44 años,24,
2000,San Luis Potosí,No especificado,De 40 a 44 años,24,
1999,San Luis Potosí,No especificado,De 40 a 44 años,24,
1998,San Luis Potosí,No especificado,De 40 a 44 años,24,
2021,San Luis Potosí,No especificado,De 45 a 49 años,24,
2020,San Luis Potosí,No especificado,De 45 a 49 años,24,
2019,San Luis Potosí,No especificado,De 45 a 49 años,24,
2018,San Luis Potosí,No especificado,De 45 a 49 años,24,
2017,San Luis Potosí,No especificado,De 45 a 49 años,24,
2016,San Luis Potosí,No especificado,De 45 a 49 años,24,
2015,San Luis Potosí,No especificado,De 45 a 49 años,24,
2014,San Luis Potosí,No especificado,De 45 a 49 años,24,
2013,San Luis Potosí,No especificado,De 45 a 49 años,24,
2012,San Luis Potosí,No especificado,De 45 a 49 años,24,
2011,San Luis Potosí,No especificado,De 45 a 49 años,24,
2010,San Luis Potosí,No especificado,De 45 a 49 años,24,
2009,San Luis Potosí,No especificado,De 45 a 49 años,24,
2008,San Luis Potosí,No especificado,De 45 a 49 años,24,
2007,San Luis Potosí,No especificado,De 45 a 49 años,24,
2006,San Luis Potosí,No especificado,De 45 a 49 años,24,
2005,San Luis Potosí,No especificado,De 45 a 49 años,24,
2004,San Luis Potosí,No especificado,De 45 a 49 años,24,
2003,San Luis Potosí,No especificado,De 45 a 49 años,24,
2002,San Luis Potosí,No especificado,De 45 a 49 años,24,
2001,San Luis Potosí,No especificado,De 45 a 49 años,24,
2000,San Luis Potosí,No especificado,De 45 a 49 años,24,
1999,San Luis Potosí,No especificado,De 45 a 49 años,24,
1998,San Luis Potosí,No especificado,De 45 a 49 años,24,
2021,San Luis Potosí,No especificado,De 50 a 54 años,24,
2020,San Luis Potosí,No especificado,De 50 a 54 años,24,
2019,San Luis Potosí,No especificado,De 50 a 54 años,24,
2018,San Luis Potosí,No especificado,De 50 a 54 años,24,
2017,San Luis Potosí,No especificado,De 50 a 54 años,24,
2016,San Luis Potosí,No especificado,De 50 a 54 años,24,
2015,San Luis Potosí,No especificado,De 50 a 54 años,24,
2014,San Luis Potosí,No especificado,De 50 a 54 años,24,
2013,San Luis Potosí,No especificado,De 50 a 54 años,24,
2012,San Luis Potosí,No especificado,De 50 a 54 años,24,
2011,San Luis Potosí,No especificado,De 50 a 54 años,24,
2010,San Luis Potosí,No especificado,De 50 a 54 años,24,
2009,San Luis Potosí,No especificado,De 50 a 54 años,24,
2008,San Luis Potosí,No especificado,De 50 a 54 años,24,
2007,San Luis Potosí,No especificado,De 50 a 54 años,24,
2006,San Luis Potosí,No especificado,De 50 a 54 años,24,
2005,San Luis Potosí,No especificado,De 50 a 54 años,24,
2004,San Luis Potosí,No especificado,De 50 a 54 años,24,
2003,San Luis Potosí,No especificado,De 50 a 54 años,24,
2002,San Luis Potosí,No especificado,De 50 a 54 años,24,
2001,San Luis Potosí,No especificado,De 50 a 54 años,24,
