Year,Entidad federativa,Sexo (t-h-m-na),Intoxicaciones_grupo de edad,GeoCode,Value
2008,Baja California,Total,De 20 a 24 años,2,0.0
2007,Baja California,Total,De 20 a 24 años,2,1.07939683304969
2006,Baja California,Total,De 20 a 24 años,2,1.46360918707487
2005,Baja California,Total,De 20 a 24 años,2,0.746160073720615
2004,Baja California,Total,De 20 a 24 años,2,1.90768338560386
2003,Baja California,Total,De 20 a 24 años,2,1.17037089053521
2002,Baja California,Total,De 20 a 24 años,2,0.797677164098146
2001,Baja California,Total,De 20 a 24 años,2,1.62784924488143
2000,Baja California,Total,De 20 a 24 años,2,2.89409274326917
1999,Baja California,Total,De 20 a 24 años,2,2.52142157748539
1998,Baja California,Total,De 20 a 24 años,2,5.15282417705104
2021,Baja California,Total,De 25 a 29 años,2,1.55084443479475
2020,Baja California,Total,De 25 a 29 años,2,0.940035157314884
2019,Baja California,Total,De 25 a 29 años,2,2.54150596936215
2018,Baja California,Total,De 25 a 29 años,2,1.61520619722314
2017,Baja California,Total,De 25 a 29 años,2,1.31710658026448
2016,Baja California,Total,De 25 a 29 años,2,0.672662330236844
2015,Baja California,Total,De 25 a 29 años,2,0.341695767756221
2014,Baja California,Total,De 25 a 29 años,2,1.38003843407039
2013,Baja California,Total,De 25 a 29 años,2,0.348743129760344
2012,Baja California,Total,De 25 a 29 años,2,0.705527099295884
2011,Baja California,Total,De 25 a 29 años,2,2.14223742417372
2010,Baja California,Total,De 25 a 29 años,2,0.0
2009,Baja California,Total,De 25 a 29 años,2,2.57195975985244
2008,Baja California,Total,De 25 a 29 años,2,1.11840143155383
2007,Baja California,Total,De 25 a 29 años,2,1.50914352332193
2006,Baja California,Total,De 25 a 29 años,2,1.14153079279314
2005,Baja California,Total,De 25 a 29 años,2,0.769449766471996
2004,Baja California,Total,De 25 a 29 años,2,3.51463650848199
2003,Baja California,Total,De 25 a 29 años,2,3.96417967247948
2002,Baja California,Total,De 25 a 29 años,2,0.805970630430227
2001,Baja California,Total,De 25 a 29 años,2,3.28444977255185
2000,Baja California,Total,De 25 a 29 años,2,5.0308348251156
1999,Baja California,Total,De 25 a 29 años,2,6.0377358490566
1998,Baja California,Total,De 25 a 29 años,2,5.3707375365322
2021,Baja California,Total,De 30 a 34 años,2,1.6447422524416198
2020,Baja California,Total,De 30 a 34 años,2,1.00835590930175
2019,Baja California,Total,De 30 a 34 años,2,0.0
2018,Baja California,Total,De 30 a 34 años,2,0.7029061655414311
2017,Baja California,Total,De 30 a 34 años,2,0.359575126031082
2016,Baja California,Total,De 30 a 34 años,2,0.735629478144448
2015,Baja California,Total,De 30 a 34 años,2,1.49273783045484
2014,Baja California,Total,De 30 a 34 años,2,2.25249745655496
2013,Baja California,Total,De 30 a 34 años,2,0.0
2012,Baja California,Total,De 30 a 34 años,2,0.757122631152568
2011,Baja California,Total,De 30 a 34 años,2,1.51636345715705
2010,Baja California,Total,De 30 a 34 años,2,1.51897772798906
2009,Baja California,Total,De 30 a 34 años,2,1.14503816793893
2008,Baja California,Total,De 30 a 34 años,2,1.53832545582506
2007,Baja California,Total,De 30 a 34 años,2,3.4900224136995006
2006,Baja California,Total,De 30 a 34 años,2,1.17494546294809
2005,Baja California,Total,De 30 a 34 años,2,1.59546250463681
2004,Baja California,Total,De 30 a 34 años,2,3.27868852459016
2003,Baja California,Total,De 30 a 34 años,2,2.53366608814624
2002,Baja California,Total,De 30 a 34 años,2,2.18086336018703
2001,Baja California,Total,De 30 a 34 años,2,3.159144142721109
2000,Baja California,Total,De 30 a 34 años,2,6.54178095313748
1999,Baja California,Total,De 30 a 34 años,2,7.78092797292237
1998,Baja California,Total,De 30 a 34 años,2,5.6010428123345095
2021,Baja California,Total,De 35 a 39 años,2,1.0907385390648
2020,Baja California,Total,De 35 a 39 años,2,2.22861090682178
2019,Baja California,Total,De 35 a 39 años,2,0.379059250751485
2018,Baja California,Total,De 35 a 39 años,2,0.38620029119502
2017,Baja California,Total,De 35 a 39 años,2,2.35571260306243
2016,Baja California,Total,De 35 a 39 años,2,0.398147816358301
2015,Baja California,Total,De 35 a 39 años,2,1.20004320155526
2014,Baja California,Total,De 35 a 39 años,2,2.789922798850549
2013,Baja California,Total,De 35 a 39 años,2,1.19154953072808
2012,Baja California,Total,De 35 a 39 años,2,3.56590990134316
2011,Baja California,Total,De 35 a 39 años,2,4.35864517458355
2010,Baja California,Total,De 35 a 39 años,2,3.18909330091088
2009,Baja California,Total,De 35 a 39 años,2,3.24427790484533
2008,Baja California,Total,De 35 a 39 años,2,2.49646334359657
2007,Baja California,Total,De 35 a 39 años,2,4.27966772659771
2006,Baja California,Total,De 35 a 39 años,2,3.08624285204111
2005,Baja California,Total,De 35 a 39 años,2,1.82504231816875
2004,Baja California,Total,De 35 a 39 años,2,4.74196592423287
2003,Baja California,Total,De 35 a 39 años,2,3.4499073453455806
2002,Baja California,Total,De 35 a 39 años,2,3.58556961895639
2001,Baja California,Total,De 35 a 39 años,2,3.19517741222581
2000,Baja California,Total,De 35 a 39 años,2,5.539951359227071
1999,Baja California,Total,De 35 a 39 años,2,6.954868697874711
1998,Baja California,Total,De 35 a 39 años,2,9.76753272123462
2021,Baja California,Total,De 40 a 44 años,2,2.38052728679402
2020,Baja California,Total,De 40 a 44 años,2,1.20332116641932
2019,Baja California,Total,De 40 a 44 años,2,2.02370978382732
2018,Baja California,Total,De 40 a 44 años,2,0.0
2017,Baja California,Total,De 40 a 44 años,2,0.412206251520011
2016,Baja California,Total,De 40 a 44 años,2,1.66891274506941
2015,Baja California,Total,De 40 a 44 años,2,2.53255386953127
2014,Baja California,Total,De 40 a 44 años,2,2.56077574433215
2013,Baja California,Total,De 40 a 44 años,2,0.8660033081326372
2012,Baja California,Total,De 40 a 44 años,2,4.40410286222645
2011,Baja California,Total,De 40 a 44 años,2,3.14198636377918
2010,Baja California,Total,De 40 a 44 años,2,2.75129654849848
2009,Baja California,Total,De 40 a 44 años,2,1.41719339021003
2008,Baja California,Total,De 40 a 44 años,2,2.45119667421635
2007,Baja California,Total,De 40 a 44 años,2,4.07108107557962
2006,Baja California,Total,De 40 a 44 años,2,0.0
2005,Baja California,Total,De 40 a 44 años,2,2.74911066270062
2004,Baja California,Total,De 40 a 44 años,2,4.01624859431299
2003,Baja California,Total,De 40 a 44 años,2,4.79702584397673
2002,Baja California,Total,De 40 a 44 años,2,2.51175816792359
2001,Baja California,Total,De 40 a 44 años,2,3.2958920002109395
2000,Baja California,Total,De 40 a 44 años,2,9.01750783829528
1999,Baja California,Total,De 40 a 44 años,2,10.2748522989982
1998,Baja California,Total,De 40 a 44 años,2,7.02850449043342
2021,Baja California,Total,De 45 a 49 años,2,0.8400078960742231
2020,Baja California,Total,De 45 a 49 años,2,3.8395249227828905
2019,Baja California,Total,De 45 a 49 años,2,1.30513090462973
2018,Baja California,Total,De 45 a 49 años,2,0.890511598913576
2017,Baja California,Total,De 45 a 49 años,2,0.914423661626668
2016,Baja California,Total,De 45 a 49 años,2,1.41224985524439
2015,Baja California,Total,De 45 a 49 años,2,3.3900439252834302
2014,Baja California,Total,De 45 a 49 años,2,0.497354076314009
2013,Baja California,Total,De 45 a 49 años,2,1.5332249854343598
2012,Baja California,Total,De 45 a 49 años,2,0.0
2011,Baja California,Total,De 45 a 49 años,2,2.69992980182515
2010,Baja California,Total,De 45 a 49 años,2,0.555364263420377
2009,Baja California,Total,De 45 a 49 años,2,3.45099302324244
2008,Baja California,Total,De 45 a 49 años,2,3.00325552899343
2007,Baja California,Total,De 45 a 49 años,2,3.7726120937368406
2006,Baja California,Total,De 45 a 49 años,2,2.63944518862135
2005,Baja California,Total,De 45 a 49 años,2,3.47145078871362
2004,Baja California,Total,De 45 a 49 años,2,0.732311027139447
2003,Baja California,Total,De 45 a 49 años,2,1.54742469844561
2002,Baja California,Total,De 45 a 49 años,2,1.63715691330436
2001,Baja California,Total,De 45 a 49 años,2,1.73425942786781
2000,Baja California,Total,De 45 a 49 años,2,5.51800248310112
1999,Baja California,Total,De 45 a 49 años,2,3.90903671562735
1998,Baja California,Total,De 45 a 49 años,2,2.07911014085971
2021,Baja California,Total,De 50 a 54 años,2,1.9134361486357203
2020,Baja California,Total,De 50 a 54 años,2,1.4800635440614898
2019,Baja California,Total,De 50 a 54 años,2,1.01906154622208
2018,Baja California,Total,De 50 a 54 años,2,0.0
2017,Baja California,Total,De 50 a 54 años,2,0.54531276413587
2016,Baja California,Total,De 50 a 54 años,2,0.0
2015,Baja California,Total,De 50 a 54 años,2,1.17001485918871
2014,Baja California,Total,De 50 a 54 años,2,1.21029476729057
2013,Baja California,Total,De 50 a 54 años,2,1.25462643497899
2012,Baja California,Total,De 50 a 54 años,2,1.95505969448934
2011,Baja California,Total,De 50 a 54 años,2,1.3574138551232202
2010,Baja California,Total,De 50 a 54 años,2,1.41487743624209
2009,Baja California,Total,De 50 a 54 años,2,2.22375414174209
2008,Baja California,Total,De 50 a 54 años,2,5.47572299099635
2007,Baja California,Total,De 50 a 54 años,2,3.30772602105368
2006,Baja California,Total,De 50 a 54 años,2,1.7507002801120397
2005,Baja California,Total,De 50 a 54 años,2,1.85539083808004
2004,Baja California,Total,De 50 a 54 años,2,2.94895361295967
2003,Baja California,Total,De 50 a 54 años,2,0.0
2002,Baja California,Total,De 50 a 54 años,2,1.09913058770513
2001,Baja California,Total,De 50 a 54 años,2,5.79992576095026
2000,Baja California,Total,De 50 a 54 años,2,1.22180680790753
1999,Baja California,Total,De 50 a 54 años,2,3.8602089659786905
1998,Baja California,Total,De 50 a 54 años,2,1.35613447429447
2021,Baja California,Total,De 55 a 59 años,2,1.1622433621376
2020,Baja California,Total,De 55 a 59 años,2,3.01431801055011
2019,Baja California,Total,De 55 a 59 años,2,3.13234142521535
2018,Baja California,Total,De 55 a 59 años,2,0.652354019479291
2017,Baja California,Total,De 55 a 59 años,2,0.0
2016,Baja California,Total,De 55 a 59 años,2,0.0
2015,Baja California,Total,De 55 a 59 años,2,1.49320591309542
2014,Baja California,Total,De 55 a 59 años,2,1.56473708505128
2013,Baja California,Total,De 55 a 59 años,2,0.8217534575276731
2012,Baja California,Total,De 55 a 59 años,2,0.864431247460733
2011,Baja California,Total,De 55 a 59 años,2,3.64212481561743
2010,Baja California,Total,De 55 a 59 años,2,0.958083832335329
2009,Baja California,Total,De 55 a 59 años,2,4.03758996255135
2008,Baja California,Total,De 55 a 59 años,2,2.13346987540536
2007,Baja California,Total,De 55 a 59 años,2,1.12650670271488
2006,Baja California,Total,De 55 a 59 años,2,2.37614351906855
2005,Baja California,Total,De 55 a 59 años,2,4.99981250703099
2004,Baja California,Total,De 55 a 59 años,2,3.9406796358812
2003,Baja California,Total,De 55 a 59 años,2,1.38028130132921
2002,Baja California,Total,De 55 a 59 años,2,1.44893937637649
2001,Baja California,Total,De 55 a 59 años,2,1.51927196487443
2000,Baja California,Total,De 55 a 59 años,2,0.0
1999,Baja California,Total,De 55 a 59 años,2,3.32867319086612
1998,Baja California,Total,De 55 a 59 años,2,1.73810268710675
2021,Baja California,Total,De 60 a 64 años,2,2.98848685439345
2020,Baja California,Total,De 60 a 64 años,2,1.56761925663495
2019,Baja California,Total,De 60 a 64 años,2,0.0
2018,Baja California,Total,De 60 a 64 años,2,1.7374232276111303
2017,Baja California,Total,De 60 a 64 años,2,1.83452577508714
2016,Baja California,Total,De 60 a 64 años,2,0.0
2015,Baja California,Total,De 60 a 64 años,2,0.0
2014,Baja California,Total,De 60 a 64 años,2,0.0
2013,Baja California,Total,De 60 a 64 años,2,1.13882245757886
2012,Baja California,Total,De 60 a 64 años,2,2.39744911414255
2011,Baja California,Total,De 60 a 64 años,2,1.26003301286494
2010,Baja California,Total,De 60 a 64 años,2,1.31842632633688
2009,Baja California,Total,De 60 a 64 años,2,0.0
2008,Baja California,Total,De 60 a 64 años,2,0.0
2007,Baja California,Total,De 60 a 64 años,2,0.0
2006,Baja California,Total,De 60 a 64 años,2,6.384065372829421
2005,Baja California,Total,De 60 a 64 años,2,0.0
2004,Baja California,Total,De 60 a 64 años,2,0.0
2003,Baja California,Total,De 60 a 64 años,2,1.82262238909343
2002,Baja California,Total,De 60 a 64 años,2,0.0
2001,Baja California,Total,De 60 a 64 años,2,1.98617621355367
2000,Baja California,Total,De 60 a 64 años,2,4.14800066368011
1999,Baja California,Total,De 60 a 64 años,2,0.0
1998,Baja California,Total,De 60 a 64 años,2,4.47337225167192
2021,Baja California,Total,De 65 a 69 años,2,0.0
2020,Baja California,Total,De 65 a 69 años,2,9.98125741662877
2019,Baja California,Total,De 65 a 69 años,2,0.0
2018,Baja California,Total,De 65 a 69 años,2,1.24269914253759
2017,Baja California,Total,De 65 a 69 años,2,0.0
2016,Baja California,Total,De 65 a 69 años,2,0.0
2015,Baja California,Total,De 65 a 69 años,2,1.45677034015587
2014,Baja California,Total,De 65 a 69 años,2,0.0
2013,Baja California,Total,De 65 a 69 años,2,1.6001280102408202
2012,Baja California,Total,De 65 a 69 años,2,0.0
2011,Baja California,Total,De 65 a 69 años,2,0.0
2010,Baja California,Total,De 65 a 69 años,2,3.65871505927118
2009,Baja California,Total,De 65 a 69 años,2,0.0
2008,Baja California,Total,De 65 a 69 años,2,3.978120338140231
2007,Baja California,Total,De 65 a 69 años,2,0.0
2006,Baja California,Total,De 65 a 69 años,2,0.0
2005,Baja California,Total,De 65 a 69 años,2,0.0
2004,Baja California,Total,De 65 a 69 años,2,4.71164719185827
2003,Baja California,Total,De 65 a 69 años,2,0.0
2002,Baja California,Total,De 65 a 69 años,2,0.0
2001,Baja California,Total,De 65 a 69 años,2,0.0
2000,Baja California,Total,De 65 a 69 años,2,0.0
1999,Baja California,Total,De 65 a 69 años,2,0.0
1998,Baja California,Total,De 65 a 69 años,2,2.92825768667643
2021,Baja California,Total,De 70 a 74 años,2,1.56455347643782
2020,Baja California,Total,De 70 a 74 años,2,6.59304433822317
2019,Baja California,Total,De 70 a 74 años,2,0.0
2018,Baja California,Total,De 70 a 74 años,2,0.0
2017,Baja California,Total,De 70 a 74 años,2,0.0
2016,Baja California,Total,De 70 a 74 años,2,0.0
2015,Baja California,Total,De 70 a 74 años,2,0.0
2014,Baja California,Total,De 70 a 74 años,2,4.4191082239604
2013,Baja California,Total,De 70 a 74 años,2,2.3089355806973
2012,Baja California,Total,De 70 a 74 años,2,0.0
2011,Baja California,Total,De 70 a 74 años,2,2.52168650393383
2010,Baja California,Total,De 70 a 74 años,2,2.62791369931411
2009,Baja California,Total,De 70 a 74 años,2,2.72910867310736
2008,Baja California,Total,De 70 a 74 años,2,0.0
2007,Baja California,Total,De 70 a 74 años,2,0.0
2006,Baja California,Total,De 70 a 74 años,2,0.0
2005,Baja California,Total,De 70 a 74 años,2,0.0
2004,Baja California,Total,De 70 a 74 años,2,3.27535947070191
2003,Baja California,Total,De 70 a 74 años,2,6.799020940984501
2002,Baja California,Total,De 70 a 74 años,2,0.0
2001,Baja California,Total,De 70 a 74 años,2,0.0
2000,Baja California,Total,De 70 a 74 años,2,0.0
1999,Baja California,Total,De 70 a 74 años,2,0.0
1998,Baja California,Total,De 70 a 74 años,2,0.0
2021,Baja California,Total,De 75 a 79 años,2,4.85837827333236
2020,Baja California,Total,De 75 a 79 años,2,10.2051229717318
2019,Baja California,Total,De 75 a 79 años,2,0.0
2018,Baja California,Total,De 75 a 79 años,2,0.0
2017,Baja California,Total,De 75 a 79 años,2,0.0
2016,Baja California,Total,De 75 a 79 años,2,3.09463390480906
2015,Baja California,Total,De 75 a 79 años,2,3.236979250963
2014,Baja California,Total,De 75 a 79 años,2,3.37302256552096
2013,Baja California,Total,De 75 a 79 años,2,7.02888873269136
2012,Baja California,Total,De 75 a 79 años,2,3.66018813367007
2011,Baja California,Total,De 75 a 79 años,2,0.0
2010,Baja California,Total,De 75 a 79 años,2,0.0
2009,Baja California,Total,De 75 a 79 años,2,4.08713777741448
2008,Baja California,Total,De 75 a 79 años,2,0.0
2007,Baja California,Total,De 75 a 79 años,2,4.40218348300757
2006,Baja California,Total,De 75 a 79 años,2,0.0
2005,Baja California,Total,De 75 a 79 años,2,0.0
2004,Baja California,Total,De 75 a 79 años,2,4.99550404635828
2003,Baja California,Total,De 75 a 79 años,2,5.21267723102585
2002,Baja California,Total,De 75 a 79 años,2,10.8784335055752
2001,Baja California,Total,De 75 a 79 años,2,5.681172594023411
2000,Baja California,Total,De 75 a 79 años,2,5.93753710960693
1999,Baja California,Total,De 75 a 79 años,2,0.0
1998,Baja California,Total,De 75 a 79 años,2,6.478362270018141
2021,Baja California,Total,De 80 a 84 años,2,0.0
2020,Baja California,Total,De 80 a 84 años,2,8.61734671894524
2019,Baja California,Total,De 80 a 84 años,2,0.0
2018,Baja California,Total,De 80 a 84 años,2,4.74428313881772
2017,Baja California,Total,De 80 a 84 años,2,0.0
2016,Baja California,Total,De 80 a 84 años,2,0.0
2015,Baja California,Total,De 80 a 84 años,2,0.0
2014,Baja California,Total,De 80 a 84 años,2,0.0
2013,Baja California,Total,De 80 a 84 años,2,5.81192607230036
2012,Baja California,Total,De 80 a 84 años,2,6.0437567992264
2011,Baja California,Total,De 80 a 84 años,2,12.5992188484314
2010,Baja California,Total,De 80 a 84 años,2,0.0
2009,Baja California,Total,De 80 a 84 años,2,0.0
2008,Baja California,Total,De 80 a 84 años,2,0.0
2007,Baja California,Total,De 80 a 84 años,2,0.0
2006,Baja California,Total,De 80 a 84 años,2,0.0
2005,Baja California,Total,De 80 a 84 años,2,16.3385344334613
2004,Baja California,Total,De 80 a 84 años,2,0.0
2003,Baja California,Total,De 80 a 84 años,2,0.0
2002,Baja California,Total,De 80 a 84 años,2,0.0
2001,Baja California,Total,De 80 a 84 años,2,0.0
2000,Baja California,Total,De 80 a 84 años,2,0.0
1999,Baja California,Total,De 80 a 84 años,2,10.8530497069677
1998,Baja California,Total,De 80 a 84 años,2,0.0
2021,Baja California,Total,De 85 años y más,2,0.0
2020,Baja California,Total,De 85 años y más,2,10.9571029419821
2019,Baja California,Total,De 85 años y más,2,0.0
2018,Baja California,Total,De 85 años y más,2,6.043391551338611
2017,Baja California,Total,De 85 años y más,2,0.0
2016,Baja California,Total,De 85 años y más,2,0.0
2015,Baja California,Total,De 85 años y más,2,6.94878743659232
2014,Baja California,Total,De 85 años y más,2,7.197351374694111
2013,Baja California,Total,De 85 años y más,2,7.4744001793856
2012,Baja California,Total,De 85 años y más,2,7.77484061576738
2011,Baja California,Total,De 85 años y más,2,16.1786118751011
2010,Baja California,Total,De 85 años y más,2,0.0
2009,Baja California,Total,De 85 años y más,2,0.0
2008,Baja California,Total,De 85 años y más,2,18.3234081539166
2007,Baja California,Total,De 85 años y más,2,0.0
2006,Baja California,Total,De 85 años y más,2,0.0
2005,Baja California,Total,De 85 años y más,2,0.0
2004,Baja California,Total,De 85 años y más,2,0.0
2003,Baja California,Total,De 85 años y más,2,0.0
2002,Baja California,Total,De 85 años y más,2,12.1241513094083
2001,Baja California,Total,De 85 años y más,2,0.0
2000,Baja California,Total,De 85 años y más,2,13.2766861391397
1999,Baja California,Total,De 85 años y más,2,13.9256370978972
1998,Baja California,Total,De 85 años y más,2,0.0
2021,Baja California,Total,Edad no especificada,2,
2020,Baja California,Total,Edad no especificada,2,
2019,Baja California,Total,Edad no especificada,2,
2018,Baja California,Total,Edad no especificada,2,
2017,Baja California,Total,Edad no especificada,2,
2016,Baja California,Total,Edad no especificada,2,
2015,Baja California,Total,Edad no especificada,2,
2014,Baja California,Total,Edad no especificada,2,
2013,Baja California,Total,Edad no especificada,2,
2012,Baja California,Total,Edad no especificada,2,
2011,Baja California,Total,Edad no especificada,2,
2010,Baja California,Total,Edad no especificada,2,
2009,Baja California,Total,Edad no especificada,2,
2008,Baja California,Total,Edad no especificada,2,
2007,Baja California,Total,Edad no especificada,2,
2006,Baja California,Total,Edad no especificada,2,
2005,Baja California,Total,Edad no especificada,2,
2004,Baja California,Total,Edad no especificada,2,
2003,Baja California,Total,Edad no especificada,2,
2002,Baja California,Total,Edad no especificada,2,
2001,Baja California,Total,Edad no especificada,2,
2000,Baja California,Total,Edad no especificada,2,
1999,Baja California,Total,Edad no especificada,2,
1998,Baja California,Total,Edad no especificada,2,
2021,Baja California,Hombres,Total,2,1.84524174566382
2020,Baja California,Hombres,Total,2,2.75383926501132
2019,Baja California,Hombres,Total,2,1.39808596439131
2018,Baja California,Hombres,Total,2,0.8522160742723349
2017,Baja California,Hombres,Total,2,1.27058638716846
2016,Baja California,Hombres,Total,2,0.646232026671758
2015,Baja California,Hombres,Total,2,1.48690571352442
2014,Baja California,Hombres,Total,2,1.7974458294763105
2013,Baja California,Hombres,Total,2,1.32872627695125
2012,Baja California,Hombres,Total,2,1.76626686099663
2011,Baja California,Hombres,Total,2,2.70416275126435
2010,Baja California,Hombres,Total,2,1.42886075068616
2009,Baja California,Hombres,Total,2,2.58930088244637
2008,Baja California,Hombres,Total,2,2.06392757678133
2007,Baja California,Hombres,Total,2,2.83171201357114
2006,Baja California,Hombres,Total,2,1.81415037290869
2005,Baja California,Hombres,Total,2,2.13214923393941
2004,Baja California,Hombres,Total,2,3.5336113578749697
2003,Baja California,Hombres,Total,2,3.34154190366189
2002,Baja California,Hombres,Total,2,2.3907394706604
2001,Baja California,Hombres,Total,2,2.99803052456309
2000,Baja California,Hombres,Total,2,5.29764879276863
1999,Baja California,Hombres,Total,2,5.9538325146134
1998,Baja California,Hombres,Total,2,5.91339578442462
2021,Baja California,Hombres,De 0 a 4 años,2,0.0
2020,Baja California,Hombres,De 0 a 4 años,2,1.32327643244674
2019,Baja California,Hombres,De 0 a 4 años,2,0.661642593903625
2018,Baja California,Hombres,De 0 a 4 años,2,0.0
2017,Baja California,Hombres,De 0 a 4 años,2,0.665176670923797
2016,Baja California,Hombres,De 0 a 4 años,2,0.0
2015,Baja California,Hombres,De 0 a 4 años,2,0.0
2014,Baja California,Hombres,De 0 a 4 años,2,0.0
2013,Baja California,Hombres,De 0 a 4 años,2,1.30344108446298
2012,Baja California,Hombres,De 0 a 4 años,2,0.0
2011,Baja California,Hombres,De 0 a 4 años,2,0.0
2010,Baja California,Hombres,De 0 a 4 años,2,0.632627110602198
2009,Baja California,Hombres,De 0 a 4 años,2,1.89495625809304
2008,Baja California,Hombres,De 0 a 4 años,2,1.90043013068625
2007,Baja California,Hombres,De 0 a 4 años,2,2.54289546792455
2006,Baja California,Hombres,De 0 a 4 años,2,0.638329109722391
2005,Baja California,Hombres,De 0 a 4 años,2,0.643890126588799
2004,Baja California,Hombres,De 0 a 4 años,2,1.9573174312166
2003,Baja California,Hombres,De 0 a 4 años,2,1.32082948091401
2002,Baja California,Hombres,De 0 a 4 años,2,2.00287078145342
2001,Baja California,Hombres,De 0 a 4 años,2,0.67429519294957
2000,Baja California,Hombres,De 0 a 4 años,2,0.0
1999,Baja California,Hombres,De 0 a 4 años,2,0.689032667038744
1998,Baja California,Hombres,De 0 a 4 años,2,1.39927657401124
2021,Baja California,Hombres,De 5 a 9 años,2,1.30215115370592
2020,Baja California,Hombres,De 5 a 9 años,2,1.30771946801972
2019,Baja California,Hombres,De 5 a 9 años,2,0.0
2018,Baja California,Hombres,De 5 a 9 años,2,0.0
2017,Baja California,Hombres,De 5 a 9 años,2,0.0
2016,Baja California,Hombres,De 5 a 9 años,2,0.0
2015,Baja California,Hombres,De 5 a 9 años,2,0.654244739872291
2014,Baja California,Hombres,De 5 a 9 años,2,0.0
2013,Baja California,Hombres,De 5 a 9 años,2,0.0
2012,Baja California,Hombres,De 5 a 9 años,2,0.0
2011,Baja California,Hombres,De 5 a 9 años,2,0.0
2010,Baja California,Hombres,De 5 a 9 años,2,0.0
2009,Baja California,Hombres,De 5 a 9 años,2,0.635938135938136
2008,Baja California,Hombres,De 5 a 9 años,2,0.640697078421322
2007,Baja California,Hombres,De 5 a 9 años,2,0.0
2006,Baja California,Hombres,De 5 a 9 años,2,0.0
2005,Baja California,Hombres,De 5 a 9 años,2,1.30660029137187
2004,Baja California,Hombres,De 5 a 9 años,2,0.0
2003,Baja California,Hombres,De 5 a 9 años,2,0.670048176463888
2002,Baja California,Hombres,De 5 a 9 años,2,2.03816809451665
2001,Baja California,Hombres,De 5 a 9 años,2,1.38007176373171
2000,Baja California,Hombres,De 5 a 9 años,2,0.0
1999,Baja California,Hombres,De 5 a 9 años,2,0.0
1998,Baja California,Hombres,De 5 a 9 años,2,0.73740330799124
2021,Baja California,Hombres,De 10 a 14 años,2,0.0
2020,Baja California,Hombres,De 10 a 14 años,2,0.0
2019,Baja California,Hombres,De 10 a 14 años,2,0.0
2018,Baja California,Hombres,De 10 a 14 años,2,0.0
2017,Baja California,Hombres,De 10 a 14 años,2,0.0
2016,Baja California,Hombres,De 10 a 14 años,2,0.0
2015,Baja California,Hombres,De 10 a 14 años,2,0.0
2014,Baja California,Hombres,De 10 a 14 años,2,0.641799091212487
2013,Baja California,Hombres,De 10 a 14 años,2,0.0
2012,Baja California,Hombres,De 10 a 14 años,2,0.0
2011,Baja California,Hombres,De 10 a 14 años,2,0.638712355890525
2010,Baja California,Hombres,De 10 a 14 años,2,0.637133409364587
2009,Baja California,Hombres,De 10 a 14 años,2,1.27723708074693
2008,Baja California,Hombres,De 10 a 14 años,2,0.0
2007,Baja California,Hombres,De 10 a 14 años,2,0.648285608707772
2006,Baja California,Hombres,De 10 a 14 años,2,0.653940975287571
2005,Baja California,Hombres,De 10 a 14 años,2,0.0
2004,Baja California,Hombres,De 10 a 14 años,2,0.0
2003,Baja California,Hombres,De 10 a 14 años,2,1.3890914647275
2002,Baja California,Hombres,De 10 a 14 años,2,1.42369020501139
2001,Baja California,Hombres,De 10 a 14 años,2,0.730113532654328
2000,Baja California,Hombres,De 10 a 14 años,2,0.748687924412467
1999,Baja California,Hombres,De 10 a 14 años,2,0.0
1998,Baja California,Hombres,De 10 a 14 años,2,0.790451347719548
2021,Baja California,Hombres,De 15 a 19 años,2,0.0
2020,Baja California,Hombres,De 15 a 19 años,2,0.0
2019,Baja California,Hombres,De 15 a 19 años,2,1.25903356583487
2018,Baja California,Hombres,De 15 a 19 años,2,0.0
2017,Baja California,Hombres,De 15 a 19 años,2,0.63399480124263
2016,Baja California,Hombres,De 15 a 19 años,2,0.636444059749368
2015,Baja California,Hombres,De 15 a 19 años,2,0.0
2014,Baja California,Hombres,De 15 a 19 años,2,0.63409530452427
2013,Baja California,Hombres,De 15 a 19 años,2,0.0
2012,Baja California,Hombres,De 15 a 19 años,2,0.0
2011,Baja California,Hombres,De 15 a 19 años,2,0.630433549151752
2010,Baja California,Hombres,De 15 a 19 años,2,1.26647205212799
2009,Baja California,Hombres,De 15 a 19 años,2,0.0
2008,Baja California,Hombres,De 15 a 19 años,2,0.65409068313231
2007,Baja California,Hombres,De 15 a 19 años,2,0.6673295473503679
2006,Baja California,Hombres,De 15 a 19 años,2,0.0
2005,Baja California,Hombres,De 15 a 19 años,2,0.0
2004,Baja California,Hombres,De 15 a 19 años,2,1.41901336001078
2003,Baja California,Hombres,De 15 a 19 años,2,2.18029593883543
2002,Baja California,Hombres,De 15 a 19 años,2,0.746742336556771
2001,Baja California,Hombres,De 15 a 19 años,2,0.76853908405512
2000,Baja California,Hombres,De 15 a 19 años,2,0.7892597532774012
1999,Baja California,Hombres,De 15 a 19 años,2,3.2371102316961697
1998,Baja California,Hombres,De 15 a 19 años,2,4.98525196294296
2021,Baja California,Hombres,De 20 a 24 años,2,1.22746828528818
2020,Baja California,Hombres,De 20 a 24 años,2,3.07849547769014
2019,Baja California,Hombres,De 20 a 24 años,2,1.85299567634342
2018,Baja California,Hombres,De 20 a 24 años,2,1.240240854774
2017,Baja California,Hombres,De 20 a 24 años,2,3.74281846706632
2016,Baja California,Hombres,De 20 a 24 años,2,0.0
