Year,Value
2021,7.452
2020,6.845
2019,8.565
2018,8.41
2017,8.494
2016,8.554
2015,8.681
2014,8.503
2013,8.515
2012,8.2
2011,8.19
2010,8.355
2009,8.513
2008,8.32
2007,8.297
2006,8.278
2005,8.55
2004,8.791
2003,8.843
2002,8.686
2001,8.729
2000,8.397
1999,8.527
1998,8.37
1997,7.947
1996,7.83
1995,8.074
1994,8.229
1993,8.506
