Year,Entidad federativa,Sexo,Sexo_ Proporción plazas públicas,GeoCode,Value
2016,Colima,Mujeres,De 60 años y más,8003006,0.351916634626443
2015,Colima,Mujeres,De 60 años y más,8003006,0.334349871347422
2020,Chiapas,Total,Total,8003007,1.0
2019,Chiapas,Total,Total,8003007,1.0
2018,Chiapas,Total,Total,8003007,1.0
2017,Chiapas,Total,Total,8003007,1.0
2016,Chiapas,Total,Total,8003007,1.0
2015,Chiapas,Total,Total,8003007,1.0
2020,Chiapas,Total,Menores de 25 años,8003007,0.0770019705446499
2019,Chiapas,Total,Menores de 25 años,8003007,0.076686072440018
2018,Chiapas,Total,Menores de 25 años,8003007,0.09914839907409
2017,Chiapas,Total,Menores de 25 años,8003007,0.086038151791845
2016,Chiapas,Total,Menores de 25 años,8003007,0.142006296219637
2015,Chiapas,Total,Menores de 25 años,8003007,0.122875178576161
2020,Chiapas,Total,De 25 a 34 años,8003007,0.790906887232456
2019,Chiapas,Total,De 25 a 34 años,8003007,0.8252545308148702
2018,Chiapas,Total,De 25 a 34 años,8003007,0.8932064582317347
2017,Chiapas,Total,De 25 a 34 años,8003007,0.9050066704543472
2016,Chiapas,Total,De 25 a 34 años,8003007,0.9693126510574048
2015,Chiapas,Total,De 25 a 34 años,8003007,0.9625672147041648
2020,Chiapas,Total,De 35 a 44 años,8003007,1.7267374285403396
2019,Chiapas,Total,De 35 a 44 años,8003007,1.74618782333086
2018,Chiapas,Total,De 35 a 44 años,8003007,1.76502139584554
2017,Chiapas,Total,De 35 a 44 años,8003007,1.7568192853512596
2016,Chiapas,Total,De 35 a 44 años,8003007,1.7257008443838695
2015,Chiapas,Total,De 35 a 44 años,8003007,1.7161373865151297
2020,Chiapas,Total,De 45 a 54 años,8003007,1.6944799957637
2019,Chiapas,Total,De 45 a 54 años,8003007,1.64924302886738
2018,Chiapas,Total,De 45 a 54 años,8003007,1.56404780988659
2017,Chiapas,Total,De 45 a 54 años,8003007,1.5432299234446505
2016,Chiapas,Total,De 45 a 54 años,8003007,1.4868098972472998
2015,Chiapas,Total,De 45 a 54 años,8003007,1.57118749106922
2020,Chiapas,Total,De 55 a 59 años,8003007,1.22542820410424
2019,Chiapas,Total,De 55 a 59 años,8003007,1.1874362251435302
2018,Chiapas,Total,De 55 a 59 años,8003007,1.11304642745675
2017,Chiapas,Total,De 55 a 59 años,8003007,1.1685900438923795
2016,Chiapas,Total,De 55 a 59 años,8003007,1.04994154168466
2015,Chiapas,Total,De 55 a 59 años,8003007,1.36752439836582
2020,Chiapas,Total,De 60 años y más,8003007,0.721844954445433
2019,Chiapas,Total,De 60 años y más,8003007,0.721525319586807
2018,Chiapas,Total,De 60 años y más,8003007,0.6527498139250208
2017,Chiapas,Total,De 60 años y más,8003007,0.7119763196015488
2016,Chiapas,Total,De 60 años y más,8003007,0.658519702403642
2015,Chiapas,Total,De 60 años y más,8003007,0.411252513536215
2020,Chiapas,Hombres,Total,8003007,1.13370973108111
2019,Chiapas,Hombres,Total,8003007,0.936555592635812
2018,Chiapas,Hombres,Total,8003007,1.1599557370930602
2017,Chiapas,Hombres,Total,8003007,1.16698753423233
2016,Chiapas,Hombres,Total,8003007,1.18004374408972
2015,Chiapas,Hombres,Total,8003007,1.19790292580894
2020,Chiapas,Hombres,Menores de 25 años,8003007,0.0534579671431709
2019,Chiapas,Hombres,Menores de 25 años,8003007,0.073945634407118
2018,Chiapas,Hombres,Menores de 25 años,8003007,0.084406316640764
2017,Chiapas,Hombres,Menores de 25 años,8003007,0.087723530828794
2016,Chiapas,Hombres,Menores de 25 años,8003007,0.125256151877151
2015,Chiapas,Hombres,Menores de 25 años,8003007,0.105053459844054
2020,Chiapas,Hombres,De 25 a 34 años,8003007,0.674414218173606
2019,Chiapas,Hombres,De 25 a 34 años,8003007,0.7665694718361491
2018,Chiapas,Hombres,De 25 a 34 años,8003007,0.780167495723899
2017,Chiapas,Hombres,De 25 a 34 años,8003007,0.882639979199964
2016,Chiapas,Hombres,De 25 a 34 años,8003007,0.868727480462571
2015,Chiapas,Hombres,De 25 a 34 años,8003007,0.873217621825904
2020,Chiapas,Hombres,De 35 a 44 años,8003007,1.7117113999022997
2019,Chiapas,Hombres,De 35 a 44 años,8003007,1.81223803614218
2018,Chiapas,Hombres,De 35 a 44 años,8003007,1.75305793412306
2017,Chiapas,Hombres,De 35 a 44 años,8003007,1.7674053639178202
2016,Chiapas,Hombres,De 35 a 44 años,8003007,1.71969401647422
2015,Chiapas,Hombres,De 35 a 44 años,8003007,1.7009696108978003
2020,Chiapas,Hombres,De 45 a 54 años,8003007,1.81147206462299
2019,Chiapas,Hombres,De 45 a 54 años,8003007,1.74173252055766
2018,Chiapas,Hombres,De 45 a 54 años,8003007,1.6748315009617998
2017,Chiapas,Hombres,De 45 a 54 años,8003007,1.57939852050589
2016,Chiapas,Hombres,De 45 a 54 años,8003007,1.5721917758023802
2015,Chiapas,Hombres,De 45 a 54 años,8003007,1.69801361257821
2020,Chiapas,Hombres,De 55 a 59 años,8003007,1.44636588911991
2019,Chiapas,Hombres,De 55 a 59 años,8003007,1.24757299591874
2018,Chiapas,Hombres,De 55 a 59 años,8003007,1.31787398744115
2017,Chiapas,Hombres,De 55 a 59 años,8003007,1.1853727558243
2016,Chiapas,Hombres,De 55 a 59 años,8003007,1.24236397816936
2015,Chiapas,Hombres,De 55 a 59 años,8003007,1.67199098713594
2020,Chiapas,Hombres,De 60 años y más,8003007,0.966401916706048
2019,Chiapas,Hombres,De 60 años y más,8003007,0.7062639051346771
2018,Chiapas,Hombres,De 60 años y más,8003007,0.88202166645896
2017,Chiapas,Hombres,De 60 años y más,8003007,0.821282811786059
2016,Chiapas,Hombres,De 60 años y más,8003007,0.882555916034584
2015,Chiapas,Hombres,De 60 años y más,8003007,0.461011383780959
2020,Chiapas,Mujeres,Total,8003007,0.8761549988820682
2019,Chiapas,Mujeres,Total,8003007,1.05754346486897
2018,Chiapas,Mujeres,Total,8003007,0.8511379254564461
2017,Chiapas,Mujeres,Total,8003007,0.8445991937719171
2016,Chiapas,Mujeres,Total,8003007,0.8325178855559099
2015,Chiapas,Mujeres,Total,8003007,0.8157057258161509
2020,Chiapas,Mujeres,Menores de 25 años,8003007,0.106286805835998
2019,Chiapas,Mujeres,Menores de 25 años,8003007,0.0794111270856
2018,Chiapas,Mujeres,Menores de 25 años,8003007,0.1179180382835459
2017,Chiapas,Mujeres,Menores de 25 años,8003007,0.082942585670483
2016,Chiapas,Mujeres,Menores de 25 años,8003007,0.163768911802045
2015,Chiapas,Mujeres,Menores de 25 años,8003007,0.147089787598123
2020,Chiapas,Mujeres,De 25 a 34 años,8003007,0.930487470765746
2019,Chiapas,Mujeres,De 25 a 34 años,8003007,0.873688088354215
2018,Chiapas,Mujeres,De 25 a 34 años,8003007,1.0368061801877495
2017,Chiapas,Mujeres,De 25 a 34 años,8003007,0.937180692674655
2016,Chiapas,Mujeres,De 25 a 34 años,8003007,1.1039031821749905
2015,Chiapas,Mujeres,De 25 a 34 años,8003007,1.08849846084056
2020,Chiapas,Mujeres,De 35 a 44 años,8003007,1.7610242753159002
2019,Chiapas,Mujeres,De 35 a 44 años,8003007,1.69096460135021
2018,Chiapas,Mujeres,De 35 a 44 años,8003007,1.8017660528593904
2017,Chiapas,Mujeres,De 35 a 44 años,8003007,1.76659823864947
2016,Chiapas,Mujeres,De 35 a 44 años,8003007,1.75517891420268
2015,Chiapas,Mujeres,De 35 a 44 años,8003007,1.7580848170514298
2020,Chiapas,Mujeres,De 45 a 54 años,8003007,1.5662858182095003
2019,Chiapas,Mujeres,De 45 a 54 años,8003007,1.5749128338304703
2018,Chiapas,Mujeres,De 45 a 54 años,8003007,1.43182171952486
2017,Chiapas,Mujeres,De 45 a 54 años,8003007,1.50080045024151
2016,Chiapas,Mujeres,De 45 a 54 años,8003007,1.3761033657011
2015,Chiapas,Mujeres,De 45 a 54 años,8003007,1.39640351744157
2020,Chiapas,Mujeres,De 55 a 59 años,8003007,0.9598534991205652
2019,Chiapas,Mujeres,De 55 a 59 años,8003007,1.13962475056002
2018,Chiapas,Mujeres,De 55 a 59 años,8003007,0.8482433494219331
2017,Chiapas,Mujeres,De 55 a 59 años,8003007,1.1426707030317298
2016,Chiapas,Mujeres,De 55 a 59 años,8003007,0.7840468909600179
2015,Chiapas,Mujeres,De 55 a 59 años,8003007,0.9278234917194208
2020,Chiapas,Mujeres,De 60 años y más,8003007,0.422071201885752
2019,Chiapas,Mujeres,De 60 años y más,8003007,0.736083790635691
2018,Chiapas,Mujeres,De 60 años y más,8003007,0.3522937413912759
2017,Chiapas,Mujeres,De 60 años y más,8003007,0.563438382018561
2016,Chiapas,Mujeres,De 60 años y más,8003007,0.3481155181766349
2015,Chiapas,Mujeres,De 60 años y más,8003007,0.337117746480008
2020,Chihuahua,Total,Total,8003008,1.0
2019,Chihuahua,Total,Total,8003008,1.0
2018,Chihuahua,Total,Total,8003008,1.0
2017,Chihuahua,Total,Total,8003008,1.0
2016,Chihuahua,Total,Total,8003008,1.0
2015,Chihuahua,Total,Total,8003008,1.0
2020,Chihuahua,Total,Menores de 25 años,8003008,0.173636226711661
2019,Chihuahua,Total,Menores de 25 años,8003008,0.1780779855324159
2018,Chihuahua,Total,Menores de 25 años,8003008,0.176041095584066
2017,Chihuahua,Total,Menores de 25 años,8003008,0.185322288298149
2016,Chihuahua,Total,Menores de 25 años,8003008,0.203728646453049
2015,Chihuahua,Total,Menores de 25 años,8003008,0.160038293573498
2020,Chihuahua,Total,De 25 a 34 años,8003008,1.14993044200889
2019,Chihuahua,Total,De 25 a 34 años,8003008,1.13053274170461
2018,Chihuahua,Total,De 25 a 34 años,8003008,1.16883383130421
2017,Chihuahua,Total,De 25 a 34 años,8003008,1.1519420247803398
2016,Chihuahua,Total,De 25 a 34 años,8003008,1.16147049742779
2015,Chihuahua,Total,De 25 a 34 años,8003008,1.17056049770506
2020,Chihuahua,Total,De 35 a 44 años,8003008,1.51236697364981
2019,Chihuahua,Total,De 35 a 44 años,8003008,1.42509937809808
2018,Chihuahua,Total,De 35 a 44 años,8003008,1.43756481098305
2017,Chihuahua,Total,De 35 a 44 años,8003008,1.4190095953983002
2016,Chihuahua,Total,De 35 a 44 años,8003008,1.3981413781947298
2015,Chihuahua,Total,De 35 a 44 años,8003008,1.36712853877925
2020,Chihuahua,Total,De 45 a 54 años,8003008,1.34041382454318
2019,Chihuahua,Total,De 45 a 54 años,8003008,1.32296100463745
2018,Chihuahua,Total,De 45 a 54 años,8003008,1.3543239331095402
2017,Chihuahua,Total,De 45 a 54 años,8003008,1.3959920732567197
2016,Chihuahua,Total,De 45 a 54 años,8003008,1.3990276482884598
2015,Chihuahua,Total,De 45 a 54 años,8003008,1.92377725384082
2020,Chihuahua,Total,De 55 a 59 años,8003008,0.967528219943463
2019,Chihuahua,Total,De 55 a 59 años,8003008,0.9989471053007328
2018,Chihuahua,Total,De 55 a 59 años,8003008,1.0373717448294
2017,Chihuahua,Total,De 55 a 59 años,8003008,1.05053864792831
2016,Chihuahua,Total,De 55 a 59 años,8003008,1.02930047686723
2015,Chihuahua,Total,De 55 a 59 años,8003008,0.339878359841818
2020,Chihuahua,Total,De 60 años y más,8003008,0.5375699392822889
2019,Chihuahua,Total,De 60 años y más,8003008,0.7601795778619331
2018,Chihuahua,Total,De 60 años y más,8003008,0.563526167526295
2017,Chihuahua,Total,De 60 años y más,8003008,0.543393147667321
2016,Chihuahua,Total,De 60 años y más,8003008,0.5403453744750469
2015,Chihuahua,Total,De 60 años y más,8003008,0.160734611791049
2020,Chihuahua,Hombres,Total,8003008,0.8537797373817908
2019,Chihuahua,Hombres,Total,8003008,0.852714645869317
2018,Chihuahua,Hombres,Total,8003008,0.8586515621623211
2017,Chihuahua,Hombres,Total,8003008,0.8657288278674599
2016,Chihuahua,Hombres,Total,8003008,0.875210943645639
2015,Chihuahua,Hombres,Total,8003008,0.8720005926687902
2020,Chihuahua,Hombres,Menores de 25 años,8003008,0.12474316869962
2019,Chihuahua,Hombres,Menores de 25 años,8003008,0.138453146542727
2018,Chihuahua,Hombres,Menores de 25 años,8003008,0.135303188871567
2017,Chihuahua,Hombres,Menores de 25 años,8003008,0.158688918885849
2016,Chihuahua,Hombres,Menores de 25 años,8003008,0.1833719330063019
2015,Chihuahua,Hombres,Menores de 25 años,8003008,0.131755167869158
2020,Chihuahua,Hombres,De 25 a 34 años,8003008,0.9459498990083652
2019,Chihuahua,Hombres,De 25 a 34 años,8003008,0.9536957167167728
2018,Chihuahua,Hombres,De 25 a 34 años,8003008,0.9873621606754632
2017,Chihuahua,Hombres,De 25 a 34 años,8003008,0.988787054860876
2016,Chihuahua,Hombres,De 25 a 34 años,8003008,1.01566639450004
2015,Chihuahua,Hombres,De 25 a 34 años,8003008,1.04003299807667
2020,Chihuahua,Hombres,De 35 a 44 años,8003008,1.4836898198012298
2019,Chihuahua,Hombres,De 35 a 44 años,8003008,1.4236446052529497
2018,Chihuahua,Hombres,De 35 a 44 años,8003008,1.4290292538430902
2017,Chihuahua,Hombres,De 35 a 44 años,8003008,1.41598303821022
2016,Chihuahua,Hombres,De 35 a 44 años,8003008,1.3828471141581
2015,Chihuahua,Hombres,De 35 a 44 años,8003008,1.36201858170258
2020,Chihuahua,Hombres,De 45 a 54 años,8003008,1.46619252572114
2019,Chihuahua,Hombres,De 45 a 54 años,8003008,1.42096307279368
2018,Chihuahua,Hombres,De 45 a 54 años,8003008,1.4294540597653105
2017,Chihuahua,Hombres,De 45 a 54 años,8003008,1.4556363141901103
2016,Chihuahua,Hombres,De 45 a 54 años,8003008,1.4355114738818702
2015,Chihuahua,Hombres,De 45 a 54 años,8003008,2.0698485121389294
2020,Chihuahua,Hombres,De 55 a 59 años,8003008,1.25782636513555
2019,Chihuahua,Hombres,De 55 a 59 años,8003008,1.2833055778371705
2018,Chihuahua,Hombres,De 55 a 59 años,8003008,1.31017071659954
2017,Chihuahua,Hombres,De 55 a 59 años,8003008,1.31307810827501
2016,Chihuahua,Hombres,De 55 a 59 años,8003008,1.2916152069108102
2015,Chihuahua,Hombres,De 55 a 59 años,8003008,0.4664767084181039
2020,Chihuahua,Hombres,De 60 años y más,8003008,0.815278246256547
2019,Chihuahua,Hombres,De 60 años y más,8003008,0.96776086478455
2018,Chihuahua,Hombres,De 60 años y más,8003008,0.857469511930046
2017,Chihuahua,Hombres,De 60 años y más,8003008,0.7958483986226141
2016,Chihuahua,Hombres,De 60 años y más,8003008,0.814121024168032
2015,Chihuahua,Hombres,De 60 años y más,8003008,0.2669723261395949
2020,Chihuahua,Mujeres,Total,8003008,1.14215228574777
2019,Chihuahua,Mujeres,Total,8003008,1.1431731706100905
2018,Chihuahua,Mujeres,Total,8003008,1.13738532760976
2017,Chihuahua,Mujeres,Total,8003008,1.13048445273873
2016,Chihuahua,Mujeres,Total,8003008,1.1212124268723205
2015,Chihuahua,Mujeres,Total,8003008,1.1240353929888498
2020,Chihuahua,Mujeres,Menores de 25 años,8003008,0.2128484714938299
2019,Chihuahua,Mujeres,Menores de 25 años,8003008,0.210129350652026
2018,Chihuahua,Mujeres,Menores de 25 años,8003008,0.2092931625970229
2017,Chihuahua,Mujeres,Menores de 25 años,8003008,0.207864125862377
2016,Chihuahua,Mujeres,Menores de 25 años,8003008,0.221625453225571
2015,Chihuahua,Mujeres,Menores de 25 años,8003008,0.18393897838883
2020,Chihuahua,Mujeres,De 25 a 34 años,8003008,1.30858264797849
2019,Chihuahua,Mujeres,De 25 a 34 años,8003008,1.26686557588231
2018,Chihuahua,Mujeres,De 25 a 34 años,8003008,1.30843981679498
2017,Chihuahua,Mujeres,De 25 a 34 años,8003008,1.27749201091369
2016,Chihuahua,Mujeres,De 25 a 34 años,8003008,1.27409076776714
2015,Chihuahua,Mujeres,De 25 a 34 años,8003008,1.2698827261146002
2020,Chihuahua,Mujeres,De 35 a 44 años,8003008,1.5250015570408002
2019,Chihuahua,Mujeres,De 35 a 44 años,8003008,1.41895733011832
2018,Chihuahua,Mujeres,De 35 a 44 años,8003008,1.4367618069046502
2017,Chihuahua,Mujeres,De 35 a 44 años,8003008,1.4151396078397602
2016,Chihuahua,Mujeres,De 35 a 44 años,8003008,1.40439518290602
2015,Chihuahua,Mujeres,De 35 a 44 años,8003008,1.3670841070928097
2020,Chihuahua,Mujeres,De 45 a 54 años,8003008,1.2473174923987
2019,Chihuahua,Mujeres,De 45 a 54 años,8003008,1.2502514508541702
2018,Chihuahua,Mujeres,De 45 a 54 años,8003008,1.29779353707211
2017,Chihuahua,Mujeres,De 45 a 54 años,8003008,1.35057024836887
2016,Chihuahua,Mujeres,De 45 a 54 años,8003008,1.3707550303352902
2015,Chihuahua,Mujeres,De 45 a 54 años,8003008,1.8139191072623504
2020,Chihuahua,Mujeres,De 55 a 59 años,8003008,0.758781451590004
2019,Chihuahua,Mujeres,De 55 a 59 años,8003008,0.7945700584476681
2018,Chihuahua,Mujeres,De 55 a 59 años,8003008,0.8387197954955169
2017,Chihuahua,Mujeres,De 55 a 59 años,8003008,0.8565141682986309
2016,Chihuahua,Mujeres,De 55 a 59 años,8003008,0.831829088607816
2015,Chihuahua,Mujeres,De 55 a 59 años,8003008,0.245552760447862
2020,Chihuahua,Mujeres,De 60 años y más,8003008,0.343282110954043
2019,Chihuahua,Mujeres,De 60 años y más,8003008,0.61273764479092
2018,Chihuahua,Mujeres,De 60 años y más,8003008,0.356022897109057
2017,Chihuahua,Mujeres,De 60 años y más,8003008,0.3624443027658959
2016,Chihuahua,Mujeres,De 60 años y más,8003008,0.340972883464352
2015,Chihuahua,Mujeres,De 60 años y más,8003008,0.084192006851298
2020,Ciudad de México,Total,Total,8003009,1.0
2019,Ciudad de México,Total,Total,8003009,1.0
2018,Ciudad de México,Total,Total,8003009,1.0
2017,Ciudad de México,Total,Total,8003009,1.0
2016,Ciudad de México,Total,Total,8003009,1.0
2015,Ciudad de México,Total,Total,8003009,1.0
2020,Ciudad de México,Total,Menores de 25 años,8003009,0.26808953417714
2019,Ciudad de México,Total,Menores de 25 años,8003009,0.250527354962378
2018,Ciudad de México,Total,Menores de 25 años,8003009,0.393598397659865
2017,Ciudad de México,Total,Menores de 25 años,8003009,0.328812854256112
2016,Ciudad de México,Total,Menores de 25 años,8003009,0.335386766348292
2015,Ciudad de México,Total,Menores de 25 años,8003009,0.328291147184762
2020,Ciudad de México,Total,De 25 a 34 años,8003009,1.11269885282686
2019,Ciudad de México,Total,De 25 a 34 años,8003009,1.01385421149875
2018,Ciudad de México,Total,De 25 a 34 años,8003009,1.08973426917158
2017,Ciudad de México,Total,De 25 a 34 años,8003009,0.952816371589846
2016,Ciudad de México,Total,De 25 a 34 años,8003009,0.9096181965879652
2015,Ciudad de México,Total,De 25 a 34 años,8003009,0.9041964751485752
2020,Ciudad de México,Total,De 35 a 44 años,8003009,1.15958842396791
2019,Ciudad de México,Total,De 35 a 44 años,8003009,1.1593602894395705
2018,Ciudad de México,Total,De 35 a 44 años,8003009,1.3712936383933303
2017,Ciudad de México,Total,De 35 a 44 años,8003009,1.25196074078183
2016,Ciudad de México,Total,De 35 a 44 años,8003009,1.3720720020843602
2015,Ciudad de México,Total,De 35 a 44 años,8003009,1.36024809691591
2020,Ciudad de México,Total,De 45 a 54 años,8003009,1.3393940439105398
2019,Ciudad de México,Total,De 45 a 54 años,8003009,1.42560464371817
2018,Ciudad de México,Total,De 45 a 54 años,8003009,1.45637485146405
2017,Ciudad de México,Total,De 45 a 54 años,8003009,1.48871719997266
2016,Ciudad de México,Total,De 45 a 54 años,8003009,2.29917724589421
2015,Ciudad de México,Total,De 45 a 54 años,8003009,2.313520394962449
2020,Ciudad de México,Total,De 55 a 59 años,8003009,1.0074080890250097
2019,Ciudad de México,Total,De 55 a 59 años,8003009,1.0968961649753697
2018,Ciudad de México,Total,De 55 a 59 años,8003009,0.8997594577272718
2017,Ciudad de México,Total,De 55 a 59 años,8003009,1.10234903909456
2016,Ciudad de México,Total,De 55 a 59 años,8003009,0.0016526300469529
2015,Ciudad de México,Total,De 55 a 59 años,8003009,0.0040968434280789
2020,Ciudad de México,Total,De 60 años y más,8003009,0.862225220486814
2019,Ciudad de México,Total,De 60 años y más,8003009,0.890954947532025
2018,Ciudad de México,Total,De 60 años y más,8003009,0.317774513722243
2017,Ciudad de México,Total,De 60 años y más,8003009,0.6873672594070601
2016,Ciudad de México,Total,De 60 años y más,8003009,0.000279040232955
2015,Ciudad de México,Total,De 60 años y más,8003009,0.000387438228542
2020,Ciudad de México,Hombres,Total,8003009,1.2222607501986398
2019,Ciudad de México,Hombres,Total,8003009,1.25625812581907
2018,Ciudad de México,Hombres,Total,8003009,1.31969114931388
2017,Ciudad de México,Hombres,Total,8003009,1.36428489623093
2016,Ciudad de México,Hombres,Total,8003009,1.35735858269389
2015,Ciudad de México,Hombres,Total,8003009,1.3710723793573298
2020,Ciudad de México,Hombres,Menores de 25 años,8003009,0.236874904012938
2019,Ciudad de México,Hombres,Menores de 25 años,8003009,0.24733125088721
2018,Ciudad de México,Hombres,Menores de 25 años,8003009,0.351762301053495
2017,Ciudad de México,Hombres,Menores de 25 años,8003009,0.299009733464966
2016,Ciudad de México,Hombres,Menores de 25 años,8003009,0.305972473640002
2015,Ciudad de México,Hombres,Menores de 25 años,8003009,0.299836959985467
2020,Ciudad de México,Hombres,De 25 a 34 años,8003009,1.03438833999822
2019,Ciudad de México,Hombres,De 25 a 34 años,8003009,0.96442471450027
2018,Ciudad de México,Hombres,De 25 a 34 años,8003009,0.9633976867443632
2017,Ciudad de México,Hombres,De 25 a 34 años,8003009,0.8584745386153471
2016,Ciudad de México,Hombres,De 25 a 34 años,8003009,0.811247697900397
2015,Ciudad de México,Hombres,De 25 a 34 años,8003009,0.811273439785502
2020,Ciudad de México,Hombres,De 35 a 44 años,8003009,1.1664090035952002
2019,Ciudad de México,Hombres,De 35 a 44 años,8003009,1.16500620744068
2018,Ciudad de México,Hombres,De 35 a 44 años,8003009,1.37411219629953
2017,Ciudad de México,Hombres,De 35 a 44 años,8003009,1.25163069196288
2016,Ciudad de México,Hombres,De 35 a 44 años,8003009,1.39842069628952
2015,Ciudad de México,Hombres,De 35 a 44 años,8003009,1.38339301547719
2020,Ciudad de México,Hombres,De 45 a 54 años,8003009,1.40715307111568
2019,Ciudad de México,Hombres,De 45 a 54 años,8003009,1.44958142898372
2018,Ciudad de México,Hombres,De 45 a 54 años,8003009,1.6017434226989098
2017,Ciudad de México,Hombres,De 45 a 54 años,8003009,1.5744405361653102
2016,Ciudad de México,Hombres,De 45 a 54 años,8003009,2.45177232906952
2015,Ciudad de México,Hombres,De 45 a 54 años,8003009,2.46099160112659
2020,Ciudad de México,Hombres,De 55 a 59 años,8003009,1.01177715708287
2019,Ciudad de México,Hombres,De 55 a 59 años,8003009,1.10569874119807
2018,Ciudad de México,Hombres,De 55 a 59 años,8003009,1.01795027678033
2017,Ciudad de México,Hombres,De 55 a 59 años,8003009,1.20722956606849
2016,Ciudad de México,Hombres,De 55 a 59 años,8003009,0.002396540936297
2015,Ciudad de México,Hombres,De 55 a 59 años,8003009,0.0058370406270219
2020,Ciudad de México,Hombres,De 60 años y más,8003009,0.9954070577904108
2019,Ciudad de México,Hombres,De 60 años y más,8003009,1.02405439209131
2018,Ciudad de México,Hombres,De 60 años y más,8003009,0.354258293197884
2017,Ciudad de México,Hombres,De 60 años y más,8003009,0.800370845854296
2016,Ciudad de México,Hombres,De 60 años y más,8003009,0.00040500446894
2015,Ciudad de México,Hombres,De 60 años y más,8003009,0.000636712366139
2020,Ciudad de México,Mujeres,Total,8003009,0.798991640023999
2019,Ciudad de México,Mujeres,Total,8003009,0.7677820209249069
2018,Ciudad de México,Mujeres,Total,8003009,0.711099132882346
2017,Ciudad de México,Mujeres,Total,8003009,0.6708634162345691
2016,Ciudad de México,Mujeres,Total,8003009,0.6776889273053601
2015,Ciudad de México,Mujeres,Total,8003009,0.665543145516945
2020,Ciudad de México,Mujeres,Menores de 25 años,8003009,0.30801418596896
2019,Ciudad de México,Mujeres,Menores de 25 años,8003009,0.2458184198804649
2018,Ciudad de México,Mujeres,Menores de 25 años,8003009,0.451467247429646
2017,Ciudad de México,Mujeres,Menores de 25 años,8003009,0.368906387488157
2016,Ciudad de México,Mujeres,Menores de 25 años,8003009,0.373743812217512
2015,Ciudad de México,Mujeres,Menores de 25 años,8003009,0.365744969300771
2020,Ciudad de México,Mujeres,De 25 a 34 años,8003009,1.2048508859788605
2019,Ciudad de México,Mujeres,De 25 a 34 años,8003009,1.0673775762801403
2018,Ciudad de México,Mujeres,De 25 a 34 años,8003009,1.28334968754439
2017,Ciudad de México,Mujeres,De 25 a 34 años,8003009,1.10565778897918
2016,Ciudad de México,Mujeres,De 25 a 34 años,8003009,1.07171760964896
2015,Ciudad de México,Mujeres,De 25 a 34 años,8003009,1.06217170702968
2020,Ciudad de México,Mujeres,De 35 a 44 años,8003009,1.15951796507545
2019,Ciudad de México,Mujeres,De 35 a 44 años,8003009,1.1644604526477098
2018,Ciudad de México,Mujeres,De 35 a 44 años,8003009,1.3877343376152995
2017,Ciudad de México,Mujeres,De 35 a 44 años,8003009,1.27623144342483
2016,Ciudad de México,Mujeres,De 35 a 44 años,8003009,1.3498909558778398
2015,Ciudad de México,Mujeres,De 35 a 44 años,8003009,1.34080343864803
2020,Ciudad de México,Mujeres,De 45 a 54 años,8003009,1.2700100917489598
2019,Ciudad de México,Mujeres,De 45 a 54 años,8003009,1.41551060150573
2018,Ciudad de México,Mujeres,De 45 a 54 años,8003009,1.25303398082153
2017,Ciudad de México,Mujeres,De 45 a 54 años,8003009,1.37133303840284
2016,Ciudad de México,Mujeres,De 45 a 54 años,8003009,2.07951569582659
2015,Ciudad de México,Mujeres,De 45 a 54 años,8003009,2.09438256179086
2020,Ciudad de México,Mujeres,De 55 a 59 años,8003009,1.01806972240879
2019,Ciudad de México,Mujeres,De 55 a 59 años,8003009,1.10641207944075
2018,Ciudad de México,Mujeres,De 55 a 59 años,8003009,0.7366269123559002
2017,Ciudad de México,Mujeres,De 55 a 59 años,8003009,0.9548505238775038
2016,Ciudad de México,Mujeres,De 55 a 59 años,8003009,0.000436119634069
2015,Ciudad de México,Mujeres,De 55 a 59 años,8003009,0.001181561496339
2020,Ciudad de México,Mujeres,De 60 años y más,8003009,0.7234495469994578
2019,Ciudad de México,Mujeres,De 60 años y más,8003009,0.7476657628488661
2018,Ciudad de México,Mujeres,De 60 años y más,8003009,0.278306277543082
2017,Ciudad de México,Mujeres,De 60 años y más,8003009,0.542288311140037
2016,Ciudad de México,Mujeres,De 60 años y más,8003009,9.2593711135e-05
2015,Ciudad de México,Mujeres,De 60 años y más,8003009,0.0
2020,Durango,Total,Total,8003010,1.0
2019,Durango,Total,Total,8003010,1.0
2018,Durango,Total,Total,8003010,1.0
2017,Durango,Total,Total,8003010,1.0
2016,Durango,Total,Total,8003010,1.0
2015,Durango,Total,Total,8003010,1.0
2020,Durango,Total,Menores de 25 años,8003010,0.167775560512227
2019,Durango,Total,Menores de 25 años,8003010,0.1496173290841349
2018,Durango,Total,Menores de 25 años,8003010,0.174435426803599
2017,Durango,Total,Menores de 25 años,8003010,0.18136292835909
2016,Durango,Total,Menores de 25 años,8003010,0.178808853007443
2015,Durango,Total,Menores de 25 años,8003010,0.1707808786119129
2020,Durango,Total,De 25 a 34 años,8003010,1.00262562635929
2019,Durango,Total,De 25 a 34 años,8003010,1.0981763258713302
2018,Durango,Total,De 25 a 34 años,8003010,1.03620499711238
2017,Durango,Total,De 25 a 34 años,8003010,0.9376680397366428
2016,Durango,Total,De 25 a 34 años,8003010,0.954206323674054
2015,Durango,Total,De 25 a 34 años,8003010,1.00048711030285
