Year,Entidad federativa,Sexo,Sexo_ Proporción plazas públicas,GeoCode,Value
2019,Morelos,Mujeres,De 45 a 54 años,8003017,1.56885192428606
2018,Morelos,Mujeres,De 45 a 54 años,8003017,1.64108042086837
2017,Morelos,Mujeres,De 45 a 54 años,8003017,1.53152178188342
2016,Morelos,Mujeres,De 45 a 54 años,8003017,2.03854630324065
2015,Morelos,Mujeres,De 45 a 54 años,8003017,1.5411830280142298
2020,Morelos,Mujeres,De 55 a 59 años,8003017,1.02410821217085
2019,Morelos,Mujeres,De 55 a 59 años,8003017,0.9451783948624018
2018,Morelos,Mujeres,De 55 a 59 años,8003017,0.8239537353159061
2017,Morelos,Mujeres,De 55 a 59 años,8003017,0.8094938106608491
2016,Morelos,Mujeres,De 55 a 59 años,8003017,0.356556652435283
2015,Morelos,Mujeres,De 55 a 59 años,8003017,0.83341075790766
2020,Morelos,Mujeres,De 60 años y más,8003017,0.387159090675977
2019,Morelos,Mujeres,De 60 años y más,8003017,0.333395210383776
2018,Morelos,Mujeres,De 60 años y más,8003017,0.397825798844073
2017,Morelos,Mujeres,De 60 años y más,8003017,0.264507298955408
2016,Morelos,Mujeres,De 60 años y más,8003017,0.097923716160495
2015,Morelos,Mujeres,De 60 años y más,8003017,0.363714734712769
2020,Nayarit,Total,Total,8003018,1.0
2019,Nayarit,Total,Total,8003018,1.0
2018,Nayarit,Total,Total,8003018,1.0
2017,Nayarit,Total,Total,8003018,1.0
2016,Nayarit,Total,Total,8003018,1.0
2015,Nayarit,Total,Total,8003018,1.0
2020,Nayarit,Total,Menores de 25 años,8003018,0.1988141027616339
2019,Nayarit,Total,Menores de 25 años,8003018,0.155361005605862
2018,Nayarit,Total,Menores de 25 años,8003018,0.16259037777568
2017,Nayarit,Total,Menores de 25 años,8003018,0.327032803373349
2016,Nayarit,Total,Menores de 25 años,8003018,0.163778422003208
2015,Nayarit,Total,Menores de 25 años,8003018,0.147314241753721
2020,Nayarit,Total,De 25 a 34 años,8003018,0.969614617113951
2019,Nayarit,Total,De 25 a 34 años,8003018,0.9990945149683712
2018,Nayarit,Total,De 25 a 34 años,8003018,1.0477116548774197
2017,Nayarit,Total,De 25 a 34 años,8003018,1.02441296616663
2016,Nayarit,Total,De 25 a 34 años,8003018,1.0598898365244998
2015,Nayarit,Total,De 25 a 34 años,8003018,1.06318997367186
2020,Nayarit,Total,De 35 a 44 años,8003018,1.5932739134182798
2019,Nayarit,Total,De 35 a 44 años,8003018,1.63690525859656
2018,Nayarit,Total,De 35 a 44 años,8003018,1.61579976096097
2017,Nayarit,Total,De 35 a 44 años,8003018,1.5598481487543605
2016,Nayarit,Total,De 35 a 44 años,8003018,1.4829294119262697
2015,Nayarit,Total,De 35 a 44 años,8003018,1.4745473089577403
2020,Nayarit,Total,De 45 a 54 años,8003018,1.45608297169916
2019,Nayarit,Total,De 45 a 54 años,8003018,1.45458083198281
2018,Nayarit,Total,De 45 a 54 años,8003018,1.43365373492247
2017,Nayarit,Total,De 45 a 54 años,8003018,1.39069047306132
2016,Nayarit,Total,De 45 a 54 años,8003018,1.40021823244987
2015,Nayarit,Total,De 45 a 54 años,8003018,1.4704849629344403
2020,Nayarit,Total,De 55 a 59 años,8003018,0.9661869882757008
2019,Nayarit,Total,De 55 a 59 años,8003018,0.8935667561286939
2018,Nayarit,Total,De 55 a 59 años,8003018,0.8984990928214379
2017,Nayarit,Total,De 55 a 59 años,8003018,0.8880766321239901
2016,Nayarit,Total,De 55 a 59 años,8003018,0.974401508794001
2015,Nayarit,Total,De 55 a 59 años,8003018,0.980235563715808
2020,Nayarit,Total,De 60 años y más,8003018,0.566687667118051
2019,Nayarit,Total,De 60 años y más,8003018,0.550985498676079
2018,Nayarit,Total,De 60 años y más,8003018,0.510271166450306
2017,Nayarit,Total,De 60 años y más,8003018,0.4629983592291969
2016,Nayarit,Total,De 60 años y más,8003018,0.8106123844605191
2015,Nayarit,Total,De 60 años y más,8003018,0.7505258778806041
2020,Nayarit,Hombres,Total,8003018,0.8627187415274539
2019,Nayarit,Hombres,Total,8003018,0.8739908902214238
2018,Nayarit,Hombres,Total,8003018,0.872798466463938
2017,Nayarit,Hombres,Total,8003018,0.875350288406933
2016,Nayarit,Hombres,Total,8003018,0.8959972983195151
2015,Nayarit,Hombres,Total,8003018,0.911710423782809
2020,Nayarit,Hombres,Menores de 25 años,8003018,0.160438027515635
2019,Nayarit,Hombres,Menores de 25 años,8003018,0.137641760710992
2018,Nayarit,Hombres,Menores de 25 años,8003018,0.148694398096985
2017,Nayarit,Hombres,Menores de 25 años,8003018,0.292513629355116
2016,Nayarit,Hombres,Menores de 25 años,8003018,0.1529562846649339
2015,Nayarit,Hombres,Menores de 25 años,8003018,0.132941372308085
2020,Nayarit,Hombres,De 25 a 34 años,8003018,0.904192369890424
2019,Nayarit,Hombres,De 25 a 34 años,8003018,0.903617418945358
2018,Nayarit,Hombres,De 25 a 34 años,8003018,0.9575032763542408
2017,Nayarit,Hombres,De 25 a 34 años,8003018,0.929403968335972
2016,Nayarit,Hombres,De 25 a 34 años,8003018,1.00512981873851
2015,Nayarit,Hombres,De 25 a 34 años,8003018,0.9868639191351531
2020,Nayarit,Hombres,De 35 a 44 años,8003018,1.6103957807449698
2019,Nayarit,Hombres,De 35 a 44 años,8003018,1.65504014086484
2018,Nayarit,Hombres,De 35 a 44 años,8003018,1.61360448637452
2017,Nayarit,Hombres,De 35 a 44 años,8003018,1.59116703130882
2016,Nayarit,Hombres,De 35 a 44 años,8003018,1.50034846945902
2015,Nayarit,Hombres,De 35 a 44 años,8003018,1.4671837542354902
2020,Nayarit,Hombres,De 45 a 54 años,8003018,1.4584123178469903
2019,Nayarit,Hombres,De 45 a 54 años,8003018,1.4708524073810898
2018,Nayarit,Hombres,De 45 a 54 años,8003018,1.4413589614707798
2017,Nayarit,Hombres,De 45 a 54 años,8003018,1.39729534936942
2016,Nayarit,Hombres,De 45 a 54 años,8003018,1.40372778815896
2015,Nayarit,Hombres,De 45 a 54 años,8003018,1.4507627125521902
2020,Nayarit,Hombres,De 55 a 59 años,8003018,1.11467642480801
2019,Nayarit,Hombres,De 55 a 59 años,8003018,1.05786980823812
2018,Nayarit,Hombres,De 55 a 59 años,8003018,1.0869137514834597
2017,Nayarit,Hombres,De 55 a 59 años,8003018,1.06324846468814
2016,Nayarit,Hombres,De 55 a 59 años,8003018,1.05322276432224
2015,Nayarit,Hombres,De 55 a 59 años,8003018,1.13193253049476
2020,Nayarit,Hombres,De 60 años y más,8003018,0.750207198662102
2019,Nayarit,Hombres,De 60 años y más,8003018,0.7441874701525542
2018,Nayarit,Hombres,De 60 años y más,8003018,0.7236644315712651
2017,Nayarit,Hombres,De 60 años y más,8003018,0.662179984445815
2016,Nayarit,Hombres,De 60 años y más,8003018,0.965163974296998
2015,Nayarit,Hombres,De 60 años y más,8003018,1.01271991493854
2020,Nayarit,Mujeres,Total,8003018,1.1354769959050195
2019,Nayarit,Mujeres,Total,8003018,1.12410349243859
2018,Nayarit,Mujeres,Total,8003018,1.12517817306826
2017,Nayarit,Mujeres,Total,8003018,1.12245216505545
2016,Nayarit,Mujeres,Total,8003018,1.10196108429645
2015,Nayarit,Mujeres,Total,8003018,1.0864798563259497
2020,Nayarit,Mujeres,Menores de 25 años,8003018,0.230937998948743
2019,Nayarit,Mujeres,Menores de 25 años,8003018,0.1709320393896589
2018,Nayarit,Mujeres,Menores de 25 años,8003018,0.175069921541144
2017,Nayarit,Mujeres,Menores de 25 años,8003018,0.357583182880742
2016,Nayarit,Mujeres,Menores de 25 años,8003018,0.17398135150319
2015,Nayarit,Mujeres,Menores de 25 años,8003018,0.160640593160175
2020,Nayarit,Mujeres,De 25 a 34 años,8003018,1.02468784563965
2019,Nayarit,Mujeres,De 25 a 34 años,8003018,1.07785549851669
2018,Nayarit,Mujeres,De 25 a 34 años,8003018,1.1207604972053102
2017,Nayarit,Mujeres,De 25 a 34 años,8003018,1.0998139585958
2016,Nayarit,Mujeres,De 25 a 34 años,8003018,1.1042533962444503
2015,Nayarit,Mujeres,De 25 a 34 años,8003018,1.12537608454201
2020,Nayarit,Mujeres,De 35 a 44 años,8003018,1.57147240052616
2019,Nayarit,Mujeres,De 35 a 44 años,8003018,1.61423586407501
2018,Nayarit,Mujeres,De 35 a 44 años,8003018,1.6076603781143195
2017,Nayarit,Mujeres,De 35 a 44 años,8003018,1.5281228631559698
2016,Nayarit,Mujeres,De 35 a 44 años,8003018,1.46290400429244
2015,Nayarit,Mujeres,De 35 a 44 años,8003018,1.4750999863881695
2020,Nayarit,Mujeres,De 45 a 54 años,8003018,1.44844268018442
2019,Nayarit,Mujeres,De 45 a 54 años,8003018,1.43805452992949
2018,Nayarit,Mujeres,De 45 a 54 años,8003018,1.4243862924755195
2017,Nayarit,Mujeres,De 45 a 54 años,8003018,1.38330126363458
2016,Nayarit,Mujeres,De 45 a 54 años,8003018,1.3962077795455303
2015,Nayarit,Mujeres,De 45 a 54 años,8003018,1.48590084743738
2020,Nayarit,Mujeres,De 55 a 59 años,8003018,0.8547851701699269
2019,Nayarit,Mujeres,De 55 a 59 años,8003018,0.768022860539443
2018,Nayarit,Mujeres,De 55 a 59 años,8003018,0.7548655473865769
2017,Nayarit,Mujeres,De 55 a 59 años,8003018,0.7537883930571639
2016,Nayarit,Mujeres,De 55 a 59 años,8003018,0.91183096597726
2015,Nayarit,Mujeres,De 55 a 59 años,8003018,0.855011438471495
2020,Nayarit,Mujeres,De 60 años y más,8003018,0.430657549292742
2019,Nayarit,Mujeres,De 60 años y más,8003018,0.404583150252971
2018,Nayarit,Mujeres,De 60 años y más,8003018,0.34890709826859
2017,Nayarit,Mujeres,De 60 años y más,8003018,0.311486449922416
2016,Nayarit,Mujeres,De 60 años y más,8003018,0.687734388868094
2015,Nayarit,Mujeres,De 60 años y más,8003018,0.535684613153021
2020,Nuevo León,Total,Total,8003019,1.0
2019,Nuevo León,Total,Total,8003019,1.0
2018,Nuevo León,Total,Total,8003019,1.0
2017,Nuevo León,Total,Total,8003019,1.0
2016,Nuevo León,Total,Total,8003019,1.0
2015,Nuevo León,Total,Total,8003019,1.0
2020,Nuevo León,Total,Menores de 25 años,8003019,0.327626560945083
2019,Nuevo León,Total,Menores de 25 años,8003019,0.283799573556871
2018,Nuevo León,Total,Menores de 25 años,8003019,0.307067179523935
2017,Nuevo León,Total,Menores de 25 años,8003019,0.3165159093421419
2016,Nuevo León,Total,Menores de 25 años,8003019,0.288161121303166
2015,Nuevo León,Total,Menores de 25 años,8003019,0.361784086733937
2020,Nuevo León,Total,De 25 a 34 años,8003019,1.25857528562108
2019,Nuevo León,Total,De 25 a 34 años,8003019,1.14996758682103
2018,Nuevo León,Total,De 25 a 34 años,8003019,1.12484504132194
2017,Nuevo León,Total,De 25 a 34 años,8003019,1.17773893369183
2016,Nuevo León,Total,De 25 a 34 años,8003019,1.16120101816522
2015,Nuevo León,Total,De 25 a 34 años,8003019,1.13991661047565
2020,Nuevo León,Total,De 35 a 44 años,8003019,1.20460521902986
2019,Nuevo León,Total,De 35 a 44 años,8003019,1.17094794586646
2018,Nuevo León,Total,De 35 a 44 años,8003019,1.15163523030575
2017,Nuevo León,Total,De 35 a 44 años,8003019,1.130456106985
2016,Nuevo León,Total,De 35 a 44 años,8003019,1.08233815750061
2015,Nuevo León,Total,De 35 a 44 años,8003019,1.17982940197977
2020,Nuevo León,Total,De 45 a 54 años,8003019,1.14710331822502
2019,Nuevo León,Total,De 45 a 54 años,8003019,1.19329914152757
2018,Nuevo León,Total,De 45 a 54 años,8003019,1.2562674648464502
2017,Nuevo León,Total,De 45 a 54 años,8003019,1.29909027117138
2016,Nuevo León,Total,De 45 a 54 años,8003019,1.34770868260385
2015,Nuevo León,Total,De 45 a 54 años,8003019,1.31359252311716
2020,Nuevo León,Total,De 55 a 59 años,8003019,1.21515668343819
2019,Nuevo León,Total,De 55 a 59 años,8003019,1.4916858097191297
2018,Nuevo León,Total,De 55 a 59 años,8003019,1.53634723575351
2017,Nuevo León,Total,De 55 a 59 años,8003019,1.46660720372542
2016,Nuevo León,Total,De 55 a 59 años,8003019,1.5426292100309598
2015,Nuevo León,Total,De 55 a 59 años,8003019,1.21532393089037
2020,Nuevo León,Total,De 60 años y más,8003019,0.723369462924107
2019,Nuevo León,Total,De 60 años y más,8003019,0.8755317609527059
2018,Nuevo León,Total,De 60 años y más,8003019,0.807837652725305
2017,Nuevo León,Total,De 60 años y más,8003019,0.686021658169672
2016,Nuevo León,Total,De 60 años y más,8003019,0.773987853160066
2015,Nuevo León,Total,De 60 años y más,8003019,0.7545171168766831
2020,Nuevo León,Hombres,Total,8003019,0.9056082383814852
2019,Nuevo León,Hombres,Total,8003019,0.8563088195753308
2018,Nuevo León,Hombres,Total,8003019,0.8623218781859079
2017,Nuevo León,Hombres,Total,8003019,0.8206384279436529
2016,Nuevo León,Hombres,Total,8003019,0.8287080203259511
2015,Nuevo León,Hombres,Total,8003019,1.19532679670509
2020,Nuevo León,Hombres,Menores de 25 años,8003019,0.2949288670758259
2019,Nuevo León,Hombres,Menores de 25 años,8003019,0.269987333945877
2018,Nuevo León,Hombres,Menores de 25 años,8003019,0.2960983303004339
2017,Nuevo León,Hombres,Menores de 25 años,8003019,0.292234697435888
2016,Nuevo León,Hombres,Menores de 25 años,8003019,0.2693193963278189
2015,Nuevo León,Hombres,Menores de 25 años,8003019,0.3967056965625169
2020,Nuevo León,Hombres,De 25 a 34 años,8003019,1.19895772182175
2019,Nuevo León,Hombres,De 25 a 34 años,8003019,1.0894990430088198
2018,Nuevo León,Hombres,De 25 a 34 años,8003019,1.0630264201074302
2017,Nuevo León,Hombres,De 25 a 34 años,8003019,1.07772271488897
2016,Nuevo León,Hombres,De 25 a 34 años,8003019,1.11404442392987
2015,Nuevo León,Hombres,De 25 a 34 años,8003019,1.15929203640297
2020,Nuevo León,Hombres,De 35 a 44 años,8003019,1.19828396056102
2019,Nuevo León,Hombres,De 35 a 44 años,8003019,1.16050752470752
2018,Nuevo León,Hombres,De 35 a 44 años,8003019,1.1470400847379898
2017,Nuevo León,Hombres,De 35 a 44 años,8003019,1.13909388598738
2016,Nuevo León,Hombres,De 35 a 44 años,8003019,1.09596190975782
2015,Nuevo León,Hombres,De 35 a 44 años,8003019,1.15982118283845
2020,Nuevo León,Hombres,De 45 a 54 años,8003019,1.14490246340167
2019,Nuevo León,Hombres,De 45 a 54 años,8003019,1.1841747646076202
2018,Nuevo León,Hombres,De 45 a 54 años,8003019,1.23316495315621
2017,Nuevo León,Hombres,De 45 a 54 años,8003019,1.27695675933665
2016,Nuevo León,Hombres,De 45 a 54 años,8003019,1.2424209068048295
2015,Nuevo León,Hombres,De 45 a 54 años,8003019,1.26947789464565
2020,Nuevo León,Hombres,De 55 a 59 años,8003019,1.28401188695224
2019,Nuevo León,Hombres,De 55 a 59 años,8003019,1.5390266101461398
2018,Nuevo León,Hombres,De 55 a 59 años,8003019,1.6162534427226
2017,Nuevo León,Hombres,De 55 a 59 años,8003019,1.64853298570932
2016,Nuevo León,Hombres,De 55 a 59 años,8003019,1.7135974989123195
2015,Nuevo León,Hombres,De 55 a 59 años,8003019,1.23764271623219
2020,Nuevo León,Hombres,De 60 años y más,8003019,0.928570979463843
2019,Nuevo León,Hombres,De 60 años y más,8003019,1.1162243118880095
2018,Nuevo León,Hombres,De 60 años y más,8003019,1.04600641863674
2017,Nuevo León,Hombres,De 60 años y más,8003019,0.953277409274404
2016,Nuevo León,Hombres,De 60 años y más,8003019,1.05873927821553
2015,Nuevo León,Hombres,De 60 años y más,8003019,0.7918164339843249
2020,Nuevo León,Mujeres,Total,8003019,1.0942514865607202
2019,Nuevo León,Mujeres,Total,8003019,1.14344277470704
2018,Nuevo León,Mujeres,Total,8003019,1.13739709385952
2017,Nuevo León,Mujeres,Total,8003019,1.17890989601113
2016,Nuevo León,Mujeres,Total,8003019,1.17071707328132
2015,Nuevo León,Mujeres,Total,8003019,0.80499658289677
2020,Nuevo León,Mujeres,Menores de 25 años,8003019,0.357886433321183
2019,Nuevo León,Mujeres,Menores de 25 años,8003019,0.296951435326156
2018,Nuevo León,Mujeres,Menores de 25 años,8003019,0.318291910084124
2017,Nuevo León,Mujeres,Menores de 25 años,8003019,0.337737084885178
2016,Nuevo León,Mujeres,Menores de 25 años,8003019,0.305291995551841
2015,Nuevo León,Mujeres,Menores de 25 años,8003019,0.300764396526086
2020,Nuevo León,Mujeres,De 25 a 34 años,8003019,1.31636089274539
2019,Nuevo León,Mujeres,De 25 a 34 años,8003019,1.20438961429534
2018,Nuevo León,Mujeres,De 25 a 34 años,8003019,1.17932854581984
2017,Nuevo León,Mujeres,De 25 a 34 años,8003019,1.2558682872190603
2016,Nuevo León,Mujeres,De 25 a 34 años,8003019,1.20003574535773
2015,Nuevo León,Mujeres,De 25 a 34 años,8003019,1.10595054020886
2020,Nuevo León,Mujeres,De 35 a 44 años,8003019,1.20704112818153
2019,Nuevo León,Mujeres,De 35 a 44 años,8003019,1.17445593355985
2018,Nuevo León,Mujeres,De 35 a 44 años,8003019,1.15106568302498
2017,Nuevo León,Mujeres,De 35 a 44 años,8003019,1.11993174495061
2016,Nuevo León,Mujeres,De 35 a 44 años,8003019,1.0690664492418398
2015,Nuevo León,Mujeres,De 35 a 44 años,8003019,1.21544870143512
2020,Nuevo León,Mujeres,De 45 a 54 años,8003019,1.14593304060274
2019,Nuevo León,Mujeres,De 45 a 54 años,8003019,1.19591880115952
2018,Nuevo León,Mujeres,De 45 a 54 años,8003019,1.2696057951163
2017,Nuevo León,Mujeres,De 45 a 54 años,8003019,1.3096970385513502
2016,Nuevo León,Mujeres,De 45 a 54 años,8003019,1.41648032606699
2015,Nuevo León,Mujeres,De 45 a 54 años,8003019,1.3841510139112
2020,Nuevo León,Mujeres,De 55 a 59 años,8003019,1.1559121350724
2019,Nuevo León,Mujeres,De 55 a 59 años,8003019,1.4490340293702997
2018,Nuevo León,Mujeres,De 55 a 59 años,8003019,1.47009636956584
2017,Nuevo León,Mujeres,De 55 a 59 años,8003019,1.3360191667281
2016,Nuevo León,Mujeres,De 55 a 59 años,8003019,1.41765415952306
2015,Nuevo León,Mujeres,De 55 a 59 años,8003019,1.19616026641139
2020,Nuevo León,Mujeres,De 60 años y más,8003019,0.562530545008843
2019,Nuevo León,Mujeres,De 60 años y más,8003019,0.7011934961034231
2018,Nuevo León,Mujeres,De 60 años y más,8003019,0.634115184547611
2017,Nuevo León,Mujeres,De 60 años y más,8003019,0.506722325291911
2016,Nuevo León,Mujeres,De 60 años y más,8003019,0.579739891648719
2015,Nuevo León,Mujeres,De 60 años y más,8003019,0.7175899309939578
2020,Oaxaca,Total,Total,8003020,1.0
2019,Oaxaca,Total,Total,8003020,1.0
2018,Oaxaca,Total,Total,8003020,1.0
2017,Oaxaca,Total,Total,8003020,1.0
2016,Oaxaca,Total,Total,8003020,1.0
2015,Oaxaca,Total,Total,8003020,1.0
2020,Oaxaca,Total,Menores de 25 años,8003020,0.1367932945653369
2019,Oaxaca,Total,Menores de 25 años,8003020,0.2110987587892219
2018,Oaxaca,Total,Menores de 25 años,8003020,0.234590777508787
2017,Oaxaca,Total,Menores de 25 años,8003020,0.212981720827369
2016,Oaxaca,Total,Menores de 25 años,8003020,0.2424363278240529
2015,Oaxaca,Total,Menores de 25 años,8003020,0.038075248901433
2020,Oaxaca,Total,De 25 a 34 años,8003020,0.9345020503245858
2019,Oaxaca,Total,De 25 a 34 años,8003020,1.01603699326078
2018,Oaxaca,Total,De 25 a 34 años,8003020,1.06085960683711
2017,Oaxaca,Total,De 25 a 34 años,8003020,1.0780155571559502
2016,Oaxaca,Total,De 25 a 34 años,8003020,1.09143925974767
2015,Oaxaca,Total,De 25 a 34 años,8003020,1.34400536298174
2020,Oaxaca,Total,De 35 a 44 años,8003020,1.5945831566334
2019,Oaxaca,Total,De 35 a 44 años,8003020,1.58692312215929
2018,Oaxaca,Total,De 35 a 44 años,8003020,1.5824235091897805
2017,Oaxaca,Total,De 35 a 44 años,8003020,1.58537766923914
2016,Oaxaca,Total,De 35 a 44 años,8003020,1.5805186707667098
2015,Oaxaca,Total,De 35 a 44 años,8003020,1.52150980501097
2020,Oaxaca,Total,De 45 a 54 años,8003020,1.56092880412469
2019,Oaxaca,Total,De 45 a 54 años,8003020,1.47873084903667
2018,Oaxaca,Total,De 45 a 54 años,8003020,1.46285819297046
2017,Oaxaca,Total,De 45 a 54 años,8003020,1.45762272524836
2016,Oaxaca,Total,De 45 a 54 años,8003020,1.4353882453215705
2015,Oaxaca,Total,De 45 a 54 años,8003020,1.41054069102246
2020,Oaxaca,Total,De 55 a 59 años,8003020,1.1479010308631403
2019,Oaxaca,Total,De 55 a 59 años,8003020,1.02940514757626
2018,Oaxaca,Total,De 55 a 59 años,8003020,0.931486820834898
2017,Oaxaca,Total,De 55 a 59 años,8003020,0.9172258758813472
2016,Oaxaca,Total,De 55 a 59 años,8003020,0.8904150566918327
2015,Oaxaca,Total,De 55 a 59 años,8003020,0.8517355738219587
2020,Oaxaca,Total,De 60 años y más,8003020,0.596103667853241
2019,Oaxaca,Total,De 60 años y más,8003020,0.5121630846715631
2018,Oaxaca,Total,De 60 años y más,8003020,0.473772642859623
2017,Oaxaca,Total,De 60 años y más,8003020,0.4969974273472189
2016,Oaxaca,Total,De 60 años y más,8003020,0.4828569696109049
2015,Oaxaca,Total,De 60 años y más,8003020,0.480136500061428
2020,Oaxaca,Hombres,Total,8003020,1.24199128932704
2019,Oaxaca,Hombres,Total,8003020,1.2506736747422895
2018,Oaxaca,Hombres,Total,8003020,1.2600395725987197
2017,Oaxaca,Hombres,Total,8003020,1.27183457063395
2016,Oaxaca,Hombres,Total,8003020,1.26877624693589
2015,Oaxaca,Hombres,Total,8003020,1.28861505428758
2020,Oaxaca,Hombres,Menores de 25 años,8003020,0.126970722006899
2019,Oaxaca,Hombres,Menores de 25 años,8003020,0.1973418225722989
2018,Oaxaca,Hombres,Menores de 25 años,8003020,0.225802334110837
2017,Oaxaca,Hombres,Menores de 25 años,8003020,0.203222529442453
2016,Oaxaca,Hombres,Menores de 25 años,8003020,0.242077932834578
2015,Oaxaca,Hombres,Menores de 25 años,8003020,0.035865943145508
2020,Oaxaca,Hombres,De 25 a 34 años,8003020,0.8785864581452331
2019,Oaxaca,Hombres,De 25 a 34 años,8003020,0.9398766735807068
2018,Oaxaca,Hombres,De 25 a 34 años,8003020,0.977571495279335
2017,Oaxaca,Hombres,De 25 a 34 años,8003020,0.991843552996289
2016,Oaxaca,Hombres,De 25 a 34 años,8003020,1.00726705431828
2015,Oaxaca,Hombres,De 25 a 34 años,8003020,1.279349444617
2020,Oaxaca,Hombres,De 35 a 44 años,8003020,1.5792757684766898
2019,Oaxaca,Hombres,De 35 a 44 años,8003020,1.5780963923449
2018,Oaxaca,Hombres,De 35 a 44 años,8003020,1.56710627923759
2017,Oaxaca,Hombres,De 35 a 44 años,8003020,1.57494421112964
2016,Oaxaca,Hombres,De 35 a 44 años,8003020,1.55653587412994
2015,Oaxaca,Hombres,De 35 a 44 años,8003020,1.49226285203069
2020,Oaxaca,Hombres,De 45 a 54 años,8003020,1.56627446144412
2019,Oaxaca,Hombres,De 45 a 54 años,8003020,1.5052600880580198
2018,Oaxaca,Hombres,De 45 a 54 años,8003020,1.5102612283662002
2017,Oaxaca,Hombres,De 45 a 54 años,8003020,1.49854252169507
2016,Oaxaca,Hombres,De 45 a 54 años,8003020,1.4799821221473195
2015,Oaxaca,Hombres,De 45 a 54 años,8003020,1.4553166095392798
2020,Oaxaca,Hombres,De 55 a 59 años,8003020,1.3377719551136598
2019,Oaxaca,Hombres,De 55 a 59 años,8003020,1.2227336405336298
2018,Oaxaca,Hombres,De 55 a 59 años,8003020,1.1124562635190305
2017,Oaxaca,Hombres,De 55 a 59 años,8003020,1.10087979675372
2016,Oaxaca,Hombres,De 55 a 59 años,8003020,1.07163365191283
2015,Oaxaca,Hombres,De 55 a 59 años,8003020,1.03674460650146
2020,Oaxaca,Hombres,De 60 años y más,8003020,0.770674867644324
2019,Oaxaca,Hombres,De 60 años y más,8003020,0.680414559436191
2018,Oaxaca,Hombres,De 60 años y más,8003020,0.632235436601896
2017,Oaxaca,Hombres,De 60 años y más,8003020,0.66662802205765
2016,Oaxaca,Hombres,De 60 años y más,8003020,0.645553683823351
2015,Oaxaca,Hombres,De 60 años y más,8003020,0.635502182306237
2020,Oaxaca,Mujeres,Total,8003020,0.786535379103002
2019,Oaxaca,Mujeres,Total,8003020,0.7789392659736889
2018,Oaxaca,Mujeres,Total,8003020,0.7707275081340031
2017,Oaxaca,Mujeres,Total,8003020,0.7603668085478671
2016,Oaxaca,Mujeres,Total,8003020,0.7631160393663111
2015,Oaxaca,Mujeres,Total,8003020,0.7440820215813381
2020,Oaxaca,Mujeres,Menores de 25 años,8003020,0.147979131981633
2019,Oaxaca,Mujeres,Menores de 25 años,8003020,0.226355490534532
2018,Oaxaca,Mujeres,Menores de 25 años,8003020,0.2414027007752619
2017,Oaxaca,Mujeres,Menores de 25 años,8003020,0.22208284524787
2016,Oaxaca,Mujeres,Menores de 25 años,8003020,0.2357049068997099
2015,Oaxaca,Mujeres,Menores de 25 años,8003020,0.040634061247986
2020,Oaxaca,Mujeres,De 25 a 34 años,8003020,1.00848892843472
2019,Oaxaca,Mujeres,De 25 a 34 años,8003020,1.12097178927066
2018,Oaxaca,Mujeres,De 25 a 34 años,8003020,1.17910831769616
2017,Oaxaca,Mujeres,De 25 a 34 años,8003020,1.2046822855527
2016,Oaxaca,Mujeres,De 25 a 34 años,8003020,1.2160171580899
2015,Oaxaca,Mujeres,De 25 a 34 años,8003020,1.4507839202366797
2020,Oaxaca,Mujeres,De 35 a 44 años,8003020,1.6416986131086695
2019,Oaxaca,Mujeres,De 35 a 44 años,8003020,1.62669915187792
2018,Oaxaca,Mujeres,De 35 a 44 años,8003020,1.63163712750233
2017,Oaxaca,Mujeres,De 35 a 44 años,8003020,1.62848264235555
2016,Oaxaca,Mujeres,De 35 a 44 años,8003020,1.6396501796443297
2015,Oaxaca,Mujeres,De 35 a 44 años,8003020,1.59232681915992
2020,Oaxaca,Mujeres,De 45 a 54 años,8003020,1.5681113609864998
2019,Oaxaca,Mujeres,De 45 a 54 años,8003020,1.45404367868357
2018,Oaxaca,Mujeres,De 45 a 54 años,8003020,1.4060890179926298
2017,Oaxaca,Mujeres,De 45 a 54 años,8003020,1.40674913834395
2016,Oaxaca,Mujeres,De 45 a 54 años,8003020,1.37707133535199
2015,Oaxaca,Mujeres,De 45 a 54 años,8003020,1.3506371745397
2020,Oaxaca,Mujeres,De 55 a 59 años,8003020,0.895881032894856
2019,Oaxaca,Mujeres,De 55 a 59 años,8003020,0.766213884224891
2018,Oaxaca,Mujeres,De 55 a 59 años,8003020,0.679137705379242
2017,Oaxaca,Mujeres,De 55 a 59 años,8003020,0.653720467086277
2016,Oaxaca,Mujeres,De 55 a 59 años,8003020,0.630337698835166
2015,Oaxaca,Mujeres,De 55 a 59 años,8003020,0.575420320404342
2020,Oaxaca,Mujeres,De 60 años y más,8003020,0.3684782722396319
2019,Oaxaca,Mujeres,De 60 años y más,8003020,0.288025788757766
2018,Oaxaca,Mujeres,De 60 años y más,8003020,0.2583476214482139
2017,Oaxaca,Mujeres,De 60 años y más,8003020,0.260511528744015
2016,Oaxaca,Mujeres,De 60 años y más,8003020,0.25671588189899
2015,Oaxaca,Mujeres,De 60 años y más,8003020,0.255903373913784
2020,Puebla,Total,Total,8003021,1.0
2019,Puebla,Total,Total,8003021,1.0
2018,Puebla,Total,Total,8003021,1.0
2017,Puebla,Total,Total,8003021,1.0
2016,Puebla,Total,Total,8003021,1.0
