Year,Value
2020/2020,905086
2015/2015,775555
2010/2010,764774
2005/2005,774134
1970/1980,856405
1970/19801,856405
1970/19802,856405
1970/19803,856405
1970/19804,856405
1970/19805,856405
1970/19806,856405
1970/19807,856405
1970/19808,856405
1970/19809,856405
1970/198010,856405
