Year,Entidad federativa,Sexo,Grupo de edad,GeoCode,Value
2020,Estados Unidos Mexicanos,Total,Total,0,4.46709719561079
2019,Estados Unidos Mexicanos,Total,Total,0,3.50510717479942
2018,Estados Unidos Mexicanos,Total,Total,0,3.3007366980808697
2017,Estados Unidos Mexicanos,Total,Total,0,3.43795218996232
2016,Estados Unidos Mexicanos,Total,Total,0,3.88451523317012
2015,Estados Unidos Mexicanos,Total,Total,0,4.33567260419323
2014,Estados Unidos Mexicanos,Total,Total,0,4.83136733937465
2013,Estados Unidos Mexicanos,Total,Total,0,4.94288088595214
2012,Estados Unidos Mexicanos,Total,Total,0,4.923080107886059
2011,Estados Unidos Mexicanos,Total,Total,0,5.194542113622739
2010,Estados Unidos Mexicanos,Total,Total,0,5.328993378578821
2009,Estados Unidos Mexicanos,Total,Total,0,5.3792135808381
2008,Estados Unidos Mexicanos,Total,Total,0,3.90360847201751
2007,Estados Unidos Mexicanos,Total,Total,0,3.6451557751959
2006,Estados Unidos Mexicanos,Total,Total,0,3.56595537366267
2005,Estados Unidos Mexicanos,Total,Total,0,3.55789847544953
2004,Estados Unidos Mexicanos,Total,Total,0,3.92489635585553
2003,Estados Unidos Mexicanos,Total,Total,0,3.4149119925407505
2002,Estados Unidos Mexicanos,Total,Total,0,2.97660723807903
2001,Estados Unidos Mexicanos,Total,Total,0,2.75508996832278
2000,Estados Unidos Mexicanos,Total,Total,0,2.5746407822000204
1999,Estados Unidos Mexicanos,Total,Total,0,2.4883503543928
1998,Estados Unidos Mexicanos,Total,Total,0,3.57296951675954
1997,Estados Unidos Mexicanos,Total,Total,0,4.055083385374879
1996,Estados Unidos Mexicanos,Total,Total,0,5.24853487525309
1995,Estados Unidos Mexicanos,Total,Total,0,6.884815022810051
2020,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,8.13565367305109
2019,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,7.233372894668441
2018,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,6.90609689083479
2017,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,6.906224547586871
2016,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,7.72595392031032
2015,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,8.610101796093032
2014,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,9.47303944363166
2013,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,9.47833192721903
2012,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,9.43903522653992
2011,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,9.83895273214845
2010,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,9.7669641927421
2009,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,10.1002912656754
2008,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,7.70103739502526
2007,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,7.203941094867651
2006,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,7.0436585694222495
2005,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,6.924416334720839
2004,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,8.02739726539164
2003,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,6.98243415487034
2002,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,6.04157569174038
2001,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,5.46843627538937
2000,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,5.06230542973661
1999,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,4.0850480311248
1998,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,6.43624243439572
1997,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,7.3751987241596
1996,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,9.23822238462777
1995,Estados Unidos Mexicanos,Total,De 15 a 24 años,0,11.3261238738371
2020,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,3.9201212653102897
2019,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.86033187351897
2018,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.66733478115048
2017,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.81708582124492
2016,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,3.1898923040472904
2015,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,3.52908780754418
2014,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,3.90667710113151
2013,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,3.9975110144573
2012,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,3.9326888241520304
2011,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,4.15676276944095
2010,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,4.32415550276738
2009,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,4.319919856780019
2008,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.9940633753221
2007,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.77038204229163
2006,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.70660350864144
2005,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.70901780727516
2004,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.83594000198168
2003,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.45586527645855
2002,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.13612078920496
2001,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,1.96186502801314
2000,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,1.7828233130782
1999,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.0047750508438296
1998,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.5640919383745806
1997,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,2.91591031603842
1996,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,3.81361797609646
1995,Estados Unidos Mexicanos,Total,De 25 a 64 años,0,5.22541371760428
2020,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.62469205347927
2019,Estados Unidos Mexicanos,Total,De 65 años y más,0,0.8888775274934099
2018,Estados Unidos Mexicanos,Total,De 65 años y más,0,0.88236184561034
2017,Estados Unidos Mexicanos,Total,De 65 años y más,0,0.96607926755919
2016,Estados Unidos Mexicanos,Total,De 65 años y más,0,0.9636284885477
2015,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.16024446339425
2014,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.36812969553183
2013,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.58419553972945
2012,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.51175074327511
2011,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.58930725404792
2010,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.5758704269433002
2009,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.48592228460173
2008,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.20695798157661
2007,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.0827952305799202
2006,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.09743042004522
2005,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.08147286735925
2004,Estados Unidos Mexicanos,Total,De 65 años y más,0,0.94144327250166
2003,Estados Unidos Mexicanos,Total,De 65 años y más,0,0.70953215765907
2002,Estados Unidos Mexicanos,Total,De 65 años y más,0,0.66794829206924
2001,Estados Unidos Mexicanos,Total,De 65 años y más,0,0.58734508170912
2000,Estados Unidos Mexicanos,Total,De 65 años y más,0,0.66873553236017
1999,Estados Unidos Mexicanos,Total,De 65 años y más,0,0.65422081082931
1998,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.50418568665377
1997,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.35049006941932
1996,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.10600302676019
1995,Estados Unidos Mexicanos,Total,De 65 años y más,0,1.7991871666513095
2020,Estados Unidos Mexicanos,Hombres,Total,0,4.687695952829899
2019,Estados Unidos Mexicanos,Hombres,Total,0,3.47942984025496
2018,Estados Unidos Mexicanos,Hombres,Total,0,3.21124574507771
2017,Estados Unidos Mexicanos,Hombres,Total,0,3.3236639615142702
2016,Estados Unidos Mexicanos,Hombres,Total,0,3.84833792028317
2015,Estados Unidos Mexicanos,Hombres,Total,0,4.25059826022983
2014,Estados Unidos Mexicanos,Hombres,Total,0,4.80532988855994
2013,Estados Unidos Mexicanos,Hombres,Total,0,4.914734133374119
2012,Estados Unidos Mexicanos,Hombres,Total,0,4.92555826566477
2011,Estados Unidos Mexicanos,Hombres,Total,0,5.21804637846648
2010,Estados Unidos Mexicanos,Hombres,Total,0,5.40015885848086
2009,Estados Unidos Mexicanos,Hombres,Total,0,5.37976842590452
2008,Estados Unidos Mexicanos,Hombres,Total,0,3.80493723814116
2007,Estados Unidos Mexicanos,Hombres,Total,0,3.42260165068619
2006,Estados Unidos Mexicanos,Hombres,Total,0,3.37745652865565
2005,Estados Unidos Mexicanos,Hombres,Total,0,3.35891248520288
2004,Estados Unidos Mexicanos,Hombres,Total,0,3.26917639933058
2003,Estados Unidos Mexicanos,Hombres,Total,0,2.94322705064382
2002,Estados Unidos Mexicanos,Hombres,Total,0,2.57987069897773
2001,Estados Unidos Mexicanos,Hombres,Total,0,2.35409633290395
2000,Estados Unidos Mexicanos,Hombres,Total,0,2.1247729744751704
1999,Estados Unidos Mexicanos,Hombres,Total,0,1.9496046770918305
1998,Estados Unidos Mexicanos,Hombres,Total,0,2.87404807884189
1997,Estados Unidos Mexicanos,Hombres,Total,0,2.96691445180102
1996,Estados Unidos Mexicanos,Hombres,Total,0,4.44471920647596
1995,Estados Unidos Mexicanos,Hombres,Total,0,6.03791264431174
2020,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,7.78906199329375
2019,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,6.764434627119059
2018,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,6.496990239104901
2017,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,6.311915356401001
2016,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,7.15352178166996
2015,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,7.82925525375003
2014,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,8.76630213469375
2013,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,8.728884757127348
2012,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,8.91568340859326
2011,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,9.30265354669396
2010,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,9.33353745131337
2009,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,9.43952979988915
2008,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,7.08392408876717
2007,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,6.58105862457309
2006,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,6.40742387278332
2005,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,6.17405473856148
2004,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,6.306596320435161
2003,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,5.558790260928739
2002,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,4.93844312666765
2001,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,4.38062791119955
2000,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,4.17335442039388
1999,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,2.9467549907768995
1998,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,5.15402937071424
1997,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,5.64063918402199
1996,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,7.588317392340691
1995,Estados Unidos Mexicanos,Hombres,De 15 a 24 años,0,9.19553954958468
2020,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,4.231197714981611
2019,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,2.89668766572168
2018,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,2.6047583434774704
2017,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,2.7659049193897
2016,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,3.2294911783701896
2015,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,3.5544165635202
2014,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,3.99428341896377
2013,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,4.09832539337566
2012,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,4.01767388768517
2011,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,4.283496911414169
2010,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,4.5014503211993295
2009,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,4.46779695938316
2008,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,3.0230194109318
2007,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,2.64866892585329
2006,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,2.64352024722541
2005,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,2.6784397348112
2004,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,2.47588895339686
2003,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,2.26930617184768
2002,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,1.9671575757286297
2001,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,1.80044000749384
2000,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,1.49614067673087
1999,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,1.67346944386151
1998,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,2.1028117642603
1997,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,2.02793598841966
1996,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,3.3595596634358897
1995,Estados Unidos Mexicanos,Hombres,De 25 a 64 años,0,4.97918165835329
2020,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.90798205739654
2019,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.01999474691235
2018,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.01469706713669
2017,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.16237665558684
2016,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.24638010065018
2015,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.4559868970573502
2014,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.63675697036631
2013,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.95901336482619
2012,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.94257894730336
2011,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,2.04595189081404
2010,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.97962794583056
2009,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.83035567368226
2008,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.46157644342726
2007,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.29757965618321
2006,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.30674219757208
2005,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.15132759617651
2004,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.03637417777555
2003,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,0.79096404840705
2002,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,0.6488668762357
2001,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,0.68795360954184
2000,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,0.76138366465131
1999,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,0.7232433261607402
1998,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.33287606175121
1997,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.72169381260772
1996,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.41216477345568
1995,Estados Unidos Mexicanos,Hombres,De 65 años y más,0,1.6133641833934298
2020,Estados Unidos Mexicanos,Mujeres,Total,0,4.11844712465781
2019,Estados Unidos Mexicanos,Mujeres,Total,0,3.54510615771069
2018,Estados Unidos Mexicanos,Mujeres,Total,0,3.44462862252562
2017,Estados Unidos Mexicanos,Mujeres,Total,0,3.62349639341571
2016,Estados Unidos Mexicanos,Mujeres,Total,0,3.94305078691561
2015,Estados Unidos Mexicanos,Mujeres,Total,0,4.474208255759259
2014,Estados Unidos Mexicanos,Mujeres,Total,0,4.874181798848041
2013,Estados Unidos Mexicanos,Mujeres,Total,0,4.98828626325945
2012,Estados Unidos Mexicanos,Mujeres,Total,0,4.9190628222983
2011,Estados Unidos Mexicanos,Mujeres,Total,0,5.155611447561
2010,Estados Unidos Mexicanos,Mujeres,Total,0,5.21034966235953
2009,Estados Unidos Mexicanos,Mujeres,Total,0,5.3782949065547
2008,Estados Unidos Mexicanos,Mujeres,Total,0,4.06840627566887
2007,Estados Unidos Mexicanos,Mujeres,Total,0,4.01333110755014
2006,Estados Unidos Mexicanos,Mujeres,Total,0,3.88240001112416
2005,Estados Unidos Mexicanos,Mujeres,Total,0,3.9009732883385904
2004,Estados Unidos Mexicanos,Mujeres,Total,0,5.09667279086723
2003,Estados Unidos Mexicanos,Mujeres,Total,0,4.28826589057575
2002,Estados Unidos Mexicanos,Mujeres,Total,0,3.72169775591432
2001,Estados Unidos Mexicanos,Mujeres,Total,0,3.50999695444709
2000,Estados Unidos Mexicanos,Mujeres,Total,0,3.4269772242662806
1999,Estados Unidos Mexicanos,Mujeres,Total,0,3.54105295577162
1998,Estados Unidos Mexicanos,Mujeres,Total,0,4.92416866455521
1997,Estados Unidos Mexicanos,Mujeres,Total,0,6.13361995482039
1996,Estados Unidos Mexicanos,Mujeres,Total,0,6.86454542760472
1995,Estados Unidos Mexicanos,Mujeres,Total,0,8.610324513181
2020,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,8.761858010126717
2019,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,8.063330239707012
2018,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,7.65923771467924
2017,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,8.00813664293341
2016,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,8.7792524679093
2015,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,10.0561879065338
2014,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,10.7961288125317
2013,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,10.8192799911004
2012,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,10.373298602817998
2011,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,10.8014046034397
2010,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,10.5443617530111
2009,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,11.2747692033612
2008,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,8.75863889983433
2007,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,8.23744578692307
2006,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,8.094547899395609
2005,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,8.19605879650831
2004,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,11.1135271181341
2003,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,9.57540797400381
2002,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,8.0403418487144
2001,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,7.36117507279602
2000,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,6.61244676943937
1999,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,6.13092432006082
1998,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,8.7358989568085
1997,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,10.4730840075375
1996,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,12.3262592234521
1995,Estados Unidos Mexicanos,Mujeres,De 15 a 24 años,0,15.3399945772447
2020,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,3.45002030316181
2019,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.80637897655857
2018,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.7627837937367903
2017,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.89594703528916
2016,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,3.12899226835631
2015,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,3.48997326542121
2014,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,3.77029154263245
2013,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,3.8422761538385104
2012,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,3.8010387125741114
2011,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,3.95592008942796
2010,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,4.04108508564815
2009,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,4.08510892407432
2008,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.94716568049128
2007,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.96636659878183
2006,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.81036500653671
2005,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.76063449496788
2004,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,3.46265795195217
2003,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.7945374453256098
2002,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.44846551670345
2001,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.26482341388297
2000,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.3264555820355706
1999,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,2.6578800797079505
1998,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,3.45777233434017
1997,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,4.60966832510799
1996,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,4.73139683258319
1995,Estados Unidos Mexicanos,Mujeres,De 25 a 64 años,0,5.73420673514858
2020,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,1.0155285554776798
2019,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.6081969926363201
2018,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.57169051477192
2017,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.50051291125187
2016,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.3018929944009399
2015,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.45424289384185
2014,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.7017635902238198
2013,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.7096850367336699
2012,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.51229478815686
2011,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.4449062359126099
2010,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.55876343430994
2009,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.62721262841165
2008,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.56115312461128
2007,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.51462170601798
2006,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.55252519197853
2005,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.89215775465312
2004,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.66813062296707
2003,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.47357414780665
2002,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.72613971305889
2001,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.25892893064049
2000,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.36528031141739
1999,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.45234702782119
1998,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,2.04610698511032
1997,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.17992379074784
1996,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,0.11914313464079
1995,Estados Unidos Mexicanos,Mujeres,De 65 años y más,0,2.34815495914367
2020,Aguascalientes,Total,Total,1,
2019,Aguascalientes,Total,Total,1,3.53913682320943
2018,Aguascalientes,Total,Total,1,3.4617019211062794
2017,Aguascalientes,Total,Total,1,3.6422440624031514
2016,Aguascalientes,Total,Total,1,3.97340116587926
2015,Aguascalientes,Total,Total,1,4.50741590291507
2014,Aguascalientes,Total,Total,1,5.99163451389402
2013,Aguascalientes,Total,Total,1,5.58752207459732
2012,Aguascalientes,Total,Total,1,6.197196485568781
2011,Aguascalientes,Total,Total,1,6.68631898643779
2010,Aguascalientes,Total,Total,1,6.79621154399261
2009,Aguascalientes,Total,Total,1,7.344103813517969
2008,Aguascalientes,Total,Total,1,5.581524790506749
2007,Aguascalientes,Total,Total,1,4.860438815743151
2006,Aguascalientes,Total,Total,1,4.502286901334579
2005,Aguascalientes,Total,Total,1,4.850063520354959
2004,Aguascalientes,Total,Total,1,4.611136340966099
2003,Aguascalientes,Total,Total,1,3.55895811401778
2002,Aguascalientes,Total,Total,1,2.88177492725842
2001,Aguascalientes,Total,Total,1,2.51777649495738
2000,Aguascalientes,Total,Total,1,2.54718850769296
1999,Aguascalientes,Total,Total,1,
1998,Aguascalientes,Total,Total,1,3.46049454960346
1997,Aguascalientes,Total,Total,1,
1996,Aguascalientes,Total,Total,1,5.54939491827781
1995,Aguascalientes,Total,Total,1,
2020,Aguascalientes,Total,De 15 a 24 años,1,
2019,Aguascalientes,Total,De 15 a 24 años,1,7.316221369956929
2018,Aguascalientes,Total,De 15 a 24 años,1,7.408946782072161
2017,Aguascalientes,Total,De 15 a 24 años,1,7.18983002167754
2016,Aguascalientes,Total,De 15 a 24 años,1,7.87098990730157
2015,Aguascalientes,Total,De 15 a 24 años,1,9.33399389427454
2014,Aguascalientes,Total,De 15 a 24 años,1,12.6355634139958
2013,Aguascalientes,Total,De 15 a 24 años,1,10.5258739090936
2012,Aguascalientes,Total,De 15 a 24 años,1,10.7908197101834
2011,Aguascalientes,Total,De 15 a 24 años,1,11.4254146588216
2010,Aguascalientes,Total,De 15 a 24 años,1,12.775735891310502
2009,Aguascalientes,Total,De 15 a 24 años,1,13.6639433665199
2008,Aguascalientes,Total,De 15 a 24 años,1,10.3840158194698
2007,Aguascalientes,Total,De 15 a 24 años,1,9.48481825449669
2006,Aguascalientes,Total,De 15 a 24 años,1,8.77779863000844
2005,Aguascalientes,Total,De 15 a 24 años,1,9.96640107516559
2004,Aguascalientes,Total,De 15 a 24 años,1,9.77598474789773
2003,Aguascalientes,Total,De 15 a 24 años,1,6.86160126380273
2002,Aguascalientes,Total,De 15 a 24 años,1,5.67865758011152
2001,Aguascalientes,Total,De 15 a 24 años,1,5.11069739486103
2000,Aguascalientes,Total,De 15 a 24 años,1,5.38534856110898
1999,Aguascalientes,Total,De 15 a 24 años,1,
1998,Aguascalientes,Total,De 15 a 24 años,1,6.612327671938069
1997,Aguascalientes,Total,De 15 a 24 años,1,
1996,Aguascalientes,Total,De 15 a 24 años,1,8.895178408976038
1995,Aguascalientes,Total,De 15 a 24 años,1,
2020,Aguascalientes,Total,De 25 a 64 años,1,
2019,Aguascalientes,Total,De 25 a 64 años,1,2.6896019692351305
2018,Aguascalientes,Total,De 25 a 64 años,1,2.55229498084061
