Year,Entidad federativa,GeoCode,Value
2021,"Estados Unidos Mexicanos",00,85.10892
2020,"Estados Unidos Mexicanos",00,88.7278
2019,"Estados Unidos Mexicanos",00,89.43484
2018,"Estados Unidos Mexicanos",00,92.08654
2017,"Estados Unidos Mexicanos",00,93.27232
2016,"Estados Unidos Mexicanos",00,93.39941
2015,"Estados Unidos Mexicanos",00,94.63935
2014,"Estados Unidos Mexicanos",00,94.73918
2013,"Estados Unidos Mexicanos",00,94.67866
2012,"Estados Unidos Mexicanos",00,94.5642
2011,"Estados Unidos Mexicanos",00,95.04448
2010,"Estados Unidos Mexicanos",00,94.36466
2009,"Estados Unidos Mexicanos",00,93.80295
2008,"Estados Unidos Mexicanos",00,93.08194
2007,"Estados Unidos Mexicanos",00,92.18376
2006,"Estados Unidos Mexicanos",00,91.1744
2005,"Estados Unidos Mexicanos",00,90.41241
2004,"Estados Unidos Mexicanos",00,89.6813
2003,"Estados Unidos Mexicanos",00,88.74786
2002,"Estados Unidos Mexicanos",00,88.06753
2001,"Estados Unidos Mexicanos",00,87.1833
2000,"Estados Unidos Mexicanos",00,86.13055
1999,"Estados Unidos Mexicanos",00,85.19555
1998,"Estados Unidos Mexicanos",00,84.22318
1997,"Estados Unidos Mexicanos",00,83.24348
1996,"Estados Unidos Mexicanos",00,82.15031
1995,"Estados Unidos Mexicanos",00,80.8844
1994,"Estados Unidos Mexicanos",00,80.1298
1993,"Estados Unidos Mexicanos",00,78.6235
1992,"Estados Unidos Mexicanos",00,77.35934
1991,"Estados Unidos Mexicanos",00,76.18078
1990,"Estados Unidos Mexicanos",00,74.97207
2021,"Aguascalientes",01,99.5659
2020,"Aguascalientes",01,99.49287
2019,"Aguascalientes",01,99.41762
2018,"Aguascalientes",01,99.41436
2017,"Aguascalientes",01,99.55242
2016,"Aguascalientes",01,99.50264
2015,"Aguascalientes",01,99.58747
2014,"Aguascalientes",01,99.73537
2013,"Aguascalientes",01,99.59226
2012,"Aguascalientes",01,99.57352
2011,"Aguascalientes",01,99.47463
2010,"Aguascalientes",01,99.55498
2009,"Aguascalientes",01,99.20304
2008,"Aguascalientes",01,99.00609
2007,"Aguascalientes",01,99.06953
2006,"Aguascalientes",01,99.19988
2005,"Aguascalientes",01,98.99942
2004,"Aguascalientes",01,98.69855
2003,"Aguascalientes",01,98.40044
2002,"Aguascalientes",01,98.19965
2001,"Aguascalientes",01,96.79926
2000,"Aguascalientes",01,97.09872
1999,"Aguascalientes",01,98.00133
1998,"Aguascalientes",01,97.90065
1997,"Aguascalientes",01,97.89998
1996,"Aguascalientes",01,97.69971
1995,"Aguascalientes",01,96.30108
1994,"Aguascalientes",01,95.20179
1993,"Aguascalientes",01,94.09882
1992,"Aguascalientes",01,93.1984
1991,"Aguascalientes",01,92.80177
1990,"Aguascalientes",01,91.49866
2021,"Baja California",02,99.44803
2020,"Baja California",02,99.68158
2019,"Baja California",02,82.15725
2018,"Baja California",02,99.74506
2017,"Baja California",02,99.77584
2016,"Baja California",02,89.28529
2015,"Baja California",02,90.34345
2014,"Baja California",02,91.32993
2013,"Baja California",02,93.46655
2012,"Baja California",02,99.70114
2011,"Baja California",02,99.53382
2010,"Baja California",02,99.75807
2009,"Baja California",02,99.53831
2008,"Baja California",02,99.57791
2007,"Baja California",02,99.61013
2006,"Baja California",02,99.60055
2005,"Baja California",02,98.59966
2004,"Baja California",02,99.49995
2003,"Baja California",02,99.3995
2002,"Baja California",02,99.3001
2001,"Baja California",02,99.29983
2000,"Baja California",02,98.79913
1999,"Baja California",02,98.89982
1998,"Baja California",02,98.29933
1997,"Baja California",02,98.60012
1996,"Baja California",02,98.69905
1995,"Baja California",02,98.40028
1994,"Baja California",02,97.19909
1993,"Baja California",02,97.80015
1992,"Baja California",02,97.99969
1991,"Baja California",02,97.99921
1990,"Baja California",02,97.79957
2021,"Baja California Sur",03,70.54421
2020,"Baja California Sur",03,98.89272
2019,"Baja California Sur",03,82.24442
2018,"Baja California Sur",03,99.44257
2017,"Baja California Sur",03,86.60277
2016,"Baja California Sur",03,87.17987
2015,"Baja California Sur",03,91.23031
2014,"Baja California Sur",03,98.62047
2013,"Baja California Sur",03,98.79997
2012,"Baja California Sur",03,99.57594
2011,"Baja California Sur",03,99.06205
2010,"Baja California Sur",03,99.92664
2009,"Baja California Sur",03,99.6828
2008,"Baja California Sur",03,99.6019
2007,"Baja California Sur",03,99.75746
2006,"Baja California Sur",03,99.70199
2005,"Baja California Sur",03,99.70309
2004,"Baja California Sur",03,99.69691
2003,"Baja California Sur",03,99.7
2002,"Baja California Sur",03,99.60139
2001,"Baja California Sur",03,99.49927
2000,"Baja California Sur",03,98.70033
1999,"Baja California Sur",03,99.0053
1998,"Baja California Sur",03,98.99771
1997,"Baja California Sur",03,99.19868
1996,"Baja California Sur",03,99.10438
1995,"Baja California Sur",03,98.60264
1994,"Baja California Sur",03,95
1993,"Baja California Sur",03,89.80091
1992,"Baja California Sur",03,92.39969
1991,"Baja California Sur",03,94.30017
1990,"Baja California Sur",03,93.59439
2021,"Campeche",04,66.1611
2020,"Campeche",04,72.77474
2019,"Campeche",04,73.80144
2018,"Campeche",04,73.06286
2017,"Campeche",04,80.29476
2016,"Campeche",04,87.9706
2015,"Campeche",04,97.11497
2014,"Campeche",04,95.86787
2013,"Campeche",04,96.3997
2012,"Campeche",04,96.63289
2011,"Campeche",04,96.56217
2010,"Campeche",04,95.86275
2009,"Campeche",04,94.89132
2008,"Campeche",04,94.02745
2007,"Campeche",04,92.27065
2006,"Campeche",04,91.0977
2005,"Campeche",04,89.701
2004,"Campeche",04,88.49716
2003,"Campeche",04,87.50233
2002,"Campeche",04,87.10221
2001,"Campeche",04,85.90297
2000,"Campeche",04,83.30086
1999,"Campeche",04,80.49793
1998,"Campeche",04,78.10054
1997,"Campeche",04,74.70067
1996,"Campeche",04,72.79841
1995,"Campeche",04,69.59916
1994,"Campeche",04,68.79985
1993,"Campeche",04,64.89953
1992,"Campeche",04,62.30127
1991,"Campeche",04,61.60263
1990,"Campeche",04,58.39985
2021,"Coahuila de Zaragoza",05,74.06952
2020,"Coahuila de Zaragoza",05,99.72791
2019,"Coahuila de Zaragoza",05,144.99483
2018,"Coahuila de Zaragoza",05,99.86988
2017,"Coahuila de Zaragoza",05,99.8027
2016,"Coahuila de Zaragoza",05,99.85229
2015,"Coahuila de Zaragoza",05,99.7761
2014,"Coahuila de Zaragoza",05,99.65508
2013,"Coahuila de Zaragoza",05,96.44227
2012,"Coahuila de Zaragoza",05,98.64747
2011,"Coahuila de Zaragoza",05,98.85853
2010,"Coahuila de Zaragoza",05,99.50782
2009,"Coahuila de Zaragoza",05,99.27283
2008,"Coahuila de Zaragoza",05,99.63706
2007,"Coahuila de Zaragoza",05,99.69912
2006,"Coahuila de Zaragoza",05,99.80031
2005,"Coahuila de Zaragoza",05,99.70082
2004,"Coahuila de Zaragoza",05,99.49972
2003,"Coahuila de Zaragoza",05,99.00007
2002,"Coahuila de Zaragoza",05,99.10015
2001,"Coahuila de Zaragoza",05,99.19965
2000,"Coahuila de Zaragoza",05,99.09945
1999,"Coahuila de Zaragoza",05,98.89964
1998,"Coahuila de Zaragoza",05,98.80064
1997,"Coahuila de Zaragoza",05,98.40039
1996,"Coahuila de Zaragoza",05,98.19923
1995,"Coahuila de Zaragoza",05,97.90089
1994,"Coahuila de Zaragoza",05,97.20004
1993,"Coahuila de Zaragoza",05,97.90057
1992,"Coahuila de Zaragoza",05,97.29933
1991,"Coahuila de Zaragoza",05,97.59999
1990,"Coahuila de Zaragoza",05,97.39989
2021,"Colima",06,69.74585
2020,"Colima",06,72.32777
2019,"Colima",06,345.94541
2018,"Colima",06,80.65158
2017,"Colima",06,83.09721
2016,"Colima",06,83.24208
2015,"Colima",06,87.30454
2014,"Colima",06,91.63651
2013,"Colima",06,91.94424
2012,"Colima",06,99.7236
2011,"Colima",06,99.72716
2010,"Colima",06,99.786
2009,"Colima",06,99.84692
2008,"Colima",06,99.75395
2007,"Colima",06,99.5667
2006,"Colima",06,99.29769
2005,"Colima",06,99.29673
2004,"Colima",06,99.20006
