Year,Entidad federativa,Municipio,GeoCode,Value
2015,"Chiapas","Amatán",07005,92.1875828562
2010,"Chiapas","Amatán",07005,95.884505813
2020,"Chiapas","Amatenango de la Frontera",07006,81.6551351714
2018,"Chiapas","Amatenango de la Frontera",07006,
2016,"Chiapas","Amatenango de la Frontera",07006,
2015,"Chiapas","Amatenango de la Frontera",07006,84.2660938993
2010,"Chiapas","Amatenango de la Frontera",07006,87.1678088496
2020,"Chiapas","Amatenango del Valle",07007,97.4378460439
2018,"Chiapas","Amatenango del Valle",07007,
2016,"Chiapas","Amatenango del Valle",07007,
2015,"Chiapas","Amatenango del Valle",07007,99.0270419426
2010,"Chiapas","Amatenango del Valle",07007,96.3343530682
2020,"Chiapas","Angel Albino Corzo",07008,85.6346646498
2018,"Chiapas","Angel Albino Corzo",07008,
2016,"Chiapas","Angel Albino Corzo",07008,
2015,"Chiapas","Angel Albino Corzo",07008,89.8060153743
2010,"Chiapas","Angel Albino Corzo",07008,92.3751194686
2020,"Chiapas","Arriaga",07009,66.153827079
2018,"Chiapas","Arriaga",07009,
2016,"Chiapas","Arriaga",07009,
2015,"Chiapas","Arriaga",07009,67.9204858409
2010,"Chiapas","Arriaga",07009,73.2115659035
2020,"Chiapas","Bejucal de Ocampo",07010,94.5612815269
2018,"Chiapas","Bejucal de Ocampo",07010,
2016,"Chiapas","Bejucal de Ocampo",07010,
2015,"Chiapas","Bejucal de Ocampo",07010,98.0198946752
2010,"Chiapas","Bejucal de Ocampo",07010,96.7949105568
2020,"Chiapas","Bella Vista",07011,86.1131180731
2018,"Chiapas","Bella Vista",07011,
2016,"Chiapas","Bella Vista",07011,
2015,"Chiapas","Bella Vista",07011,89.410079081
2010,"Chiapas","Bella Vista",07011,94.4834876888
2020,"Chiapas","Berriozábal",07012,64.2680524624
2018,"Chiapas","Berriozábal",07012,
2016,"Chiapas","Berriozábal",07012,
2015,"Chiapas","Berriozábal",07012,69.8899933838
2010,"Chiapas","Berriozábal",07012,79.7540307939
2020,"Chiapas","Bochil",07013,83.0693804008
2018,"Chiapas","Bochil",07013,
2016,"Chiapas","Bochil",07013,
2015,"Chiapas","Bochil",07013,84.8993449153
2010,"Chiapas","Bochil",07013,87.9670245547
2020,"Chiapas","El Bosque",07014,97.6394061399
2018,"Chiapas","El Bosque",07014,
2016,"Chiapas","El Bosque",07014,
2015,"Chiapas","El Bosque",07014,98.2930704055
2010,"Chiapas","El Bosque",07014,97.3171998587
2020,"Chiapas","Cacahoatán",07015,80.1245680731
2018,"Chiapas","Cacahoatán",07015,
2016,"Chiapas","Cacahoatán",07015,
2015,"Chiapas","Cacahoatán",07015,77.9406213468
