Year,Entidad federativa,Municipio,"Edades de 15 a 24 años","Sexo",GeoCode,Value
2017,"Coahuila de Zaragoza","Saltillo","15-19 años","Total",050300001,4.275676127
2022,"Coahuila de Zaragoza","Saltillo","15-19 años","Hombres",050300001,4.713997665
2021,"Coahuila de Zaragoza","Saltillo","15-19 años","Hombres",050300001,4.176570458
2020,"Coahuila de Zaragoza","Saltillo","15-19 años","Hombres",050300001,4.334983567
2019,"Coahuila de Zaragoza","Saltillo","15-19 años","Hombres",050300001,4.6867249
2018,"Coahuila de Zaragoza","Saltillo","15-19 años","Hombres",050300001,3.976569975
2017,"Coahuila de Zaragoza","Saltillo","15-19 años","Hombres",050300001,4.682739595
2022,"Coahuila de Zaragoza","Saltillo","15-19 años","Mujeres",050300001,3.174231457
2021,"Coahuila de Zaragoza","Saltillo","15-19 años","Mujeres",050300001,3.811689481
2020,"Coahuila de Zaragoza","Saltillo","15-19 años","Mujeres",050300001,2.849791242
2019,"Coahuila de Zaragoza","Saltillo","15-19 años","Mujeres",050300001,5.076022842
2018,"Coahuila de Zaragoza","Saltillo","15-19 años","Mujeres",050300001,2.617035111
2017,"Coahuila de Zaragoza","Saltillo","15-19 años","Mujeres",050300001,3.872988751
2022,"Coahuila de Zaragoza","Saltillo","20-24 años","Total",050300001,7.875976615
2021,"Coahuila de Zaragoza","Saltillo","20-24 años","Total",050300001,7.736927408
2020,"Coahuila de Zaragoza","Saltillo","20-24 años","Total",050300001,8.899738337
2019,"Coahuila de Zaragoza","Saltillo","20-24 años","Total",050300001,7.629750441
2018,"Coahuila de Zaragoza","Saltillo","20-24 años","Total",050300001,6.57056378
2017,"Coahuila de Zaragoza","Saltillo","20-24 años","Total",050300001,6.857760673
2022,"Coahuila de Zaragoza","Saltillo","20-24 años","Hombres",050300001,7.630326508
2021,"Coahuila de Zaragoza","Saltillo","20-24 años","Hombres",050300001,7.867624102
2020,"Coahuila de Zaragoza","Saltillo","20-24 años","Hombres",050300001,8.574541567
2019,"Coahuila de Zaragoza","Saltillo","20-24 años","Hombres",050300001,6.789576316
2018,"Coahuila de Zaragoza","Saltillo","20-24 años","Hombres",050300001,5.735085654
2017,"Coahuila de Zaragoza","Saltillo","20-24 años","Hombres",050300001,5.309863962
2022,"Coahuila de Zaragoza","Saltillo","20-24 años","Mujeres",050300001,8.105315367
2021,"Coahuila de Zaragoza","Saltillo","20-24 años","Mujeres",050300001,7.597289025
2020,"Coahuila de Zaragoza","Saltillo","20-24 años","Mujeres",050300001,9.246197928
2019,"Coahuila de Zaragoza","Saltillo","20-24 años","Mujeres",050300001,8.486145528
2018,"Coahuila de Zaragoza","Saltillo","20-24 años","Mujeres",050300001,7.373868047
2017,"Coahuila de Zaragoza","Saltillo","20-24 años","Mujeres",050300001,8.588957055
2022,"Coahuila de Zaragoza","Torreón","15-24 años","Total",050350001,8.39326043
2021,"Coahuila de Zaragoza","Torreón","15-24 años","Total",050350001,8.544270949
2020,"Coahuila de Zaragoza","Torreón","15-24 años","Total",050350001,8.683166963
2019,"Coahuila de Zaragoza","Torreón","15-24 años","Total",050350001,8.69853032
2018,"Coahuila de Zaragoza","Torreón","15-24 años","Total",050350001,8.417429242
2017,"Coahuila de Zaragoza","Torreón","15-24 años","Total",050350001,8.193895823
2022,"Coahuila de Zaragoza","Torreón","15-24 años","Hombres",050350001,6.913662248
2021,"Coahuila de Zaragoza","Torreón","15-24 años","Hombres",050350001,7.649308333
2020,"Coahuila de Zaragoza","Torreón","15-24 años","Hombres",050350001,7.820498237
2019,"Coahuila de Zaragoza","Torreón","15-24 años","Hombres",050350001,6.651457183
2018,"Coahuila de Zaragoza","Torreón","15-24 años","Hombres",050350001,6.064601187
2017,"Coahuila de Zaragoza","Torreón","15-24 años","Hombres",050350001,6.113206562
2022,"Coahuila de Zaragoza","Torreón","15-24 años","Mujeres",050350001,9.916109911
2021,"Coahuila de Zaragoza","Torreón","15-24 años","Mujeres",050350001,9.463453735
2020,"Coahuila de Zaragoza","Torreón","15-24 años","Mujeres",050350001,9.599887179
2019,"Coahuila de Zaragoza","Torreón","15-24 años","Mujeres",050350001,10.66135211
2018,"Coahuila de Zaragoza","Torreón","15-24 años","Mujeres",050350001,10.77905543
2017,"Coahuila de Zaragoza","Torreón","15-24 años","Mujeres",050350001,10.39315768
2022,"Coahuila de Zaragoza","Torreón","15-19 años","Total",050350001,7.061739611
2021,"Coahuila de Zaragoza","Torreón","15-19 años","Total",050350001,7.391986424
2020,"Coahuila de Zaragoza","Torreón","15-19 años","Total",050350001,6.454977292
2019,"Coahuila de Zaragoza","Torreón","15-19 años","Total",050350001,6.703587768
2018,"Coahuila de Zaragoza","Torreón","15-19 años","Total",050350001,6.336008344
2017,"Coahuila de Zaragoza","Torreón","15-19 años","Total",050350001,5.859756098
2022,"Coahuila de Zaragoza","Torreón","15-19 años","Hombres",050350001,6.550994179
2021,"Coahuila de Zaragoza","Torreón","15-19 años","Hombres",050350001,6.774582669
2020,"Coahuila de Zaragoza","Torreón","15-19 años","Hombres",050350001,6.221617547
2019,"Coahuila de Zaragoza","Torreón","15-19 años","Hombres",050350001,5.213662064
2018,"Coahuila de Zaragoza","Torreón","15-19 años","Hombres",050350001,4.721061777
2017,"Coahuila de Zaragoza","Torreón","15-19 años","Hombres",050350001,5.169856792
2022,"Coahuila de Zaragoza","Torreón","15-19 años","Mujeres",050350001,7.620564149
2021,"Coahuila de Zaragoza","Torreón","15-19 años","Mujeres",050350001,8.027224502
2020,"Coahuila de Zaragoza","Torreón","15-19 años","Mujeres",050350001,6.70347312
2019,"Coahuila de Zaragoza","Torreón","15-19 años","Mujeres",050350001,8.19842939
2018,"Coahuila de Zaragoza","Torreón","15-19 años","Mujeres",050350001,8.104665035
2017,"Coahuila de Zaragoza","Torreón","15-19 años","Mujeres",050350001,6.62890977
2022,"Coahuila de Zaragoza","Torreón","20-24 años","Total",050350001,9.733924171
2021,"Coahuila de Zaragoza","Torreón","20-24 años","Total",050350001,9.70096772
2020,"Coahuila de Zaragoza","Torreón","20-24 años","Total",050350001,11.05090891
2019,"Coahuila de Zaragoza","Torreón","20-24 años","Total",050350001,10.80020284
2018,"Coahuila de Zaragoza","Torreón","20-24 años","Total",050350001,10.65510797
2017,"Coahuila de Zaragoza","Torreón","20-24 años","Total",050350001,11.04422458
2022,"Coahuila de Zaragoza","Torreón","20-24 años","Hombres",050350001,7.301689981
2021,"Coahuila de Zaragoza","Torreón","20-24 años","Hombres",050350001,8.528830539
2020,"Coahuila de Zaragoza","Torreón","20-24 años","Hombres",050350001,9.522318546
2019,"Coahuila de Zaragoza","Torreón","20-24 años","Hombres",050350001,8.240018698
2018,"Coahuila de Zaragoza","Torreón","20-24 años","Hombres",050350001,7.646010777
2017,"Coahuila de Zaragoza","Torreón","20-24 años","Hombres",050350001,7.329608271
2022,"Coahuila de Zaragoza","Torreón","20-24 años","Mujeres",050350001,12.08479875
2021,"Coahuila de Zaragoza","Torreón","20-24 años","Mujeres",050350001,10.90270812
2020,"Coahuila de Zaragoza","Torreón","20-24 años","Mujeres",050350001,12.66988982
2019,"Coahuila de Zaragoza","Torreón","20-24 años","Mujeres",050350001,13.13813377
2018,"Coahuila de Zaragoza","Torreón","20-24 años","Mujeres",050350001,13.41060919
2017,"Coahuila de Zaragoza","Torreón","20-24 años","Mujeres",050350001,14.73918859
2022,"Colima",,"15-24 años","Total",06,6.319477415
2021,"Colima",,"15-24 años","Total",06,7.306724434
2020,"Colima",,"15-24 años","Total",06,7.32323024
2019,"Colima",,"15-24 años","Total",06,7.618482323
2018,"Colima",,"15-24 años","Total",06,6.868811373
2017,"Colima",,"15-24 años","Total",06,7.011164856
2022,"Colima",,"15-24 años","Hombres",06,4.601564218
2021,"Colima",,"15-24 años","Hombres",06,5.380479061
2020,"Colima",,"15-24 años","Hombres",06,4.893785984
2019,"Colima",,"15-24 años","Hombres",06,5.362744276
2018,"Colima",,"15-24 años","Hombres",06,4.925864383
2017,"Colima",,"15-24 años","Hombres",06,4.39989893
2022,"Colima",,"15-24 años","Mujeres",06,8.191283831
2021,"Colima",,"15-24 años","Mujeres",06,9.231370378
2020,"Colima",,"15-24 años","Mujeres",06,9.739522485
2019,"Colima",,"15-24 años","Mujeres",06,9.861173608
2018,"Colima",,"15-24 años","Mujeres",06,8.92464386
2017,"Colima",,"15-24 años","Mujeres",06,9.535448339
2022,"Colima",,"15-19 años","Total",06,4.656254336
2021,"Colima",,"15-19 años","Total",06,5.42936961
2020,"Colima",,"15-19 años","Total",06,3.742094709
2019,"Colima",,"15-19 años","Total",06,4.721272391
2018,"Colima",,"15-19 años","Total",06,4.673674302
2017,"Colima",,"15-19 años","Total",06,4.707028833
2022,"Colima",,"15-19 años","Hombres",06,3.646534446
2021,"Colima",,"15-19 años","Hombres",06,4.934077237
2020,"Colima",,"15-19 años","Hombres",06,3.156380017
2019,"Colima",,"15-19 años","Hombres",06,4.741997879
2018,"Colima",,"15-19 años","Hombres",06,4.028067291
2017,"Colima",,"15-19 años","Hombres",06,3.771984925
2022,"Colima",,"15-19 años","Mujeres",06,5.730194082
2021,"Colima",,"15-19 años","Mujeres",06,5.899766141
2020,"Colima",,"15-19 años","Mujeres",06,4.311840063
2019,"Colima",,"15-19 años","Mujeres",06,4.700167187
2018,"Colima",,"15-19 años","Mujeres",06,5.414420485
2017,"Colima",,"15-19 años","Mujeres",06,5.614484272
2022,"Colima",,"20-24 años","Total",06,8.201870725
2021,"Colima",,"20-24 años","Total",06,9.478639685
2020,"Colima",,"20-24 años","Total",06,11.44058028
2019,"Colima",,"20-24 años","Total",06,10.92673147
2018,"Colima",,"20-24 años","Total",06,9.283064447
2017,"Colima",,"20-24 años","Total",06,9.666951933
2022,"Colima",,"20-24 años","Hombres",06,5.65713341
2021,"Colima",,"20-24 años","Hombres",06,5.869298006
2020,"Colima",,"20-24 años","Hombres",06,6.844119816
2019,"Colima",,"20-24 años","Hombres",06,6.084684881
2018,"Colima",,"20-24 años","Hombres",06,5.997616377
2017,"Colima",,"20-24 años","Hombres",06,5.126248865
2022,"Colima",,"20-24 años","Mujeres",06,11.04992794
2021,"Colima",,"20-24 años","Mujeres",06,13.30318379
2020,"Colima",,"20-24 años","Mujeres",06,16.1304192
2019,"Colima",,"20-24 años","Mujeres",06,15.6420041
2018,"Colima",,"20-24 años","Mujeres",06,12.4681415
2017,"Colima",,"20-24 años","Mujeres",06,14.04264258
2022,"Colima","Colima","15-24 años","Total",060020001,5.063873382
2021,"Colima","Colima","15-24 años","Total",060020001,6.344310129
2020,"Colima","Colima","15-24 años","Total",060020001,6.379605291
2019,"Colima","Colima","15-24 años","Total",060020001,6.340997362
2018,"Colima","Colima","15-24 años","Total",060020001,6.1058924
2017,"Colima","Colima","15-24 años","Total",060020001,5.588058077
2022,"Colima","Colima","15-24 años","Hombres",060020001,3.994479175
2021,"Colima","Colima","15-24 años","Hombres",060020001,5.601730133
2020,"Colima","Colima","15-24 años","Hombres",060020001,5.865850548
2019,"Colima","Colima","15-24 años","Hombres",060020001,4.888575341
2018,"Colima","Colima","15-24 años","Hombres",060020001,4.779569683
2017,"Colima","Colima","15-24 años","Hombres",060020001,3.927947945
2022,"Colima","Colima","15-24 años","Mujeres",060020001,6.203655803
2021,"Colima","Colima","15-24 años","Mujeres",060020001,7.062054267
2020,"Colima","Colima","15-24 años","Mujeres",060020001,6.874795149
2019,"Colima","Colima","15-24 años","Mujeres",060020001,7.796257796
2018,"Colima","Colima","15-24 años","Mujeres",060020001,7.420412888
2017,"Colima","Colima","15-24 años","Mujeres",060020001,7.182046788
2022,"Colima","Colima","15-19 años","Total",060020001,3.06059737
2021,"Colima","Colima","15-19 años","Total",060020001,4.512862062
2020,"Colima","Colima","15-19 años","Total",060020001,3.179919778
2019,"Colima","Colima","15-19 años","Total",060020001,4.264866394
2018,"Colima","Colima","15-19 años","Total",060020001,3.42246402
2017,"Colima","Colima","15-19 años","Total",060020001,3.815261044
2022,"Colima","Colima","15-19 años","Hombres",060020001,2.881077272
2021,"Colima","Colima","15-19 años","Hombres",060020001,4.857912575
2020,"Colima","Colima","15-19 años","Hombres",060020001,3.851879419
2019,"Colima","Colima","15-19 años","Hombres",060020001,4.522613065
2018,"Colima","Colima","15-19 años","Hombres",060020001,2.996694822
2017,"Colima","Colima","15-19 años","Hombres",060020001,3.391556356
2022,"Colima","Colima","15-19 años","Mujeres",060020001,3.266007735
2021,"Colima","Colima","15-19 años","Mujeres",060020001,4.211564729
2020,"Colima","Colima","15-19 años","Mujeres",060020001,2.642352066
2019,"Colima","Colima","15-19 años","Mujeres",060020001,3.999672158
2018,"Colima","Colima","15-19 años","Mujeres",060020001,3.893675825
2017,"Colima","Colima","15-19 años","Mujeres",060020001,4.243863816
2022,"Colima","Colima","20-24 años","Total",060020001,7.151396123
2021,"Colima","Colima","20-24 años","Total",060020001,8.284684066
2020,"Colima","Colima","20-24 años","Total",060020001,9.633278599
2019,"Colima","Colima","20-24 años","Total",060020001,8.534814182
2018,"Colima","Colima","20-24 años","Total",060020001,8.825711719
2017,"Colima","Colima","20-24 años","Total",060020001,7.316136957
2022,"Colima","Colima","20-24 años","Hombres",060020001,5.193491274
2021,"Colima","Colima","20-24 años","Hombres",060020001,6.310559006
2020,"Colima","Colima","20-24 años","Hombres",060020001,7.560460202
2019,"Colima","Colima","20-24 años","Hombres",060020001,5.285467128
2018,"Colima","Colima","20-24 años","Hombres",060020001,6.803401701
2017,"Colima","Colima","20-24 años","Hombres",060020001,4.486612527
2022,"Colima","Colima","20-24 años","Mujeres",060020001,9.160107257
2021,"Colima","Colima","20-24 años","Mujeres",060020001,10.40905445
2020,"Colima","Colima","20-24 años","Mujeres",060020001,12.04775358
2019,"Colima","Colima","20-24 años","Mujeres",060020001,11.70464135
2018,"Colima","Colima","20-24 años","Mujeres",060020001,10.60750753
2017,"Colima","Colima","20-24 años","Mujeres",060020001,9.908189497
2022,"Chiapas",,"15-24 años","Total",07,6.684707772
2021,"Chiapas",,"15-24 años","Total",07,8.176461821
2020,"Chiapas",,"15-24 años","Total",07,9.049196794
2019,"Chiapas",,"15-24 años","Total",07,8.10916949
2018,"Chiapas",,"15-24 años","Total",07,6.753570616
2017,"Chiapas",,"15-24 años","Total",07,6.627865851
2022,"Chiapas",,"15-24 años","Hombres",07,3.833383975
2021,"Chiapas",,"15-24 años","Hombres",07,4.779531776
2020,"Chiapas",,"15-24 años","Hombres",07,5.533346748
2019,"Chiapas",,"15-24 años","Hombres",07,3.349109687
2018,"Chiapas",,"15-24 años","Hombres",07,3.749600498
2017,"Chiapas",,"15-24 años","Hombres",07,2.772912678
2022,"Chiapas",,"15-24 años","Mujeres",07,9.202411937
2021,"Chiapas",,"15-24 años","Mujeres",07,11.42094431
2020,"Chiapas",,"15-24 años","Mujeres",07,12.3761287
2019,"Chiapas",,"15-24 años","Mujeres",07,12.293189
2018,"Chiapas",,"15-24 años","Mujeres",07,9.379128945
2017,"Chiapas",,"15-24 años","Mujeres",07,9.96209852
2022,"Chiapas",,"15-19 años","Total",07,4.02910953
2021,"Chiapas",,"15-19 años","Total",07,5.533742898
2020,"Chiapas",,"15-19 años","Total",07,6.372038066
2019,"Chiapas",,"15-19 años","Total",07,5.656883553
2018,"Chiapas",,"15-19 años","Total",07,4.412411823
2017,"Chiapas",,"15-19 años","Total",07,4.61717018
2022,"Chiapas",,"15-19 años","Hombres",07,2.317623036
2021,"Chiapas",,"15-19 años","Hombres",07,3.637217706
2020,"Chiapas",,"15-19 años","Hombres",07,3.473366955
2019,"Chiapas",,"15-19 años","Hombres",07,2.710435939
2018,"Chiapas",,"15-19 años","Hombres",07,2.854837486
2017,"Chiapas",,"15-19 años","Hombres",07,2.314137572
2022,"Chiapas",,"15-19 años","Mujeres",07,5.631610822
2021,"Chiapas",,"15-19 años","Mujeres",07,7.517884421
2020,"Chiapas",,"15-19 años","Mujeres",07,9.256728856
2019,"Chiapas",,"15-19 años","Mujeres",07,8.364136508
2018,"Chiapas",,"15-19 años","Mujeres",07,5.880624896
2017,"Chiapas",,"15-19 años","Mujeres",07,6.703295894
2022,"Chiapas",,"20-24 años","Total",07,10.23288021
2021,"Chiapas",,"20-24 años","Total",07,11.59653859
2020,"Chiapas",,"20-24 años","Total",07,12.71222438
2019,"Chiapas",,"20-24 años","Total",07,11.34139831
2018,"Chiapas",,"20-24 años","Total",07,9.748881548
2017,"Chiapas",,"20-24 años","Total",07,9.187825621
2022,"Chiapas",,"20-24 años","Hombres",07,6.013127021
2021,"Chiapas",,"20-24 años","Hombres",07,6.426439255
2020,"Chiapas",,"20-24 años","Hombres",07,8.531731872
2019,"Chiapas",,"20-24 años","Hombres",07,4.238479619
2018,"Chiapas",,"20-24 años","Hombres",07,5.0058044
2017,"Chiapas",,"20-24 años","Hombres",07,3.390878837
2022,"Chiapas",,"20-24 años","Mujeres",07,13.67734078
2021,"Chiapas",,"20-24 años","Mujeres",07,15.98336383
2020,"Chiapas",,"20-24 años","Mujeres",07,16.40407605
2019,"Chiapas",,"20-24 años","Mujeres",07,17.22921438
2018,"Chiapas",,"20-24 años","Mujeres",07,13.50900749
2017,"Chiapas",,"20-24 años","Mujeres",07,13.915287
2022,"Chiapas","Tapachula","15-24 años","Total",070890001,9.032211083
2021,"Chiapas","Tapachula","15-24 años","Total",070890001,12.18226601
2020,"Chiapas","Tapachula","15-24 años","Total",070890001,10.99590527
2019,"Chiapas","Tapachula","15-24 años","Total",070890001,
2018,"Chiapas","Tapachula","15-24 años","Total",070890001,
2017,"Chiapas","Tapachula","15-24 años","Total",070890001,
2022,"Chiapas","Tapachula","15-24 años","Hombres",070890001,6.541263347
2021,"Chiapas","Tapachula","15-24 años","Hombres",070890001,8.94505603
2020,"Chiapas","Tapachula","15-24 años","Hombres",070890001,7.381733021
2019,"Chiapas","Tapachula","15-24 años","Hombres",070890001,
2018,"Chiapas","Tapachula","15-24 años","Hombres",070890001,
2017,"Chiapas","Tapachula","15-24 años","Hombres",070890001,
2022,"Chiapas","Tapachula","15-24 años","Mujeres",070890001,11.39210589
2021,"Chiapas","Tapachula","15-24 años","Mujeres",070890001,15.40579069
2020,"Chiapas","Tapachula","15-24 años","Mujeres",070890001,14.77634609
2019,"Chiapas","Tapachula","15-24 años","Mujeres",070890001,
2018,"Chiapas","Tapachula","15-24 años","Mujeres",070890001,
2017,"Chiapas","Tapachula","15-24 años","Mujeres",070890001,
2022,"Chiapas","Tapachula","15-19 años","Total",070890001,5.625684752
2021,"Chiapas","Tapachula","15-19 años","Total",070890001,7.588592051
2020,"Chiapas","Tapachula","15-19 años","Total",070890001,7.249235625
2019,"Chiapas","Tapachula","15-19 años","Total",070890001,
2018,"Chiapas","Tapachula","15-19 años","Total",070890001,
2017,"Chiapas","Tapachula","15-19 años","Total",070890001,
2022,"Chiapas","Tapachula","15-19 años","Hombres",070890001,4.423927678
2021,"Chiapas","Tapachula","15-19 años","Hombres",070890001,5.895196507
2020,"Chiapas","Tapachula","15-19 años","Hombres",070890001,5.574782527
2019,"Chiapas","Tapachula","15-19 años","Hombres",070890001,
2018,"Chiapas","Tapachula","15-19 años","Hombres",070890001,
2017,"Chiapas","Tapachula","15-19 años","Hombres",070890001,
2022,"Chiapas","Tapachula","15-19 años","Mujeres",070890001,6.805096744
2021,"Chiapas","Tapachula","15-19 años","Mujeres",070890001,9.316455696
2020,"Chiapas","Tapachula","15-19 años","Mujeres",070890001,9.117462967
2019,"Chiapas","Tapachula","15-19 años","Mujeres",070890001,
2018,"Chiapas","Tapachula","15-19 años","Mujeres",070890001,
2017,"Chiapas","Tapachula","15-19 años","Mujeres",070890001,
2022,"Chiapas","Tapachula","20-24 años","Total",070890001,12.57176797
2021,"Chiapas","Tapachula","20-24 años","Total",070890001,16.6206596
2020,"Chiapas","Tapachula","20-24 años","Total",070890001,14.53242098
2019,"Chiapas","Tapachula","20-24 años","Total",070890001,
2018,"Chiapas","Tapachula","20-24 años","Total",070890001,
2017,"Chiapas","Tapachula","20-24 años","Total",070890001,
2022,"Chiapas","Tapachula","20-24 años","Hombres",070890001,8.824139361
2021,"Chiapas","Tapachula","20-24 años","Hombres",070890001,11.96346135
2020,"Chiapas","Tapachula","20-24 años","Hombres",070890001,9.194108265
2019,"Chiapas","Tapachula","20-24 años","Hombres",070890001,
2018,"Chiapas","Tapachula","20-24 años","Hombres",070890001,
2017,"Chiapas","Tapachula","20-24 años","Hombres",070890001,
2022,"Chiapas","Tapachula","20-24 años","Mujeres",070890001,15.99431818
2021,"Chiapas","Tapachula","20-24 años","Mujeres",070890001,21.15017195
2020,"Chiapas","Tapachula","20-24 años","Mujeres",070890001,19.77829099
2019,"Chiapas","Tapachula","20-24 años","Mujeres",070890001,
2018,"Chiapas","Tapachula","20-24 años","Mujeres",070890001,
2017,"Chiapas","Tapachula","20-24 años","Mujeres",070890001,
2022,"Chiapas","Tuxtla Gutiérrez","15-24 años","Total",071010001,6.693875998
2021,"Chiapas","Tuxtla Gutiérrez","15-24 años","Total",071010001,9.044650569
2020,"Chiapas","Tuxtla Gutiérrez","15-24 años","Total",071010001,8.327709661
2019,"Chiapas","Tuxtla Gutiérrez","15-24 años","Total",071010001,7.075561559
2018,"Chiapas","Tuxtla Gutiérrez","15-24 años","Total",071010001,6.642202804
2017,"Chiapas","Tuxtla Gutiérrez","15-24 años","Total",071010001,6.398184912
2022,"Chiapas","Tuxtla Gutiérrez","15-24 años","Hombres",071010001,5.947712418
2021,"Chiapas","Tuxtla Gutiérrez","15-24 años","Hombres",071010001,7.335564252
2020,"Chiapas","Tuxtla Gutiérrez","15-24 años","Hombres",071010001,6.973357016
2019,"Chiapas","Tuxtla Gutiérrez","15-24 años","Hombres",071010001,5.273808018
2018,"Chiapas","Tuxtla Gutiérrez","15-24 años","Hombres",071010001,4.82175421
2017,"Chiapas","Tuxtla Gutiérrez","15-24 años","Hombres",071010001,4.583586012
2022,"Chiapas","Tuxtla Gutiérrez","15-24 años","Mujeres",071010001,7.424987286
2021,"Chiapas","Tuxtla Gutiérrez","15-24 años","Mujeres",071010001,10.73047013
2020,"Chiapas","Tuxtla Gutiérrez","15-24 años","Mujeres",071010001,9.646891922
2019,"Chiapas","Tuxtla Gutiérrez","15-24 años","Mujeres",071010001,8.733973026
2018,"Chiapas","Tuxtla Gutiérrez","15-24 años","Mujeres",071010001,8.406841932
2017,"Chiapas","Tuxtla Gutiérrez","15-24 años","Mujeres",071010001,8.348421205
2022,"Chiapas","Tuxtla Gutiérrez","15-19 años","Total",071010001,3.515349493
2021,"Chiapas","Tuxtla Gutiérrez","15-19 años","Total",071010001,4.238385377
2020,"Chiapas","Tuxtla Gutiérrez","15-19 años","Total",071010001,3.816413531
2019,"Chiapas","Tuxtla Gutiérrez","15-19 años","Total",071010001,4.473554547
2018,"Chiapas","Tuxtla Gutiérrez","15-19 años","Total",071010001,3.595394504
2017,"Chiapas","Tuxtla Gutiérrez","15-19 años","Total",071010001,2.190834673
2022,"Chiapas","Tuxtla Gutiérrez","15-19 años","Hombres",071010001,3.84815586
2021,"Chiapas","Tuxtla Gutiérrez","15-19 años","Hombres",071010001,3.64416277
2020,"Chiapas","Tuxtla Gutiérrez","15-19 años","Hombres",071010001,3.817231254
2019,"Chiapas","Tuxtla Gutiérrez","15-19 años","Hombres",071010001,3.409090909
2018,"Chiapas","Tuxtla Gutiérrez","15-19 años","Hombres",071010001,2.438190336
2017,"Chiapas","Tuxtla Gutiérrez","15-19 años","Hombres",071010001,1.632878987
2022,"Chiapas","Tuxtla Gutiérrez","15-19 años","Mujeres",071010001,3.183603884
2021,"Chiapas","Tuxtla Gutiérrez","15-19 años","Mujeres",071010001,4.815704527
2020,"Chiapas","Tuxtla Gutiérrez","15-19 años","Mujeres",071010001,3.815543963
2019,"Chiapas","Tuxtla Gutiérrez","15-19 años","Mujeres",071010001,5.510279371
2018,"Chiapas","Tuxtla Gutiérrez","15-19 años","Mujeres",071010001,4.830935514
2017,"Chiapas","Tuxtla Gutiérrez","15-19 años","Mujeres",071010001,2.815428704
2022,"Chiapas","Tuxtla Gutiérrez","20-24 años","Total",071010001,10.03649991
2021,"Chiapas","Tuxtla Gutiérrez","20-24 años","Total",071010001,13.7192807
2020,"Chiapas","Tuxtla Gutiérrez","20-24 años","Total",071010001,12.40945355
2019,"Chiapas","Tuxtla Gutiérrez","20-24 años","Total",071010001,9.78013245
2018,"Chiapas","Tuxtla Gutiérrez","20-24 años","Total",071010001,9.66864881
2017,"Chiapas","Tuxtla Gutiérrez","20-24 años","Total",071010001,10.24437503
2022,"Chiapas","Tuxtla Gutiérrez","20-24 años","Hombres",071010001,8.195351059
2021,"Chiapas","Tuxtla Gutiérrez","20-24 años","Hombres",071010001,10.8713355
2020,"Chiapas","Tuxtla Gutiérrez","20-24 años","Hombres",071010001,10.07965038
2019,"Chiapas","Tuxtla Gutiérrez","20-24 años","Hombres",071010001,7.331812999
2018,"Chiapas","Tuxtla Gutiérrez","20-24 años","Hombres",071010001,7.436963771
2017,"Chiapas","Tuxtla Gutiérrez","20-24 años","Hombres",071010001,7.383938538
2022,"Chiapas","Tuxtla Gutiérrez","20-24 años","Mujeres",071010001,11.80818875
2021,"Chiapas","Tuxtla Gutiérrez","20-24 años","Mujeres",071010001,16.57092028
2020,"Chiapas","Tuxtla Gutiérrez","20-24 años","Mujeres",071010001,14.5022194
2019,"Chiapas","Tuxtla Gutiérrez","20-24 años","Mujeres",071010001,11.90460483
2018,"Chiapas","Tuxtla Gutiérrez","20-24 años","Mujeres",071010001,11.63665149
2017,"Chiapas","Tuxtla Gutiérrez","20-24 años","Mujeres",071010001,13.20684144
2022,"Chihuahua",,"15-24 años","Total",08,6.680601162
2021,"Chihuahua",,"15-24 años","Total",08,7.158428207
2020,"Chihuahua",,"15-24 años","Total",08,8.917589542
2019,"Chihuahua",,"15-24 años","Total",08,8.3667935
2018,"Chihuahua",,"15-24 años","Total",08,7.444292917
2017,"Chihuahua",,"15-24 años","Total",08,7.495158515
2022,"Chihuahua",,"15-24 años","Hombres",08,4.957187112
2021,"Chihuahua",,"15-24 años","Hombres",08,5.784575256
2020,"Chihuahua",,"15-24 años","Hombres",08,7.194884887
2019,"Chihuahua",,"15-24 años","Hombres",08,5.993145608
2018,"Chihuahua",,"15-24 años","Hombres",08,5.737322107
2017,"Chihuahua",,"15-24 años","Hombres",08,4.743246288
2022,"Chihuahua",,"15-24 años","Mujeres",08,8.479590688
2021,"Chihuahua",,"15-24 años","Mujeres",08,8.578483937
2020,"Chihuahua",,"15-24 años","Mujeres",08,10.69552002
2019,"Chihuahua",,"15-24 años","Mujeres",08,10.80282599
2018,"Chihuahua",,"15-24 años","Mujeres",08,9.03396117
2017,"Chihuahua",,"15-24 años","Mujeres",08,10.17177193
2022,"Chihuahua",,"15-19 años","Total",08,5.816132208
2021,"Chihuahua",,"15-19 años","Total",08,5.984164604
2020,"Chihuahua",,"15-19 años","Total",08,8.020153895
2019,"Chihuahua",,"15-19 años","Total",08,7.119205769
2018,"Chihuahua",,"15-19 años","Total",08,6.107447843
2017,"Chihuahua",,"15-19 años","Total",08,5.652975514
2022,"Chihuahua",,"15-19 años","Hombres",08,4.597147091
2021,"Chihuahua",,"15-19 años","Hombres",08,5.61682557
2020,"Chihuahua",,"15-19 años","Hombres",08,7.783076512
2019,"Chihuahua",,"15-19 años","Hombres",08,6.414534254
2018,"Chihuahua",,"15-19 años","Hombres",08,5.710423551
2017,"Chihuahua",,"15-19 años","Hombres",08,4.559832395
2022,"Chihuahua",,"15-19 años","Mujeres",08,7.112126235
2021,"Chihuahua",,"15-19 años","Mujeres",08,6.353626566
2020,"Chihuahua",,"15-19 años","Mujeres",08,8.26987092
