Year,Value
2021,582.381
2020,461.71345
2019,476.01748
2018,497.90088
2017,509.69002
2016,513.92977
2015,493.45864
2014,516.96357
2013,552.21028
2012,548.87649
2011,557.47511
2010,553.3287
2009,584.75114
2008,555.35023
2007,545.15864
2006,555.15502
2005,573.01074
2004,541.29027
2003,539.559
2002,530
