Year,Entidad federativa,"Deciles",GeoCode,Value
2020,"Tamaulipas","X",28,-13.39804463
2018,"Tamaulipas","X",28,-9.496549748
2020,"Tlaxcala","Total",29,-12.19678682
2018,"Tlaxcala","Total",29,6.404273675
2020,"Tlaxcala","I",29,-14.592469410000001
2018,"Tlaxcala","I",29,5.356432414
2020,"Tlaxcala","II",29,-18.8135237
2018,"Tlaxcala","II",29,9.032938145000001
2020,"Tlaxcala","III",29,-18.20458449
2018,"Tlaxcala","III",29,8.382367036
2020,"Tlaxcala","IV",29,-17.0557234
2018,"Tlaxcala","IV",29,7.998005026999999
2020,"Tlaxcala","V",29,-15.852898479999999
2018,"Tlaxcala","V",29,7.530634584
2020,"Tlaxcala","VI",29,-15.626872579999999
2018,"Tlaxcala","VI",29,7.251345599000001
2020,"Tlaxcala","VII",29,-14.5516401
2018,"Tlaxcala","VII",29,6.11116845
2020,"Tlaxcala","VIII",29,-10.116191799999998
2018,"Tlaxcala","VIII",29,5.559264554000001
2020,"Tlaxcala","IX",29,-11.64030598
2018,"Tlaxcala","IX",29,6.9956486270000005
2020,"Tlaxcala","X",29,-7.117472537
2018,"Tlaxcala","X",29,5.00695649
2020,"Veracruz de Ignacio de la Llave","Total",30,1.0358054259999998
2018,"Veracruz de Ignacio de la Llave","Total",30,-11.56895282
2020,"Veracruz de Ignacio de la Llave","I",30,16.88654835
2018,"Veracruz de Ignacio de la Llave","I",30,-13.18843224
2020,"Veracruz de Ignacio de la Llave","II",30,10.34369046
2018,"Veracruz de Ignacio de la Llave","II",30,-6.069935311999999
2020,"Veracruz de Ignacio de la Llave","III",30,7.244286484
2018,"Veracruz de Ignacio de la Llave","III",30,-3.515526794
2020,"Veracruz de Ignacio de la Llave","IV",30,4.468445913
2018,"Veracruz de Ignacio de la Llave","IV",30,-1.5731445839999998
2020,"Veracruz de Ignacio de la Llave","V",30,2.4120884979999997
2018,"Veracruz de Ignacio de la Llave","V",30,-1.332434914
2020,"Veracruz de Ignacio de la Llave","VI",30,1.74155826
2018,"Veracruz de Ignacio de la Llave","VI",30,-2.4074617879999995
2020,"Veracruz de Ignacio de la Llave","VII",30,1.158670795
2018,"Veracruz de Ignacio de la Llave","VII",30,-5.241769282
2020,"Veracruz de Ignacio de la Llave","VIII",30,-0.020505362
2018,"Veracruz de Ignacio de la Llave","VIII",30,-6.287569978
2020,"Veracruz de Ignacio de la Llave","IX",30,0.27944173599999994
2018,"Veracruz de Ignacio de la Llave","IX",30,-10.543420150000001
2020,"Veracruz de Ignacio de la Llave","X",30,-2.2172845539999995
2018,"Veracruz de Ignacio de la Llave","X",30,-21.968346800000003
2020,"Yucatán","Total",31,-12.5012727
2018,"Yucatán","Total",31,5.61747545
2020,"Yucatán","I",31,-19.65760356
2018,"Yucatán","I",31,2.2890318749999996
2020,"Yucatán","II",31,-17.88456135
2018,"Yucatán","II",31,3.3166065889999996
2020,"Yucatán","III",31,-16.76007324
2018,"Yucatán","III",31,4.301278920999999
2020,"Yucatán","IV",31,-14.313942120000002
2018,"Yucatán","IV",31,4.126656864
2020,"Yucatán","V",31,-13.36473889
2018,"Yucatán","V",31,3.647781777
2020,"Yucatán","VI",31,-13.056428729999999
2018,"Yucatán","VI",31,4.553742347
2020,"Yucatán","VII",31,-12.84635908
2018,"Yucatán","VII",31,4.649015321
2020,"Yucatán","VIII",31,-13.268872889999999
2018,"Yucatán","VIII",31,5.277191357
2020,"Yucatán","IX",31,-9.534564218
2018,"Yucatán","IX",31,6.377593482000001
2020,"Yucatán","X",31,-11.40825872
2018,"Yucatán","X",31,7.117089391
2020,"Zacatecas","Total",32,9.167713711
2018,"Zacatecas","Total",32,-5.859167179
2020,"Zacatecas","I",32,9.448785110000001
2018,"Zacatecas","I",32,10.6088861
2020,"Zacatecas","II",32,3.4854898669999996
2018,"Zacatecas","II",32,12.67010408
2020,"Zacatecas","III",32,1.825046389
2018,"Zacatecas","III",32,9.114888694
2020,"Zacatecas","IV",32,1.449320914
2018,"Zacatecas","IV",32,7.902063456
2020,"Zacatecas","V",32,2.70685539
2018,"Zacatecas","V",32,6.619085762
2020,"Zacatecas","VI",32,3.2608677
2018,"Zacatecas","VI",32,4.536373988
2020,"Zacatecas","VII",32,3.6776465900000006
2018,"Zacatecas","VII",32,0.9201328140000001
2020,"Zacatecas","VIII",32,4.834241212999999
2018,"Zacatecas","VIII",32,-0.8908022029999999
2020,"Zacatecas","IX",32,4.652217453
2018,"Zacatecas","IX",32,-3.467229072
2020,"Zacatecas","X",32,20.99951905
2018,"Zacatecas","X",32,-20.09366547
