Year,Entidad federativa,"Violencia sexual","Lugar de la(s) agresión(es)",GeoCode,Value
2021,"Nayarit",,"Transporte público <sup>1</sup>",18,16.4114454339464
2016,"Nayarit",,"Transporte público <sup>1</sup>",18,14.655910035448
2011,"Nayarit",,"Transporte público <sup>1</sup>",18,3.1091579147706603
2021,"Nuevo León",,"Transporte público <sup>1</sup>",19,36.7966754716254
2016,"Nuevo León",,"Transporte público <sup>1</sup>",19,24.1846211871199
2011,"Nuevo León",,"Transporte público <sup>1</sup>",19,9.90390171311256
2021,"Oaxaca",,"Transporte público <sup>1</sup>",20,15.7783951852479
2016,"Oaxaca",,"Transporte público <sup>1</sup>",20,18.2618101323137
2011,"Oaxaca",,"Transporte público <sup>1</sup>",20,4.79462339113148
2021,"Puebla",,"Transporte público <sup>1</sup>",21,26.3691564568646
2016,"Puebla",,"Transporte público <sup>1</sup>",21,26.041122344655196
2011,"Puebla",,"Transporte público <sup>1</sup>",21,7.19508012455897
2021,"Querétaro",,"Transporte público <sup>1</sup>",22,30.0913910474232
2016,"Querétaro",,"Transporte público <sup>1</sup>",22,28.160965081969504
2011,"Querétaro",,"Transporte público <sup>1</sup>",22,11.5738484629929
2021,"Quintana Roo",,"Transporte público <sup>1</sup>",23,23.093475869910595
2016,"Quintana Roo",,"Transporte público <sup>1</sup>",23,16.1419464631952
2011,"Quintana Roo",,"Transporte público <sup>1</sup>",23,5.32979736162111
2021,"San Luis Potosí",,"Transporte público <sup>1</sup>",24,21.475604747184303
2016,"San Luis Potosí",,"Transporte público <sup>1</sup>",24,21.5983537022544
2011,"San Luis Potosí",,"Transporte público <sup>1</sup>",24,6.8167755975791
2021,"Sinaloa",,"Transporte público <sup>1</sup>",25,21.1316051599861
2016,"Sinaloa",,"Transporte público <sup>1</sup>",25,18.0045100717709
2011,"Sinaloa",,"Transporte público <sup>1</sup>",25,4.44038876324039
2021,"Sonora",,"Transporte público <sup>1</sup>",26,16.3082504691804
2016,"Sonora",,"Transporte público <sup>1</sup>",26,13.3815685134929
2011,"Sonora",,"Transporte público <sup>1</sup>",26,5.28575556992858
2021,"Tabasco",,"Transporte público <sup>1</sup>",27,16.3069100749464
2016,"Tabasco",,"Transporte público <sup>1</sup>",27,10.919843122223702
2011,"Tabasco",,"Transporte público <sup>1</sup>",27,3.2462286703486902
2021,"Tamaulipas",,"Transporte público <sup>1</sup>",28,18.3219058208248
2016,"Tamaulipas",,"Transporte público <sup>1</sup>",28,14.296769415903
2011,"Tamaulipas",,"Transporte público <sup>1</sup>",28,6.59305577725188
2021,"Tlaxcala",,"Transporte público <sup>1</sup>",29,22.079623516432395
2016,"Tlaxcala",,"Transporte público <sup>1</sup>",29,14.8311209683648
2011,"Tlaxcala",,"Transporte público <sup>1</sup>",29,6.54325419209271
2021,"Veracruz de Ignacio de la Llave",,"Transporte público <sup>1</sup>",30,21.6964335885629
2016,"Veracruz de Ignacio de la Llave",,"Transporte público <sup>1</sup>",30,16.7189907901435
2011,"Veracruz de Ignacio de la Llave",,"Transporte público <sup>1</sup>",30,7.050703218055479
2021,"Yucatán",,"Transporte público <sup>1</sup>",31,20.3822961451578
2016,"Yucatán",,"Transporte público <sup>1</sup>",31,17.0826927968679
2011,"Yucatán",,"Transporte público <sup>1</sup>",31,4.35195186706912
2021,"Zacatecas",,"Transporte público <sup>1</sup>",32,12.9580160974549
2016,"Zacatecas",,"Transporte público <sup>1</sup>",32,13.671989700268801
2011,"Zacatecas",,"Transporte público <sup>1</sup>",32,4.21972430765827
2021,"Estados Unidos Mexicanos",,"Casa particular",00,9.51831859762109
2016,"Estados Unidos Mexicanos",,"Casa particular",00,7.55191083336182
2011,"Estados Unidos Mexicanos",,"Casa particular",00,9.22410658979976
2021,"Aguascalientes",,"Casa particular",01,8.76729671047706
2016,"Aguascalientes",,"Casa particular",01,6.60642570281124
2011,"Aguascalientes",,"Casa particular",01,7.70349020946313
2021,"Baja California",,"Casa particular",02,10.3013237767864
2016,"Baja California",,"Casa particular",02,9.54820628218294
2011,"Baja California",,"Casa particular",02,12.989910547118802
2021,"Baja California Sur",,"Casa particular",03,8.95434417929846
2016,"Baja California Sur",,"Casa particular",03,12.6535480023852
2011,"Baja California Sur",,"Casa particular",03,18.8184533687355
2021,"Campeche",,"Casa particular",04,12.2933241093047
2016,"Campeche",,"Casa particular",04,10.0984138794007
2011,"Campeche",,"Casa particular",04,13.1092248018438
2021,"Coahuila de Zaragoza",,"Casa particular",05,11.6772571609557
2016,"Coahuila de Zaragoza",,"Casa particular",05,10.4589304034153
2011,"Coahuila de Zaragoza",,"Casa particular",05,8.57625355384385
2021,"Colima",,"Casa particular",06,12.130746373011698
2016,"Colima",,"Casa particular",06,12.2258524861049
2011,"Colima",,"Casa particular",06,14.536650443461701
2021,"Chiapas",,"Casa particular",07,10.893506839798897
2016,"Chiapas",,"Casa particular",07,11.6744464392579
2011,"Chiapas",,"Casa particular",07,10.2290198590647
2021,"Chihuahua",,"Casa particular",08,11.4399908369152
2016,"Chihuahua",,"Casa particular",08,7.69504536867034
2011,"Chihuahua",,"Casa particular",08,10.7987717465529
2021,"Ciudad de México",,"Casa particular",09,9.70847265305908
2016,"Ciudad de México",,"Casa particular",09,4.59380688746241
2011,"Ciudad de México",,"Casa particular",09,4.92409746141089
2021,"Durango",,"Casa particular",10,10.9344398983925
2016,"Durango",,"Casa particular",10,9.45001767120681
2011,"Durango",,"Casa particular",10,9.27288102215993
2021,"Guanajuato",,"Casa particular",11,9.60765435070406
2016,"Guanajuato",,"Casa particular",11,6.62215501755196
2011,"Guanajuato",,"Casa particular",11,8.42157933042213
2021,"Guerrero",,"Casa particular",12,10.0288346300347
2016,"Guerrero",,"Casa particular",12,12.2212803193962
2011,"Guerrero",,"Casa particular",12,12.900241385400799
2021,"Hidalgo",,"Casa particular",13,7.75583438817269
2016,"Hidalgo",,"Casa particular",13,10.3392315964415
2011,"Hidalgo",,"Casa particular",13,9.49160171519272
2021,"Jalisco",,"Casa particular",14,9.66467710430991
2016,"Jalisco",,"Casa particular",14,6.57894098939244
2011,"Jalisco",,"Casa particular",14,8.76844579761812
2021,"México",,"Casa particular",15,7.38946559015763
2016,"México",,"Casa particular",15,5.792567028099
2011,"México",,"Casa particular",15,5.538838938895981
2021,"Michoacán de Ocampo",,"Casa particular",16,10.0191029676864
2016,"Michoacán de Ocampo",,"Casa particular",16,5.01842578041106
2011,"Michoacán de Ocampo",,"Casa particular",16,14.0910097537961
2021,"Morelos",,"Casa particular",17,6.77686485087662
2016,"Morelos",,"Casa particular",17,7.98350871485592
2011,"Morelos",,"Casa particular",17,8.21167012002406
2021,"Nayarit",,"Casa particular",18,10.1017020603889
2016,"Nayarit",,"Casa particular",18,13.4145513316764
2011,"Nayarit",,"Casa particular",18,12.3068671384328
2021,"Nuevo León",,"Casa particular",19,7.031713606024479
2016,"Nuevo León",,"Casa particular",19,4.71783508556881
2011,"Nuevo León",,"Casa particular",19,9.80835219037597
2021,"Oaxaca",,"Casa particular",20,10.4079763572275
2016,"Oaxaca",,"Casa particular",20,11.414700407506198
2011,"Oaxaca",,"Casa particular",20,10.4643271130758
2021,"Puebla",,"Casa particular",21,6.2250295782773195
2016,"Puebla",,"Casa particular",21,6.76257061125856
2011,"Puebla",,"Casa particular",21,8.92491484961576
2021,"Querétaro",,"Casa particular",22,9.46247080723025
2016,"Querétaro",,"Casa particular",22,6.10494520605414
2011,"Querétaro",,"Casa particular",22,6.446268103935599
2021,"Quintana Roo",,"Casa particular",23,10.671646945682701
2016,"Quintana Roo",,"Casa particular",23,9.32988324568623
2011,"Quintana Roo",,"Casa particular",23,12.063103495172
2021,"San Luis Potosí",,"Casa particular",24,7.74379039754426
2016,"San Luis Potosí",,"Casa particular",24,8.66550272832256
2011,"San Luis Potosí",,"Casa particular",24,11.269548890895999
2021,"Sinaloa",,"Casa particular",25,10.435281821795
2016,"Sinaloa",,"Casa particular",25,12.1441271493311
2011,"Sinaloa",,"Casa particular",25,15.4003335749277
2021,"Sonora",,"Casa particular",26,13.074354119382898
2016,"Sonora",,"Casa particular",26,11.8158131929292
2011,"Sonora",,"Casa particular",26,14.153604799978
2021,"Tabasco",,"Casa particular",27,14.5833553556516
2016,"Tabasco",,"Casa particular",27,11.071792800870602
2011,"Tabasco",,"Casa particular",27,14.322809331464802
2021,"Tamaulipas",,"Casa particular",28,10.0216196182593
2016,"Tamaulipas",,"Casa particular",28,10.963621216328798
2011,"Tamaulipas",,"Casa particular",28,15.853870123741197
2021,"Tlaxcala",,"Casa particular",29,7.6968824609338
2016,"Tlaxcala",,"Casa particular",29,7.67762366623633
2011,"Tlaxcala",,"Casa particular",29,7.04066458130352
2021,"Veracruz de Ignacio de la Llave",,"Casa particular",30,13.7046139468306
2016,"Veracruz de Ignacio de la Llave",,"Casa particular",30,10.1742766848686
2011,"Veracruz de Ignacio de la Llave",,"Casa particular",30,12.0032003045949
2021,"Yucatán",,"Casa particular",31,11.0220979377687
2016,"Yucatán",,"Casa particular",31,8.79295280859111
2011,"Yucatán",,"Casa particular",31,11.751582390292702
2021,"Zacatecas",,"Casa particular",32,6.8044376767457
2016,"Zacatecas",,"Casa particular",32,7.04266708829309
2011,"Zacatecas",,"Casa particular",32,9.75984072338131
2021,"Estados Unidos Mexicanos",,"Instalaciones de la escuela o trabajo <sup>2</sup>",00,16.986850299682
2016,"Estados Unidos Mexicanos",,"Instalaciones de la escuela o trabajo <sup>2</sup>",00,14.320729203583
2011,"Estados Unidos Mexicanos",,"Instalaciones de la escuela o trabajo <sup>2</sup>",00,16.6077860812322
2021,"Aguascalientes",,"Instalaciones de la escuela o trabajo <sup>2</sup>",01,18.9741425664132
2016,"Aguascalientes",,"Instalaciones de la escuela o trabajo <sup>2</sup>",01,19.1017917825147
2011,"Aguascalientes",,"Instalaciones de la escuela o trabajo <sup>2</sup>",01,18.67597052094
2021,"Baja California",,"Instalaciones de la escuela o trabajo <sup>2</sup>",02,17.9653331383018
2016,"Baja California",,"Instalaciones de la escuela o trabajo <sup>2</sup>",02,15.6287187623959
2011,"Baja California",,"Instalaciones de la escuela o trabajo <sup>2</sup>",02,16.7006448928646
2021,"Baja California Sur",,"Instalaciones de la escuela o trabajo <sup>2</sup>",03,21.470779367982
2016,"Baja California Sur",,"Instalaciones de la escuela o trabajo <sup>2</sup>",03,16.927847346452
2011,"Baja California Sur",,"Instalaciones de la escuela o trabajo <sup>2</sup>",03,27.1158313972785
2021,"Campeche",,"Instalaciones de la escuela o trabajo <sup>2</sup>",04,14.7616741611899
2016,"Campeche",,"Instalaciones de la escuela o trabajo <sup>2</sup>",04,14.6335689404444
2011,"Campeche",,"Instalaciones de la escuela o trabajo <sup>2</sup>",04,18.14042385744
2021,"Coahuila de Zaragoza",,"Instalaciones de la escuela o trabajo <sup>2</sup>",05,20.1644990795178
2016,"Coahuila de Zaragoza",,"Instalaciones de la escuela o trabajo <sup>2</sup>",05,17.249809709766
2011,"Coahuila de Zaragoza",,"Instalaciones de la escuela o trabajo <sup>2</sup>",05,13.0760077240436
2021,"Colima",,"Instalaciones de la escuela o trabajo <sup>2</sup>",06,19.7205783204734
2016,"Colima",,"Instalaciones de la escuela o trabajo <sup>2</sup>",06,16.7830854739372
2011,"Colima",,"Instalaciones de la escuela o trabajo <sup>2</sup>",06,19.6457247325642
2021,"Chiapas",,"Instalaciones de la escuela o trabajo <sup>2</sup>",07,13.8311645025138
2016,"Chiapas",,"Instalaciones de la escuela o trabajo <sup>2</sup>",07,11.4801516058249
2011,"Chiapas",,"Instalaciones de la escuela o trabajo <sup>2</sup>",07,19.1295643818065
2021,"Chihuahua",,"Instalaciones de la escuela o trabajo <sup>2</sup>",08,24.0217502697685
2016,"Chihuahua",,"Instalaciones de la escuela o trabajo <sup>2</sup>",08,18.6510470716585
2011,"Chihuahua",,"Instalaciones de la escuela o trabajo <sup>2</sup>",08,25.583035992891
2021,"Ciudad de México",,"Instalaciones de la escuela o trabajo <sup>2</sup>",09,17.8148888462795
2016,"Ciudad de México",,"Instalaciones de la escuela o trabajo <sup>2</sup>",09,11.1369900965923
2011,"Ciudad de México",,"Instalaciones de la escuela o trabajo <sup>2</sup>",09,17.0906892516237
2021,"Durango",,"Instalaciones de la escuela o trabajo <sup>2</sup>",10,19.9104147679898
2016,"Durango",,"Instalaciones de la escuela o trabajo <sup>2</sup>",10,17.985890221026
2011,"Durango",,"Instalaciones de la escuela o trabajo <sup>2</sup>",10,19.4133932605095
2021,"Guanajuato",,"Instalaciones de la escuela o trabajo <sup>2</sup>",11,19.6239877585407
2016,"Guanajuato",,"Instalaciones de la escuela o trabajo <sup>2</sup>",11,15.8536183397333
2011,"Guanajuato",,"Instalaciones de la escuela o trabajo <sup>2</sup>",11,15.8494056283358
2021,"Guerrero",,"Instalaciones de la escuela o trabajo <sup>2</sup>",12,14.7669695159817
2016,"Guerrero",,"Instalaciones de la escuela o trabajo <sup>2</sup>",12,16.6736853619186
2011,"Guerrero",,"Instalaciones de la escuela o trabajo <sup>2</sup>",12,17.1921915607627
2021,"Hidalgo",,"Instalaciones de la escuela o trabajo <sup>2</sup>",13,15.50716266647
2016,"Hidalgo",,"Instalaciones de la escuela o trabajo <sup>2</sup>",13,13.6621370612963
2011,"Hidalgo",,"Instalaciones de la escuela o trabajo <sup>2</sup>",13,18.6266612968184
2021,"Jalisco",,"Instalaciones de la escuela o trabajo <sup>2</sup>",14,16.9039023239782
2016,"Jalisco",,"Instalaciones de la escuela o trabajo <sup>2</sup>",14,15.029597416952702
2011,"Jalisco",,"Instalaciones de la escuela o trabajo <sup>2</sup>",14,16.4703700823668
2021,"México",,"Instalaciones de la escuela o trabajo <sup>2</sup>",15,15.1958038117208
2016,"México",,"Instalaciones de la escuela o trabajo <sup>2</sup>",15,14.7612228603807
2011,"México",,"Instalaciones de la escuela o trabajo <sup>2</sup>",15,13.299431863441702
2021,"Michoacán de Ocampo",,"Instalaciones de la escuela o trabajo <sup>2</sup>",16,17.3944628299298
2016,"Michoacán de Ocampo",,"Instalaciones de la escuela o trabajo <sup>2</sup>",16,13.8842772355534
2011,"Michoacán de Ocampo",,"Instalaciones de la escuela o trabajo <sup>2</sup>",16,16.9743012026151
2021,"Morelos",,"Instalaciones de la escuela o trabajo <sup>2</sup>",17,17.0257272864506
2016,"Morelos",,"Instalaciones de la escuela o trabajo <sup>2</sup>",17,15.4452521865342
2011,"Morelos",,"Instalaciones de la escuela o trabajo <sup>2</sup>",17,15.8332458058417
2021,"Nayarit",,"Instalaciones de la escuela o trabajo <sup>2</sup>",18,19.6890973283448
2016,"Nayarit",,"Instalaciones de la escuela o trabajo <sup>2</sup>",18,18.1721875891293
2011,"Nayarit",,"Instalaciones de la escuela o trabajo <sup>2</sup>",18,19.0061767911829
2021,"Nuevo León",,"Instalaciones de la escuela o trabajo <sup>2</sup>",19,13.2928620317224
2016,"Nuevo León",,"Instalaciones de la escuela o trabajo <sup>2</sup>",19,10.8302295978502
2011,"Nuevo León",,"Instalaciones de la escuela o trabajo <sup>2</sup>",19,15.4218866511506
2021,"Oaxaca",,"Instalaciones de la escuela o trabajo <sup>2</sup>",20,14.7374821063001
2016,"Oaxaca",,"Instalaciones de la escuela o trabajo <sup>2</sup>",20,11.964079086381199
2011,"Oaxaca",,"Instalaciones de la escuela o trabajo <sup>2</sup>",20,13.9670508531583
2021,"Puebla",,"Instalaciones de la escuela o trabajo <sup>2</sup>",21,16.2573945693305
2016,"Puebla",,"Instalaciones de la escuela o trabajo <sup>2</sup>",21,13.6286183429203
2011,"Puebla",,"Instalaciones de la escuela o trabajo <sup>2</sup>",21,14.8197324766792
2021,"Querétaro",,"Instalaciones de la escuela o trabajo <sup>2</sup>",22,16.0823016325017
2016,"Querétaro",,"Instalaciones de la escuela o trabajo <sup>2</sup>",22,13.6493094238129
2011,"Querétaro",,"Instalaciones de la escuela o trabajo <sup>2</sup>",22,19.8124792889028
2021,"Quintana Roo",,"Instalaciones de la escuela o trabajo <sup>2</sup>",23,17.9943573367905
2016,"Quintana Roo",,"Instalaciones de la escuela o trabajo <sup>2</sup>",23,15.7918230132935
2011,"Quintana Roo",,"Instalaciones de la escuela o trabajo <sup>2</sup>",23,18.0280157758738
2021,"San Luis Potosí",,"Instalaciones de la escuela o trabajo <sup>2</sup>",24,13.259690006269102
2016,"San Luis Potosí",,"Instalaciones de la escuela o trabajo <sup>2</sup>",24,9.02453574731957
2011,"San Luis Potosí",,"Instalaciones de la escuela o trabajo <sup>2</sup>",24,22.615195328890803
2021,"Sinaloa",,"Instalaciones de la escuela o trabajo <sup>2</sup>",25,17.1134303897468
2016,"Sinaloa",,"Instalaciones de la escuela o trabajo <sup>2</sup>",25,18.7796786573863
2011,"Sinaloa",,"Instalaciones de la escuela o trabajo <sup>2</sup>",25,19.6442449592637
2021,"Sonora",,"Instalaciones de la escuela o trabajo <sup>2</sup>",26,23.4414642607849
2016,"Sonora",,"Instalaciones de la escuela o trabajo <sup>2</sup>",26,15.624061113218
2011,"Sonora",,"Instalaciones de la escuela o trabajo <sup>2</sup>",26,20.7941706689419
2021,"Tabasco",,"Instalaciones de la escuela o trabajo <sup>2</sup>",27,15.767803723005
2016,"Tabasco",,"Instalaciones de la escuela o trabajo <sup>2</sup>",27,13.530365979699
2011,"Tabasco",,"Instalaciones de la escuela o trabajo <sup>2</sup>",27,17.2838183167093
2021,"Tamaulipas",,"Instalaciones de la escuela o trabajo <sup>2</sup>",28,14.114110404183899
2016,"Tamaulipas",,"Instalaciones de la escuela o trabajo <sup>2</sup>",28,13.9701934647783
2011,"Tamaulipas",,"Instalaciones de la escuela o trabajo <sup>2</sup>",28,19.0768333900105
2021,"Tlaxcala",,"Instalaciones de la escuela o trabajo <sup>2</sup>",29,18.6767912705459
2016,"Tlaxcala",,"Instalaciones de la escuela o trabajo <sup>2</sup>",29,15.4324870071833
2011,"Tlaxcala",,"Instalaciones de la escuela o trabajo <sup>2</sup>",29,17.874297044596
2021,"Veracruz de Ignacio de la Llave",,"Instalaciones de la escuela o trabajo <sup>2</sup>",30,18.2335335539605
2016,"Veracruz de Ignacio de la Llave",,"Instalaciones de la escuela o trabajo <sup>2</sup>",30,14.6012971286305
2011,"Veracruz de Ignacio de la Llave",,"Instalaciones de la escuela o trabajo <sup>2</sup>",30,14.6478250019938
2021,"Yucatán",,"Instalaciones de la escuela o trabajo <sup>2</sup>",31,15.846116009618902
2016,"Yucatán",,"Instalaciones de la escuela o trabajo <sup>2</sup>",31,14.6523407690861
2011,"Yucatán",,"Instalaciones de la escuela o trabajo <sup>2</sup>",31,17.1937935977549
2021,"Zacatecas",,"Instalaciones de la escuela o trabajo <sup>2</sup>",32,18.1996954535567
2016,"Zacatecas",,"Instalaciones de la escuela o trabajo <sup>2</sup>",32,16.2503105730355
2011,"Zacatecas",,"Instalaciones de la escuela o trabajo <sup>2</sup>",32,17.4526801885879
2021,"Estados Unidos Mexicanos",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",00,12.9601142809639
2016,"Estados Unidos Mexicanos",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",00,10.4979680043128
2011,"Estados Unidos Mexicanos",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",00,1.07460609235988
2021,"Aguascalientes",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",01,12.5516434001947
2016,"Aguascalientes",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",01,14.467871485943798
2011,"Aguascalientes",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",01,0.821671912725802
2021,"Baja California",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",02,12.4826300007314
2016,"Baja California",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",02,10.0427437561864
2011,"Baja California",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",02,1.59610983981693
2021,"Baja California Sur",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",03,13.4760990796294
2016,"Baja California Sur",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",03,8.81097197376267
2011,"Baja California Sur",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",03,0.545783088099716
2021,"Campeche",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",04,13.292286406087902
2016,"Campeche",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",04,9.9039534647773
2011,"Campeche",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",04,0.817921187250548
2021,"Coahuila de Zaragoza",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",05,15.9401785537542
2016,"Coahuila de Zaragoza",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",05,12.7027004666247
2011,"Coahuila de Zaragoza",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",05,1.45716504799025
2021,"Colima",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",06,9.2191674782131
2016,"Colima",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",06,11.9892594261679
2011,"Colima",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",06,0.518813153148702
2021,"Chiapas",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",07,15.353848636776698
2016,"Chiapas",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",07,13.4673847995212
2011,"Chiapas",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",07,1.6736066623959
2021,"Chihuahua",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",08,13.8790593370026
2016,"Chihuahua",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",08,12.5485617732365
2011,"Chihuahua",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",08,0.558502579965359
2021,"Ciudad de México",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",09,15.117711488000301
2016,"Ciudad de México",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",09,8.68626060660133
2011,"Ciudad de México",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",09,1.66919028048165
2021,"Durango",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",10,13.1527408815032
2016,"Durango",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",10,9.63080771008346
2011,"Durango",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",10,1.30434278962549
2021,"Guanajuato",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",11,9.81723776283892
2016,"Guanajuato",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",11,6.86215534716614
2011,"Guanajuato",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",11,0.302947598253275
2021,"Guerrero",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",12,17.0017522278608
2016,"Guerrero",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",12,16.0704421778009
2011,"Guerrero",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",12,1.20356274758825
2021,"Hidalgo",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",13,16.3448894569318
2016,"Hidalgo",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",13,10.9600156418027
2011,"Hidalgo",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",13,0.933405984222122
2021,"Jalisco",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",14,15.484842437546499
2016,"Jalisco",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",14,14.107132468439099
2011,"Jalisco",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",14,0.718192276940684
2021,"México",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",15,11.0733783709562
2016,"México",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",15,9.63334792798826
2011,"México",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",15,0.8086502709633651
2021,"Michoacán de Ocampo",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",16,16.6432588048538
2016,"Michoacán de Ocampo",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",16,8.88562380044931
2011,"Michoacán de Ocampo",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",16,1.4982138902529403
2021,"Morelos",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",17,13.6820426559703
2016,"Morelos",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",17,12.2133106442612
2011,"Morelos",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",17,1.09998185793811
2021,"Nayarit",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",18,9.72440322495653
2016,"Nayarit",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",18,11.8961278843934
2011,"Nayarit",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",18,0.08650968043324052
2021,"Nuevo León",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",19,10.8481293401182
2016,"Nuevo León",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",19,6.9265946914336896
2011,"Nuevo León",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",19,1.0610516257945
2021,"Oaxaca",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",20,9.52560530730987
2016,"Oaxaca",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",20,13.4356291190824
2011,"Oaxaca",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",20,1.17778485156067
2021,"Puebla",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",21,13.6181322173441
2016,"Puebla",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",21,7.81159315522601
2011,"Puebla",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",21,1.27615211950597
2021,"Querétaro",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",22,15.457738807367898
2016,"Querétaro",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",22,17.575548522125
2011,"Querétaro",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",22,0.474649616966531
2021,"Quintana Roo",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",23,10.953780106158598
2016,"Quintana Roo",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",23,8.6575346287436
2011,"Quintana Roo",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",23,1.6591867265061897
2021,"San Luis Potosí",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",24,10.0296158585356
2016,"San Luis Potosí",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",24,10.6002309633141
2011,"San Luis Potosí",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",24,0.837784210114573
2021,"Sinaloa",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",25,11.4819012850897
2016,"Sinaloa",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",25,9.66792428283354
2011,"Sinaloa",,"Mercado, plaza, tianguis, centro comercial, iglesia <sup>3</sup>",25,1.4661578630247003
