Year,Entidad federativa,"Jóvenes de 15 a 24 años","Jóvenes de 15 a 19 años","Jóvenes de 20 a 24 años",GeoCode,Value
2022,"Aguascalientes","Con Primaria completa",,,01,11.56271899
2021,"Aguascalientes","Con Primaria completa",,,01,15.51724138
2020,"Aguascalientes","Con Primaria completa",,,01,14.4124847
2019,"Aguascalientes","Con Primaria completa",,,01,11.71067738
2018,"Aguascalientes","Con Primaria completa",,,01,11.03219697
2017,"Aguascalientes","Con Primaria completa",,,01,9.211574197
2022,"Baja California","Con Primaria completa",,,02,15.51777434
2021,"Baja California","Con Primaria completa",,,02,13.37763652
2020,"Baja California","Con Primaria completa",,,02,4.263370333
2019,"Baja California","Con Primaria completa",,,02,17.75274873
2018,"Baja California","Con Primaria completa",,,02,9.352092693
2017,"Baja California","Con Primaria completa",,,02,6.985112538
2022,"Baja California Sur","Con Primaria completa",,,03,4.995196926
2021,"Baja California Sur","Con Primaria completa",,,03,5.633017289
2020,"Baja California Sur","Con Primaria completa",,,03,4.474431818
2019,"Baja California Sur","Con Primaria completa",,,03,5.989731888
2018,"Baja California Sur","Con Primaria completa",,,03,5.187713311
2017,"Baja California Sur","Con Primaria completa",,,03,8.047619048
2022,"Campeche","Con Primaria completa",,,04,5.498821681
2021,"Campeche","Con Primaria completa",,,04,6.935994159
2020,"Campeche","Con Primaria completa",,,04,7.785671995
2019,"Campeche","Con Primaria completa",,,04,5.880736466
2018,"Campeche","Con Primaria completa",,,04,9.704830054
2017,"Campeche","Con Primaria completa",,,04,7.934131737
2022,"Coahuila de Zaragoza","Con Primaria completa",,,05,6.989708405
2021,"Coahuila de Zaragoza","Con Primaria completa",,,05,20.91097308
2020,"Coahuila de Zaragoza","Con Primaria completa",,,05,10.20042949
2019,"Coahuila de Zaragoza","Con Primaria completa",,,05,8.808562906
2018,"Coahuila de Zaragoza","Con Primaria completa",,,05,4.563822201
2017,"Coahuila de Zaragoza","Con Primaria completa",,,05,15.23219814
2022,"Colima","Con Primaria completa",,,06,6.285147205
2021,"Colima","Con Primaria completa",,,06,16.56912948
2020,"Colima","Con Primaria completa",,,06,18.75
2019,"Colima","Con Primaria completa",,,06,18.63333333
2018,"Colima","Con Primaria completa",,,06,20.30276046
2017,"Colima","Con Primaria completa",,,06,10.10770505
2022,"Chiapas","Con Primaria completa",,,07,9.041106386
2021,"Chiapas","Con Primaria completa",,,07,12.27289451
2020,"Chiapas","Con Primaria completa",,,07,20.137958
2019,"Chiapas","Con Primaria completa",,,07,9.271381432
2018,"Chiapas","Con Primaria completa",,,07,11.45513275
2017,"Chiapas","Con Primaria completa",,,07,8.136780815
2022,"Chihuahua","Con Primaria completa",,,08,12.62870515
2021,"Chihuahua","Con Primaria completa",,,08,13.72703619
2020,"Chihuahua","Con Primaria completa",,,08,19.03892018
2019,"Chihuahua","Con Primaria completa",,,08,13.01509985
2018,"Chihuahua","Con Primaria completa",,,08,3.047825563
2017,"Chihuahua","Con Primaria completa",,,08,5.839587242
2022,"Ciudad de México","Con Primaria completa",,,09,11.47350873
2021,"Ciudad de México","Con Primaria completa",,,09,13.34725345
2020,"Ciudad de México","Con Primaria completa",,,09,26.022211
2019,"Ciudad de México","Con Primaria completa",,,09,11.55217495
2018,"Ciudad de México","Con Primaria completa",,,09,11.53066219
2017,"Ciudad de México","Con Primaria completa",,,09,7.567475231
2022,"Durango","Con Primaria completa",,,10,13.59223301
2021,"Durango","Con Primaria completa",,,10,11.31034483
2020,"Durango","Con Primaria completa",,,10,14.13005272
2019,"Durango","Con Primaria completa",,,10,16.08461385
2018,"Durango","Con Primaria completa",,,10,20.93476144
2017,"Durango","Con Primaria completa",,,10,13.88239875
2022,"Guanajuato","Con Primaria completa",,,11,15.84141274
2021,"Guanajuato","Con Primaria completa",,,11,19.32297155
2020,"Guanajuato","Con Primaria completa",,,11,27.04359339
2019,"Guanajuato","Con Primaria completa",,,11,16.33203871
2018,"Guanajuato","Con Primaria completa",,,11,14.37306767
2017,"Guanajuato","Con Primaria completa",,,11,13.22778656
2022,"Guerrero","Con Primaria completa",,,12,14.44089457
2021,"Guerrero","Con Primaria completa",,,12,8.321904389
2020,"Guerrero","Con Primaria completa",,,12,17.51128611
2019,"Guerrero","Con Primaria completa",,,12,6.038099831
2018,"Guerrero","Con Primaria completa",,,12,7.128595726
2017,"Guerrero","Con Primaria completa",,,12,3.892187933
2022,"Hidalgo","Con Primaria completa",,,13,7.233065442
2021,"Hidalgo","Con Primaria completa",,,13,2.83446712
2020,"Hidalgo","Con Primaria completa",,,13,5.951487872
2019,"Hidalgo","Con Primaria completa",,,13,12.7428648
2018,"Hidalgo","Con Primaria completa",,,13,12.56836461
2017,"Hidalgo","Con Primaria completa",,,13,7.01099357
2022,"Jalisco","Con Primaria completa",,,14,9.816376447
2021,"Jalisco","Con Primaria completa",,,14,6.727236288
2020,"Jalisco","Con Primaria completa",,,14,10.26520539
2019,"Jalisco","Con Primaria completa",,,14,11.52328997
2018,"Jalisco","Con Primaria completa",,,14,9.270874686
2017,"Jalisco","Con Primaria completa",,,14,9.08230842
2022,"México","Con Primaria completa",,,15,6.757233027
2021,"México","Con Primaria completa",,,15,14.50902884
2020,"México","Con Primaria completa",,,15,10.12126454
2019,"México","Con Primaria completa",,,15,5.533523072
2018,"México","Con Primaria completa",,,15,6.692743536
2017,"México","Con Primaria completa",,,15,5.243113772
2022,"Michoacán de Ocampo","Con Primaria completa",,,16,15.03201765
2021,"Michoacán de Ocampo","Con Primaria completa",,,16,12.98894207
2020,"Michoacán de Ocampo","Con Primaria completa",,,16,7.923443726
2019,"Michoacán de Ocampo","Con Primaria completa",,,16,16.63061564
2018,"Michoacán de Ocampo","Con Primaria completa",,,16,11.56246904
2017,"Michoacán de Ocampo","Con Primaria completa",,,16,13.89572464
2022,"Morelos","Con Primaria completa",,,17,21.98081816
2021,"Morelos","Con Primaria completa",,,17,13.54301573
2020,"Morelos","Con Primaria completa",,,17,17.62669621
2019,"Morelos","Con Primaria completa",,,17,6.039740311
2018,"Morelos","Con Primaria completa",,,17,6.365596278
2017,"Morelos","Con Primaria completa",,,17,8.897308597
2022,"Nayarit","Con Primaria completa",,,18,8.443377351
2021,"Nayarit","Con Primaria completa",,,18,6.301502666
2020,"Nayarit","Con Primaria completa",,,18,3.418525151
2019,"Nayarit","Con Primaria completa",,,18,9.264793784
2018,"Nayarit","Con Primaria completa",,,18,11.80344478
2017,"Nayarit","Con Primaria completa",,,18,13.44942571
2022,"Nuevo León","Con Primaria completa",,,19,6.698938164
2021,"Nuevo León","Con Primaria completa",,,19,14.37255167
2020,"Nuevo León","Con Primaria completa",,,19,7.301447034
2019,"Nuevo León","Con Primaria completa",,,19,10.38578901
2018,"Nuevo León","Con Primaria completa",,,19,7.527013752
2017,"Nuevo León","Con Primaria completa",,,19,8.47107438
2022,"Oaxaca","Con Primaria completa",,,20,13.69394643
2021,"Oaxaca","Con Primaria completa",,,20,7.817869416
2020,"Oaxaca","Con Primaria completa",,,20,3.854002412
2019,"Oaxaca","Con Primaria completa",,,20,13.00726625
2018,"Oaxaca","Con Primaria completa",,,20,9.514375028
2017,"Oaxaca","Con Primaria completa",,,20,10.1273805
2022,"Puebla","Con Primaria completa",,,21,12.98676012
2021,"Puebla","Con Primaria completa",,,21,16.53769205
2020,"Puebla","Con Primaria completa",,,21,18.74948479
2019,"Puebla","Con Primaria completa",,,21,15.01644255
2018,"Puebla","Con Primaria completa",,,21,13.20342884
2017,"Puebla","Con Primaria completa",,,21,15.58726236
2022,"Querétaro","Con Primaria completa",,,22,14.35826408
2021,"Querétaro","Con Primaria completa",,,22,21.20264803
2020,"Querétaro","Con Primaria completa",,,22,17.16744252
2019,"Querétaro","Con Primaria completa",,,22,5.15681544
2018,"Querétaro","Con Primaria completa",,,22,6.748177757
2017,"Querétaro","Con Primaria completa",,,22,10.57236062
2022,"Quintana Roo","Con Primaria completa",,,23,8.553127355
2021,"Quintana Roo","Con Primaria completa",,,23,12.10568886
2020,"Quintana Roo","Con Primaria completa",,,23,16.31151311
2019,"Quintana Roo","Con Primaria completa",,,23,8.917835671
2018,"Quintana Roo","Con Primaria completa",,,23,11.24308493
2017,"Quintana Roo","Con Primaria completa",,,23,11.5122517
2022,"San Luis Potosí","Con Primaria completa",,,24,14.19723678
2021,"San Luis Potosí","Con Primaria completa",,,24,12.19512195
2020,"San Luis Potosí","Con Primaria completa",,,24,19.46753539
2019,"San Luis Potosí","Con Primaria completa",,,24,14.71820658
2018,"San Luis Potosí","Con Primaria completa",,,24,9.748201439
2017,"San Luis Potosí","Con Primaria completa",,,24,11.006374
2022,"Sinaloa","Con Primaria completa",,,25,18.28756674
2021,"Sinaloa","Con Primaria completa",,,25,22.76509117
2020,"Sinaloa","Con Primaria completa",,,25,24.22298964
2019,"Sinaloa","Con Primaria completa",,,25,14.93311493
2018,"Sinaloa","Con Primaria completa",,,25,9.137622878
2017,"Sinaloa","Con Primaria completa",,,25,12.55164712
2022,"Sonora","Con Primaria completa",,,26,12.58910558
2021,"Sonora","Con Primaria completa",,,26,1.281283679
2020,"Sonora","Con Primaria completa",,,26,10.05567154
2019,"Sonora","Con Primaria completa",,,26,11.40434842
2018,"Sonora","Con Primaria completa",,,26,17.17715232
2017,"Sonora","Con Primaria completa",,,26,8.70284971
2022,"Tabasco","Con Primaria completa",,,27,12.09627329
2021,"Tabasco","Con Primaria completa",,,27,8.129431739
2020,"Tabasco","Con Primaria completa",,,27,8.30370978
2019,"Tabasco","Con Primaria completa",,,27,14.84832905
2018,"Tabasco","Con Primaria completa",,,27,10.01790365
2017,"Tabasco","Con Primaria completa",,,27,7.010816126
2022,"Tamaulipas","Con Primaria completa",,,28,15.54868624
2021,"Tamaulipas","Con Primaria completa",,,28,17.33897202
2020,"Tamaulipas","Con Primaria completa",,,28,12.40875912
2019,"Tamaulipas","Con Primaria completa",,,28,5.547955616
2018,"Tamaulipas","Con Primaria completa",,,28,7.826937711
2017,"Tamaulipas","Con Primaria completa",,,28,13.75926982
2022,"Tlaxcala","Con Primaria completa",,,29,11.6217644
2021,"Tlaxcala","Con Primaria completa",,,29,21.20781528
2020,"Tlaxcala","Con Primaria completa",,,29,67.94896958
2019,"Tlaxcala","Con Primaria completa",,,29,21.84734513
2018,"Tlaxcala","Con Primaria completa",,,29,10.28132992
2017,"Tlaxcala","Con Primaria completa",,,29,6.337047354
2022,"Veracruz de Ignacio de la Llave","Con Primaria completa",,,30,15.79505675
2021,"Veracruz de Ignacio de la Llave","Con Primaria completa",,,30,13.71073014
2020,"Veracruz de Ignacio de la Llave","Con Primaria completa",,,30,22.85258651
2019,"Veracruz de Ignacio de la Llave","Con Primaria completa",,,30,13.26089367
2018,"Veracruz de Ignacio de la Llave","Con Primaria completa",,,30,10.26097893
2017,"Veracruz de Ignacio de la Llave","Con Primaria completa",,,30,13.84851744
2022,"Yucatán","Con Primaria completa",,,31,13.00516917
2021,"Yucatán","Con Primaria completa",,,31,11.1575179
2020,"Yucatán","Con Primaria completa",,,31,6.33172746
2019,"Yucatán","Con Primaria completa",,,31,6.673161227
2018,"Yucatán","Con Primaria completa",,,31,9.846665435
2017,"Yucatán","Con Primaria completa",,,31,10.6544771
2022,"Zacatecas","Con Primaria completa",,,32,20.44164038
2021,"Zacatecas","Con Primaria completa",,,32,15.76586679
2020,"Zacatecas","Con Primaria completa",,,32,20.19902604
2019,"Zacatecas","Con Primaria completa",,,32,12.56659354
2018,"Zacatecas","Con Primaria completa",,,32,10.44106653
2017,"Zacatecas","Con Primaria completa",,,32,10.29876123
2022,"Estados Unidos Mexicanos","Con Primaria incompleta",,,00,7.747882479
2021,"Estados Unidos Mexicanos","Con Primaria incompleta",,,00,9.137374954
2020,"Estados Unidos Mexicanos","Con Primaria incompleta",,,00,9.067288162
2019,"Estados Unidos Mexicanos","Con Primaria incompleta",,,00,8.27661629
2018,"Estados Unidos Mexicanos","Con Primaria incompleta",,,00,7.186693536
2017,"Estados Unidos Mexicanos","Con Primaria incompleta",,,00,7.11921209
2022,"Aguascalientes","Con Primaria incompleta",,,01,7.57327226
2021,"Aguascalientes","Con Primaria incompleta",,,01,9.833106375
2020,"Aguascalientes","Con Primaria incompleta",,,01,9.751422758
2019,"Aguascalientes","Con Primaria incompleta",,,01,9.030004581
2018,"Aguascalientes","Con Primaria incompleta",,,01,6.712141883
2017,"Aguascalientes","Con Primaria incompleta",,,01,6.090694436
2022,"Baja California","Con Primaria incompleta",,,02,7.608785175
2021,"Baja California","Con Primaria incompleta",,,02,8.06076244
2020,"Baja California","Con Primaria incompleta",,,02,6.349966915
2019,"Baja California","Con Primaria incompleta",,,02,8.173170468
2018,"Baja California","Con Primaria incompleta",,,02,8.697890861
2017,"Baja California","Con Primaria incompleta",,,02,7.65844395
2022,"Baja California Sur","Con Primaria incompleta",,,03,6.568497684
2021,"Baja California Sur","Con Primaria incompleta",,,03,5.265195509
2020,"Baja California Sur","Con Primaria incompleta",,,03,9.394385112
2019,"Baja California Sur","Con Primaria incompleta",,,03,7.01512242
2018,"Baja California Sur","Con Primaria incompleta",,,03,4.296296296
2017,"Baja California Sur","Con Primaria incompleta",,,03,8.759208771
2022,"Campeche","Con Primaria incompleta",,,04,3.246588116
2021,"Campeche","Con Primaria incompleta",,,04,5.092341119
2020,"Campeche","Con Primaria incompleta",,,04,4.737261146
2019,"Campeche","Con Primaria incompleta",,,04,4.3376224
2018,"Campeche","Con Primaria incompleta",,,04,3.686292945
2017,"Campeche","Con Primaria incompleta",,,04,3.152827047
2022,"Coahuila de Zaragoza","Con Primaria incompleta",,,05,6.364759439
2021,"Coahuila de Zaragoza","Con Primaria incompleta",,,05,8.358097438
2020,"Coahuila de Zaragoza","Con Primaria incompleta",,,05,8.170259812
2019,"Coahuila de Zaragoza","Con Primaria incompleta",,,05,8.12521208
2018,"Coahuila de Zaragoza","Con Primaria incompleta",,,05,6.904111191
2017,"Coahuila de Zaragoza","Con Primaria incompleta",,,05,5.789680461
2022,"Colima","Con Primaria incompleta",,,06,8.633933509
2021,"Colima","Con Primaria incompleta",,,06,7.45900194
2020,"Colima","Con Primaria incompleta",,,06,5.710909807
2019,"Colima","Con Primaria incompleta",,,06,8.535053665
2018,"Colima","Con Primaria incompleta",,,06,8.883364619
2017,"Colima","Con Primaria incompleta",,,06,8.891651701
2022,"Chiapas","Con Primaria incompleta",,,07,5.234955038
2021,"Chiapas","Con Primaria incompleta",,,07,7.453421741
2020,"Chiapas","Con Primaria incompleta",,,07,6.706507992
2019,"Chiapas","Con Primaria incompleta",,,07,7.390138138
2018,"Chiapas","Con Primaria incompleta",,,07,7.037449963
2017,"Chiapas","Con Primaria incompleta",,,07,7.122781308
2022,"Chihuahua","Con Primaria incompleta",,,08,10.0129598
2021,"Chihuahua","Con Primaria incompleta",,,08,9.218400256
2020,"Chihuahua","Con Primaria incompleta",,,08,12.86968577
2019,"Chihuahua","Con Primaria incompleta",,,08,9.595489568
2018,"Chihuahua","Con Primaria incompleta",,,08,8.863198459
2017,"Chihuahua","Con Primaria incompleta",,,08,9.143701186
2022,"Ciudad de México","Con Primaria incompleta",,,09,7.524252513
2021,"Ciudad de México","Con Primaria incompleta",,,09,9.24030687
2020,"Ciudad de México","Con Primaria incompleta",,,09,6.010580756
2019,"Ciudad de México","Con Primaria incompleta",,,09,7.091269979
2018,"Ciudad de México","Con Primaria incompleta",,,09,4.675765003
2017,"Ciudad de México","Con Primaria incompleta",,,09,5.099230727
2022,"Durango","Con Primaria incompleta",,,10,10.09934958
2021,"Durango","Con Primaria incompleta",,,10,9.05895836
2020,"Durango","Con Primaria incompleta",,,10,8.029544316
2019,"Durango","Con Primaria incompleta",,,10,9.909551734
2018,"Durango","Con Primaria incompleta",,,10,9.915911048
2017,"Durango","Con Primaria incompleta",,,10,7.955112219
2022,"Guanajuato","Con Primaria incompleta",,,11,11.71260391
2021,"Guanajuato","Con Primaria incompleta",,,11,14.68340611
2020,"Guanajuato","Con Primaria incompleta",,,11,17.90769897
2019,"Guanajuato","Con Primaria incompleta",,,11,14.27869513
2018,"Guanajuato","Con Primaria incompleta",,,11,11.1539267
2017,"Guanajuato","Con Primaria incompleta",,,11,10.43990033
2022,"Guerrero","Con Primaria incompleta",,,12,8.481434392
2021,"Guerrero","Con Primaria incompleta",,,12,11.26745693
2020,"Guerrero","Con Primaria incompleta",,,12,6.295376566
2019,"Guerrero","Con Primaria incompleta",,,12,5.217265673
2018,"Guerrero","Con Primaria incompleta",,,12,3.682450976
2017,"Guerrero","Con Primaria incompleta",,,12,3.476854524
2022,"Hidalgo","Con Primaria incompleta",,,13,4.645139538
2021,"Hidalgo","Con Primaria incompleta",,,13,2.365324115
2020,"Hidalgo","Con Primaria incompleta",,,13,4.658575264
2019,"Hidalgo","Con Primaria incompleta",,,13,5.014638907
2018,"Hidalgo","Con Primaria incompleta",,,13,4.107769806
2017,"Hidalgo","Con Primaria incompleta",,,13,2.737319092
2022,"Jalisco","Con Primaria incompleta",,,14,4.924385542
2021,"Jalisco","Con Primaria incompleta",,,14,8.091149931
2020,"Jalisco","Con Primaria incompleta",,,14,10.95956253
2019,"Jalisco","Con Primaria incompleta",,,14,7.274653447
2018,"Jalisco","Con Primaria incompleta",,,14,7.088408408
2017,"Jalisco","Con Primaria incompleta",,,14,6.414954502
2022,"México","Con Primaria incompleta",,,15,4.813226432
2021,"México","Con Primaria incompleta",,,15,5.48268888
2020,"México","Con Primaria incompleta",,,15,6.074234491
2019,"México","Con Primaria incompleta",,,15,4.389101221
2018,"México","Con Primaria incompleta",,,15,3.963413131
2017,"México","Con Primaria incompleta",,,15,4.728594891
2022,"Michoacán de Ocampo","Con Primaria incompleta",,,16,9.479594444
2021,"Michoacán de Ocampo","Con Primaria incompleta",,,16,9.685943317
2020,"Michoacán de Ocampo","Con Primaria incompleta",,,16,10.09936939
2019,"Michoacán de Ocampo","Con Primaria incompleta",,,16,12.06074202
2018,"Michoacán de Ocampo","Con Primaria incompleta",,,16,10.24713215
2017,"Michoacán de Ocampo","Con Primaria incompleta",,,16,7.116978173
2022,"Morelos","Con Primaria incompleta",,,17,6.114148262
