Year,Entidad federativa,Principales ciudades,"Habilidades para uso de PC",GeoCode,Value
2017,"Michoacán de Ocampo","Uruapan","Copiar archivos entre carpetas",161020001,27.231977093597
2016 P/,"Michoacán de Ocampo","Uruapan","Copiar archivos entre carpetas",161020001,32.2738769903072
2018,"Michoacán de Ocampo","Uruapan","Crear archivos de texto",161020001,33.9812575461366
2017,"Michoacán de Ocampo","Uruapan","Crear archivos de texto",161020001,31.3856766078312
2016 P/,"Michoacán de Ocampo","Uruapan","Crear archivos de texto",161020001,34.580547891738
2018,"Michoacán de Ocampo","Uruapan","Crear hojas de cálculo",161020001,25.3800636211737
2017,"Michoacán de Ocampo","Uruapan","Crear hojas de cálculo",161020001,21.6776337195726
2016 P/,"Michoacán de Ocampo","Uruapan","Crear hojas de cálculo",161020001,22.8792059052
2018,"Michoacán de Ocampo","Uruapan","Crear presentaciones",161020001,27.898744397636097
2017,"Michoacán de Ocampo","Uruapan","Crear presentaciones",161020001,24.4961471767016
2016 P/,"Michoacán de Ocampo","Uruapan","Crear presentaciones",161020001,25.6531039417745
2018,"Michoacán de Ocampo","Uruapan","Crear / usar base de datos",161020001,18.0056892729917
2017,"Michoacán de Ocampo","Uruapan","Crear / usar base de datos",161020001,15.922323407480599
2016 P/,"Michoacán de Ocampo","Uruapan","Crear / usar base de datos",161020001,22.3683555977331
2018,"Michoacán de Ocampo","Uruapan","Descargar contenidos de Internet (música, videos, documentos, etcétera)",161020001,39.365133952101
2017,"Michoacán de Ocampo","Uruapan","Descargar contenidos de Internet (música, videos, documentos, etcétera)",161020001,34.5552123167851
2016 P/,"Michoacán de Ocampo","Uruapan","Descargar contenidos de Internet (música, videos, documentos, etcétera)",161020001,39.8111193170295
2018,"Michoacán de Ocampo","Uruapan","Enviar y recibir correo electrónico",161020001,32.6602397568789
2017,"Michoacán de Ocampo","Uruapan","Enviar y recibir correo electrónico",161020001,30.375482799144105
2016 P/,"Michoacán de Ocampo","Uruapan","Enviar y recibir correo electrónico",161020001,33.8439285345293
2018,"Michoacán de Ocampo","Uruapan","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",161020001,21.3276714725199
2017,"Michoacán de Ocampo","Uruapan","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",161020001,18.6700199435761
2016 P/,"Michoacán de Ocampo","Uruapan","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",161020001,20.4519972907714
2018,"Morelos",,"Copiar archivos entre carpetas",17,32.8097017284847
2017,"Morelos",,"Copiar archivos entre carpetas",17,35.6296470806806
2016 P/,"Morelos",,"Copiar archivos entre carpetas",17,34.6335098869856
2018,"Morelos",,"Crear archivos de texto",17,36.4475749802738
2017,"Morelos",,"Crear archivos de texto",17,39.564881878043096
2016 P/,"Morelos",,"Crear archivos de texto",17,38.1613886745208
2018,"Morelos",,"Crear hojas de cálculo",17,25.7204677108507
2017,"Morelos",,"Crear hojas de cálculo",17,25.774184685135896
2016 P/,"Morelos",,"Crear hojas de cálculo",17,23.9274521555857
2018,"Morelos",,"Crear presentaciones",17,29.6102317934506
2017,"Morelos",,"Crear presentaciones",17,31.685346856115398
2016 P/,"Morelos",,"Crear presentaciones",17,30.9723227909577
2018,"Morelos",,"Crear / usar base de datos",17,21.019055395638
2017,"Morelos",,"Crear / usar base de datos",17,20.312376714387003
2016 P/,"Morelos",,"Crear / usar base de datos",17,22.4413281839621
2018,"Morelos",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",17,38.2803680762326
2017,"Morelos",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",17,40.821171018164996
2016 P/,"Morelos",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",17,40.0257203950371
2018,"Morelos",,"Enviar y recibir correo electrónico",17,34.3697643025439
2017,"Morelos",,"Enviar y recibir correo electrónico",17,36.829473158781
2016 P/,"Morelos",,"Enviar y recibir correo electrónico",17,36.2057087255987
2018,"Morelos",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",17,21.6404520948288
2017,"Morelos",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",17,23.0276959992927
2016 P/,"Morelos",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",17,20.2366661922531
2018,"Morelos","Cuernavaca","Copiar archivos entre carpetas",170070001,39.6345950054261
2017,"Morelos","Cuernavaca","Copiar archivos entre carpetas",170070001,39.6766083055242
2016 P/,"Morelos","Cuernavaca","Copiar archivos entre carpetas",170070001,43.2291515342009
2018,"Morelos","Cuernavaca","Crear archivos de texto",170070001,43.1469666692596
2017,"Morelos","Cuernavaca","Crear archivos de texto",170070001,43.4406734279389
2016 P/,"Morelos","Cuernavaca","Crear archivos de texto",170070001,46.3289848679745
2018,"Morelos","Cuernavaca","Crear hojas de cálculo",170070001,32.7051115126675
2017,"Morelos","Cuernavaca","Crear hojas de cálculo",170070001,29.892964663318697
2016 P/,"Morelos","Cuernavaca","Crear hojas de cálculo",170070001,31.4346766120533
2018,"Morelos","Cuernavaca","Crear presentaciones",170070001,37.0340142647458
2017,"Morelos","Cuernavaca","Crear presentaciones",170070001,36.2410286886049
2016 P/,"Morelos","Cuernavaca","Crear presentaciones",170070001,37.8535714380046
2018,"Morelos","Cuernavaca","Crear / usar base de datos",170070001,28.0747439015215
2017,"Morelos","Cuernavaca","Crear / usar base de datos",170070001,23.6781233877762
2016 P/,"Morelos","Cuernavaca","Crear / usar base de datos",170070001,29.589726387410497
2018,"Morelos","Cuernavaca","Descargar contenidos de Internet (música, videos, documentos, etcétera)",170070001,45.542617617840996
2017,"Morelos","Cuernavaca","Descargar contenidos de Internet (música, videos, documentos, etcétera)",170070001,46.1110058970658
2016 P/,"Morelos","Cuernavaca","Descargar contenidos de Internet (música, videos, documentos, etcétera)",170070001,46.8744139608717
2018,"Morelos","Cuernavaca","Enviar y recibir correo electrónico",170070001,42.5403387781492
2017,"Morelos","Cuernavaca","Enviar y recibir correo electrónico",170070001,42.6337615182169
2016 P/,"Morelos","Cuernavaca","Enviar y recibir correo electrónico",170070001,46.1995610154226
2018,"Morelos","Cuernavaca","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",170070001,28.2123414408337
2017,"Morelos","Cuernavaca","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",170070001,29.444317461976
2016 P/,"Morelos","Cuernavaca","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",170070001,28.2472840800737
2018,"Nayarit",,"Copiar archivos entre carpetas",18,30.0078776997801
2017,"Nayarit",,"Copiar archivos entre carpetas",18,29.049690399065707
2016 P/,"Nayarit",,"Copiar archivos entre carpetas",18,32.6940277598172
2018,"Nayarit",,"Crear archivos de texto",18,33.1434759216952
2017,"Nayarit",,"Crear archivos de texto",18,32.503206187611596
2016 P/,"Nayarit",,"Crear archivos de texto",18,36.4305393910657
2018,"Nayarit",,"Crear hojas de cálculo",18,22.2060467547042
2017,"Nayarit",,"Crear hojas de cálculo",18,24.3743416848461
2016 P/,"Nayarit",,"Crear hojas de cálculo",18,23.0209276261908
2018,"Nayarit",,"Crear presentaciones",18,28.1422912730312
2017,"Nayarit",,"Crear presentaciones",18,28.171613670919502
2016 P/,"Nayarit",,"Crear presentaciones",18,30.6912474675633
2018,"Nayarit",,"Crear / usar base de datos",18,14.9293102607681
2017,"Nayarit",,"Crear / usar base de datos",18,14.749256296687998
2016 P/,"Nayarit",,"Crear / usar base de datos",18,20.0118180381338
2018,"Nayarit",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",18,34.8911106872416
2017,"Nayarit",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",18,33.8442960710429
2016 P/,"Nayarit",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",18,40.4141881115565
2018,"Nayarit",,"Enviar y recibir correo electrónico",18,28.2327864561727
2017,"Nayarit",,"Enviar y recibir correo electrónico",18,27.193935788105204
2016 P/,"Nayarit",,"Enviar y recibir correo electrónico",18,33.8875059269796
2018,"Nayarit",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",18,19.2028554737183
2017,"Nayarit",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",18,20.2716555386616
2016 P/,"Nayarit",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",18,21.8023944997629
2018,"Nayarit","Tepic","Copiar archivos entre carpetas",180170001,45.24203382376461
2017,"Nayarit","Tepic","Copiar archivos entre carpetas",180170001,44.5893745984317
2016 P/,"Nayarit","Tepic","Copiar archivos entre carpetas",180170001,47.2825322024886
2018,"Nayarit","Tepic","Crear archivos de texto",180170001,49.8413261634415
2017,"Nayarit","Tepic","Crear archivos de texto",180170001,49.742609207236406
2016 P/,"Nayarit","Tepic","Crear archivos de texto",180170001,51.5328436713183
2018,"Nayarit","Tepic","Crear hojas de cálculo",180170001,37.4477750679674
2017,"Nayarit","Tepic","Crear hojas de cálculo",180170001,39.4441391019835
2016 P/,"Nayarit","Tepic","Crear hojas de cálculo",180170001,35.5715648506774
2018,"Nayarit","Tepic","Crear presentaciones",180170001,43.7804853670238
2017,"Nayarit","Tepic","Crear presentaciones",180170001,42.3467847438865
2016 P/,"Nayarit","Tepic","Crear presentaciones",180170001,44.4660199235794
2018,"Nayarit","Tepic","Crear / usar base de datos",180170001,25.9992703502319
2017,"Nayarit","Tepic","Crear / usar base de datos",180170001,25.9418954799855
2016 P/,"Nayarit","Tepic","Crear / usar base de datos",180170001,31.1930168427747
2018,"Nayarit","Tepic","Descargar contenidos de Internet (música, videos, documentos, etcétera)",180170001,51.0952242923397
2017,"Nayarit","Tepic","Descargar contenidos de Internet (música, videos, documentos, etcétera)",180170001,50.88751441775489
2016 P/,"Nayarit","Tepic","Descargar contenidos de Internet (música, videos, documentos, etcétera)",180170001,54.741624225237594
2018,"Nayarit","Tepic","Enviar y recibir correo electrónico",180170001,45.4164501039501
2017,"Nayarit","Tepic","Enviar y recibir correo electrónico",180170001,45.1818249845824
2016 P/,"Nayarit","Tepic","Enviar y recibir correo electrónico",180170001,49.6843608763873
2018,"Nayarit","Tepic","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",180170001,30.9563909323525
2017,"Nayarit","Tepic","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",180170001,33.7392237764584
2016 P/,"Nayarit","Tepic","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",180170001,33.8163923829581
2018,"Nuevo León",,"Copiar archivos entre carpetas",19,39.1174507820519
2017,"Nuevo León",,"Copiar archivos entre carpetas",19,35.2451756717801
2016 P/,"Nuevo León",,"Copiar archivos entre carpetas",19,40.8119692801859
2018,"Nuevo León",,"Crear archivos de texto",19,40.2368255862758
2017,"Nuevo León",,"Crear archivos de texto",19,35.792009755635306
2016 P/,"Nuevo León",,"Crear archivos de texto",19,40.1027909241573
2018,"Nuevo León",,"Crear hojas de cálculo",19,31.335849997255497
2017,"Nuevo León",,"Crear hojas de cálculo",19,26.792511355934398
2016 P/,"Nuevo León",,"Crear hojas de cálculo",19,28.4766098856977
2018,"Nuevo León",,"Crear presentaciones",19,35.7978315750115
2017,"Nuevo León",,"Crear presentaciones",19,31.5679841658792
2016 P/,"Nuevo León",,"Crear presentaciones",19,35.8875301132772
2018,"Nuevo León",,"Crear / usar base de datos",19,25.1962506742538
2017,"Nuevo León",,"Crear / usar base de datos",19,22.2234189936391
2016 P/,"Nuevo León",,"Crear / usar base de datos",19,28.5786319602248
2018,"Nuevo León",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",19,44.98990734401159
2017,"Nuevo León",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",19,41.4406386417591
2016 P/,"Nuevo León",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",19,47.2360282936664
2018,"Nuevo León",,"Enviar y recibir correo electrónico",19,40.8832012889545
2017,"Nuevo León",,"Enviar y recibir correo electrónico",19,38.2110883515803
2016 P/,"Nuevo León",,"Enviar y recibir correo electrónico",19,42.3192349091903
2018,"Nuevo León",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",19,29.3533477861983
2017,"Nuevo León",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",19,24.520531274663806
2016 P/,"Nuevo León",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",19,27.61801841822
2018,"Nuevo León","Monterrey","Copiar archivos entre carpetas",190390001,42.6652157802514
2017,"Nuevo León","Monterrey","Copiar archivos entre carpetas",190390001,38.4302293518562
2016 P/,"Nuevo León","Monterrey","Copiar archivos entre carpetas",190390001,44.08705312723631
2018,"Nuevo León","Monterrey","Crear archivos de texto",190390001,43.7876296036933
2017,"Nuevo León","Monterrey","Crear archivos de texto",190390001,38.9675254803333
2016 P/,"Nuevo León","Monterrey","Crear archivos de texto",190390001,43.225931436569
2018,"Nuevo León","Monterrey","Crear hojas de cálculo",190390001,34.3770313833668
2017,"Nuevo León","Monterrey","Crear hojas de cálculo",190390001,29.7423302497438
2016 P/,"Nuevo León","Monterrey","Crear hojas de cálculo",190390001,30.8869123788714
2018,"Nuevo León","Monterrey","Crear presentaciones",190390001,38.8951467645394
2017,"Nuevo León","Monterrey","Crear presentaciones",190390001,34.8460663392838
2016 P/,"Nuevo León","Monterrey","Crear presentaciones",190390001,38.7309452675998
2018,"Nuevo León","Monterrey","Crear / usar base de datos",190390001,27.896700083467596
2017,"Nuevo León","Monterrey","Crear / usar base de datos",190390001,24.6594991272497
2016 P/,"Nuevo León","Monterrey","Crear / usar base de datos",190390001,30.8810873997267
2018,"Nuevo León","Monterrey","Descargar contenidos de Internet (música, videos, documentos, etcétera)",190390001,48.1822649282212
2017,"Nuevo León","Monterrey","Descargar contenidos de Internet (música, videos, documentos, etcétera)",190390001,44.441420563049
2016 P/,"Nuevo León","Monterrey","Descargar contenidos de Internet (música, videos, documentos, etcétera)",190390001,50.4323531466089
2018,"Nuevo León","Monterrey","Enviar y recibir correo electrónico",190390001,44.761724548687
2017,"Nuevo León","Monterrey","Enviar y recibir correo electrónico",190390001,41.707999933309296
2016 P/,"Nuevo León","Monterrey","Enviar y recibir correo electrónico",190390001,46.13633877656989
2018,"Nuevo León","Monterrey","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",190390001,32.1558949741169
2017,"Nuevo León","Monterrey","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",190390001,26.823124741092602
2016 P/,"Nuevo León","Monterrey","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",190390001,30.101963492404497
2018,"Oaxaca",,"Copiar archivos entre carpetas",20,24.5581021477691
2017,"Oaxaca",,"Copiar archivos entre carpetas",20,25.941499470804303
2016 P/,"Oaxaca",,"Copiar archivos entre carpetas",20,23.610575593672404
2018,"Oaxaca",,"Crear archivos de texto",20,28.709776769844
2017,"Oaxaca",,"Crear archivos de texto",20,26.7661753298826
2016 P/,"Oaxaca",,"Crear archivos de texto",20,24.7772578068755
2018,"Oaxaca",,"Crear hojas de cálculo",20,18.7926655523088
2017,"Oaxaca",,"Crear hojas de cálculo",20,19.1176498733949
2016 P/,"Oaxaca",,"Crear hojas de cálculo",20,16.3118504188846
2018,"Oaxaca",,"Crear presentaciones",20,21.811779828958304
2017,"Oaxaca",,"Crear presentaciones",20,21.0398702698092
2016 P/,"Oaxaca",,"Crear presentaciones",20,20.5357659372527
2018,"Oaxaca",,"Crear / usar base de datos",20,13.6785057630066
2017,"Oaxaca",,"Crear / usar base de datos",20,12.014314942403699
2016 P/,"Oaxaca",,"Crear / usar base de datos",20,16.3811870486372
2018,"Oaxaca",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",20,28.2272645609636
2017,"Oaxaca",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",20,27.899756031341102
2016 P/,"Oaxaca",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",20,24.2904343960613
2018,"Oaxaca",,"Enviar y recibir correo electrónico",20,22.8730500330649
2017,"Oaxaca",,"Enviar y recibir correo electrónico",20,23.1123051470196
2016 P/,"Oaxaca",,"Enviar y recibir correo electrónico",20,21.3237954179144
2018,"Oaxaca",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",20,16.2394627928807
2017,"Oaxaca",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",20,14.188733804574099
2016 P/,"Oaxaca",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",20,12.608388652707598
2018,"Oaxaca","Oaxaca","Copiar archivos entre carpetas",200670001,46.4808122183395
2017,"Oaxaca","Oaxaca","Copiar archivos entre carpetas",200670001,47.4784377236262
2016 P/,"Oaxaca","Oaxaca","Copiar archivos entre carpetas",200670001,47.1943167907527
2018,"Oaxaca","Oaxaca","Crear archivos de texto",200670001,51.9564325190164
2017,"Oaxaca","Oaxaca","Crear archivos de texto",200670001,50.159871072355294
2016 P/,"Oaxaca","Oaxaca","Crear archivos de texto",200670001,50.4958760610865
2018,"Oaxaca","Oaxaca","Crear hojas de cálculo",200670001,37.1740109257392
2017,"Oaxaca","Oaxaca","Crear hojas de cálculo",200670001,37.5880381153252
2016 P/,"Oaxaca","Oaxaca","Crear hojas de cálculo",200670001,34.5497782504866
2018,"Oaxaca","Oaxaca","Crear presentaciones",200670001,41.9136778939064
2017,"Oaxaca","Oaxaca","Crear presentaciones",200670001,41.561324878238295
2016 P/,"Oaxaca","Oaxaca","Crear presentaciones",200670001,41.3228713050109
2018,"Oaxaca","Oaxaca","Crear / usar base de datos",200670001,29.2185825228018
2017,"Oaxaca","Oaxaca","Crear / usar base de datos",200670001,23.6740017721604
2016 P/,"Oaxaca","Oaxaca","Crear / usar base de datos",200670001,33.6587666312135
2018,"Oaxaca","Oaxaca","Descargar contenidos de Internet (música, videos, documentos, etcétera)",200670001,50.096825479047
2017,"Oaxaca","Oaxaca","Descargar contenidos de Internet (música, videos, documentos, etcétera)",200670001,49.8803692595581
2016 P/,"Oaxaca","Oaxaca","Descargar contenidos de Internet (música, videos, documentos, etcétera)",200670001,47.8589632959403
2018,"Oaxaca","Oaxaca","Enviar y recibir correo electrónico",200670001,47.1536098371499
2017,"Oaxaca","Oaxaca","Enviar y recibir correo electrónico",200670001,47.18109536958659
2016 P/,"Oaxaca","Oaxaca","Enviar y recibir correo electrónico",200670001,45.1704762095884
2018,"Oaxaca","Oaxaca","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",200670001,33.1019616124829
2017,"Oaxaca","Oaxaca","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",200670001,32.1355722551832
2016 P/,"Oaxaca","Oaxaca","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",200670001,31.0515542533764
2018,"Puebla",,"Copiar archivos entre carpetas",21,29.3306303490737
2017,"Puebla",,"Copiar archivos entre carpetas",21,29.836540360115098
2016 P/,"Puebla",,"Copiar archivos entre carpetas",21,33.075270285926
2018,"Puebla",,"Crear archivos de texto",21,32.1415836579222
2017,"Puebla",,"Crear archivos de texto",21,33.6761812260976
2016 P/,"Puebla",,"Crear archivos de texto",21,35.378779318818
2018,"Puebla",,"Crear hojas de cálculo",21,24.1509476176193
2017,"Puebla",,"Crear hojas de cálculo",21,24.0927978557736
2016 P/,"Puebla",,"Crear hojas de cálculo",21,22.726991548514196
2018,"Puebla",,"Crear presentaciones",21,27.307272537861696
2017,"Puebla",,"Crear presentaciones",21,27.8260994936403
2016 P/,"Puebla",,"Crear presentaciones",21,29.0863985285347
2018,"Puebla",,"Crear / usar base de datos",21,17.1234856890757
2017,"Puebla",,"Crear / usar base de datos",21,17.244766072159802
2016 P/,"Puebla",,"Crear / usar base de datos",21,20.8109793511421
2018,"Puebla",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",21,33.4139998643614
2017,"Puebla",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",21,33.0832978312459
2016 P/,"Puebla",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",21,35.7621283613214
2018,"Puebla",,"Enviar y recibir correo electrónico",21,28.954285586437795
2017,"Puebla",,"Enviar y recibir correo electrónico",21,29.420678021591
2016 P/,"Puebla",,"Enviar y recibir correo electrónico",21,30.5789782698554
2018,"Puebla",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",21,18.0613673912147
2017,"Puebla",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",21,18.1988652577539
2016 P/,"Puebla",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",21,17.7262728361035
2018,"Puebla","Puebla","Copiar archivos entre carpetas",211140001,43.2612002761503
2017,"Puebla","Puebla","Copiar archivos entre carpetas",211140001,41.737195574728105
2016 P/,"Puebla","Puebla","Copiar archivos entre carpetas",211140001,46.0436332969914
2018,"Puebla","Puebla","Crear archivos de texto",211140001,45.8251109386869
2017,"Puebla","Puebla","Crear archivos de texto",211140001,45.8241243085834
2016 P/,"Puebla","Puebla","Crear archivos de texto",211140001,47.9710966813081
2018,"Puebla","Puebla","Crear hojas de cálculo",211140001,36.6470856574963
2017,"Puebla","Puebla","Crear hojas de cálculo",211140001,35.6384755155296
2016 P/,"Puebla","Puebla","Crear hojas de cálculo",211140001,35.0232490494257
2018,"Puebla","Puebla","Crear presentaciones",211140001,39.6314330691985
2017,"Puebla","Puebla","Crear presentaciones",211140001,38.2571233468139
2016 P/,"Puebla","Puebla","Crear presentaciones",211140001,43.0204198221688
2018,"Puebla","Puebla","Crear / usar base de datos",211140001,27.0015294163169
2017,"Puebla","Puebla","Crear / usar base de datos",211140001,26.5005328584007
2016 P/,"Puebla","Puebla","Crear / usar base de datos",211140001,33.9628642996302
2018,"Puebla","Puebla","Descargar contenidos de Internet (música, videos, documentos, etcétera)",211140001,47.6938601368125
2017,"Puebla","Puebla","Descargar contenidos de Internet (música, videos, documentos, etcétera)",211140001,46.860972586223504
2016 P/,"Puebla","Puebla","Descargar contenidos de Internet (música, videos, documentos, etcétera)",211140001,51.04950310649989
2018,"Puebla","Puebla","Enviar y recibir correo electrónico",211140001,45.39988839944849
2017,"Puebla","Puebla","Enviar y recibir correo electrónico",211140001,44.79777367592019
2016 P/,"Puebla","Puebla","Enviar y recibir correo electrónico",211140001,47.4486731719362
2018,"Puebla","Puebla","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",211140001,28.8508808908494
2017,"Puebla","Puebla","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",211140001,29.3131298265367
2016 P/,"Puebla","Puebla","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",211140001,29.346745656236305
2018,"Puebla","Tehuacán","Copiar archivos entre carpetas",211560001,39.220393849474
2017,"Puebla","Tehuacán","Copiar archivos entre carpetas",211560001,38.011261531089
2016 P/,"Puebla","Tehuacán","Copiar archivos entre carpetas",211560001,40.6013538039338
2018,"Puebla","Tehuacán","Crear archivos de texto",211560001,40.698678176423
2017,"Puebla","Tehuacán","Crear archivos de texto",211560001,41.7052034663152
2016 P/,"Puebla","Tehuacán","Crear archivos de texto",211560001,44.3843462929944
2018,"Puebla","Tehuacán","Crear hojas de cálculo",211560001,29.060079386488905
2017,"Puebla","Tehuacán","Crear hojas de cálculo",211560001,29.037578371470797
2016 P/,"Puebla","Tehuacán","Crear hojas de cálculo",211560001,27.2045185300418
2018,"Puebla","Tehuacán","Crear presentaciones",211560001,34.6972908397241
2017,"Puebla","Tehuacán","Crear presentaciones",211560001,31.727966135537702
2016 P/,"Puebla","Tehuacán","Crear presentaciones",211560001,35.0676702526117
2018,"Puebla","Tehuacán","Crear / usar base de datos",211560001,20.4562796254191
2017,"Puebla","Tehuacán","Crear / usar base de datos",211560001,19.158579928916602
2016 P/,"Puebla","Tehuacán","Crear / usar base de datos",211560001,24.1087989278064
2018,"Puebla","Tehuacán","Descargar contenidos de Internet (música, videos, documentos, etcétera)",211560001,45.0225442213573
2017,"Puebla","Tehuacán","Descargar contenidos de Internet (música, videos, documentos, etcétera)",211560001,41.910466834391606
2016 P/,"Puebla","Tehuacán","Descargar contenidos de Internet (música, videos, documentos, etcétera)",211560001,44.7656770415754
2018,"Puebla","Tehuacán","Enviar y recibir correo electrónico",211560001,39.444679949131
2017,"Puebla","Tehuacán","Enviar y recibir correo electrónico",211560001,36.8020446467793
2016 P/,"Puebla","Tehuacán","Enviar y recibir correo electrónico",211560001,40.3883510636176
2018,"Puebla","Tehuacán","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",211560001,26.269220393849498
2017,"Puebla","Tehuacán","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",211560001,23.8021644503015
2016 P/,"Puebla","Tehuacán","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",211560001,23.2647655972653
2018,"Querétaro",,"Copiar archivos entre carpetas",22,36.7907146664052
2017,"Querétaro",,"Copiar archivos entre carpetas",22,34.9220705814976
2016 P/,"Querétaro",,"Copiar archivos entre carpetas",22,40.45655451851
2018,"Querétaro",,"Crear archivos de texto",22,39.813603791817
2017,"Querétaro",,"Crear archivos de texto",22,38.6863173955643
2016 P/,"Querétaro",,"Crear archivos de texto",22,42.8717889989557
2018,"Querétaro",,"Crear hojas de cálculo",22,29.8252383987365
2017,"Querétaro",,"Crear hojas de cálculo",22,28.424925019579902
2016 P/,"Querétaro",,"Crear hojas de cálculo",22,30.2784208187115
2018,"Querétaro",,"Crear presentaciones",22,33.2815653949783
2017,"Querétaro",,"Crear presentaciones",22,31.002787658228197
2016 P/,"Querétaro",,"Crear presentaciones",22,36.2659271923151
2018,"Querétaro",,"Crear / usar base de datos",22,21.374465121746898
2017,"Querétaro",,"Crear / usar base de datos",22,20.8158147516163
2016 P/,"Querétaro",,"Crear / usar base de datos",22,27.4791613837332
2018,"Querétaro",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",22,41.8596498441954
2017,"Querétaro",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",22,41.559133293657204
2016 P/,"Querétaro",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",22,43.0576391899593
2018,"Querétaro",,"Enviar y recibir correo electrónico",22,36.938954424709
2017,"Querétaro",,"Enviar y recibir correo electrónico",22,37.982938548644
2016 P/,"Querétaro",,"Enviar y recibir correo electrónico",22,39.305134056993
2018,"Querétaro",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",22,25.087154118213295
2017,"Querétaro",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",22,25.9768824172384
2016 P/,"Querétaro",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",22,25.503030699637595
2018,"Querétaro","Querétaro","Copiar archivos entre carpetas",220140001,52.9735542485046
2017,"Querétaro","Querétaro","Copiar archivos entre carpetas",220140001,50.2746481841666
2016 P/,"Querétaro","Querétaro","Copiar archivos entre carpetas",220140001,55.1037522451557
2018,"Querétaro","Querétaro","Crear archivos de texto",220140001,55.7223309226063
2017,"Querétaro","Querétaro","Crear archivos de texto",220140001,54.3086826401392
2016 P/,"Querétaro","Querétaro","Crear archivos de texto",220140001,59.0316865793329
2018,"Querétaro","Querétaro","Crear hojas de cálculo",220140001,44.192878808268
2017,"Querétaro","Querétaro","Crear hojas de cálculo",220140001,42.090601985945405
2016 P/,"Querétaro","Querétaro","Crear hojas de cálculo",220140001,43.8933604693218
2018,"Querétaro","Querétaro","Crear presentaciones",220140001,47.9722383321087
2017,"Querétaro","Querétaro","Crear presentaciones",220140001,45.181643553505495
2016 P/,"Querétaro","Querétaro","Crear presentaciones",220140001,49.7422285430549
2018,"Querétaro","Querétaro","Crear / usar base de datos",220140001,32.0931168640938
2017,"Querétaro","Querétaro","Crear / usar base de datos",220140001,31.5288407690872
2016 P/,"Querétaro","Querétaro","Crear / usar base de datos",220140001,38.9277197800514
