Year,Entidad federativa,Principales ciudades,"Habilidades para uso de PC",GeoCode,Value
2018,"Chihuahua",,"Enviar y recibir correo electrónico",08,37.7653291604566
2017,"Chihuahua",,"Enviar y recibir correo electrónico",08,35.6592791576177
2016 P/,"Chihuahua",,"Enviar y recibir correo electrónico",08,37.5230564812482
2018,"Chihuahua",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",08,26.9014820532972
2017,"Chihuahua",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",08,24.538717733031103
2016 P/,"Chihuahua",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",08,24.242998673658104
2018,"Chihuahua","Chihuahua","Copiar archivos entre carpetas",080190001,49.7988514088868
2017,"Chihuahua","Chihuahua","Copiar archivos entre carpetas",080190001,26.3830594984498
2016 P/,"Chihuahua","Chihuahua","Copiar archivos entre carpetas",080190001,48.39341683127051
2018,"Chihuahua","Chihuahua","Crear archivos de texto",080190001,50.9151474686484
2017,"Chihuahua","Chihuahua","Crear archivos de texto",080190001,28.081207384352098
2016 P/,"Chihuahua","Chihuahua","Crear archivos de texto",080190001,50.707118532054004
2018,"Chihuahua","Chihuahua","Crear hojas de cálculo",080190001,40.7595022449296
2017,"Chihuahua","Chihuahua","Crear hojas de cálculo",080190001,22.7356270582812
2016 P/,"Chihuahua","Chihuahua","Crear hojas de cálculo",080190001,38.4726732902774
2018,"Chihuahua","Chihuahua","Crear presentaciones",080190001,44.7261089177891
2017,"Chihuahua","Chihuahua","Crear presentaciones",080190001,26.34569783453
2016 P/,"Chihuahua","Chihuahua","Crear presentaciones",080190001,44.831191633437605
2018,"Chihuahua","Chihuahua","Crear / usar base de datos",080190001,31.025265133921703
2017,"Chihuahua","Chihuahua","Crear / usar base de datos",080190001,16.8345179592095
2016 P/,"Chihuahua","Chihuahua","Crear / usar base de datos",080190001,34.9180926171153
2018,"Chihuahua","Chihuahua","Descargar contenidos de Internet (música, videos, documentos, etcétera)",080190001,54.0113601176653
2017,"Chihuahua","Chihuahua","Descargar contenidos de Internet (música, videos, documentos, etcétera)",080190001,30.5245547483963
2016 P/,"Chihuahua","Chihuahua","Descargar contenidos de Internet (música, videos, documentos, etcétera)",080190001,54.0408710812564
2018,"Chihuahua","Chihuahua","Enviar y recibir correo electrónico",080190001,51.0094925685091
2017,"Chihuahua","Chihuahua","Enviar y recibir correo electrónico",080190001,27.699380218204197
2016 P/,"Chihuahua","Chihuahua","Enviar y recibir correo electrónico",080190001,47.583220514945
2018,"Chihuahua","Chihuahua","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",080190001,38.4545788821799
2017,"Chihuahua","Chihuahua","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",080190001,20.4195051989961
2016 P/,"Chihuahua","Chihuahua","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",080190001,35.819283436781
2018,"Chihuahua","Juárez","Copiar archivos entre carpetas",080370001,35.1687867623392
2017,"Chihuahua","Juárez","Copiar archivos entre carpetas",080370001,60.399163009734686
2016 P/,"Chihuahua","Juárez","Copiar archivos entre carpetas",080370001,43.95644347426221
2018,"Chihuahua","Juárez","Crear archivos de texto",080370001,37.8174716642739
2017,"Chihuahua","Juárez","Crear archivos de texto",080370001,62.2359597088176
2016 P/,"Chihuahua","Juárez","Crear archivos de texto",080370001,46.7576392221323
2018,"Chihuahua","Juárez","Crear hojas de cálculo",080370001,28.640528883652497
2017,"Chihuahua","Juárez","Crear hojas de cálculo",080370001,48.80172690497371
2016 P/,"Chihuahua","Juárez","Crear hojas de cálculo",080370001,32.6565336714251
2018,"Chihuahua","Juárez","Crear presentaciones",080370001,32.4007108071733
2017,"Chihuahua","Juárez","Crear presentaciones",080370001,52.9028811968765
2016 P/,"Chihuahua","Juárez","Crear presentaciones",080370001,38.5475406830798
2018,"Chihuahua","Juárez","Crear / usar base de datos",080370001,20.6807011660651
2017,"Chihuahua","Juárez","Crear / usar base de datos",080370001,32.9733981167719
2016 P/,"Chihuahua","Juárez","Crear / usar base de datos",080370001,27.9769107587268
2018,"Chihuahua","Juárez","Descargar contenidos de Internet (música, videos, documentos, etcétera)",080370001,46.1050820916414
2017,"Chihuahua","Juárez","Descargar contenidos de Internet (música, videos, documentos, etcétera)",080370001,74.2153828813929
2016 P/,"Chihuahua","Juárez","Descargar contenidos de Internet (música, videos, documentos, etcétera)",080370001,52.0633274973484
2018,"Chihuahua","Juárez","Enviar y recibir correo electrónico",080370001,39.7398547546083
2017,"Chihuahua","Juárez","Enviar y recibir correo electrónico",080370001,69.0311151621179
2016 P/,"Chihuahua","Juárez","Enviar y recibir correo electrónico",080370001,46.35548773865471
2018,"Chihuahua","Juárez","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",080370001,26.7528028827512
2017,"Chihuahua","Juárez","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",080370001,46.4910604245226
2016 P/,"Chihuahua","Juárez","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",080370001,26.6859590515664
2018,"Ciudad de México",,"Copiar archivos entre carpetas",09,49.2593165233094
2017,"Ciudad de México",,"Copiar archivos entre carpetas",09,49.7597788840406
2016 P/,"Ciudad de México",,"Copiar archivos entre carpetas",09,51.0681079400775
2018,"Ciudad de México",,"Crear archivos de texto",09,51.336016208103196
2017,"Ciudad de México",,"Crear archivos de texto",09,52.0099619312604
2016 P/,"Ciudad de México",,"Crear archivos de texto",09,53.9962915785805
2018,"Ciudad de México",,"Crear hojas de cálculo",09,41.2482636432545
2017,"Ciudad de México",,"Crear hojas de cálculo",09,38.8128956720994
2016 P/,"Ciudad de México",,"Crear hojas de cálculo",09,39.0595739565359
2018,"Ciudad de México",,"Crear presentaciones",09,44.0998877354505
2017,"Ciudad de México",,"Crear presentaciones",09,41.663604283553
2016 P/,"Ciudad de México",,"Crear presentaciones",09,45.8101395090167
2018,"Ciudad de México",,"Crear / usar base de datos",09,32.7202541486589
2017,"Ciudad de México",,"Crear / usar base de datos",09,26.424867268833797
2016 P/,"Ciudad de México",,"Crear / usar base de datos",09,37.9482618140665
2018,"Ciudad de México",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",09,52.9516241408164
2017,"Ciudad de México",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",09,55.136932388752
2016 P/,"Ciudad de México",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",09,54.0558764636668
2018,"Ciudad de México",,"Enviar y recibir correo electrónico",09,52.238326115632
2017,"Ciudad de México",,"Enviar y recibir correo electrónico",09,54.086287933065
2016 P/,"Ciudad de México",,"Enviar y recibir correo electrónico",09,54.8016285968591
2018,"Ciudad de México",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",09,37.837176534424
2017,"Ciudad de México",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",09,33.6201990716411
2016 P/,"Ciudad de México",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",09,33.8037548070443
2018,"Ciudad de México","Zona Metropolitana del Valle de México","Copiar archivos entre carpetas",090019013,46.441685124219
2017,"Ciudad de México","Zona Metropolitana del Valle de México","Copiar archivos entre carpetas",090019013,46.1881352903194
2016 P/,"Ciudad de México","Zona Metropolitana del Valle de México","Copiar archivos entre carpetas",090019013,48.6626422281033
2018,"Ciudad de México","Zona Metropolitana del Valle de México","Crear archivos de texto",090019013,48.9332471245882
2017,"Ciudad de México","Zona Metropolitana del Valle de México","Crear archivos de texto",090019013,48.5115798992619
2016 P/,"Ciudad de México","Zona Metropolitana del Valle de México","Crear archivos de texto",090019013,51.9867462163052
2018,"Ciudad de México","Zona Metropolitana del Valle de México","Crear hojas de cálculo",090019013,37.7247640298064
2017,"Ciudad de México","Zona Metropolitana del Valle de México","Crear hojas de cálculo",090019013,36.0868245643494
2016 P/,"Ciudad de México","Zona Metropolitana del Valle de México","Crear hojas de cálculo",090019013,35.8249543947317
2018,"Ciudad de México","Zona Metropolitana del Valle de México","Crear presentaciones",090019013,41.7131808054169
2017,"Ciudad de México","Zona Metropolitana del Valle de México","Crear presentaciones",090019013,39.190981235502
2016 P/,"Ciudad de México","Zona Metropolitana del Valle de México","Crear presentaciones",090019013,42.1863173820911
2018,"Ciudad de México","Zona Metropolitana del Valle de México","Crear / usar base de datos",090019013,29.5965170410018
2017,"Ciudad de México","Zona Metropolitana del Valle de México","Crear / usar base de datos",090019013,26.434451746016304
2016 P/,"Ciudad de México","Zona Metropolitana del Valle de México","Crear / usar base de datos",090019013,32.6481522836487
2018,"Ciudad de México","Zona Metropolitana del Valle de México","Descargar contenidos de Internet (música, videos, documentos, etcétera)",090019013,51.97890796030921
2017,"Ciudad de México","Zona Metropolitana del Valle de México","Descargar contenidos de Internet (música, videos, documentos, etcétera)",090019013,50.666487253428905
2016 P/,"Ciudad de México","Zona Metropolitana del Valle de México","Descargar contenidos de Internet (música, videos, documentos, etcétera)",090019013,53.16108255795731
2018,"Ciudad de México","Zona Metropolitana del Valle de México","Enviar y recibir correo electrónico",090019013,49.3565384192851
2017,"Ciudad de México","Zona Metropolitana del Valle de México","Enviar y recibir correo electrónico",090019013,48.66880937025039
2016 P/,"Ciudad de México","Zona Metropolitana del Valle de México","Enviar y recibir correo electrónico",090019013,50.6845349409247
2018,"Ciudad de México","Zona Metropolitana del Valle de México","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",090019013,34.1855258116578
2017,"Ciudad de México","Zona Metropolitana del Valle de México","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",090019013,30.7750484547981
2016 P/,"Ciudad de México","Zona Metropolitana del Valle de México","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",090019013,28.379450028583495
2018,"Durango",,"Copiar archivos entre carpetas",10,29.7624331877923
2017,"Durango",,"Copiar archivos entre carpetas",10,29.848936958016605
2016 P/,"Durango",,"Copiar archivos entre carpetas",10,33.9888661172401
2018,"Durango",,"Crear archivos de texto",10,32.9054196120189
2017,"Durango",,"Crear archivos de texto",10,32.041233520748996
2016 P/,"Durango",,"Crear archivos de texto",10,36.4753784970333
2018,"Durango",,"Crear hojas de cálculo",10,23.254890340064502
2017,"Durango",,"Crear hojas de cálculo",10,21.8415689398206
2016 P/,"Durango",,"Crear hojas de cálculo",10,23.2710030542658
2018,"Durango",,"Crear presentaciones",10,27.917389556208303
2017,"Durango",,"Crear presentaciones",10,27.0314167566407
2016 P/,"Durango",,"Crear presentaciones",10,30.3114870855681
2018,"Durango",,"Crear / usar base de datos",10,18.4631009717357
2017,"Durango",,"Crear / usar base de datos",10,17.0180062167654
2016 P/,"Durango",,"Crear / usar base de datos",10,21.2495505179865
2018,"Durango",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",10,35.9724795797793
2017,"Durango",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",10,34.6088385103411
2016 P/,"Durango",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",10,37.7610392466523
2018,"Durango",,"Enviar y recibir correo electrónico",10,28.6142530250699
2017,"Durango",,"Enviar y recibir correo electrónico",10,28.3616427444623
2016 P/,"Durango",,"Enviar y recibir correo electrónico",10,32.5648059849202
2018,"Durango",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",10,20.6208263503536
2017,"Durango",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",10,19.6456008139669
2016 P/,"Durango",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",10,20.7602233854511
2018,"Durango","Durango","Copiar archivos entre carpetas",100050001,42.983445508697095
2017,"Durango","Durango","Copiar archivos entre carpetas",100050001,45.03670527751709
2016 P/,"Durango","Durango","Copiar archivos entre carpetas",100050001,50.1319700722415
2018,"Durango","Durango","Crear archivos de texto",100050001,47.140737358749
2017,"Durango","Durango","Crear archivos de texto",100050001,48.10835744868749
2016 P/,"Durango","Durango","Crear archivos de texto",100050001,52.10606784709321
2018,"Durango","Durango","Crear hojas de cálculo",100050001,35.6928529557999
2017,"Durango","Durango","Crear hojas de cálculo",100050001,34.421546904692406
2016 P/,"Durango","Durango","Crear hojas de cálculo",100050001,35.3584608581327
2018,"Durango","Durango","Crear presentaciones",100050001,42.2198533949572
2017,"Durango","Durango","Crear presentaciones",100050001,41.8386939071605
2016 P/,"Durango","Durango","Crear presentaciones",100050001,45.3477327125154
2018,"Durango","Durango","Crear / usar base de datos",100050001,28.7216651608922
2017,"Durango","Durango","Crear / usar base de datos",100050001,27.854613983488502
2016 P/,"Durango","Durango","Crear / usar base de datos",100050001,33.7666896036139
2018,"Durango","Durango","Descargar contenidos de Internet (música, videos, documentos, etcétera)",100050001,50.26223691668971
2017,"Durango","Durango","Descargar contenidos de Internet (música, videos, documentos, etcétera)",100050001,51.8423604923475
2016 P/,"Durango","Durango","Descargar contenidos de Internet (música, videos, documentos, etcétera)",100050001,54.5400282778848
2018,"Durango","Durango","Enviar y recibir correo electrónico",100050001,43.9586843851507
2017,"Durango","Durango","Enviar y recibir correo electrónico",100050001,45.78185000906789
2016 P/,"Durango","Durango","Enviar y recibir correo electrónico",100050001,48.8346774913193
2018,"Durango","Durango","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",100050001,30.4873872845566
2017,"Durango","Durango","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",100050001,31.550965534099202
2016 P/,"Durango","Durango","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",100050001,31.773554823600296
2018,"Guanajuato",,"Copiar archivos entre carpetas",11,26.295657547719
2017,"Guanajuato",,"Copiar archivos entre carpetas",11,25.7684546124521
2016 P/,"Guanajuato",,"Copiar archivos entre carpetas",11,28.5506334797515
2018,"Guanajuato",,"Crear archivos de texto",11,29.2954133186858
2017,"Guanajuato",,"Crear archivos de texto",11,28.047349747119
2016 P/,"Guanajuato",,"Crear archivos de texto",11,29.8389374823451
2018,"Guanajuato",,"Crear hojas de cálculo",11,22.0258732595866
2017,"Guanajuato",,"Crear hojas de cálculo",11,21.241401580106203
2016 P/,"Guanajuato",,"Crear hojas de cálculo",11,20.363344917692
2018,"Guanajuato",,"Crear presentaciones",11,24.8277678461308
2017,"Guanajuato",,"Crear presentaciones",11,24.057781457487
2016 P/,"Guanajuato",,"Crear presentaciones",11,24.8789757255351
2018,"Guanajuato",,"Crear / usar base de datos",11,15.8741362580245
2017,"Guanajuato",,"Crear / usar base de datos",11,15.9209222990316
2016 P/,"Guanajuato",,"Crear / usar base de datos",11,19.740566259961
2018,"Guanajuato",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",11,32.1199286573392
2017,"Guanajuato",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",11,31.767029177824398
2016 P/,"Guanajuato",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",11,33.7873430193775
2018,"Guanajuato",,"Enviar y recibir correo electrónico",11,27.9027634299218
2017,"Guanajuato",,"Enviar y recibir correo electrónico",11,27.259456959056404
2016 P/,"Guanajuato",,"Enviar y recibir correo electrónico",11,28.9997909777377
2018,"Guanajuato",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",11,18.4269209852436
2017,"Guanajuato",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",11,16.9413909869401
2016 P/,"Guanajuato",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",11,17.618596097264
2018,"Guanajuato","Celaya","Copiar archivos entre carpetas",110070001,35.0662499707376
2017,"Guanajuato","Celaya","Copiar archivos entre carpetas",110070001,36.9799284543676
2016 P/,"Guanajuato","Celaya","Copiar archivos entre carpetas",110070001,39.5675701489686
2018,"Guanajuato","Celaya","Crear archivos de texto",110070001,39.5100311351453
2017,"Guanajuato","Celaya","Crear archivos de texto",110070001,39.3653702692066
2016 P/,"Guanajuato","Celaya","Crear archivos de texto",110070001,41.3079749400812
2018,"Guanajuato","Celaya","Crear hojas de cálculo",110070001,31.301355432263495
2017,"Guanajuato","Celaya","Crear hojas de cálculo",110070001,30.172813834505202
2016 P/,"Guanajuato","Celaya","Crear hojas de cálculo",110070001,29.8704322209189
2018,"Guanajuato","Celaya","Crear presentaciones",110070001,33.6988201418639
2017,"Guanajuato","Celaya","Crear presentaciones",110070001,32.9902902356072
2016 P/,"Guanajuato","Celaya","Crear presentaciones",110070001,34.1039944841913
2018,"Guanajuato","Celaya","Crear / usar base de datos",110070001,24.2807313247653
2017,"Guanajuato","Celaya","Crear / usar base de datos",110070001,20.556152748162898
2016 P/,"Guanajuato","Celaya","Crear / usar base de datos",110070001,27.0286565364422
2018,"Guanajuato","Celaya","Descargar contenidos de Internet (música, videos, documentos, etcétera)",110070001,43.2693658262518
2017,"Guanajuato","Celaya","Descargar contenidos de Internet (música, videos, documentos, etcétera)",110070001,40.5604407868845
2016 P/,"Guanajuato","Celaya","Descargar contenidos de Internet (música, videos, documentos, etcétera)",110070001,45.733456304826
2018,"Guanajuato","Celaya","Enviar y recibir correo electrónico",110070001,41.1940796404242
2017,"Guanajuato","Celaya","Enviar y recibir correo electrónico",110070001,39.6699384989515
2016 P/,"Guanajuato","Celaya","Enviar y recibir correo electrónico",110070001,40.8835442055654
2018,"Guanajuato","Celaya","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",110070001,27.324308823185095
2017,"Guanajuato","Celaya","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",110070001,23.9874648292714
2016 P/,"Guanajuato","Celaya","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",110070001,22.8529983255581
2018,"Guanajuato","Irapuato","Copiar archivos entre carpetas",110170001,35.4294558454147
2017,"Guanajuato","Irapuato","Copiar archivos entre carpetas",110170001,37.5605879390658
2016 P/,"Guanajuato","Irapuato","Copiar archivos entre carpetas",110170001,38.5486350327821
2018,"Guanajuato","Irapuato","Crear archivos de texto",110170001,38.8602561831011
2017,"Guanajuato","Irapuato","Crear archivos de texto",110170001,38.7975261236309
2016 P/,"Guanajuato","Irapuato","Crear archivos de texto",110170001,39.7736021973748
2018,"Guanajuato","Irapuato","Crear hojas de cálculo",110170001,28.6160588658322
2017,"Guanajuato","Irapuato","Crear hojas de cálculo",110170001,27.2383440345797
2016 P/,"Guanajuato","Irapuato","Crear hojas de cálculo",110170001,28.8837027150153
2018,"Guanajuato","Irapuato","Crear presentaciones",110170001,32.9575182131802
2017,"Guanajuato","Irapuato","Crear presentaciones",110170001,32.990526249527896
2016 P/,"Guanajuato","Irapuato","Crear presentaciones",110170001,34.7623728876776
2018,"Guanajuato","Irapuato","Crear / usar base de datos",110170001,23.1122390486414
2017,"Guanajuato","Irapuato","Crear / usar base de datos",110170001,20.5917684334215
2016 P/,"Guanajuato","Irapuato","Crear / usar base de datos",110170001,26.6383736016646
2018,"Guanajuato","Irapuato","Descargar contenidos de Internet (música, videos, documentos, etcétera)",110170001,42.7983678489166
2017,"Guanajuato","Irapuato","Descargar contenidos de Internet (música, videos, documentos, etcétera)",110170001,42.8563934701414
2016 P/,"Guanajuato","Irapuato","Descargar contenidos de Internet (música, videos, documentos, etcétera)",110170001,44.583956073817696
2018,"Guanajuato","Irapuato","Enviar y recibir correo electrónico",110170001,38.522048631015
2017,"Guanajuato","Irapuato","Enviar y recibir correo electrónico",110170001,39.1015149607621
2016 P/,"Guanajuato","Irapuato","Enviar y recibir correo electrónico",110170001,39.6614423069238
2018,"Guanajuato","Irapuato","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",110170001,26.4317800452333
2017,"Guanajuato","Irapuato","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",110170001,23.7895526459356
2016 P/,"Guanajuato","Irapuato","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",110170001,27.4586593562928
2018,"Guanajuato","León","Copiar archivos entre carpetas",110200001,33.0385029399594
2017,"Guanajuato","León","Copiar archivos entre carpetas",110200001,33.629463611817705
2016 P/,"Guanajuato","León","Copiar archivos entre carpetas",110200001,35.5558405789275
2018,"Guanajuato","León","Crear archivos de texto",110200001,34.8751492804352
2017,"Guanajuato","León","Crear archivos de texto",110200001,35.391744888239096
2016 P/,"Guanajuato","León","Crear archivos de texto",110200001,38.2016075318176
2018,"Guanajuato","León","Crear hojas de cálculo",110200001,28.463269282025504
2017,"Guanajuato","León","Crear hojas de cálculo",110200001,27.1089708363604
2016 P/,"Guanajuato","León","Crear hojas de cálculo",110200001,26.531250562546102
2018,"Guanajuato","León","Crear presentaciones",110200001,30.9107321404642
2017,"Guanajuato","León","Crear presentaciones",110200001,30.295860100193995
2016 P/,"Guanajuato","León","Crear presentaciones",110200001,31.599791182877
2018,"Guanajuato","León","Crear / usar base de datos",110200001,21.4559609831378
2017,"Guanajuato","León","Crear / usar base de datos",110200001,22.2139351021832
2016 P/,"Guanajuato","León","Crear / usar base de datos",110200001,26.3220584087895
2018,"Guanajuato","León","Descargar contenidos de Internet (música, videos, documentos, etcétera)",110200001,40.2355501692704
2017,"Guanajuato","León","Descargar contenidos de Internet (música, videos, documentos, etcétera)",110200001,41.6122654003485
2016 P/,"Guanajuato","León","Descargar contenidos de Internet (música, videos, documentos, etcétera)",110200001,45.1430517302419
2018,"Guanajuato","León","Enviar y recibir correo electrónico",110200001,34.8194130094494
2017,"Guanajuato","León","Enviar y recibir correo electrónico",110200001,36.3082441806942
2016 P/,"Guanajuato","León","Enviar y recibir correo electrónico",110200001,38.4225756512034
2018,"Guanajuato","León","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",110200001,24.0956661183847
2017,"Guanajuato","León","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",110200001,22.945572955202703
2016 P/,"Guanajuato","León","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",110200001,22.6304056932668
2018,"Guerrero",,"Copiar archivos entre carpetas",12,23.359820584745098
2017,"Guerrero",,"Copiar archivos entre carpetas",12,22.4394477415897
2016 P/,"Guerrero",,"Copiar archivos entre carpetas",12,22.5410578099263
2018,"Guerrero",,"Crear archivos de texto",12,26.2010859701178
2017,"Guerrero",,"Crear archivos de texto",12,25.8679559551948
2016 P/,"Guerrero",,"Crear archivos de texto",12,25.7440495904786
2018,"Guerrero",,"Crear hojas de cálculo",12,16.6349840642005
2017,"Guerrero",,"Crear hojas de cálculo",12,14.6586247138911
2016 P/,"Guerrero",,"Crear hojas de cálculo",12,14.712300404443
2018,"Guerrero",,"Crear presentaciones",12,21.449188634691904
2017,"Guerrero",,"Crear presentaciones",12,18.879434591096
2016 P/,"Guerrero",,"Crear presentaciones",12,18.391558364135
2018,"Guerrero",,"Crear / usar base de datos",12,12.80013090066
2017,"Guerrero",,"Crear / usar base de datos",12,10.5125420496384
2016 P/,"Guerrero",,"Crear / usar base de datos",12,12.4268283681662
2018,"Guerrero",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",12,26.8938610733546
2017,"Guerrero",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",12,25.698651139527698
2016 P/,"Guerrero",,"Descargar contenidos de Internet (música, videos, documentos, etcétera)",12,25.914791283814804
2018,"Guerrero",,"Enviar y recibir correo electrónico",12,22.4446869215511
2017,"Guerrero",,"Enviar y recibir correo electrónico",12,21.93941735834
2016 P/,"Guerrero",,"Enviar y recibir correo electrónico",12,20.9514220483578
2018,"Guerrero",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",12,14.6006620837055
2017,"Guerrero",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",12,13.7703743060544
2016 P/,"Guerrero",,"Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",12,11.0495709219925
2018,"Guerrero","Acapulco","Copiar archivos entre carpetas",120010001,30.9947875695887
2017,"Guerrero","Acapulco","Copiar archivos entre carpetas",120010001,31.9416094890678
2016 P/,"Guerrero","Acapulco","Copiar archivos entre carpetas",120010001,37.3149432641348
2018,"Guerrero","Acapulco","Crear archivos de texto",120010001,34.2488052636605
2017,"Guerrero","Acapulco","Crear archivos de texto",120010001,35.7737916484374
2016 P/,"Guerrero","Acapulco","Crear archivos de texto",120010001,39.8828986505815
2018,"Guerrero","Acapulco","Crear hojas de cálculo",120010001,22.85997068671
2017,"Guerrero","Acapulco","Crear hojas de cálculo",120010001,20.4711302033393
2016 P/,"Guerrero","Acapulco","Crear hojas de cálculo",120010001,23.456719870318
2018,"Guerrero","Acapulco","Crear presentaciones",120010001,27.0893297502611
2017,"Guerrero","Acapulco","Crear presentaciones",120010001,26.229235804432005
2016 P/,"Guerrero","Acapulco","Crear presentaciones",120010001,30.6389052085032
2018,"Guerrero","Acapulco","Crear / usar base de datos",120010001,16.5623119607014
2017,"Guerrero","Acapulco","Crear / usar base de datos",120010001,14.456163671480198
2016 P/,"Guerrero","Acapulco","Crear / usar base de datos",120010001,21.526254756185
2018,"Guerrero","Acapulco","Descargar contenidos de Internet (música, videos, documentos, etcétera)",120010001,37.8388496579864
2017,"Guerrero","Acapulco","Descargar contenidos de Internet (música, videos, documentos, etcétera)",120010001,37.2487983938951
2016 P/,"Guerrero","Acapulco","Descargar contenidos de Internet (música, videos, documentos, etcétera)",120010001,42.0260655853683
2018,"Guerrero","Acapulco","Enviar y recibir correo electrónico",120010001,32.4546924756998
2017,"Guerrero","Acapulco","Enviar y recibir correo electrónico",120010001,33.4019820212592
2016 P/,"Guerrero","Acapulco","Enviar y recibir correo electrónico",120010001,37.030418052125
2018,"Guerrero","Acapulco","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",120010001,18.7671745717062
2017,"Guerrero","Acapulco","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",120010001,19.0877397305171
2016 P/,"Guerrero","Acapulco","Instalar dispositivos periféricos (impresoras, proyectores, etcétera)",120010001,21.6617502760664
2018,"Guerrero","Chilpancingo de los Bravo","Copiar archivos entre carpetas",120290001,45.2406074636346
2017,"Guerrero","Chilpancingo de los Bravo","Copiar archivos entre carpetas",120290001,41.929380413058
2016 P/,"Guerrero","Chilpancingo de los Bravo","Copiar archivos entre carpetas",120290001,44.2538085285182
2018,"Guerrero","Chilpancingo de los Bravo","Crear archivos de texto",120290001,48.337244156075904
2017,"Guerrero","Chilpancingo de los Bravo","Crear archivos de texto",120290001,45.436908727515004
2016 P/,"Guerrero","Chilpancingo de los Bravo","Crear archivos de texto",120290001,48.1512206684048
2018,"Guerrero","Chilpancingo de los Bravo","Crear hojas de cálculo",120290001,34.2425340031602
2017,"Guerrero","Chilpancingo de los Bravo","Crear hojas de cálculo",120290001,29.4603597601599
2016 P/,"Guerrero","Chilpancingo de los Bravo","Crear hojas de cálculo",120290001,29.8034863927255
2018,"Guerrero","Chilpancingo de los Bravo","Crear presentaciones",120290001,40.0578486800317
2017,"Guerrero","Chilpancingo de los Bravo","Crear presentaciones",120290001,35.1600266489007
2016 P/,"Guerrero","Chilpancingo de los Bravo","Crear presentaciones",120290001,35.8847421836282
2018,"Guerrero","Chilpancingo de los Bravo","Crear / usar base de datos",120290001,22.6124295920671
2017,"Guerrero","Chilpancingo de los Bravo","Crear / usar base de datos",120290001,21.4832778147901
2016 P/,"Guerrero","Chilpancingo de los Bravo","Crear / usar base de datos",120290001,25.2197849555043
2018,"Guerrero","Chilpancingo de los Bravo","Descargar contenidos de Internet (música, videos, documentos, etcétera)",120290001,47.1902444657921
2017,"Guerrero","Chilpancingo de los Bravo","Descargar contenidos de Internet (música, videos, documentos, etcétera)",120290001,44.316588940706204
2016 P/,"Guerrero","Chilpancingo de los Bravo","Descargar contenidos de Internet (música, videos, documentos, etcétera)",120290001,46.6520502488741
2018,"Guerrero","Chilpancingo de los Bravo","Enviar y recibir correo electrónico",120290001,43.896754279595
2017,"Guerrero","Chilpancingo de los Bravo","Enviar y recibir correo electrónico",120290001,41.5461692205197
2016 P/,"Guerrero","Chilpancingo de los Bravo","Enviar y recibir correo electrónico",120290001,41.1019414337736
