Year,Value
2020,252.272
2019,252.569
2018,263.866
2017,305.06
2016,332.114
2015,370.469
2014,407.099
2013,442.803
2012,435.559
2011,453.919
2010,463.187
2009,512.815
2008,472.555
2007,472.738
2006,493.436
2005,510.831
2004,483.911
