Year,Entidad federativa,"Educación Básica","Educación Media",GeoCode,Value
2019/2020,"Ciudad de México","Primaria",,09,92.72308198880471
2018/2019,"Ciudad de México","Primaria",,09,88.8308295231875
2021/2022,"Durango","Primaria",,10,66.66666666666671
2020/2021,"Durango","Primaria",,10,68.0504680504681
2019/2020,"Durango","Primaria",,10,57.57211538461539
2018/2019,"Durango","Primaria",,10,57.55627009646299
2021/2022,"Guanajuato","Primaria",,11,95.1509606587374
2020/2021,"Guanajuato","Primaria",,11,83.70812299219827
2019/2020,"Guanajuato","Primaria",,11,74.9657690552259
2018/2019,"Guanajuato","Primaria",,11,72.08029197080292
2021/2022,"Guerrero","Primaria",,12,57.83674387227339
2020/2021,"Guerrero","Primaria",,12,55.66801619433201
2019/2020,"Guerrero","Primaria",,12,43.230457310205
2018/2019,"Guerrero","Primaria",,12,41.438202247191
2021/2022,"Hidalgo","Primaria",,13,82.24796493425171
2020/2021,"Hidalgo","Primaria",,13,79.12606098711102
2019/2020,"Hidalgo","Primaria",,13,67.2229219143577
2018/2019,"Hidalgo","Primaria",,13,68.0112570356473
2021/2022,"Jalisco","Primaria",,14,91.09174964438122
2020/2021,"Jalisco","Primaria",,14,87.0373649725518
2019/2020,"Jalisco","Primaria",,14,80.50503266819712
2018/2019,"Jalisco","Primaria",,14,78.9575629512238
2021/2022,"México","Primaria",,15,86.09905539954049
2020/2021,"México","Primaria",,15,79.69867211440251
2019/2020,"México","Primaria",,15,75.6159836588791
2018/2019,"México","Primaria",,15,74.4441604906721
2021/2022,"Michoacán de Ocampo","Primaria",,16,77.9467680608365
2020/2021,"Michoacán de Ocampo","Primaria",,16,69.08618276344728
2019/2020,"Michoacán de Ocampo","Primaria",,16,70.53235701563429
2018/2019,"Michoacán de Ocampo","Primaria",,16,50.86424548456011
2021/2022,"Morelos","Primaria",,17,95.15599343185548
2020/2021,"Morelos","Primaria",,17,92.23856209150333
2019/2020,"Morelos","Primaria",,17,89.6272285251216
2018/2019,"Morelos","Primaria",,17,87.89601949634441
2021/2022,"Nayarit","Primaria",,18,82.1872410936205
2020/2021,"Nayarit","Primaria",,18,71.65419783873651
2019/2020,"Nayarit","Primaria",,18,64.1589180050719
2018/2019,"Nayarit","Primaria",,18,63.157894736842096
2021/2022,"Nuevo León","Primaria",,19,70.52785923753672
2020/2021,"Nuevo León","Primaria",,19,1.61467889908257
2019/2020,"Nuevo León","Primaria",,19,78.16259569814068
2018/2019,"Nuevo León","Primaria",,19,77.94759825327512
2021/2022,"Oaxaca","Primaria",,20,77.56328537606989
2020/2021,"Oaxaca","Primaria",,20,76.6636609558161
2019/2020,"Oaxaca","Primaria",,20,54.216216216216225
2018/2019,"Oaxaca","Primaria",,20,65.87006549831833
2021/2022,"Puebla","Primaria",,21,90.79515989628347
2020/2021,"Puebla","Primaria",,21,82.3491379310345
2019/2020,"Puebla","Primaria",,21,71.51488994389298
2018/2019,"Puebla","Primaria",,21,70.79569892473117
2021/2022,"Querétaro","Primaria",,22,83.710407239819
2020/2021,"Querétaro","Primaria",,22,82.78795811518322
2019/2020,"Querétaro","Primaria",,22,66.7106130520765
2018/2019,"Querétaro","Primaria",,22,59.683794466403214
2021/2022,"Quintana Roo","Primaria",,23,80.7692307692308
