Year,Entidad federativa,"Sexo","Grupos de edad en plazas del Poder judicial",GeoCode,Value
2020,"Morelos","Hombres","Total",8103017,0.677869240802043
2019,"Morelos","Hombres","Total",8103017,0.668147061993035
2020,"Morelos","Hombres","De 18 a 24 años",8103017,0
2019,"Morelos","Hombres","De 18 a 24 años",8103017,0
2020,"Morelos","Hombres","De 25 a 34 años",8103017,0.53606451629248
2019,"Morelos","Hombres","De 25 a 34 años",8103017,0.6841063008834591
2020,"Morelos","Hombres","De 35 a 44 años",8103017,2.0594100077653503
2019,"Morelos","Hombres","De 35 a 44 años",8103017,1.9426420607907704
2020,"Morelos","Hombres","De 45 a 54 años",8103017,1.9561114370678803
2019,"Morelos","Hombres","De 45 a 54 años",8103017,1.8231469893413101
2020,"Morelos","Hombres","De 55 a 59 años",8103017,0.6691327827807989
2019,"Morelos","Hombres","De 55 a 59 años",8103017,1.06802618861403
2020,"Morelos","Hombres","De 60 años y más",8103017,0.606328288817724
2019,"Morelos","Hombres","De 60 años y más",8103017,0.4393988529882559
2020,"Morelos","Mujeres","Total",8103017,1.29476506117597
2019,"Morelos","Mujeres","Total",8103017,1.30323261295968
2020,"Morelos","Mujeres","De 18 a 24 años",8103017,0
2019,"Morelos","Mujeres","De 18 a 24 años",8103017,0
2020,"Morelos","Mujeres","De 25 a 34 años",8103017,0.38721036981654594
2019,"Morelos","Mujeres","De 25 a 34 años",8103017,0.37290690868663606
2020,"Morelos","Mujeres","De 35 a 44 años",8103017,2.02419112108406
2019,"Morelos","Mujeres","De 35 a 44 años",8103017,1.9334384448536102
2020,"Morelos","Mujeres","De 45 a 54 años",8103017,2.06094782667539
2019,"Morelos","Mujeres","De 45 a 54 años",8103017,2.35599241637996
2020,"Morelos","Mujeres","De 55 a 59 años",8103017,0.9292680868506401
2019,"Morelos","Mujeres","De 55 a 59 años",8103017,0.7885359784336768
2020,"Morelos","Mujeres","De 60 años y más",8103017,0.27487534907495
2019,"Morelos","Mujeres","De 60 años y más",8103017,0.11703373308652101
2020,"Nayarit","Total","Total",8103018,1
2019,"Nayarit","Total","Total",8103018,1
2020,"Nayarit","Total","De 18 a 24 años",8103018,0.022324936831243005
2019,"Nayarit","Total","De 18 a 24 años",8103018,0.022966146157754
2020,"Nayarit","Total","De 25 a 34 años",8103018,0.6827543071767429
2019,"Nayarit","Total","De 25 a 34 años",8103018,0.571884999593677
2020,"Nayarit","Total","De 35 a 44 años",8103018,1.5112504515167602
2019,"Nayarit","Total","De 35 a 44 años",8103018,1.49180624112247
2020,"Nayarit","Total","De 45 a 54 años",8103018,2.10326350590659
2019,"Nayarit","Total","De 45 a 54 años",8103018,2.3568967598049295
2020,"Nayarit","Total","De 55 a 59 años",8103018,1.09248150865573
2019,"Nayarit","Total","De 55 a 59 años",8103018,1.1527938521589098
2020,"Nayarit","Total","De 60 años y más",8103018,0.55831987264099
2019,"Nayarit","Total","De 60 años y más",8103018,0.424292966320806
2020,"Nayarit","Hombres","Total",8103018,0.876088102919481
2019,"Nayarit","Hombres","Total",8103018,0.8884907331135088
2020,"Nayarit","Hombres","De 18 a 24 años",8103018,0.049755648232634
2019,"Nayarit","Hombres","De 18 a 24 años",8103018,0.050487675540431994
2020,"Nayarit","Hombres","De 25 a 34 años",8103018,0.6766171064718731
2019,"Nayarit","Hombres","De 25 a 34 años",8103018,0.542041935132367
2020,"Nayarit","Hombres","De 35 a 44 años",8103018,1.6891898590685097
2019,"Nayarit","Hombres","De 35 a 44 años",8103018,1.7876068944045298
2020,"Nayarit","Hombres","De 45 a 54 años",8103018,2.10058338833532
2019,"Nayarit","Hombres","De 45 a 54 años",8103018,2.16886165144467
2020,"Nayarit","Hombres","De 55 a 59 años",8103018,0.7032305701806029
2019,"Nayarit","Hombres","De 55 a 59 años",8103018,0.730026031033264
2020,"Nayarit","Hombres","De 60 años y más",8103018,0.556245818996263
2019,"Nayarit","Hombres","De 60 años y más",8103018,0.582689437192467
2020,"Nayarit","Mujeres","Total",8103018,1.12228334559388
2019,"Nayarit","Mujeres","Total",8103018,1.1099156232461203
2020,"Nayarit","Mujeres","De 18 a 24 años",8103018,0
2019,"Nayarit","Mujeres","De 18 a 24 años",8103018,0
2020,"Nayarit","Mujeres","De 25 a 34 años",8103018,0.6903732931233381
2019,"Nayarit","Mujeres","De 25 a 34 años",8103018,0.597833389635665
2020,"Nayarit","Mujeres","De 35 a 44 años",8103018,1.37277627145248
2019,"Nayarit","Mujeres","De 35 a 44 años",8103018,1.2629795738406402
2020,"Nayarit","Mujeres","De 45 a 54 años",8103018,2.09740390347345
2019,"Nayarit","Mujeres","De 45 a 54 años",8103018,2.49447449158485
2020,"Nayarit","Mujeres","De 55 a 59 años",8103018,1.3854933685542898
2019,"Nayarit","Mujeres","De 55 a 59 años",8103018,1.48156091347383
2020,"Nayarit","Mujeres","De 60 años y más",8103018,0.5585147418565731
2019,"Nayarit","Mujeres","De 60 años y más",8103018,0.300844240364452
2020,"Nuevo León","Total","Total",8103019,1
2019,"Nuevo León","Total","Total",8103019,1
2020,"Nuevo León","Total","De 18 a 24 años",8103019,0.021080154316999
2019,"Nuevo León","Total","De 18 a 24 años",8103019,0.031198925837412
2020,"Nuevo León","Total","De 25 a 34 años",8103019,0.45410930930953797
2019,"Nuevo León","Total","De 25 a 34 años",8103019,0.537073749999212
2020,"Nuevo León","Total","De 35 a 44 años",8103019,1.8888310426415305
2019,"Nuevo León","Total","De 35 a 44 años",8103019,2.08717198882908
2020,"Nuevo León","Total","De 45 a 54 años",8103019,1.8344277180013004
2019,"Nuevo León","Total","De 45 a 54 años",8103019,1.5103930400380903
2020,"Nuevo León","Total","De 55 a 59 años",8103019,0.832137667253294
2019,"Nuevo León","Total","De 55 a 59 años",8103019,0.9276144739860592
2020,"Nuevo León","Total","De 60 años y más",8103019,0.818623582816171
2019,"Nuevo León","Total","De 60 años y más",8103019,0.7080022104375752
2020,"Nuevo León","Hombres","Total",8103019,0.825040981120389
2019,"Nuevo León","Hombres","Total",8103019,0.8060408345930251
2020,"Nuevo León","Hombres","De 18 a 24 años",8103019,0
2019,"Nuevo León","Hombres","De 18 a 24 años",8103019,0.025077453429484
2020,"Nuevo León","Hombres","De 25 a 34 años",8103019,0.545785947899189
2019,"Nuevo León","Hombres","De 25 a 34 años",8103019,0.632795453864917
2020,"Nuevo León","Hombres","De 35 a 44 años",8103019,1.95815000501549
2019,"Nuevo León","Hombres","De 35 a 44 años",8103019,2.19245603974036
2020,"Nuevo León","Hombres","De 45 a 54 años",8103019,1.6592835398989005
2019,"Nuevo León","Hombres","De 45 a 54 años",8103019,1.25882747923823
2020,"Nuevo León","Hombres","De 55 a 59 años",8103019,1.0688199975013501
2019,"Nuevo León","Hombres","De 55 a 59 años",8103019,1.2502482446090502
2020,"Nuevo León","Hombres","De 60 años y más",8103019,0.75418463797189
2019,"Nuevo León","Hombres","De 60 años y más",8103019,0.595028290717965
2020,"Nuevo León","Mujeres","Total",8103019,1.17469901328099
2019,"Nuevo León","Mujeres","Total",8103019,1.19362385905393
2020,"Nuevo León","Mujeres","De 18 a 24 años",8103019,0.036914387083932
2019,"Nuevo León","Mujeres","De 18 a 24 años",8103019,0.03589084989768299
2020,"Nuevo León","Mujeres","De 25 a 34 años",8103019,0.389991746194796
2019,"Nuevo León","Mujeres","De 25 a 34 años",8103019,0.473644712129159
2020,"Nuevo León","Mujeres","De 35 a 44 años",8103019,1.8342755393022598
2019,"Nuevo León","Mujeres","De 35 a 44 años",8103019,2.0087645028625505
2020,"Nuevo León","Mujeres","De 45 a 54 años",8103019,1.9455035169485302
2019,"Nuevo León","Mujeres","De 45 a 54 años",8103019,1.6688492184620698
2020,"Nuevo León","Mujeres","De 55 a 59 años",8103019,0.668225349747666
2019,"Nuevo León","Mujeres","De 55 a 59 años",8103019,0.713326905000323
2020,"Nuevo León","Mujeres","De 60 años y más",8103019,0.8502213541726211
2019,"Nuevo León","Mujeres","De 60 años y más",8103019,0.7688987544599569
2020,"Oaxaca","Total","Total",8103020,1
2019,"Oaxaca","Total","Total",8103020,1
2020,"Oaxaca","Total","De 18 a 24 años",8103020,0
2019,"Oaxaca","Total","De 18 a 24 años",8103020,0
2020,"Oaxaca","Total","De 25 a 34 años",8103020,0.6702624941228821
2019,"Oaxaca","Total","De 25 a 34 años",8103020,0.7892922554664181
2020,"Oaxaca","Total","De 35 a 44 años",8103020,2.10728644463634
2019,"Oaxaca","Total","De 35 a 44 años",8103020,1.9669246873018698
2020,"Oaxaca","Total","De 45 a 54 años",8103020,1.5201587904706402
2019,"Oaxaca","Total","De 45 a 54 años",8103020,1.5516850957830601
2020,"Oaxaca","Total","De 55 a 59 años",8103020,1.0064704821764001
2019,"Oaxaca","Total","De 55 a 59 años",8103020,0.8548986748208149
2020,"Oaxaca","Total","De 60 años y más",8103020,0.63223192878747
2019,"Oaxaca","Total","De 60 años y más",8103020,0.688692403746046
2020,"Oaxaca","Hombres","Total",8103020,0.9684591282637999
2019,"Oaxaca","Hombres","Total",8103020,0.9958472501308658
2020,"Oaxaca","Hombres","De 18 a 24 años",8103020,0
2019,"Oaxaca","Hombres","De 18 a 24 años",8103020,0
2020,"Oaxaca","Hombres","De 25 a 34 años",8103020,0.6672649986907999
2019,"Oaxaca","Hombres","De 25 a 34 años",8103020,0.7892301620896391
2020,"Oaxaca","Hombres","De 35 a 44 años",8103020,2.11322857296104
2019,"Oaxaca","Hombres","De 35 a 44 años",8103020,1.96987029920923
2020,"Oaxaca","Hombres","De 45 a 54 años",8103020,1.32161303083603
2019,"Oaxaca","Hombres","De 45 a 54 años",8103020,1.36795977410816
2020,"Oaxaca","Hombres","De 55 a 59 años",8103020,1.0469284444178102
2019,"Oaxaca","Hombres","De 55 a 59 años",8103020,0.925208970984085
2020,"Oaxaca","Hombres","De 60 años y más",8103020,1.0905194391029303
2019,"Oaxaca","Hombres","De 60 años y más",8103020,1.0950448148121301
2020,"Oaxaca","Mujeres","Total",8103020,1.02782273794504
2019,"Oaxaca","Mujeres","Total",8103020,1.003662171288
2020,"Oaxaca","Mujeres","De 18 a 24 años",8103020,0
2019,"Oaxaca","Mujeres","De 18 a 24 años",8103020,0
2020,"Oaxaca","Mujeres","De 25 a 34 años",8103020,0.6732117572335429
2019,"Oaxaca","Mujeres","De 25 a 34 años",8103020,0.789393781473883
2020,"Oaxaca","Mujeres","De 35 a 44 años",8103020,2.09908111096041
2019,"Oaxaca","Mujeres","De 35 a 44 años",8103020,1.9640607383222597
2020,"Oaxaca","Mujeres","De 45 a 54 años",8103020,1.6781873160456695
2019,"Oaxaca","Mujeres","De 45 a 54 años",8103020,1.7077579241174097
2020,"Oaxaca","Mujeres","De 55 a 59 años",8103020,0.9729810975439889
2019,"Oaxaca","Mujeres","De 55 a 59 años",8103020,0.7944659101953631
2020,"Oaxaca","Mujeres","De 60 años y más",8103020,0.26527728690162705
2019,"Oaxaca","Mujeres","De 60 años y más",8103020,0.346107678849332
2020,"Puebla","Total","Total",8103021,1
2019,"Puebla","Total","Total",8103021,1
2020,"Puebla","Total","De 18 a 24 años",8103021,0.023142538941566003
2019,"Puebla","Total","De 18 a 24 años",8103021,0.020540106125659
2020,"Puebla","Total","De 25 a 34 años",8103021,0.5783062911531321
2019,"Puebla","Total","De 25 a 34 años",8103021,0.7463617842158669
2020,"Puebla","Total","De 35 a 44 años",8103021,1.2382413854931
2019,"Puebla","Total","De 35 a 44 años",8103021,1.2821603933430301
2020,"Puebla","Total","De 45 a 54 años",8103021,1.99515298283758
2019,"Puebla","Total","De 45 a 54 años",8103021,1.8939382450541002
2020,"Puebla","Total","De 55 a 59 años",8103021,2.0823440714497896
2019,"Puebla","Total","De 55 a 59 años",8103021,1.7679055590114499
2020,"Puebla","Total","De 60 años y más",8103021,1.11934623493781
2019,"Puebla","Total","De 60 años y más",8103021,1.03059285907982
2020,"Puebla","Hombres","Total",8103021,0.943705938608404
2019,"Puebla","Hombres","Total",8103021,0.955748999425505
2020,"Puebla","Hombres","De 18 a 24 años",8103021,0
2019,"Puebla","Hombres","De 18 a 24 años",8103021,0
2020,"Puebla","Hombres","De 25 a 34 años",8103021,0.573848282337904
2019,"Puebla","Hombres","De 25 a 34 años",8103021,0.6872606933599849
2020,"Puebla","Hombres","De 35 a 44 años",8103021,1.27247982948933
2019,"Puebla","Hombres","De 35 a 44 años",8103021,1.33667396547172
2020,"Puebla","Hombres","De 45 a 54 años",8103021,1.84900150581076
2019,"Puebla","Hombres","De 45 a 54 años",8103021,1.7896504151853203
2020,"Puebla","Hombres","De 55 a 59 años",8103021,2.00286915549956
2019,"Puebla","Hombres","De 55 a 59 años",8103021,1.7971568567610805
2020,"Puebla","Hombres","De 60 años y más",8103021,1.6558537375280404
2019,"Puebla","Hombres","De 60 años y más",8103021,1.5040655686905402
2020,"Puebla","Mujeres","Total",8103021,1.0503873410086
2019,"Puebla","Mujeres","Total",8103021,1.03956268254223
2020,"Puebla","Mujeres","De 18 a 24 años",8103021,0.04413605717924301
2019,"Puebla","Mujeres","De 18 a 24 años",8103021,0.039557611851187
2020,"Puebla","Mujeres","De 25 a 34 años",8103021,0.5833779815375671
2019,"Puebla","Mujeres","De 25 a 34 años",8103021,0.7979778463842971
2020,"Puebla","Mujeres","De 35 a 44 años",8103021,1.20858693873234
2019,"Puebla","Mujeres","De 35 a 44 años",8103021,1.23708449010321
2020,"Puebla","Mujeres","De 45 a 54 años",8103021,2.10150548875195
2019,"Puebla","Mujeres","De 45 a 54 años",8103021,1.97231098709309
2020,"Puebla","Mujeres","De 55 a 59 años",8103021,2.13774492515087
2019,"Puebla","Mujeres","De 55 a 59 años",8103021,1.7417374331144997
2020,"Puebla","Mujeres","De 60 años y más",8103021,0.7158920603674541
2019,"Puebla","Mujeres","De 60 años y más",8103021,0.666463717832506
2020,"Querétaro","Total","Total",8103022,1
2019,"Querétaro","Total","Total",8103022,1
2020,"Querétaro","Total","De 18 a 24 años",8103022,0
2019,"Querétaro","Total","De 18 a 24 años",8103022,0.032342322113862
2020,"Querétaro","Total","De 25 a 34 años",8103022,0.5704780158502399
2019,"Querétaro","Total","De 25 a 34 años",8103022,0.686148348522237
2020,"Querétaro","Total","De 35 a 44 años",8103022,1.95967040371474
2019,"Querétaro","Total","De 35 a 44 años",8103022,1.8713190027146998
2020,"Querétaro","Total","De 45 a 54 años",8103022,2.28986020439752
2019,"Querétaro","Total","De 45 a 54 años",8103022,2.2012097507088906
2020,"Querétaro","Total","De 55 a 59 años",8103022,0.29391035994097
2019,"Querétaro","Total","De 55 a 59 años",8103022,0.34838391581722095
2020,"Querétaro","Total","De 60 años y más",8103022,0.136130420993714
2019,"Querétaro","Total","De 60 años y más",8103022,0.10510677158845902
2020,"Querétaro","Hombres","Total",8103022,0.640569454748788
2019,"Querétaro","Hombres","Total",8103022,0.65395706155802
2020,"Querétaro","Hombres","De 18 a 24 años",8103022,0
2019,"Querétaro","Hombres","De 18 a 24 años",8103022,0.04855728617057299
2020,"Querétaro","Hombres","De 25 a 34 años",8103022,0.8224011304263599
2019,"Querétaro","Hombres","De 25 a 34 años",8103022,0.8056565413368749
2020,"Querétaro","Hombres","De 35 a 44 años",8103022,1.3929872244492303
2019,"Querétaro","Hombres","De 35 a 44 años",8103022,1.3648658542565
2020,"Querétaro","Hombres","De 45 a 54 años",8103022,2.46823385308174
2019,"Querétaro","Hombres","De 45 a 54 años",8103022,2.55424879551107
2020,"Querétaro","Hombres","De 55 a 59 años",8103022,0.483261482996313
2019,"Querétaro","Hombres","De 55 a 59 años",8103022,0.480181321635984
2020,"Querétaro","Hombres","De 60 años y más",8103022,0.4530312053966209
2019,"Querétaro","Hombres","De 60 años y más",8103022,0.342114178394576
2020,"Querétaro","Mujeres","Total",8103022,1.3398591660502601
2019,"Querétaro","Mujeres","Total",8103022,1.3267658694102098
2020,"Querétaro","Mujeres","De 18 a 24 años",8103022,0
2019,"Querétaro","Mujeres","De 18 a 24 años",8103022,0.024836670408544002
2020,"Querétaro","Mujeres","De 25 a 34 años",8103022,0.45789478274726
2019,"Querétaro","Mujeres","De 25 a 34 años",8103022,0.634358304478301
2020,"Querétaro","Mujeres","De 35 a 44 años",8103022,2.17408298246468
2019,"Querétaro","Mujeres","De 35 a 44 años",8103022,2.06810162425273
2020,"Querétaro","Mujeres","De 45 a 54 años",8103022,2.18772621493614
2019,"Querétaro","Mujeres","De 45 a 54 años",8103022,2.02279137010525
2020,"Querétaro","Mujeres","De 55 a 59 años",8103022,0.208801658476961
2019,"Querétaro","Mujeres","De 55 a 59 años",8103022,0.286061079629462
2020,"Querétaro","Mujeres","De 60 años y más",8103022,0
2019,"Querétaro","Mujeres","De 60 años y más",8103022,0
2020,"Quintana Roo","Total","Total",8103023,1
2019,"Quintana Roo","Total","Total",8103023,1
2020,"Quintana Roo","Total","De 18 a 24 años",8103023,0.052882976512736
2019,"Quintana Roo","Total","De 18 a 24 años",8103023,0.127819413721023
2020,"Quintana Roo","Total","De 25 a 34 años",8103023,1.01582303701349
2019,"Quintana Roo","Total","De 25 a 34 años",8103023,1.19898291121275
2020,"Quintana Roo","Total","De 35 a 44 años",8103023,1.5508158764630997
2019,"Quintana Roo","Total","De 35 a 44 años",8103023,1.4092373173713997
2020,"Quintana Roo","Total","De 45 a 54 años",8103023,1.52411552967631
2019,"Quintana Roo","Total","De 45 a 54 años",8103023,1.4644764663328202
2020,"Quintana Roo","Total","De 55 a 59 años",8103023,1.28845522501989
2019,"Quintana Roo","Total","De 55 a 59 años",8103023,0.7947171798125299
2020,"Quintana Roo","Total","De 60 años y más",8103023,0.297344998924343
2019,"Quintana Roo","Total","De 60 años y más",8103023,0.3947399598044559
2020,"Quintana Roo","Hombres","Total",8103023,0.7665363077513712
2019,"Quintana Roo","Hombres","Total",8103023,0.724690159384913
2020,"Quintana Roo","Hombres","De 18 a 24 años",8103023,0.033579963862917
2019,"Quintana Roo","Hombres","De 18 a 24 años",8103023,0.028654844467484
2020,"Quintana Roo","Hombres","De 25 a 34 años",8103023,0.9039753936064601
2019,"Quintana Roo","Hombres","De 25 a 34 años",8103023,1.08393304103281
2020,"Quintana Roo","Hombres","De 35 a 44 años",8103023,1.58449404293191
2019,"Quintana Roo","Hombres","De 35 a 44 años",8103023,1.5539778179114099
2020,"Quintana Roo","Hombres","De 45 a 54 años",8103023,1.40296507265535
2019,"Quintana Roo","Hombres","De 45 a 54 años",8103023,1.33108132948714
2020,"Quintana Roo","Hombres","De 55 a 59 años",8103023,1.9156155976647296
2019,"Quintana Roo","Hombres","De 55 a 59 años",8103023,1.20153124633938
2020,"Quintana Roo","Hombres","De 60 años y más",8103023,0.523426919417604
2019,"Quintana Roo","Hombres","De 60 años y más",8103023,0.706299530641539
2020,"Quintana Roo","Mujeres","Total",8103023,1.23726555821806
2019,"Quintana Roo","Mujeres","Total",8103023,1.27959808598762
2020,"Quintana Roo","Mujeres","De 18 a 24 años",8103023,0.065908222390131
2019,"Quintana Roo","Mujeres","De 18 a 24 años",8103023,0.18799691697659401
2020,"Quintana Roo","Mujeres","De 25 a 34 años",8103023,1.09316559628674
2019,"Quintana Roo","Mujeres","De 25 a 34 años",8103023,1.27168411560869
2020,"Quintana Roo","Mujeres","De 35 a 44 años",8103023,1.52091360294465
2019,"Quintana Roo","Mujeres","De 35 a 44 años",8103023,1.3187466050902297
2020,"Quintana Roo","Mujeres","De 45 a 54 años",8103023,1.5947749831224898
2019,"Quintana Roo","Mujeres","De 45 a 54 años",8103023,1.53789752439001
2020,"Quintana Roo","Mujeres","De 55 a 59 años",8103023,0.897548125012088
2019,"Quintana Roo","Mujeres","De 55 a 59 años",8103023,0.562170718237445
2020,"Quintana Roo","Mujeres","De 60 años y más",8103023,0.158335509225784
2019,"Quintana Roo","Mujeres","De 60 años y más",8103023,0.218501675658759
2020,"San Luís Potosí","Total","Total",8103024,1
2019,"San Luís Potosí","Total","Total",8103024,1
2020,"San Luís Potosí","Total","De 18 a 24 años",8103024,0
2019,"San Luís Potosí","Total","De 18 a 24 años",8103024,0
2020,"San Luís Potosí","Total","De 25 a 34 años",8103024,0.293551809132448
2019,"San Luís Potosí","Total","De 25 a 34 años",8103024,0.258201711490118
2020,"San Luís Potosí","Total","De 35 a 44 años",8103024,1.03617692040285
2019,"San Luís Potosí","Total","De 35 a 44 años",8103024,1.17315309082945
2020,"San Luís Potosí","Total","De 45 a 54 años",8103024,2.7971285244157604
2019,"San Luís Potosí","Total","De 45 a 54 años",8103024,2.65691149591456
2020,"San Luís Potosí","Total","De 55 a 59 años",8103024,1.57048668768729
2019,"San Luís Potosí","Total","De 55 a 59 años",8103024,1.4045263415082103
2020,"San Luís Potosí","Total","De 60 años y más",8103024,1.02128409675037
2019,"San Luís Potosí","Total","De 60 años y más",8103024,1.22174883357341
2020,"San Luís Potosí","Hombres","Total",8103024,0.9908689500514419
2019,"San Luís Potosí","Hombres","Total",8103024,0.9709158738433469
2020,"San Luís Potosí","Hombres","De 18 a 24 años",8103024,0
2019,"San Luís Potosí","Hombres","De 18 a 24 años",8103024,0
2020,"San Luís Potosí","Hombres","De 25 a 34 años",8103024,0.25648800621232
2019,"San Luís Potosí","Hombres","De 25 a 34 años",8103024,0.297979919543059
2020,"San Luís Potosí","Hombres","De 35 a 44 años",8103024,0.9489039609121931
2019,"San Luís Potosí","Hombres","De 35 a 44 años",8103024,1.0047627158785
2020,"San Luís Potosí","Hombres","De 45 a 54 años",8103024,2.84400012459746
2019,"San Luís Potosí","Hombres","De 45 a 54 años",8103024,2.6265568143452
2020,"San Luís Potosí","Hombres","De 55 a 59 años",8103024,1.9995039306605302
2019,"San Luís Potosí","Hombres","De 55 a 59 años",8103024,1.8745822753884904
2020,"San Luís Potosí","Hombres","De 60 años y más",8103024,1.08617766776647
2019,"San Luís Potosí","Hombres","De 60 años y más",8103024,1.3528005201044597
2020,"San Luís Potosí","Mujeres","Total",8103024,1.00845275569723
2019,"San Luís Potosí","Mujeres","Total",8103024,1.02691643737515
2020,"San Luís Potosí","Mujeres","De 18 a 24 años",8103024,0
2019,"San Luís Potosí","Mujeres","De 18 a 24 años",8103024,0
2020,"San Luís Potosí","Mujeres","De 25 a 34 años",8103024,0.328435999096693
2019,"San Luís Potosí","Mujeres","De 25 a 34 años",8103024,0.222696438411041
2020,"San Luís Potosí","Mujeres","De 35 a 44 años",8103024,1.1098508892863703
2019,"San Luís Potosí","Mujeres","De 35 a 44 años",8103024,1.30874722514112
2020,"San Luís Potosí","Mujeres","De 45 a 54 años",8103024,2.7552240173187394
2019,"San Luís Potosí","Mujeres","De 45 a 54 años",8103024,2.6803420216381
2020,"San Luís Potosí","Mujeres","De 55 a 59 años",8103024,1.1879022655227998
2019,"San Luís Potosí","Mujeres","De 55 a 59 años",8103024,0.9992011592172199
2020,"San Luís Potosí","Mujeres","De 60 años y más",8103024,0.963507571035702
2019,"San Luís Potosí","Mujeres","De 60 años y más",8103024,1.10878998323534
2020,"Sinaloa","Total","Total",8103025,1
2019,"Sinaloa","Total","Total",8103025,1
2020,"Sinaloa","Total","De 18 a 24 años",8103025,0
2019,"Sinaloa","Total","De 18 a 24 años",8103025,0
2020,"Sinaloa","Total","De 25 a 34 años",8103025,0.34566960653168705
2019,"Sinaloa","Total","De 25 a 34 años",8103025,0.36762536189608996
2020,"Sinaloa","Total","De 35 a 44 años",8103025,1.2148974522724798
2019,"Sinaloa","Total","De 35 a 44 años",8103025,1.1936672725819
2020,"Sinaloa","Total","De 45 a 54 años",8103025,1.82578108561427
2019,"Sinaloa","Total","De 45 a 54 años",8103025,1.86244339951814
2020,"Sinaloa","Total","De 55 a 59 años",8103025,2.6415467584872
2019,"Sinaloa","Total","De 55 a 59 años",8103025,2.76084431493247
2020,"Sinaloa","Total","De 60 años y más",8103025,1.2649527758243997
2019,"Sinaloa","Total","De 60 años y más",8103025,1.1644896378350003
2020,"Sinaloa","Hombres","Total",8103025,0.950603764722396
2019,"Sinaloa","Hombres","Total",8103025,0.987331142941926
2020,"Sinaloa","Hombres","De 18 a 24 años",8103025,0
2019,"Sinaloa","Hombres","De 18 a 24 años",8103025,0
2020,"Sinaloa","Hombres","De 25 a 34 años",8103025,0.225657717160568
2019,"Sinaloa","Hombres","De 25 a 34 años",8103025,0.20244618315804
2020,"Sinaloa","Hombres","De 35 a 44 años",8103025,0.8944114827072769
2019,"Sinaloa","Hombres","De 35 a 44 años",8103025,0.800730344580357
2020,"Sinaloa","Hombres","De 45 a 54 años",8103025,1.61472663298939
2019,"Sinaloa","Hombres","De 45 a 54 años",8103025,1.7631434338694398
2020,"Sinaloa","Hombres","De 55 a 59 años",8103025,3.5764202877699
2019,"Sinaloa","Hombres","De 55 a 59 años",8103025,3.9896072918727006
2020,"Sinaloa","Hombres","De 60 años y más",8103025,2.02078700850041
2019,"Sinaloa","Hombres","De 60 años y más",8103025,1.7917047879483898
2020,"Sinaloa","Mujeres","Total",8103025,1.0480198526697
2019,"Sinaloa","Mujeres","Total",8103025,1.01230566739316
2020,"Sinaloa","Mujeres","De 18 a 24 años",8103025,0
2019,"Sinaloa","Mujeres","De 18 a 24 años",8103025,0
2020,"Sinaloa","Mujeres","De 25 a 34 años",8103025,0.456781010231929
2019,"Sinaloa","Mujeres","De 25 a 34 años",8103025,0.529928368167991
2020,"Sinaloa","Mujeres","De 35 a 44 años",8103025,1.4821190535864397
2019,"Sinaloa","Mujeres","De 35 a 44 años",8103025,1.54842304846467
2020,"Sinaloa","Mujeres","De 45 a 54 años",8103025,2.00557609011825
2019,"Sinaloa","Mujeres","De 45 a 54 años",8103025,1.9542663133135396
2020,"Sinaloa","Mujeres","De 55 a 59 años",8103025,1.8446521223145298
2019,"Sinaloa","Mujeres","De 55 a 59 años",8103025,1.63973412892239
2020,"Sinaloa","Mujeres","De 60 años y más",8103025,0.639329025159978
2019,"Sinaloa","Mujeres","De 60 años y más",8103025,0.60743826679818
2020,"Sonora","Total","Total",8103026,1
2019,"Sonora","Total","Total",8103026,1
2020,"Sonora","Total","De 18 a 24 años",8103026,0.061286121543786
2019,"Sonora","Total","De 18 a 24 años",8103026,0
2020,"Sonora","Total","De 25 a 34 años",8103026,0.9388371906940441
2019,"Sonora","Total","De 25 a 34 años",8103026,0.843866466337186
2020,"Sonora","Total","De 35 a 44 años",8103026,1.8568676370480601
2019,"Sonora","Total","De 35 a 44 años",8103026,1.7771021324537002
2020,"Sonora","Total","De 45 a 54 años",8103026,1.6206492238669603
2019,"Sonora","Total","De 45 a 54 años",8103026,1.8358170665490101
2020,"Sonora","Total","De 55 a 59 años",8103026,0.691634389871834
2019,"Sonora","Total","De 55 a 59 años",8103026,0.7165157847304922
2020,"Sonora","Total","De 60 años y más",8103026,0.23572991783531602
2019,"Sonora","Total","De 60 años y más",8103026,0.33905214544419293
2020,"Sonora","Hombres","Total",8103026,0.8309511812125427
2019,"Sonora","Hombres","Total",8103026,0.8658563849993729
2020,"Sonora","Hombres","De 18 a 24 años",8103026,0.041589995723498
2019,"Sonora","Hombres","De 18 a 24 años",8103026,0
2020,"Sonora","Hombres","De 25 a 34 años",8103026,1.00192228172286
2019,"Sonora","Hombres","De 25 a 34 años",8103026,0.9566588032428679
2020,"Sonora","Hombres","De 35 a 44 años",8103026,1.9464892087825798
2019,"Sonora","Hombres","De 35 a 44 años",8103026,1.83395706024988
2020,"Sonora","Hombres","De 45 a 54 años",8103026,1.27991690424464
2019,"Sonora","Hombres","De 45 a 54 años",8103026,1.47786707250311
2020,"Sonora","Hombres","De 55 a 59 años",8103026,0.9299114193167932
2019,"Sonora","Hombres","De 55 a 59 años",8103026,0.9365896848840423
2020,"Sonora","Hombres","De 60 años y más",8103026,0.40401487369440703
2019,"Sonora","Hombres","De 60 años y más",8103026,0.469168472038565
