Year,Entidad federativa,"Sexo","Grupos de edad en plazas del Poder judicial",GeoCode,Value
2019,"Chiapas","Mujeres","De 55 a 59 años",8103007,0.7805851301905581
2020,"Chiapas","Mujeres","De 60 años y más",8103007,0.499708420208134
2019,"Chiapas","Mujeres","De 60 años y más",8103007,0.375515799581684
2020,"Chihuahua","Total","Total",8103008,1
2019,"Chihuahua","Total","Total",8103008,1
2020,"Chihuahua","Total","De 18 a 24 años",8103008,0.006312044821114999
2019,"Chihuahua","Total","De 18 a 24 años",8103008,0
2020,"Chihuahua","Total","De 25 a 34 años",8103008,0.591411693723134
2019,"Chihuahua","Total","De 25 a 34 años",8103008,0.545799946303946
2020,"Chihuahua","Total","De 35 a 44 años",8103008,1.55156613213245
2019,"Chihuahua","Total","De 35 a 44 años",8103008,1.5721047506727097
2020,"Chihuahua","Total","De 45 a 54 años",8103008,1.92088802810067
2019,"Chihuahua","Total","De 45 a 54 años",8103008,1.92280089573874
2020,"Chihuahua","Total","De 55 a 59 años",8103008,1.32050900909888
2019,"Chihuahua","Total","De 55 a 59 años",8103008,1.3667206391633
2020,"Chihuahua","Total","De 60 años y más",8103008,0.8074648144584489
2019,"Chihuahua","Total","De 60 años y más",8103008,0.8685312523325319
2020,"Chihuahua","Hombres","Total",8103008,0.8946966638160231
2019,"Chihuahua","Hombres","Total",8103008,0.901931712448916
2020,"Chihuahua","Hombres","De 18 a 24 años",8103008,0
2019,"Chihuahua","Hombres","De 18 a 24 años",8103008,0
2020,"Chihuahua","Hombres","De 25 a 34 años",8103008,0.6319658528434892
2019,"Chihuahua","Hombres","De 25 a 34 años",8103008,0.5659162005960611
2020,"Chihuahua","Hombres","De 35 a 44 años",8103008,1.4468674715772403
2019,"Chihuahua","Hombres","De 35 a 44 años",8103008,1.5147378106134899
2020,"Chihuahua","Hombres","De 45 a 54 años",8103008,1.93686933090942
2019,"Chihuahua","Hombres","De 45 a 54 años",8103008,1.9445986714679004
2020,"Chihuahua","Hombres","De 55 a 59 años",8103008,1.34766143194887
2019,"Chihuahua","Hombres","De 55 a 59 años",8103008,1.33837630767204
2020,"Chihuahua","Hombres","De 60 años y más",8103008,0.995229247553256
2019,"Chihuahua","Hombres","De 60 años y más",8103008,1.03388672258146
2020,"Chihuahua","Mujeres","Total",8103008,1.10237370435111
2019,"Chihuahua","Mujeres","Total",8103008,1.0953302366543
2020,"Chihuahua","Mujeres","De 18 a 24 años",8103008,0.011650982777235001
2019,"Chihuahua","Mujeres","De 18 a 24 años",8103008,0
2020,"Chihuahua","Mujeres","De 25 a 34 años",8103008,0.56023272493196
2019,"Chihuahua","Mujeres","De 25 a 34 años",8103008,0.530641808215663
2020,"Chihuahua","Mujeres","De 35 a 44 años",8103008,1.6252788051148799
2019,"Chihuahua","Mujeres","De 35 a 44 años",8103008,1.6106982729292698
2020,"Chihuahua","Mujeres","De 45 a 54 años",8103008,1.9045632098162
2019,"Chihuahua","Mujeres","De 45 a 54 años",8103008,1.90274098737817
2020,"Chihuahua","Mujeres","De 55 a 59 años",8103008,1.29660450213047
2019,"Chihuahua","Mujeres","De 55 a 59 años",8103008,1.3862478344848002
2020,"Chihuahua","Mujeres","De 60 años y más",8103008,0.66339618298076
2019,"Chihuahua","Mujeres","De 60 años y más",8103008,0.7393283544115751
2020,"Ciudad de México","Total","Total",8103009,1
2019,"Ciudad de México","Total","Total",8103009,1
2020,"Ciudad de México","Total","De 18 a 24 años",8103009,0
2019,"Ciudad de México","Total","De 18 a 24 años",8103009,0
2020,"Ciudad de México","Total","De 25 a 34 años",8103009,0.384171917655113
2019,"Ciudad de México","Total","De 25 a 34 años",8103009,0.3233886808402
2020,"Ciudad de México","Total","De 35 a 44 años",8103009,1.36098124257288
2019,"Ciudad de México","Total","De 35 a 44 años",8103009,1.32502262863579
2020,"Ciudad de México","Total","De 45 a 54 años",8103009,1.8734309370513
2019,"Ciudad de México","Total","De 45 a 54 años",8103009,1.88408731333648
2020,"Ciudad de México","Total","De 55 a 59 años",8103009,1.18299552331137
2019,"Ciudad de México","Total","De 55 a 59 años",8103009,1.3585441414240902
2020,"Ciudad de México","Total","De 60 años y más",8103009,1.2119498063704002
2019,"Ciudad de México","Total","De 60 años y más",8103009,1.29888939232955
2020,"Ciudad de México","Hombres","Total",8103009,0.982424134476716
2019,"Ciudad de México","Hombres","Total",8103009,0.9918086093705798
2020,"Ciudad de México","Hombres","De 18 a 24 años",8103009,0
2019,"Ciudad de México","Hombres","De 18 a 24 años",8103009,0
2020,"Ciudad de México","Hombres","De 25 a 34 años",8103009,0.30602069660715797
2019,"Ciudad de México","Hombres","De 25 a 34 años",8103009,0.2711440375981469
2020,"Ciudad de México","Hombres","De 35 a 44 años",8103009,1.30687136213679
2019,"Ciudad de México","Hombres","De 35 a 44 años",8103009,1.27131351266842
2020,"Ciudad de México","Hombres","De 45 a 54 años",8103009,1.7741434828048201
2019,"Ciudad de México","Hombres","De 45 a 54 años",8103009,1.8059944081972097
2020,"Ciudad de México","Hombres","De 55 a 59 años",8103009,1.4330482967246103
2019,"Ciudad de México","Hombres","De 55 a 59 años",8103009,1.5551875654255303
2020,"Ciudad de México","Hombres","De 60 años y más",8103009,1.6449844122271498
2019,"Ciudad de México","Hombres","De 60 años y más",8103009,1.7065743558070101
2020,"Ciudad de México","Mujeres","Total",8103009,1.01589527571034
2019,"Ciudad de México","Mujeres","Total",8103009,1.00740371231433
2020,"Ciudad de México","Mujeres","De 18 a 24 años",8103009,0
2019,"Ciudad de México","Mujeres","De 18 a 24 años",8103009,0
2020,"Ciudad de México","Mujeres","De 25 a 34 años",8103009,0.459537471850485
2019,"Ciudad de México","Mujeres","De 25 a 34 años",8103009,0.374155513496059
2020,"Ciudad de México","Mujeres","De 35 a 44 años",8103009,1.4061709463449097
2019,"Ciudad de México","Mujeres","De 35 a 44 años",8103009,1.37080069980127
2020,"Ciudad de México","Mujeres","De 45 a 54 años",8103009,1.9536971666458602
2019,"Ciudad de México","Mujeres","De 45 a 54 años",8103009,1.9492373133595602
2020,"Ciudad de México","Mujeres","De 55 a 59 años",8103009,0.9771915085993889
2019,"Ciudad de México","Mujeres","De 55 a 59 años",8103009,1.19395985137838
2020,"Ciudad de México","Mujeres","De 60 años y más",8103009,0.8740092226322159
2019,"Ciudad de México","Mujeres","De 60 años y más",8103009,0.9762062555921049
2020,"Durango","Total","Total",8103010,1
2019,"Durango","Total","Total",8103010,1
2020,"Durango","Total","De 18 a 24 años",8103010,0.01971603368511
2019,"Durango","Total","De 18 a 24 años",8103010,0
2020,"Durango","Total","De 25 a 34 años",8103010,0.32186167403659
2019,"Durango","Total","De 25 a 34 años",8103010,0.315794931690621
2020,"Durango","Total","De 35 a 44 años",8103010,1.57770918906005
2019,"Durango","Total","De 35 a 44 años",8103010,1.56243458935856
2020,"Durango","Total","De 45 a 54 años",8103010,1.97548813022325
2019,"Durango","Total","De 45 a 54 años",8103010,2.00142853028791
2020,"Durango","Total","De 55 a 59 años",8103010,1.7716319460921601
2019,"Durango","Total","De 55 a 59 años",8103010,1.8511326470098797
2020,"Durango","Total","De 60 años y más",8103010,1.17768785354042
2019,"Durango","Total","De 60 años y más",8103010,1.20558512189028
2020,"Durango","Hombres","Total",8103010,0.8983706240037781
2019,"Durango","Hombres","Total",8103010,0.8863542346975952
2020,"Durango","Hombres","De 18 a 24 años",8103010,0
2019,"Durango","Hombres","De 18 a 24 años",8103010,0
2020,"Durango","Hombres","De 25 a 34 años",8103010,0.20624182781639305
2019,"Durango","Hombres","De 25 a 34 años",8103010,0.216004560787467
2020,"Durango","Hombres","De 35 a 44 años",8103010,1.5369798901607703
2019,"Durango","Hombres","De 35 a 44 años",8103010,1.6006154784016098
2020,"Durango","Hombres","De 45 a 54 años",8103010,2.1806848679913204
2019,"Durango","Hombres","De 45 a 54 años",8103010,1.9134719023376898
2020,"Durango","Hombres","De 55 a 59 años",8103010,1.7970720257675405
2019,"Durango","Hombres","De 55 a 59 años",8103010,2.03807306761106
2020,"Durango","Hombres","De 60 años y más",8103010,1.38181608599176
2019,"Durango","Hombres","De 60 años y más",8103010,1.5704528119800298
2020,"Durango","Mujeres","Total",8103010,1.09688995923977
2019,"Durango","Mujeres","Total",8103010,1.10831804095338
2020,"Durango","Mujeres","De 18 a 24 años",8103010,0.036372481040166
2019,"Durango","Mujeres","De 18 a 24 años",8103010,0
2020,"Durango","Mujeres","De 25 a 34 años",8103010,0.41613142361336897
2019,"Durango","Mujeres","De 25 a 34 años",8103010,0.3948220343765119
2020,"Durango","Mujeres","De 35 a 44 años",8103010,1.60149895288904
2019,"Durango","Mujeres","De 35 a 44 años",8103010,1.5274719392798202
2020,"Durango","Mujeres","De 45 a 54 años",8103010,1.81491157938266
2019,"Durango","Mujeres","De 45 a 54 años",8103010,2.06302042132171
2020,"Durango","Mujeres","De 55 a 59 años",8103010,1.74747941694511
2019,"Durango","Mujeres","De 55 a 59 años",8103010,1.7074797366575802
2020,"Durango","Mujeres","De 60 años y más",8103010,1.02126022438558
2019,"Durango","Mujeres","De 60 años y más",8103010,0.935629009650177
2020,"Guanajuato","Total","Total",8103011,1
2019,"Guanajuato","Total","Total",8103011,1
2020,"Guanajuato","Total","De 18 a 24 años",8103011,0
2019,"Guanajuato","Total","De 18 a 24 años",8103011,0
2020,"Guanajuato","Total","De 25 a 34 años",8103011,0.563926347665037
2019,"Guanajuato","Total","De 25 a 34 años",8103011,0.52567053738333
2020,"Guanajuato","Total","De 35 a 44 años",8103011,1.6658634565375299
2019,"Guanajuato","Total","De 35 a 44 años",8103011,1.6287575706449398
2020,"Guanajuato","Total","De 45 a 54 años",8103011,2.4374298527612903
2019,"Guanajuato","Total","De 45 a 54 años",8103011,2.38802265881935
2020,"Guanajuato","Total","De 55 a 59 años",8103011,1.02984130625483
2019,"Guanajuato","Total","De 55 a 59 años",8103011,1.13192960637414
2020,"Guanajuato","Total","De 60 años y más",8103011,0.16233492266831703
2019,"Guanajuato","Total","De 60 años y más",8103011,0.4088908958382981
2020,"Guanajuato","Hombres","Total",8103011,0.8059540409563449
2019,"Guanajuato","Hombres","Total",8103011,0.8375592049726459
2020,"Guanajuato","Hombres","De 18 a 24 años",8103011,0
2019,"Guanajuato","Hombres","De 18 a 24 años",8103011,0
2020,"Guanajuato","Hombres","De 25 a 34 años",8103011,0.45515697701122704
2019,"Guanajuato","Hombres","De 25 a 34 años",8103011,0.4403059249256699
2020,"Guanajuato","Hombres","De 35 a 44 años",8103011,1.6504224335844797
2019,"Guanajuato","Hombres","De 35 a 44 años",8103011,1.6667418225103499
2020,"Guanajuato","Hombres","De 45 a 54 años",8103011,2.5233748653090404
2019,"Guanajuato","Hombres","De 45 a 54 años",8103011,2.29567221872743
2020,"Guanajuato","Hombres","De 55 a 59 años",8103011,1.5691181164617602
2019,"Guanajuato","Hombres","De 55 a 59 años",8103011,1.6492868390789002
2020,"Guanajuato","Hombres","De 60 años y más",8103011,0.157760756934781
2019,"Guanajuato","Hombres","De 60 años y más",8103011,0.565280073346912
2020,"Guanajuato","Mujeres","Total",8103011,1.17850527365177
2019,"Guanajuato","Mujeres","Total",8103011,1.1493505795606398
2020,"Guanajuato","Mujeres","De 18 a 24 años",8103011,0
2019,"Guanajuato","Mujeres","De 18 a 24 años",8103011,0
2020,"Guanajuato","Mujeres","De 25 a 34 años",8103011,0.637307749130609
2019,"Guanajuato","Mujeres","De 25 a 34 años",8103011,0.586213827377348
2020,"Guanajuato","Mujeres","De 35 a 44 años",8103011,1.6631922819007097
2019,"Guanajuato","Mujeres","De 35 a 44 años",8103011,1.5943329970696998
2020,"Guanajuato","Mujeres","De 45 a 54 años",8103011,2.3714280247307005
2019,"Guanajuato","Mujeres","De 45 a 54 años",8103011,2.43713409741793
2020,"Guanajuato","Mujeres","De 55 a 59 años",8103011,0.6987227866255281
2019,"Guanajuato","Mujeres","De 55 a 59 años",8103011,0.793734873487349
2020,"Guanajuato","Mujeres","De 60 años y más",8103011,0.16362109054530702
2019,"Guanajuato","Mujeres","De 60 años y más",8103011,0.306927003676657
2020,"Guerrero","Total","Total",8103012,1
2019,"Guerrero","Total","Total",8103012,1
2020,"Guerrero","Total","De 18 a 24 años",8103012,0
2019,"Guerrero","Total","De 18 a 24 años",8103012,0.009359448492574
2020,"Guerrero","Total","De 25 a 34 años",8103012,0.16391090772194497
2019,"Guerrero","Total","De 25 a 34 años",8103012,0.346677699248346
2020,"Guerrero","Total","De 35 a 44 años",8103012,1.24408171809564
2019,"Guerrero","Total","De 35 a 44 años",8103012,1.62832432417831
2020,"Guerrero","Total","De 45 a 54 años",8103012,2.5303742974723806
2019,"Guerrero","Total","De 45 a 54 años",8103012,2.3840897131280303
2020,"Guerrero","Total","De 55 a 59 años",8103012,2.60444110527715
2019,"Guerrero","Total","De 55 a 59 años",8103012,1.8073125371316598
2020,"Guerrero","Total","De 60 años y más",8103012,1.05339865310962
2019,"Guerrero","Total","De 60 años y más",8103012,0.6566886315774499
2020,"Guerrero","Hombres","Total",8103012,1.00219496775762
2019,"Guerrero","Hombres","Total",8103012,1.00090969300434
2020,"Guerrero","Hombres","De 18 a 24 años",8103012,0
2019,"Guerrero","Hombres","De 18 a 24 años",8103012,0.018887655006983
2020,"Guerrero","Hombres","De 25 a 34 años",8103012,0.12983295004353
2019,"Guerrero","Hombres","De 25 a 34 años",8103012,0.35380606262469894
2020,"Guerrero","Hombres","De 35 a 44 años",8103012,1.06098961947722
2019,"Guerrero","Hombres","De 35 a 44 años",8103012,1.34656133634372
2020,"Guerrero","Hombres","De 45 a 54 años",8103012,2.39922788559212
2019,"Guerrero","Hombres","De 45 a 54 años",8103012,2.29215717189865
2020,"Guerrero","Hombres","De 55 a 59 años",8103012,3.1053585984967
2019,"Guerrero","Hombres","De 55 a 59 años",8103012,2.6447332112589303
2020,"Guerrero","Hombres","De 60 años y más",8103012,1.55891860866255
2019,"Guerrero","Hombres","De 60 años y más",8103012,0.9387645005712388
2020,"Guerrero","Mujeres","Total",8103012,0.9980278126141331
2019,"Guerrero","Mujeres","Total",8103012,0.999182688950165
2020,"Guerrero","Mujeres","De 18 a 24 años",8103012,0
2019,"Guerrero","Mujeres","De 18 a 24 años",8103012,0
2020,"Guerrero","Mujeres","De 25 a 34 años",8103012,0.195476156969965
2019,"Guerrero","Mujeres","De 25 a 34 años",8103012,0.34011692901906493
2020,"Guerrero","Mujeres","De 35 a 44 años",8103012,1.39998512192225
2019,"Guerrero","Mujeres","De 35 a 44 años",8103012,1.86740144108246
2020,"Guerrero","Mujeres","De 45 a 54 años",8103012,2.64353140142974
2019,"Guerrero","Mujeres","De 45 a 54 años",8103012,2.46356721799369
2020,"Guerrero","Mujeres","De 55 a 59 años",8103012,2.16755693156397
2019,"Guerrero","Mujeres","De 55 a 59 años",8103012,1.07531382310866
2020,"Guerrero","Mujeres","De 60 años y más",8103012,0.6122622641561141
2019,"Guerrero","Mujeres","De 60 años y más",8103012,0.410196243423861
2020,"Hidalgo","Total","Total",8103013,1
2019,"Hidalgo","Total","Total",8103013,1
2020,"Hidalgo","Total","De 18 a 24 años",8103013,0.03564231308690901
2019,"Hidalgo","Total","De 18 a 24 años",8103013,0.018332887891222
2020,"Hidalgo","Total","De 25 a 34 años",8103013,0.933393838430482
2019,"Hidalgo","Total","De 25 a 34 años",8103013,1.00896574324646
2020,"Hidalgo","Total","De 35 a 44 años",8103013,1.54156501188117
2019,"Hidalgo","Total","De 35 a 44 años",8103013,1.54947836402115
2020,"Hidalgo","Total","De 45 a 54 años",8103013,1.2869253550673603
2019,"Hidalgo","Total","De 45 a 54 años",8103013,1.34605803699142
2020,"Hidalgo","Total","De 55 a 59 años",8103013,1.5451559644256998
2019,"Hidalgo","Total","De 55 a 59 años",8103013,1.5315655798336698
2020,"Hidalgo","Total","De 60 años y más",8103013,0.8937034254749471
2019,"Hidalgo","Total","De 60 años y más",8103013,0.6667424767741561
2020,"Hidalgo","Hombres","Total",8103013,0.763411219991405
2019,"Hidalgo","Hombres","Total",8103013,0.787811780202591
2020,"Hidalgo","Hombres","De 18 a 24 años",8103013,0.046615843116095006
2019,"Hidalgo","Hombres","De 18 a 24 años",8103013,0
2020,"Hidalgo","Hombres","De 25 a 34 años",8103013,0.779329193233509
2019,"Hidalgo","Hombres","De 25 a 34 años",8103013,0.973442941370525
2020,"Hidalgo","Hombres","De 35 a 44 años",8103013,1.4383501023809
2019,"Hidalgo","Hombres","De 35 a 44 años",8103013,1.49009716004211
2020,"Hidalgo","Hombres","De 45 a 54 años",8103013,1.07820258517461
2019,"Hidalgo","Hombres","De 45 a 54 años",8103013,0.9852682751186731
2020,"Hidalgo","Hombres","De 55 a 59 años",8103013,1.90571011152722
2019,"Hidalgo","Hombres","De 55 a 59 años",8103013,2.32778045036086
2020,"Hidalgo","Hombres","De 60 años y más",8103013,1.6658114008462699
2019,"Hidalgo","Hombres","De 60 años y más",8103013,1.1167961858466
2020,"Hidalgo","Mujeres","Total",8103013,1.21185832282728
2019,"Hidalgo","Mujeres","Total",8103013,1.18984432385505
2020,"Hidalgo","Mujeres","De 18 a 24 años",8103013,0.029457024548469997
2019,"Hidalgo","Mujeres","De 18 a 24 años",8103013,0.030816980800784995
2020,"Hidalgo","Mujeres","De 25 a 34 años",8103013,1.02542224161094
2019,"Hidalgo","Mujeres","De 25 a 34 años",8103013,1.03212995145375
2020,"Hidalgo","Mujeres","De 35 a 44 años",8103013,1.5761181122788097
2019,"Hidalgo","Mujeres","De 35 a 44 años",8103013,1.5644153977684998
2020,"Hidalgo","Mujeres","De 45 a 54 años",8103013,1.3911892753789297
2019,"Hidalgo","Mujeres","De 45 a 54 años",8103013,1.54599944578559
2020,"Hidalgo","Mujeres","De 55 a 59 años",8103013,1.34073983102482
2019,"Hidalgo","Mujeres","De 55 a 59 años",8103013,1.06210296463013
2020,"Hidalgo","Mujeres","De 60 años y más",8103013,0.46251335446793906
2019,"Hidalgo","Mujeres","De 60 años y más",8103013,0.402109130956199
2020,"Jalisco","Total","Total",8103014,1
2019,"Jalisco","Total","Total",8103014,1
2020,"Jalisco","Total","De 18 a 24 años",8103014,0.006414764669031
2019,"Jalisco","Total","De 18 a 24 años",8103014,0.033485365783751
2020,"Jalisco","Total","De 25 a 34 años",8103014,0.9237344364517001
2019,"Jalisco","Total","De 25 a 34 años",8103014,0.8145380648947602
2020,"Jalisco","Total","De 35 a 44 años",8103014,1.76370235231707
2019,"Jalisco","Total","De 35 a 44 años",8103014,1.86722957856873
2020,"Jalisco","Total","De 45 a 54 años",8103014,1.44410804484221
2019,"Jalisco","Total","De 45 a 54 años",8103014,1.44619188170528
2020,"Jalisco","Total","De 55 a 59 años",8103014,0.929160218539487
2019,"Jalisco","Total","De 55 a 59 años",8103014,0.998273107683479
2020,"Jalisco","Total","De 60 años y más",8103014,0.7409249448643391
2019,"Jalisco","Total","De 60 años y más",8103014,0.7265425304020738
2020,"Jalisco","Hombres","Total",8103014,1.0757994395582797
2019,"Jalisco","Hombres","Total",8103014,1.06493809422912
2020,"Jalisco","Hombres","De 18 a 24 años",8103014,0.01173698293835
2019,"Jalisco","Hombres","De 18 a 24 años",8103014,0.024741273521993
2020,"Jalisco","Hombres","De 25 a 34 años",8103014,0.600585258645931
2019,"Jalisco","Hombres","De 25 a 34 años",8103014,0.5671069249644899
2020,"Jalisco","Hombres","De 35 a 44 años",8103014,1.91470224582964
2019,"Jalisco","Hombres","De 35 a 44 años",8103014,1.8945208862640597
2020,"Jalisco","Hombres","De 45 a 54 años",8103014,1.5549252364661201
2019,"Jalisco","Hombres","De 45 a 54 años",8103014,1.57446441868768
2020,"Jalisco","Hombres","De 55 a 59 años",8103014,1.25697243624034
2019,"Jalisco","Hombres","De 55 a 59 años",8103014,1.40288943691097
2020,"Jalisco","Hombres","De 60 años y más",8103014,0.9646325043687349
2019,"Jalisco","Hombres","De 60 años y más",8103014,0.9785491243132751
2020,"Jalisco","Mujeres","Total",8103014,0.9274653768601693
2019,"Jalisco","Mujeres","Total",8103014,0.937901836821867
2020,"Jalisco","Mujeres","De 18 a 24 años",8103014,0
2019,"Jalisco","Mujeres","De 18 a 24 años",8103014,0.04357113393607499
2020,"Jalisco","Mujeres","De 25 a 34 años",8103014,1.29666795684153
2019,"Jalisco","Mujeres","De 25 a 34 años",8103014,1.09259156617251
2020,"Jalisco","Mujeres","De 35 a 44 años",8103014,1.6072418091504
2019,"Jalisco","Mujeres","De 35 a 44 años",8103014,1.843314179084
2020,"Jalisco","Mujeres","De 45 a 54 años",8103014,1.32812206970308
2019,"Jalisco","Mujeres","De 45 a 54 años",8103014,1.3131317506052798
2020,"Jalisco","Mujeres","De 55 a 59 años",8103014,0.587934939704238
2019,"Jalisco","Mujeres","De 55 a 59 años",8103014,0.585313527846794
2020,"Jalisco","Mujeres","De 60 años y más",8103014,0.521098023588714
2019,"Jalisco","Mujeres","De 60 años y más",8103014,0.4824623223384141
2020,"México","Total","Total",8103015,1
2019,"México","Total","Total",8103015,1
2020,"México","Total","De 18 a 24 años",8103015,0.004906964287417
2019,"México","Total","De 18 a 24 años",8103015,0
2020,"México","Total","De 25 a 34 años",8103015,0.36136714006191994
2019,"México","Total","De 25 a 34 años",8103015,0.24864515877886603
2020,"México","Total","De 35 a 44 años",8103015,1.58359276572739
2019,"México","Total","De 35 a 44 años",8103015,1.53430631624488
2020,"México","Total","De 45 a 54 años",8103015,2.24237421832779
2019,"México","Total","De 45 a 54 años",8103015,2.2735254340554794
2020,"México","Total","De 55 a 59 años",8103015,1.63360960630798
2019,"México","Total","De 55 a 59 años",8103015,1.9802289178546302
2020,"México","Total","De 60 años y más",8103015,0.380016247381933
2019,"México","Total","De 60 años y más",8103015,0.5075316315359429
2020,"México","Hombres","Total",8103015,0.9227849749031909
2019,"México","Hombres","Total",8103015,1.0017245566148498
2020,"México","Hombres","De 18 a 24 años",8103015,0.010541027297586002
2019,"México","Hombres","De 18 a 24 años",8103015,0
2020,"México","Hombres","De 25 a 34 años",8103015,0.28064807955629106
2019,"México","Hombres","De 25 a 34 años",8103015,0.168641502469177
2020,"México","Hombres","De 35 a 44 años",8103015,1.3788368685563397
2019,"México","Hombres","De 35 a 44 años",8103015,1.33195484765843
2020,"México","Hombres","De 45 a 54 años",8103015,2.36383237009503
2019,"México","Hombres","De 45 a 54 años",8103015,2.34383146330678
2020,"México","Hombres","De 55 a 59 años",8103015,2.08356222219315
2019,"México","Hombres","De 55 a 59 años",8103015,2.47919965667687
2020,"México","Hombres","De 60 años y más",8103015,0.64483874163217
2019,"México","Hombres","De 60 años y más",8103015,0.851523914842759
2020,"México","Mujeres","Total",8103015,1.07186471919762
2019,"México","Mujeres","Total",8103015,0.9983964821088122
2020,"México","Mujeres","De 18 a 24 años",8103015,0
2019,"México","Mujeres","De 18 a 24 años",8103015,0
2020,"México","Mujeres","De 25 a 34 años",8103015,0.4298323428634151
2019,"México","Mujeres","De 25 a 34 años",8103015,0.325945142140964
2020,"México","Mujeres","De 35 a 44 años",8103015,1.73318277783817
2019,"México","Mujeres","De 35 a 44 años",8103015,1.7126983030098901
2020,"México","Mujeres","De 45 a 54 años",8103015,2.14308571343377
2019,"México","Mujeres","De 45 a 54 años",8103015,2.2100496587733898
2020,"México","Mujeres","De 55 a 59 años",8103015,1.27953699832229
2019,"México","Mujeres","De 55 a 59 años",8103015,1.5256290797968597
2020,"México","Mujeres","De 60 años y más",8103015,0.177823332429764
2019,"México","Mujeres","De 60 años y más",8103015,0.203461190438311
2020,"Michoacán de Ocampo","Total","Total",8103016,1
2019,"Michoacán de Ocampo","Total","Total",8103016,1
2020,"Michoacán de Ocampo","Total","De 18 a 24 años",8103016,0
2019,"Michoacán de Ocampo","Total","De 18 a 24 años",8103016,0
2020,"Michoacán de Ocampo","Total","De 25 a 34 años",8103016,0.277762379246475
2019,"Michoacán de Ocampo","Total","De 25 a 34 años",8103016,0.34748903419042
2020,"Michoacán de Ocampo","Total","De 35 a 44 años",8103016,2.06382115252695
2019,"Michoacán de Ocampo","Total","De 35 a 44 años",8103016,2.2225390071086797
2020,"Michoacán de Ocampo","Total","De 45 a 54 años",8103016,2.41389020974427
2019,"Michoacán de Ocampo","Total","De 45 a 54 años",8103016,2.16636040701001
2020,"Michoacán de Ocampo","Total","De 55 a 59 años",8103016,0.9024324099589232
2019,"Michoacán de Ocampo","Total","De 55 a 59 años",8103016,0.9160246320177501
2020,"Michoacán de Ocampo","Total","De 60 años y más",8103016,0.265802128241226
2019,"Michoacán de Ocampo","Total","De 60 años y más",8103016,0.21226118895670604
2020,"Michoacán de Ocampo","Hombres","Total",8103016,0.936825041847342
2019,"Michoacán de Ocampo","Hombres","Total",8103016,0.93477166725697
2020,"Michoacán de Ocampo","Hombres","De 18 a 24 años",8103016,0
2019,"Michoacán de Ocampo","Hombres","De 18 a 24 años",8103016,0
2020,"Michoacán de Ocampo","Hombres","De 25 a 34 años",8103016,0.390624158824854
2019,"Michoacán de Ocampo","Hombres","De 25 a 34 años",8103016,0.43468172242593994
2020,"Michoacán de Ocampo","Hombres","De 35 a 44 años",8103016,2.1831515390383305
2019,"Michoacán de Ocampo","Hombres","De 35 a 44 años",8103016,2.36091625916368
2020,"Michoacán de Ocampo","Hombres","De 45 a 54 años",8103016,2.1778584185054
2019,"Michoacán de Ocampo","Hombres","De 45 a 54 años",8103016,1.9032950646042097
2020,"Michoacán de Ocampo","Hombres","De 55 a 59 años",8103016,0.892303050479133
2019,"Michoacán de Ocampo","Hombres","De 55 a 59 años",8103016,0.906803606510782
2020,"Michoacán de Ocampo","Hombres","De 60 años y más",8103016,0.302678465013593
2019,"Michoacán de Ocampo","Hombres","De 60 años y más",8103016,0.31129354928508196
2020,"Michoacán de Ocampo","Mujeres","Total",8103016,1.05772179915885
2019,"Michoacán de Ocampo","Mujeres","Total",8103016,1.05957850157402
2020,"Michoacán de Ocampo","Mujeres","De 18 a 24 años",8103016,0
2019,"Michoacán de Ocampo","Mujeres","De 18 a 24 años",8103016,0
2020,"Michoacán de Ocampo","Mujeres","De 25 a 34 años",8103016,0.184710619382886
2019,"Michoacán de Ocampo","Mujeres","De 25 a 34 años",8103016,0.276275126732368
2020,"Michoacán de Ocampo","Mujeres","De 35 a 44 años",8103016,1.9665697962592001
2019,"Michoacán de Ocampo","Mujeres","De 35 a 44 años",8103016,2.11045719075946
2020,"Michoacán de Ocampo","Mujeres","De 45 a 54 años",8103016,2.59603974140257
2019,"Michoacán de Ocampo","Mujeres","De 45 a 54 años",8103016,2.37015070221999
2020,"Michoacán de Ocampo","Mujeres","De 55 a 59 años",8103016,0.909067677826939
2019,"Michoacán de Ocampo","Mujeres","De 55 a 59 años",8103016,0.9219821728953781
2020,"Michoacán de Ocampo","Mujeres","De 60 años y más",8103016,0.23648927241612203
2019,"Michoacán de Ocampo","Mujeres","De 60 años y más",8103016,0.134719008768323
2020,"Morelos","Total","Total",8103017,1
2019,"Morelos","Total","Total",8103017,1
2020,"Morelos","Total","De 18 a 24 años",8103017,0
2019,"Morelos","Total","De 18 a 24 años",8103017,0
2020,"Morelos","Total","De 25 a 34 años",8103017,0.4335653009215679
2019,"Morelos","Total","De 25 a 34 años",8103017,0.4718522506642079
2020,"Morelos","Total","De 35 a 44 años",8103017,2.05556723710583
2019,"Morelos","Total","De 35 a 44 años",8103017,1.95719677198796
2020,"Morelos","Total","De 45 a 54 años",8103017,2.04404587532826
2019,"Morelos","Total","De 45 a 54 años",8103017,2.20570889580419
2020,"Morelos","Total","De 55 a 59 años",8103017,0.8514179382592271
2019,"Morelos","Total","De 55 a 59 años",8103017,0.8800950908727448
2020,"Morelos","Total","De 60 años y más",8103017,0.381474886249338
2019,"Morelos","Total","De 60 años y más",8103017,0.21798230587730202
