Year,Entidad federativa,GeoCode,Value
2021,"Estados Unidos Mexicanos",00,14.78249
2020,"Estados Unidos Mexicanos",00,14.44902
2019,"Estados Unidos Mexicanos",00,15.4185
2018,"Estados Unidos Mexicanos",00,15.24884
2017,"Estados Unidos Mexicanos",00,15.81054
2016,"Estados Unidos Mexicanos",00,15.77442
2015,"Estados Unidos Mexicanos",00,16.00102
2014,"Estados Unidos Mexicanos",00,15.88503
2013,"Estados Unidos Mexicanos",00,16.88742
2012,"Estados Unidos Mexicanos",00,17.30022
2011,"Estados Unidos Mexicanos",00,17.95019
2010,"Estados Unidos Mexicanos",00,18.66259
2009,"Estados Unidos Mexicanos",00,19.08885
2008,"Estados Unidos Mexicanos",00,19.53676
2007,"Estados Unidos Mexicanos",00,20.02813
2006,"Estados Unidos Mexicanos",00,20.54119
2005,"Estados Unidos Mexicanos",00,21.09316
2004,"Estados Unidos Mexicanos",00,21.67923
2003,"Estados Unidos Mexicanos",00,22.44791
2002,"Estados Unidos Mexicanos",00,23.45102
2001,"Estados Unidos Mexicanos",00,24.63551
2000,"Estados Unidos Mexicanos",00,25.89249
1999,"Estados Unidos Mexicanos",00,27.12265
1998,"Estados Unidos Mexicanos",00,28.31302
1997,"Estados Unidos Mexicanos",00,29.49933
1996,"Estados Unidos Mexicanos",00,30.67533
1995,"Estados Unidos Mexicanos",00,31.80922
1994,"Estados Unidos Mexicanos",00,32.919
1993,"Estados Unidos Mexicanos",00,34.19945
1992,"Estados Unidos Mexicanos",00,35.65786
1991,"Estados Unidos Mexicanos",00,37.30325
1990,"Estados Unidos Mexicanos",00,41.79346
2021,"Aguascalientes",01,12.25653
2020,"Aguascalientes",01,11.84039
2019,"Aguascalientes",01,12.7177
2018,"Aguascalientes",01,10.90637
2017,"Aguascalientes",01,11.71314
2016,"Aguascalientes",01,11.02887
2015,"Aguascalientes",01,10.44126
2014,"Aguascalientes",01,11.79843
2013,"Aguascalientes",01,11.06618
2012,"Aguascalientes",01,12.20674
2011,"Aguascalientes",01,11.85932
2010,"Aguascalientes",01,14.71916
2009,"Aguascalientes",01,15.1664
2008,"Aguascalientes",01,15.70001
2007,"Aguascalientes",01,16.20535
2006,"Aguascalientes",01,16.72848
2005,"Aguascalientes",01,17.1767
2004,"Aguascalientes",01,17.65777
2003,"Aguascalientes",01,18.29972
2002,"Aguascalientes",01,19.06322
2001,"Aguascalientes",01,20.32879
2000,"Aguascalientes",01,21.62358
1999,"Aguascalientes",01,23.00521
1998,"Aguascalientes",01,24.20331
1997,"Aguascalientes",01,25.47976
1996,"Aguascalientes",01,26.15775
1995,"Aguascalientes",01,26.75761
1994,"Aguascalientes",01,27.52706
1993,"Aguascalientes",01,28.42088
1992,"Aguascalientes",01,29.25655
1991,"Aguascalientes",01,30.18316
1990,"Aguascalientes",01,32.16477
2021,"Baja California",02,11.89129
2020,"Baja California",02,13.92147
2019,"Baja California",02,10.87441
2018,"Baja California",02,12.49579
2017,"Baja California",02,12.57508
2016,"Baja California",02,11.41394
2015,"Baja California",02,12.30323
2014,"Baja California",02,11.66611
2013,"Baja California",02,13.03729
2012,"Baja California",02,15.13718
2011,"Baja California",02,15.06675
2010,"Baja California",02,14.06183
2009,"Baja California",02,14.57028
2008,"Baja California",02,15.01784
2007,"Baja California",02,15.55235
2006,"Baja California",02,16.04975
2005,"Baja California",02,16.6009
2004,"Baja California",02,17.19251
2003,"Baja California",02,17.91556
2002,"Baja California",02,18.83579
2001,"Baja California",02,19.76973
2000,"Baja California",02,20.7928
1999,"Baja California",02,21.78716
1998,"Baja California",02,22.72811
1997,"Baja California",02,23.67945
1996,"Baja California",02,24.58272
1995,"Baja California",02,25.42974
1994,"Baja California",02,25.9356
1993,"Baja California",02,26.50351
1992,"Baja California",02,27.19922
1991,"Baja California",02,28.03334
1990,"Baja California",02,31.25621
2021,"Baja California Sur",03,9.93306
2020,"Baja California Sur",03,12.71571
2019,"Baja California Sur",03,9.75434
2018,"Baja California Sur",03,13.96719
2017,"Baja California Sur",03,12.76565
2016,"Baja California Sur",03,10.02488
2015,"Baja California Sur",03,11.38986
2014,"Baja California Sur",03,12.14093
2013,"Baja California Sur",03,13.24556
2012,"Baja California Sur",03,12.49515
2011,"Baja California Sur",03,11.64633
2010,"Baja California Sur",03,15.93207
2009,"Baja California Sur",03,16.40023
2008,"Baja California Sur",03,16.74826
2007,"Baja California Sur",03,17.38588
2006,"Baja California Sur",03,17.84229
2005,"Baja California Sur",03,18.44632
2004,"Baja California Sur",03,19.02728
2003,"Baja California Sur",03,19.75971
2002,"Baja California Sur",03,20.70646
2001,"Baja California Sur",03,21.44633
2000,"Baja California Sur",03,22.22222
1999,"Baja California Sur",03,22.88108
1998,"Baja California Sur",03,23.48739
1997,"Baja California Sur",03,24.0977
1996,"Baja California Sur",03,24.82425
1995,"Baja California Sur",03,25.55911
1994,"Baja California Sur",03,26.21145
1993,"Baja California Sur",03,26.95835
1992,"Baja California Sur",03,27.64823
1991,"Baja California Sur",03,29.26067
1990,"Baja California Sur",03,34.06408
2021,"Campeche",04,15.88562
2020,"Campeche",04,10.3384
2019,"Campeche",04,13.10451
2018,"Campeche",04,16.54793
2017,"Campeche",04,13.30947
2016,"Campeche",04,15.2524
2015,"Campeche",04,17.7938
2014,"Campeche",04,14.26089
2013,"Campeche",04,17.00357
2012,"Campeche",04,18.91412
2011,"Campeche",04,17.679
2010,"Campeche",04,19.81716
2009,"Campeche",04,20.04953
2008,"Campeche",04,20.42979
2007,"Campeche",04,20.87008
2006,"Campeche",04,21.33896
2005,"Campeche",04,21.91107
2004,"Campeche",04,22.57894
2003,"Campeche",04,23.47307
2002,"Campeche",04,24.54243
2001,"Campeche",04,26.17146
2000,"Campeche",04,28.25332
1999,"Campeche",04,29.9982
1998,"Campeche",04,31.72142
1997,"Campeche",04,33.43826
1996,"Campeche",04,33.89329
1995,"Campeche",04,34.22435
1994,"Campeche",04,34.47873
1993,"Campeche",04,34.60912
1992,"Campeche",04,34.80682
1991,"Campeche",04,37.40215
1990,"Campeche",04,45.55478
2021,"Coahuila de Zaragoza",05,10.68745
2020,"Coahuila de Zaragoza",05,12.81062
2019,"Coahuila de Zaragoza",05,14.42038
2018,"Coahuila de Zaragoza",05,13.60959
2017,"Coahuila de Zaragoza",05,14.31532
2016,"Coahuila de Zaragoza",05,15.04645
2015,"Coahuila de Zaragoza",05,14.03503
2014,"Coahuila de Zaragoza",05,16.09273
2013,"Coahuila de Zaragoza",05,13.63828
2012,"Coahuila de Zaragoza",05,14.80628
2011,"Coahuila de Zaragoza",05,11.61476
2010,"Coahuila de Zaragoza",05,13.91502
2009,"Coahuila de Zaragoza",05,14.38725
2008,"Coahuila de Zaragoza",05,14.90098
2007,"Coahuila de Zaragoza",05,15.47372
2006,"Coahuila de Zaragoza",05,16.0269
2005,"Coahuila de Zaragoza",05,16.56716
2004,"Coahuila de Zaragoza",05,17.10158
2003,"Coahuila de Zaragoza",05,17.81518
2002,"Coahuila de Zaragoza",05,18.70445
2001,"Coahuila de Zaragoza",05,19.10652
2000,"Coahuila de Zaragoza",05,19.51464
1999,"Coahuila de Zaragoza",05,19.88885
1998,"Coahuila de Zaragoza",05,20.1639
1997,"Coahuila de Zaragoza",05,20.4645
1996,"Coahuila de Zaragoza",05,23.24347
1995,"Coahuila de Zaragoza",05,25.72178
1994,"Coahuila de Zaragoza",05,28.05364
1993,"Coahuila de Zaragoza",05,30.80015
1992,"Coahuila de Zaragoza",05,34.0942
1991,"Coahuila de Zaragoza",05,34.06494
1990,"Coahuila de Zaragoza",05,33.45934
2021,"Colima",06,11.31071
2020,"Colima",06,8.85288
2019,"Colima",06,12.50465
2018,"Colima",06,12.962
2017,"Colima",06,12.55599
2016,"Colima",06,10.64611
2015,"Colima",06,10.36772
2014,"Colima",06,10.9776
2013,"Colima",06,14.44647
2012,"Colima",06,12.57071
2011,"Colima",06,14.15874
2010,"Colima",06,15.41002
2009,"Colima",06,15.78989
2008,"Colima",06,16.21969
2007,"Colima",06,16.65989
2006,"Colima",06,17.08138
2005,"Colima",06,17.61462
2004,"Colima",06,18.19225
2003,"Colima",06,18.96354
2002,"Colima",06,19.87942
2001,"Colima",06,20.9127
2000,"Colima",06,22.34772
1999,"Colima",06,23.36825
1998,"Colima",06,24.52404
1997,"Colima",06,25.75488
1996,"Colima",06,26.90257
1995,"Colima",06,27.73746
1994,"Colima",06,29.11909
1993,"Colima",06,30.46358
1992,"Colima",06,32.38287
1991,"Colima",06,34.03164
1990,"Colima",06,37.475
2021,"Chiapas",07,23.52704
2020,"Chiapas",07,22.14069
2019,"Chiapas",07,23.13111
2018,"Chiapas",07,23.91909
2017,"Chiapas",07,24.69304
2016,"Chiapas",07,25.72152
2015,"Chiapas",07,25.83533
2014,"Chiapas",07,26.78362
2013,"Chiapas",07,25.9865
2012,"Chiapas",07,27.70207
2011,"Chiapas",07,27.16006
2010,"Chiapas",07,27.60275
2009,"Chiapas",07,28.13575
2008,"Chiapas",07,28.72524
2007,"Chiapas",07,29.45405
2006,"Chiapas",07,30.11037
2005,"Chiapas",07,30.93494
2004,"Chiapas",07,31.83348
2003,"Chiapas",07,33.05016
2002,"Chiapas",07,34.59378
2001,"Chiapas",07,35.81977
2000,"Chiapas",07,37.10119
1999,"Chiapas",07,38.46926
1998,"Chiapas",07,39.83593
1997,"Chiapas",07,41.21457
1996,"Chiapas",07,45.03383
1995,"Chiapas",07,48.61175
1994,"Chiapas",07,51.56027
1993,"Chiapas",07,54.89818
1992,"Chiapas",07,58.82769
1991,"Chiapas",07,60.37042
1990,"Chiapas",07,64.35067
2021,"Chihuahua",08,19.0777
2020,"Chihuahua",08,17.33713
2019,"Chihuahua",08,15.93074
2018,"Chihuahua",08,16.91457
2017,"Chihuahua",08,17.9879
2016,"Chihuahua",08,17.13467
2015,"Chihuahua",08,18.37093
2014,"Chihuahua",08,17.13665
2013,"Chihuahua",08,18.11187
2012,"Chihuahua",08,16.51323
2011,"Chihuahua",08,17.42954
2010,"Chihuahua",08,19.27112
2009,"Chihuahua",08,19.80284
2008,"Chihuahua",08,20.28
2007,"Chihuahua",08,20.76827
2006,"Chihuahua",08,21.23017
2005,"Chihuahua",08,21.74006
2004,"Chihuahua",08,22.24667
2003,"Chihuahua",08,22.90098
2002,"Chihuahua",08,23.79083
2001,"Chihuahua",08,24.59051
2000,"Chihuahua",08,25.43467
1999,"Chihuahua",08,26.31765
1998,"Chihuahua",08,27.25385
1997,"Chihuahua",08,28.14838
1996,"Chihuahua",08,28.92933
1995,"Chihuahua",08,29.56801
1994,"Chihuahua",08,30.01604
1993,"Chihuahua",08,30.5786
1992,"Chihuahua",08,31.23117
1991,"Chihuahua",08,31.93495
1990,"Chihuahua",08,33.98841
2021,"Ciudad de México",09,13.74619
2020,"Ciudad de México",09,15.53667
2019,"Ciudad de México",09,14.39391
2018,"Ciudad de México",09,14.03467
2017,"Ciudad de México",09,14.38709
2016,"Ciudad de México",09,13.7315
2015,"Ciudad de México",09,14.22589
2014,"Ciudad de México",09,13.47139
2013,"Ciudad de México",09,14.86445
2012,"Ciudad de México",09,15.32715
2011,"Ciudad de México",09,16.42938
2010,"Ciudad de México",09,13.89798
2009,"Ciudad de México",09,14.36211
2008,"Ciudad de México",09,14.76915
2007,"Ciudad de México",09,15.19503
2006,"Ciudad de México",09,15.6356
2005,"Ciudad de México",09,16.1094
2004,"Ciudad de México",09,16.59196
2003,"Ciudad de México",09,17.23178
2002,"Ciudad de México",09,18.08172
2001,"Ciudad de México",09,18.20961
2000,"Ciudad de México",09,18.37515
1999,"Ciudad de México",09,18.52586
1998,"Ciudad de México",09,18.65667
1997,"Ciudad de México",09,18.78565
1996,"Ciudad de México",09,19.86862
1995,"Ciudad de México",09,20.86289
1994,"Ciudad de México",09,21.91779
1993,"Ciudad de México",09,23.11178
1992,"Ciudad de México",09,24.49802
1991,"Ciudad de México",09,24.93766
