Year,Value
2021,3.762327
2020,-8.862436
2019,-1.184534
2018,1.146309
2017,1.021079
2016,1.486962
2015,2.091755
2014,1.578492
2013,0.055007
2012,2.252381
2011,2.208458
2010,3.590276
2009,-6.713643
2008,-0.377717
2007,0.796317
2006,3.045949
2005,0.955321
2004,2.543284
2003,0.069496
