Year,Value
2020,57.4092720034414
2019,40.9404042698273
2018,38.6506023110417
2017,38.8347130357698
2016,36.2254919654614
2015,37.9967822451216
2014,38.0695839094534
2013,37.8141369581104
2012,38.2985982905102
2011,38.4492022070094
2010,37.6574000949831
2009,37.1043008247237
2008,42.270516153323
2007,38.0668906593115
2006,37.1262472366751
