Year,Hablantes de lengua indígena,Value
2019,Total (15 años y más),21.35483374404
2014,Total (15 años y más),21.05231195991
2019,Mujeres (15 años y más),30.60518461505
2014,Mujeres (15 años y más),31.67579787968
2019,Hombres (15 años y más),9.86736803131
2014,Hombres (15 años y más),8.12255323759
