Year,Sexo,Value
2021,Total,67.7828281900001
2018,Total,68.32160488000022
2015,Total,68.38713422999993
2021,Hombres,74.34048722999984
2018,Hombres,71.82808854999995
2015,Hombres,71.66579258999992
2021,Mujeres,61.948461840000114
2018,Mujeres,65.15317450000015
2015,Mujeres,65.42776563999998
