Year,Entidad federativa,GeoCode,Value
2021,Estados Unidos Mexicanos,0,58.6225
2020,Estados Unidos Mexicanos,0,53.23603
2019,Estados Unidos Mexicanos,0,34.16066
2018,Estados Unidos Mexicanos,0,34.55469
2017,Estados Unidos Mexicanos,0,34.95725
2016,Estados Unidos Mexicanos,0,37.20037
2015,Estados Unidos Mexicanos,0,34.96753
2014,Estados Unidos Mexicanos,0,38.65963
2013,Estados Unidos Mexicanos,0,37.86181
2012,Estados Unidos Mexicanos,0,42.10368
2011,Estados Unidos Mexicanos,0,42.90793
2010,Estados Unidos Mexicanos,0,43.69536
2009,Estados Unidos Mexicanos,0,53.17143
2008,Estados Unidos Mexicanos,0,49.29455
2007,Estados Unidos Mexicanos,0,48.3354
2006,Estados Unidos Mexicanos,0,51.30676
2005,Estados Unidos Mexicanos,0,54.45377
2004,Estados Unidos Mexicanos,0,54.09547
2003,Estados Unidos Mexicanos,0,57.19351
2002,Estados Unidos Mexicanos,0,56.85229
2001,Estados Unidos Mexicanos,0,69.95604
2000,Estados Unidos Mexicanos,0,75.40832
1999,Estados Unidos Mexicanos,0,81.62345
1998,Estados Unidos Mexicanos,0,79.83539
1997,Estados Unidos Mexicanos,0,79.33091
1996,Estados Unidos Mexicanos,0,81.4795
1995,Estados Unidos Mexicanos,0,82.1554
1994,Estados Unidos Mexicanos,0,83.86292
1993,Estados Unidos Mexicanos,0,85.17373
1992,Estados Unidos Mexicanos,0,86.41474
1991,Estados Unidos Mexicanos,0,87.17008
1990,Estados Unidos Mexicanos,0,89.25345
2021,Aguascalientes,1,47.50594
2020,Aguascalientes,1,65.24981
2019,Aguascalientes,1,12.15067
2018,Aguascalientes,1,23.62391
2017,Aguascalientes,1,22.10026
2016,Aguascalientes,1,18.50481
2015,Aguascalientes,1,25.82645
2014,Aguascalientes,1,22.05315
2013,Aguascalientes,1,25.73529
2012,Aguascalientes,1,47.65396
2011,Aguascalientes,1,18.53019
2010,Aguascalientes,1,39.25109
2009,Aguascalientes,1,51.07854
2008,Aguascalientes,1,35.41355
2007,Aguascalientes,1,15.77163
2006,Aguascalientes,1,47.34475
2005,Aguascalientes,1,27.64067
2004,Aguascalientes,1,19.79571
2003,Aguascalientes,1,47.73839
2002,Aguascalientes,1,23.9789
2001,Aguascalientes,1,60.14435
2000,Aguascalientes,1,72.48128
1999,Aguascalientes,1,84.75602
1998,Aguascalientes,1,36.30496
1997,Aguascalientes,1,48.37929
1996,Aguascalientes,1,40.3047
1995,Aguascalientes,1,56.50174
1994,Aguascalientes,1,49.0096
1993,Aguascalientes,1,20.74517
1992,Aguascalientes,1,50.6607
1991,Aguascalientes,1,51.59515
1990,Aguascalientes,1,26.29273
2021,Baja California,2,68.77427
2020,Baja California,2,51.47784
2019,Baja California,2,32.58893
2018,Baja California,2,33.66537
2017,Baja California,2,41.29129
