Value,Disaggregation combinations using this value,Number of indicators
De 25 a 34 años,102,1
De 35 a 44 años,102,1
De 45 a 54 años,102,1
De 55 a 59 años,102,1
De 60 años y más,102,1
Menores de 25 años,102,1
Total,102,1
