Value,Disaggregation combinations using this value,Number of indicators
Localidad de 15 000 y más habitantes,1,1
Localidad de menos de 15 000 habitantes,1,1
"Región Centro Sur y Oriente (Estado de México, Hidalgo, Morelos, Puebla, Tlaxcala, Veracruz)",1,1
Región Ciudad de México (Ciudad de México),1,1
"Región Noreste (Coahuila, Nuevo León, San Luis Potosí, Tamaulipas)",1,1
"Región Noroeste (Baja California, Baja California Sur, Chihuahua, Durango, Sinaloa, Sonora)",1,1
"Región Occidente y Bajío (Aguascalientes, Guanajuato, Jalisco, Michoacán, Nayarit, Querétaro, Zacatecas, Colima)",1,1
"Región Sur (Campeche, Chiapas, Guerrero, Quintana Roo, Tabasco, Yucatán, Oaxaca)",1,1
Total,1,1
