Year,Entidad federativa,Municipio,GeoCode,Value
2019,Veracruz de Ignacio de la Llave,Coatzacoalcos,300390001,
2018,Veracruz de Ignacio de la Llave,Coatzacoalcos,300390001,77.18589892
2017,Veracruz de Ignacio de la Llave,Coatzacoalcos,300390001,79.54975137
2016,Veracruz de Ignacio de la Llave,Coatzacoalcos,300390001,71.81039326
2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,300390001,
2021 P/,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,300870001,
2020,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,300870001,
2019,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,300870001,
2018,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,300870001,72.21550823
2017,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,300870001,73.47065383
2016,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,300870001,72.32817373
2015,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,300870001,70.65008097
2021 P/,Veracruz de Ignacio de la Llave,Veracruz,301930001,64.73514059
2020,Veracruz de Ignacio de la Llave,Veracruz,301930001,58.79283994
2019,Veracruz de Ignacio de la Llave,Veracruz,301930001,
2018,Veracruz de Ignacio de la Llave,Veracruz,301930001,53.4495948
2017,Veracruz de Ignacio de la Llave,Veracruz,301930001,52.24425921
2016,Veracruz de Ignacio de la Llave,Veracruz,301930001,48.76559459
2015,Veracruz de Ignacio de la Llave,Veracruz,301930001,48.06794647
2021 P/,Yucatán,,31,
2020,Yucatán,,31,
2019,Yucatán,,31,
2018,Yucatán,,31,82.40453479
2017,Yucatán,,31,81.3669827
2016,Yucatán,,31,77.83746021
2015,Yucatán,,31,73.73050666
2021 P/,Yucatán,Mérida,310500001,83.67870059
2020,Yucatán,Mérida,310500001,75.6553705
2019,Yucatán,Mérida,310500001,
2018,Yucatán,Mérida,310500001,70.20395436
2017,Yucatán,Mérida,310500001,69.89917638
2016,Yucatán,Mérida,310500001,63.36495324
2015,Yucatán,Mérida,310500001,61.730199
2021 P/,Zacatecas,,32,
2020,Zacatecas,,32,
2019,Zacatecas,,32,
2018,Zacatecas,,32,81.16397971
2017,Zacatecas,,32,81.03302045
2016,Zacatecas,,32,77.85932217
2015,Zacatecas,,32,73.11882705
2021 P/,Zacatecas,Zacatecas,320560001,71.47494656
2020,Zacatecas,Zacatecas,320560001,63.10812008
2019,Zacatecas,Zacatecas,320560001,
2018,Zacatecas,Zacatecas,320560001,56.00291181
2017,Zacatecas,Zacatecas,320560001,53.35828662
2016,Zacatecas,Zacatecas,320560001,49.26273972
2015,Zacatecas,Zacatecas,320560001,46.37570632
